key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7,4,72207,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Schlag<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Aggressivverhalten der Anzu.<hex:02100103>Um ihre Jungtiere zu schützen, haben die Anzu eine Attacke entwickelt, mit der sie ihren ganzen Zorn in einem angsterfüllenden Angriff bündeln, der beim Opfer bleibende Schäden hinterlässt.",4,17,0,0,True,False,False,False,False,False,False,False,False,False,False,False
8,3,72208,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Wasser<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Zum Standardrepertoire gehörender Wasserzauber.<hex:02100103>Umfasst Gegner mit einer gewaltigen Wasserfontäne, die zu allem Übel auch noch mit Giftstoffen versetzt ist. Wohl bekomms.",4,81,0,0,True,False,False,False,False,False,False,False,False,False,False,False
9,11,72209,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Erde<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Gabe erdbasierter Magiewesen.<hex:02100103>Lässt durch Manipulation des Umgebungsäthers örtliche Erdbeben entstehen, die teils gewaltige Ausmaße annehmen können.",4,18,0,0,True,False,False,False,False,False,False,False,False,False,False,False
10,18,72210,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Abwehrmechanismus von Baumschraten und anderen Waldwesen.<hex:02100103>Streut magische Eicheln, die in einer Kettenexplosion detonieren und dabei einen schläfrig machenden Wirkstoff freisetzen. Eigentlich zur Abwehr von Fressfeinden und Parasiten entwickelt.",1,57,0,0,True,False,False,False,False,False,False,False,True,False,False,False
11,12,72211,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Kampfinstinkt wilder Kreaturen.<hex:02100103>Entfesselt den angeborenen Tötungsinstinkt von jagdtreibenden Bestien und steigert, wenn von Magiern gewirkt, die Angriffskraft von anderen Blauzaubern.",1,55,0,0,False,True,False,False,False,False,False,False,False,False,False,False
12,41,72212,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Mentale Attacke der Seelenschinder.<hex:02100103>Lähmt Geist wie Körper<hex:021D0103>- eine Angewohnheit, die sich auch ein gewisses brutales Konstrukt der Indigohand zu Nutze gemacht hat.",4,2,68731,68730,True,False,False,False,True,False,False,False,False,False,False,False
13,17,72213,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Fressmethode von Fledermäusen und Stechmücken.<hex:02100103>Durch die Entziehung von Blut wird dem Opfer Körperäther entnommen und das eigene magische Potenzial aufgebaut. Wilde Tiere haben diese Fähigkeit aus ihrer täglichen Nah<hex:02160103>rungs<hex:02160103>auf<hex:02160103>nahme entwickelt.",1,31,68730,68729,True,True,False,False,False,False,False,False,False,False,False,False
14,19,72214,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Feuer<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Imitation goblinscher Bombenattacken.<hex:02100103>Ein Blauzauber, der die mit magischen Elementen verstärkten Bombenwürfe der Goblins imitiert.",1,30,0,0,True,False,False,False,False,False,False,True,False,False,False,False
15,36,72215,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Stich<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Natürlicher Abwehrmechanismus der Sabotender.<hex:02100103>Die winzigen Nadeln sind magische Imitate, aber die von ihnen verursachten Schmerzen und Wunden sind sehr real.",1,45,68733,68732,True,False,False,False,False,False,False,False,False,False,False,False
16,5,72216,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Stich<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Magitek-basierte Werktechnik.<hex:02100103>Die hochdrehzahlige Rotation erzeugt eine erschreckende Durchschlagskraft, die besonders bei versteinerten Gegnern fürchterliche Schäden anrichtet.",1,46,0,0,True,False,False,False,False,False,False,False,False,False,False,False
17,27,72217,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Kampftechnik der Dahak und anderer Nichts<hex:02160103>gesand<hex:02160103>ter.<hex:02100103>Magische Konzentration böser Absichten, die über dem Schlachtfeld ausgestrahlt wird und die Feindseligkeit gegnerischer Truppen auf den Wirkenden zieht.",4,14,0,0,True,False,False,False,False,False,False,False,False,False,False,False
18,15,72218,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Hieb<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Lieblingswaffe der Tomberrys.<hex:02100103>Ein gefürchteter Angriff. Die mit einem hasserfüllten Grinsen geführte Waffe vermag das Opfer zu verkrüppeln und zu lähmen.",4,10,0,0,True,False,False,False,False,False,False,False,False,False,False,False
19,7,72219,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Niederer Transportzauber.<hex:02100103>Löst den Körper in seine ätherischen Bestandteile auf, wodurch er über eine kurze Distanz durch den Ätherstrom gleiten und an anderer Stelle materialisiert werden kann. Gut geeignet für Fluchtmanöver.",1,46,0,0,False,False,False,False,False,False,False,False,False,False,False,False
20,2,72220,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Feuer<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Strahlförmige Feuerattacke.<hex:02100103>Die nach vorne gerichtete Konzentration von Feueräther verhält sich wie eine hochentzündliche Flüssigkeit, die sich an das be<hex:02160103>mit<hex:02160103>leidens<hex:02160103>werte Opfer heftet.",4,20,0,0,True,False,False,False,False,False,False,False,False,False,False,False
21,23,72221,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","List der Qiqirn.<hex:02100103>Die fleischfressenden Qiqirn verängstigen ihre Opfer mit einer magischen Schockwelle aus der hohlen Hand, bevor sie sich geifernd daran machen, sie zu verzehren.",1,32,68732,68731,True,False,False,False,False,False,False,True,False,False,False,False
22,10,72222,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Blitz<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Kraft des Zyklopen.<hex:02100103>Entfesselt einen stark gebündelten Lichtstrahl, der wie ein Blitz niedergeht und den Gegner betäubt.",4,5,68734,68733,True,False,False,False,True,False,False,False,False,False,False,False
23,35,72223,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Blaumagische Technologienachbildung.<hex:02100103>Eine ätherisch gelenkte Waffe, deren Detonation beim Aufschlag auch gut gepanzerten Gegnern großen Schaden zufügt.",4,85,0,0,True,False,False,False,False,False,False,False,False,False,False,True
24,13,72224,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Archaischer Heilzauber.<hex:02100103>Warme Winde tragen heilende Ätherkraft über einen begrenzten Bereich. Die große Heilwirkung verlangt dem Wirkenden einiges an Kräften ab.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
25,8,72225,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Stich<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Attacke der Vespula.<hex:02100103>Die tödlich verletzte Vespula verwandelt den letzten Rest ihrer Lebenskraft in einen hochgiftigen Stachelstich, mit dem sie ihren Bezwinger mit in den Tod reißt.",1,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
26,21,72226,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Feuer<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Typische Attacke der Bomber.<hex:02100103>Verwandelt den gesamten Äther urplötzlich in feuerbasierten und löst so eine Explosion aus. Besonders gefährlich in ölverschmierten Umgebungen.",1,42,0,0,True,False,False,False,False,False,False,False,False,False,False,False
27,22,72227,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Blaumagie aus der Geisterwelt der Neuen Welt.<hex:02100103>Opfert die eigene Lebensenergie, um das Leiden eines anderen zu lindern und ihn vollständig zu heilen.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
28,32,72228,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Von der Karpfenkröte erworbener Blauzauber.<hex:02100103>Dieser Ausweichzauber ist der eigentliche Grund für die sagenhafte Schlüpfrigkeit der Karpfenkröte und streicht den Blaumagier mit glitschigem Öl ein. Manche stehen drauf, andere finden's widerlich.",1,42,0,0,False,True,False,False,False,False,False,False,False,False,False,False
29,20,72229,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Blauzauber des Stammes der Riesen.<hex:02100103>Ein uralter Fluch aus der Neuen Welt, der den Geist des Gegners zerfrisst und schwächt. Folgeangriffe können das wehrlos gewordene Opfer empfindlich treffen.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
30,31,72230,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Schlag<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Von der Karpfenkröte erworbener Blauzauber.<hex:02100103>Die Klebrigkeit der Zunge der Karpfenkröte ist legendär und ermöglicht ihr, Fressbeute von weit her heranzuziehen. Der Zauber imitiert diese Fähigkeit.",1,42,0,0,True,False,False,False,False,False,False,True,False,False,False,False
31,40,72231,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Attacke des Karlabos.<hex:02100103>Wirbelt den in der Schwanzspitze konzentrierten Äther auf den Feind, um ihm Lebensenergie zu entziehen. Erfordert eine hohe Kontrolle über den Äther und ist nicht leicht zu erlernen.",4,28,0,0,True,False,False,False,False,False,False,False,False,False,False,True
32,14,72232,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Fluch der Ahriman und anderer Nichts<hex:02160103>gesand<hex:02160103>ten.<hex:02100103>Setzt sich in den kleinen Rissen der Seele fest, die im Laufe des Lebens entstehen. Die Verderbnis, die sich ausbreitet, verhärtet nicht nur Herz und Gewissen.",4,6,0,0,True,False,False,True,False,False,False,False,False,False,False,False
33,39,72233,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Zauber der Nichts<hex:02160103>gesand<hex:02160103>ten.<hex:02100103>Nichts<hex:02160103>gesand<hex:02160103>te der Neuen Welt versetzen mit diesem Zauber die Angehörigen eines Stammes Mondanbeter in Ekstase, um sich von ihnen verehren zu lassen.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
34,42,72234,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Zauber der Nichts<hex:02160103>gesand<hex:02160103>ten.<hex:02100103>Ein enorm starker Fluch aus der Neuen Welt, der dem Opfer jeglichen Lebenswillen entzieht. Wirkt allerdings nicht zuverlässig.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True
35,30,72235,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Blauzauber aus den Meeren der Neuen Welt.<hex:02100103>Schutzzauber eines dünnhäutigen Meeresbewohners, mit dem er eine magische Mauer um sich errichtet und Fressfeinde abhält.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
36,16,72236,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Eis<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Zauber der Nichts<hex:02160103>gesand<hex:02160103>ten.<hex:02100103>Bündelt die Feindseligkeit eines Angreifers in eine eisbasierte Ätherspitze, die auf den Aggressor zurückgeschleudert werden kann.",1,54,0,0,False,True,True,False,False,False,False,False,False,False,False,False
37,33,72237,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Eis<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Angriffstalent der Chimära.<hex:02100103>Aus dem Ziegenteil der Chimära stammende und zur Waffe gemachte Fähigkeit, mit dem Bergziegen der nördlichen Polarregionen den eisigen Umgebungsäther kontrollieren.",4,12,0,0,True,False,False,True,False,False,False,False,False,False,False,False
38,34,72238,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Blitz<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Angriffstalent der Chimära.<hex:02100103>Eine blaumagische Version der Gabe, Blitze auf die Umgebung niederfahren zu lassen, welche die Chimära von ihrem Drachenteil geerbt hat. ",4,12,0,0,True,False,False,False,True,False,False,False,False,False,False,False
39,43,72239,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Von Salamandern absorbierter Blauzauber.<hex:02100103>Blendet Angreifer mit einem hellen Lichtblitz und steigert ihre Verwundbarkeit.",1,67,0,0,True,False,False,False,False,False,False,False,False,False,False,False
40,37,72240,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Von Kraken stammender Blauzauber.<hex:02100103>Eine Weiterentwicklung der Wasserkanone, mit der Angreifer durch einen Strahl dickflüssiger Tinte geblendet werden.",4,28,0,0,True,False,False,False,False,False,True,False,False,False,False,False
41,24,72241,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Stich<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Neutral<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★<hex:02100103>","Blaumagisches Imitat einer Apkallu-Attacke.<hex:02100103>Dieser Zauber ahmt die unappetitliche Angewohnheit der Apkallu nach, ihren Gegnern verschluckte Fische ins Gesicht zu spucken. Verschlägt dem Opfer nicht selten die Sprache.",1,32,0,0,True,False,False,False,False,True,False,False,False,False,False,False
42,29,72242,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>---<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Schutzzauber eines Panzerdrachen.<hex:02100103>Eine Anhäufung von Erdäther errichtet eine magische Barriere, die Kleidung und Rüstung härtet und jegliche Bewegung unmöglich macht.",4,25,0,0,False,True,False,False,False,False,False,False,False,False,False,False
43,38,72243,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Physisch/Stich<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Feuer<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Traditionelle Attacke der Mamool Ja.<hex:02100103>Ein Ango genannter, mit einer Prise Feueräther versehener Wurfspeer. Der Speer ist eine blaumagische Illusion, der Schmerz ist echt.",4,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
44,44,72244,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Wind<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Garudas Gabe.<hex:02100103>Unbarmherzig bohren sich die Federn der Windgöttin in ihre Opfer und lassen sie sich schmerzvoll winden.",4,65,0,0,True,False,False,False,False,False,False,False,False,False,False,False
45,45,72245,"<hex:024804F201F803><hex:024904F201F903>Typus: <hex:0249020103><hex:0248020103>Magie<hex:02100103><hex:024804F201F803><hex:024904F201F903>Element: <hex:0249020103><hex:0248020103>Feuer<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang: <hex:0249020103><hex:0248020103>★★★★★<hex:02100103>","Ifrits Verheißung.<hex:02100103>Unerträglich heißes Magma schießt in flammenden Säulen aus der Erde, zu Ehren des Primae des Feuers.",4,63,0,0,True,False,False,False,False,False,False,False,False,False,False,False
