key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
7,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Seid gegrüßt, <hex:02081DE905FF0D>Abenteurerin<hex:FF0B>Abenteurer<hex:03>. Ich bin für das Ausstellen von Freibriefen zuständig.","Verzeiht, <hex:02081AE905FF0B>meine Dame<hex:FF0A>mein Herr<hex:03>, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Vielleicht solltet Ihr <hex:0209F0FCE802FF74>nach Limsa Lominsa zurückkehren und ein Wörtchen mit Baderon in der Hafenbar „Zur Ertränkten Sorge“ wechseln<hex:FF4D>nach Gridania zurückkehren und mit Miounne in ihrem Hexenstübchen sprechen<hex:FF36>Euch an Momodi auf der anderen Seite der Halle wenden<hex:03>. Dort werdet Ihr geeignete Arbeit finden.","Mögen die Kaufleute Euch Glück und Wohlstand bringen.","Verzeiht, <hex:02081AE905FF0B>meine Dame<hex:FF0A>mein Herr<hex:03>, aber ich bin nicht dazu autorisiert, Freibriefe an Neulinge wie Euch auszustellen. Warum verlasst Ihr die Stadt nicht für eine Weile und schaut Euch die große, weite Welt an? Das Leben ist spannend dort draußen.","Habt Ihr den Auftrag erfolgreich ausgeführt? So berichten es jedenfalls die Beobachter. Hier, Eure Belohnung.","0","0","Ihr meint den Zuschlag? Der ist dafür, dass Ihr das gesuchte Ziel zur Strecke gebracht habt."
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Den Zwölf zum Gruße! Für <hex:02083FE905FF1D>eine ehrgeizige Abenteurerin<hex:FF1D>einen ehrgeizigen Abenteurer<hex:03> gibt es hier immer etwas zu tun.","Diesen Tatendrang lob ich mir! Leider mangelt es noch an etwas an Erfahrung und Können. <hex:0209CAE802FF41>Sprich mit Baderon und lass dich auf ein paar Abenteuer schicken<hex:FF43>Sprecht mit Miounne und lasst Euch auf ein paar Abenteuer schicken<hex:FF40>Sprich mit Momodi und lass dich auf ein paar Abenteuer schicken<hex:03>, um den Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.","Für Ruhm und Reichtum!","Ah, übersprudelnder Tatendrang, den lob ich mir. Leider mangelt es noch etwas an Erfahrung und Können. In der Umgebung lauern viele Monster und Halunken, mit denen man sich messen könnte, um sich im Umgang mit dem Schwert, Zauberstab oder einer anderen Waffe der Wahl zu üben.","Eine beachtliche Leistung! Hier ist die wohlverdiente Belohnung.","0","0","Und auch das Kopfgeld darf ich nicht vergessen. Gute Leistung!"
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Guten <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03>, <hex:02081DE905FF0D>Abenteurerin<hex:FF0B>Abenteurer<hex:03>! Und ist es nicht ein schöner <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03> für einen Freibrief? Was sagst du?","Guten <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03>, <hex:02081DE905FF0D>Abenteurerin<hex:FF0B>Abenteurer<hex:03>! Und ist es nicht ein schöner <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03>, um zurück zur Aben<hex:02160103>teurer<hex:02160103>gilde von <hex:02091CE802FF06>Limsa<hex:FF09>Gridania<hex:FF07>Ul'dah<hex:03> zu marschieren und mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> zu sprechen? Denn vorher bekommst du keinen von meinen lukrativen Freibriefen angeboten.","Na dann mal los mit dir! Zeit ist Geld!","Guten <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03>, <hex:02081DE905FF0D>Abenteurerin<hex:FF0B>Abenteurer<hex:03>! Und ist es nicht ein schöner <hex:020834E3E90C0DFF18><hex:020814E3E90C05FF06>Abend<hex:FF07>Morgen<hex:03><hex:FF15><hex:020811E3E90C12FF04>Tag<hex:FF06>Abend<hex:03><hex:03>, um unter freiem Himmel seinem Beruf nachzugehen? Also lass, geh und üb dich in deiner Kunst! Vorher kann ich dir keinen meiner lukrativen Freibriefe geben.","Die Wüstenhitze scheint dir nichts auszumachen. Hier ist deine Belohnung. Gib nicht alles auf einmal aus!","0","0","Ach, und das Kopfgeld! Beinahe hätte ich es vergessen. Es sei denn, du verzichtest darauf ... Nein? Gut, du hast es dir verdient."
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Die Tölpelturm-Siedlung kann manchmal etwas einsam sein. Aber Arbeit gibt es hier genug.","Die Tölpelturm-Siedlung kann manchmal etwas einsam sein. Aber Arbeit gibt es hier genug ... Nur nicht für so blutige Anfänger wie dich! Kehre zurück und lass dich noch ein bisschen von <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> verhätscheln. Wir sehen uns später wieder.","Ich behalt dich im Auge! Damit du auch keinen Mist baust!","Die Tölpelturm-Siedlung kann manchmal etwas einsam sein. Aber Arbeit gibt es hier genug ... Nur nicht für so blutige Anfänger wie dich! Du wirst erst noch dein Können unter Beweis stellen müssen, bevor ich dir Arbeit geben kann.","Nicht schlecht, nicht schlecht. Das hast du gut hinbekommen. Hier sind deine Gil.","0","0","Und hier ist auch deine Belohnung. Dem gesuchten Ziel hast du es gezeigt und zwar nicht zu zimperlich."
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ich nehme an, du bist für die Freibriefe hier? Schau dich um, aber mach schnell, ich hab nicht den ganzen Tag Zeit.","Weißt du was? Ich hab 'nen ziemlich guten Job hier. Wenig Stress, gute Bezahlung, nette Leute ... na ja, meistens. Den Job würde ich gerne behalten. Und weißt du, was mich diesen wirklich guten Job kosten könnte? Wenn ich so einem Neuling wie dir einen Freibrief anvertraue. Also zurück zur Aben<hex:02160103>teurer<hex:02160103>gilde mit dir.","Also los, worauf wartest du. Der Freibrief erledigt sich nicht vor alleine.","Weißt du was? Ich hab 'nen ziemlich guten Job hier. Wenig Stress, gute Bezahlung, nette Leute ... na ja, meistens. Den Job würde ich gerne behalten. Und weißt du, was mich diesen wirklich guten Job kosten könnte? Wenn ich so einem Neuling wie dir einen Freibrief anvertraue. Also raus mit dir und komm nicht zurück, bevor du mehr Erfahrung da draußen gesammelt hast.","Nicht einen Gil bekommst du, bevor du ... Moment, die Beobachter melden, dass der Auftrag erfüllt ist. Wurde ja auch Zeit. Hier ist deine Belohnung.","0","0","Ach, und dann ist da ja noch das Kopfgeld. Bitte sehr."
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Du machst dich ja ganz ordentlich! Da könntest du dich glatt mal an ein paar Freibriefen versuchen, was meinst du? ","Und wieder steht <hex:020824E905FF11>eine Anfängerin<hex:FF0E>ein Anfänger<hex:03> vor mir und will was erleben! Tja, wenn du einen Freibrief von mir willst, dann musst du erst mal <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> davon überzeugen, dass du genug auf dem Kasten hast. Frag <hex:020912E802FF04>ihn<hex:FF04>sie<hex:FF04>sie<hex:03> doch mal nach einer passenden Aufgabe!","Also, auf geht's! Erledige das, was ich dir aufgetragen hab.","Und wieder steht <hex:020824E905FF11>eine Anfängerin<hex:FF0E>ein Anfänger<hex:03> vor mir und will was erleben! Vielleicht solltest du dich erst mal an schwächeren Gegnern versuchen, bevor du es mit den Kreaturen in dieser Gegend aufnimmst.","Du bist in einem Stück zurückgekehrt. Die Gebieter scheinen mit deinen Taten zufrieden zu sein. Hier ist deine Belohnung.","0","0","Sie flüstern mir auch, dass du das gesuchte Ziel erlegt hast. Dafür hast du dir einen besondere Belohnung verdient."
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Die Leute hier können jede Hilfe gebrauchen, die sie kriegen können. Bist du dabei?","Die Bewohner von Klein-Ala Mhigo benötigen dringend Unterstützung. Aber mit einem Grünschnabel ist ihnen nicht geholfen. <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> entscheidet, wer so weit ist und wer nicht. Sprich zuerst mit <hex:020912E802FF04>ihm<hex:FF04>ihr<hex:FF04>ihr<hex:03>.","Gib gut auf dich acht.","Die Bewohner von Klein-Ala Mhigo benötigen dringend Unterstützung. Aber du musst dich erst da draußen beweisen, bevor ich dir einen Freibrief anvertrauen kann.","Du siehst ziemlich mitgenommen aus. Hier, diese Belohnung wird dich aufmuntern.","0","0","Genau wie das Kopfgeld, das du dir redlich verdient hast."
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Tut mir aufrichtig leid, aber ich habe leider keinen Wein für dich. Wie wäre es stattdessen mit einem Freibrief?","Du hast gestern Abend wohl zu viel von unserem guten Wein getrunken! Um Freibriefe annehmen zu können, reicht angetrunkener Mut leider nicht aus. Geh zu <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>, wenn du wieder nüchtern bist, <hex:020911E802FF03>er<hex:FF04>sie<hex:FF04>sie<hex:03> kann dir bestimmt weiterhelfen.","Los geht's! Und wehe, du lässt dich unterwegs irgendwo volllaufen!","Du hast gestern Abend wohl zu viel von unserem guten Wein getrunken! Um solche Freibriefe annehmen zu können, reichen im Vollrausch geträumte Abenteuer leider nicht aus. Du musst zuerst noch mehr <hex:021A020203>echte<hex:021A020103> Erfahrungen sammeln.","Hier, deine Belohnung! Aber versauf sie nicht gleich wieder!","0","0","Vergiss dein Kopfgeld nicht! Nein, das heißt nicht so, weil man sich damit den Kopf zuhaut."
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Freibriefe erhalten von mir nur die weitsichtigsten aller Abenteurer. ","Du täuschst Weitsicht vor, wo keine ist. Ich kann deiner Forderung nach einem Freibrief deshalb leider nicht entsprechen. Kehre zur Aben<hex:02160103>teurer<hex:02160103>gilde zurück und sprich mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>. Dort wirst du erfahren, was als nächstes zu tun ist.","Möge dich deine Weitsicht zum Erfolg führen!","Du täuschst Weitsicht vor, wo keine ist. Ich kann deiner Forderung nach einem Freibrief deshalb leider nicht entsprechen. Versuche dich zunächst an schwächeren Gegnern, bevor du erneut an mich herantrittst.","Ich war während deiner Abwesenheit so weitsichtig und habe die im Erfolgsfall anstehende Belohnung bereits vorbereitet.","0","0","Außerdem hast du anscheinend sehr gut vorausgeplant und dadurch gleichzeitig auch die Bedingungen für den Erhalt des Kopfgeldes erfüllen können. Das nenne ich wahre Weitsicht!"
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Hier an der Weißenfels-Front wimmelt es nur so von Drachen und anderen höchst gefährlichen Monstern. Sei also gewarnt - unsere Freibriefe sind nichts für Schwächlinge.","Du kommst an die Weißenfels-Front und siehst aus, als könntest du es noch nicht einmal mit einer Schneemaus aufnehmen. Sprich lieber vorher noch mal mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>, bevor du dich hier ins Verderben stürzt. ","Halone, die Göttin des Krieges, soll dich auf deinen Abenteuern beschützen!","Du kommst an die Weißenfels-Front und siehst aus, als könntest du es noch nicht einmal mit einer Schneemaus aufnehmen. Wenn ich es mir recht überlege, wäre sie im Moment wohl der passendste Gegner für dich. Komm wieder, wenn du erfahrener bist.","Ich habe es dir vom ersten Moment an angesehen. Du könntest es bestimmt auch mit zehn Drachen gleichzeitig aufnehmen! Hier ist deine Belohnung.","0","0","Das Kopfgeld kommt natürlich noch obendrauf. Ich habe nichts anderes als einen vollen Erfolg von dir erwartet. Gut gemacht."
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ah, endlich kommt mal <hex:02084FE905FF26>eine erfahren aussehende Abenteurerin<hex:FF24>ein erfahren aussehender Abenteurer<hex:03>. Ich bin sicher, ich habe da genau die richtige Beschäftigung für dich.","Ich bin Merthelin von der Aben<hex:02160103>teurer<hex:02160103>gilde. Bei mir bekommt jeder Freibriefe, dem <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> die Erlaubnis erteilt hat. Von dir ... hat <hex:020911E802FF03>er<hex:FF04>sie<hex:FF04>sie<hex:03> aber nichts gesagt.","Wenn du bereit bist, kannst du den Freibrief beginnen.","Ich bin Merthelin von der Aben<hex:02160103>teurer<hex:02160103>gilde. Bei mir bekommt jeder Freibriefe, der über ausreichend Erfahrung verfügt, um gegen die Monster da draußen zu bestehen. Das ... scheint bei dir aber leider nicht der Fall zu sein.","Das war hervorragende Arbeit! Ich hoffe, ich kann wieder mit dir rechnen.","0","0","Du hast dich wirklich ins Zeug gelegt! Wie du nebenbei auch noch das gesuchte Ziel aufgestöbert und zur Strecke gebracht hast, war einsame Spitze! Dafür gebe ich dir einen schönen Bonus."
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ja, selbst im Camp Blauer Dunst gibt es Freibriefe. Welchen hättest du denn gerne?","Ich würde dir gerne einen der Freibriefe anvertrauen, aber ich befürchte, dass <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> leider etwas dagegen hätte. Bitte geh zu <hex:020912E802FF04>ihm<hex:FF04>ihr<hex:FF04>ihr<hex:03> und besprich die Sache.","Gib dein Bestes! Ich bin sicher, dass du erfolgreich zurückkehren wirst.","Ich würde dir gerne einen der Freibriefe anvertrauen, aber ich befürchte leider, dass du noch nicht erfahren genug bist. Entschuldige, ist nicht persönlich gemeint.","Ich bin von deinem fabelhaften Können begeistert. Hier ist dein verdienter Lohn!","0","0","Und an das Kopfgeld hast du natürlich auch gedacht und alles wie gewünscht erledigt. Wunderbar."
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ich vergebe Freibriefe für die Umgebung vom Skorpionen-Treff. Willst du dich nicht daran versuchen?","Suchst du Arbeit? Viele Bewohner dieser Gegend, die ein Problem haben, kommen damit zu uns. Wir stellen dann einen Freibrief aus. Natürlich vergeben wir den nicht an jeden x-Beliebigen. Wir nehmen nur Leute, die uns von <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> empfohlen wurden. Geh doch noch einmal bei der Aben<hex:02160103>teurer<hex:02160103>gilde vorbei.","Ich bin mir sicher, dass du den Freibrief ordnungsgemäß erfüllst. Also los!","Suchst du Arbeit? Viele Bewohner dieser Gegend, die ein Problem haben, kommen damit zu uns. Wir stellen dann einen Freibrief aus. Natürlich vergeben wir den nicht an jeden x-Beliebigen. Nur wer genug Erfahrung vorweisen kann, wird mit einem Auftrag bedacht.","Den Auftrag hast du gewissenhaft erledigt. Danke dir. Hier ist deine Belohnung.","0","0","Und du hast auch noch Zeit dafür gefunden, das gesuchte Ziel zur Strecke zu bringen! Das Kopfgeld schlage ich auf deine Belohnung drauf."
20,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Freibriefe! Wir vergeben Freibriefe!<hex:02100103>Oh hallo! Wenn du danach trachtest, dir einen Namen in dieser Gegend zu machen, sind die Freibriefe eine gute Gelegenheit.","Das Problem ist, dass wir die Freibriefe nur an Abenteurer vergeben dürfen, die die Gilde als zuverlässig erachtet. Sprich doch mal mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> um zu erfahren, was du dafür tun musst. Viel Glück!","Alles bereit? Dann viel Erfolg!","Das Problem ist, dass wir die Freibriefe nur an erfahrene Abenteurer vergeben dürfen. Wir brauchen Leute, die mit den hiesigen Monstern umgehen können. Warum gehst du nicht raus und sammelst mehr Erfahrung? Viel Glück!","Hast du alles erledigt? Wenn dem so ist, kann ich dir deine Belohnung aushändigen. Dein Auftraggeber ist sicher sehr dankbar.","0","0","Das Kopfgeld für das gesuchte Ziel habe ich schon dazugerechnet. Saubere Arbeit, muss ich sagen."
21,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ich vergebe Freibriefe für die Sonnenküste. Aber glaub nicht, dass du dich an der schönen Küste ausruhen kannst. Die meisten Aufträge sind lebens<hex:02160103>ge<hex:02160103>fähr<hex:02160103>lich.","Du willst dich also an einem Freibrief versuchen? Hm, so einfach ist das nicht. Ich darf die Aufträge nur an Abenteurer vergeben, für deren Können die Aben<hex:02160103>teurer<hex:02160103>gilde ausdrücklich bürgt. Kehre zur Gilde zurück und sprich mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>.","Auf geht's! Der Freibrief erledigt sich nicht von alleine!","Du willst dich also an einem Freibrief versuchen? Hm, so einfach ist das nicht. Ich darf die Aufträge nur an Abenteurer vergeben, die ihr Können im Kampf bewiesen haben. Warum gehst du nicht raus und erledigst ein paar Monster, um deine Durchsetzungskraft im Kampf zu stärken?","Du bist schon fertig? Alles erledigt? Alle Achtung, den Freibrief hast du sauber erledigt. Hier ist deine Belohnung.","0","0","Das gesuchte Ziel hast du auch zur Strecke gebracht. Dann lass mich das Kopfgeld auf deine Belohnung aufschlagen. Gute Arbeit!"
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ich biete Freibriefe für die Region um das Trockendock an. Hier lässt sich schnell ein hübsches Sümmchen verdienen, wenn du fleißig bist.","Gut. Dann muss ich nur noch deine Empfehlung durch die Aben<hex:02160103>teurer<hex:02160103>gilde überprüfen ... Hm, sieht so aus, als wärst du noch nicht empfohlen worden. Sprich mit <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>, um die Sache zu regeln. Dann kann ich dir Arbeit anbieten.","Viel Erfolg bei deinem Auftrag. Pass gut auf dich auf!","Hm, sieht so aus, als fehlte es dir noch an Erfahrung. Komm doch später noch einmal wieder, nachdem du mehr Monster aus dieser Region gejagt hast.","Willkommen zurück! Ich gratuliere dir zu deinem Erfolg. Dein Auftraggeber ist sehr zufrieden und möchte, dass ich dir diese Belohnung aushändige.","0","0","Außerdem gebe ich dir noch das Kopfgeld für das gesuchte Ziel, das du erledigt hast. Auf dich ist wirklich Verlass!"
