key,0
9,"Mit der <hex:024804F201F603><hex:024904F201F703>Urkraft<hex:0249020103><hex:0248020103> steht dir zusätzlich zum Verteidiger-Symbol nun auch der Urkraftbalken zur Verfügung. Mit der Ausführung bestimmter Kommandos lässt du deinen Kampfinstinkten freien Lauf und füllst so den Balken auf.<hex:02100103>Diese angesammelte Urkraft kann aufgebraucht werden, um mächtige Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten wie <hex:024804F201F603><hex:024904F201F703>Tier in dir<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Kreiselklinge<hex:0249020103><hex:0248020103> zu entfesseln."
10,"Blutbalken"
11,"Mit der Fähigkeit <hex:024804F201F603><hex:024904F201F703>Zähigkeit<hex:0249020103><hex:0248020103> stählst du Körper und Seele, um auch den stärksten Feinden die Stirn zu bieten. Ist diese Verteidigungshaltung aktiv, wird sie dir als spezielles Symbol angezeigt. Nutze Zähigkeit immer dann, wenn es die Aufmerksamkeit deiner Widersacher auf dir zu halten gilt!"
12,"Mal der Dunklen Seite"
13,"Mit der Fähigkeit <hex:024804F201F603><hex:024904F201F703>Finstere Flut<hex:0249020103><hex:0248020103> steht dir zusätzlich zum Zähigkeits-Symbol nun auch das Mal der Dunklen Seite zur Verfügung. Führst du <hex:024804F201F603><hex:024904F201F703>Finstere Flut<hex:0249020103><hex:0248020103> aus, so hüllst du dich gänzlich in schwärzeste Finsternis und verleihst dir den Status <hex:024804F201FA03><hex:024904F201FB03>Dunkle Seite<hex:0249020103><hex:0248020103>. Er erhöht den Schaden deiner Angriffe, deine Klinge damit zu einer noch tödlicheren Waffe machend."
14,"Blutbalken"
15,"Mit der Eigenschaft <hex:024804F201F603><hex:024904F201F703>Schwarzblut<hex:0249020103><hex:0248020103> steht dir zusätzlich zum Zähigkeits-Symbol nun auch der Blutbalken zur Verfügung. Mit der Ausführung bestimmter Kommandos weckst du die Dunkle Macht in dir und füllst so den Balken auf.<hex:02100103>Die im Blutbalken angesammelte Energie kann aufgebraucht werden, um die mächtigen Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten <hex:024804F201F603><hex:024904F201F703>Blutvergießen<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Quietus<hex:0249020103><hex:0248020103> (Stufe 64) zu entfesseln."
16,"Mal der Dunklen Seite"
17,"Mit deiner Meis<hex:02160103>ter<hex:02160103>schaft über die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Schwärzeste Nacht<hex:0249020103><hex:0248020103> hast du nun auch die Dunklen Künste erlernt! Wird die von <hex:024804F201F603><hex:024904F201F703>Schwärzeste Nacht<hex:0249020103><hex:0248020103> gewährte Barriere vollständig konsumiert, so füllt sich das zugehörige Symbol. Ist es aktiv, kannst du damit <hex:024804F201F603><hex:024904F201F703>Finstere Flut<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Finstere Klinge<hex:0249020103><hex:0248020103> auslösen <hex:021D0103>- statt MP werden dabei die Dunklen Künste verbraucht."
18,"Mal der Dunklen Seite"
19,"Das Auslösen der Fähigkeit <hex:024804F201F603><hex:024904F201F703>Schattenschemen<hex:0249020103><hex:0248020103> bringt einen unerwarteten Verbündeten mit sich! Ein Heldenschemen formt sich aus deiner Dunklen Macht und kämpft wacker an deiner Seite. Dein Mal der Dunklen Seite zeigt dir an, wie lange der Schemen bestehen bleibt."
20,"Heilbalken"
21,"Mit der Eigenschaft <hex:024804F201F603><hex:024904F201F703>Geheimnis der Lilie<hex:0249020103><hex:0248020103> erblühen von nun an <hex:024804F201FA03><hex:024904F201FB03>Lilien<hex:0249020103><hex:0248020103> für dich. Nach einer bestimmten Zeit, die du im Kampf verbringst, erblüht eine solche <hex:024804F201FA03><hex:024904F201FB03>Lilie<hex:0249020103><hex:0248020103> entlang deines Heilbalkens für dich<hex:021D0103>- dort kannst du jederzeit sehen, wie viele dir gerade zur Verfügung stehen. Konsumiere ihre mystischen Kräfte, um mächtige Zauber wie <hex:024804F201F603><hex:024904F201F703>Afflatus solatii<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Afflatus laetitiae<hex:0249020103><hex:0248020103> zu wirken!"
22,"Heilbalken"
23,"Die Eigenschaft <hex:024804F201F603><hex:024904F201F703>Verbessertes Afflatus solatii<hex:0249020103><hex:0248020103> erlaubt dir, neben regulären <hex:024804F201FA03><hex:024904F201FB03>Lilien<hex:0249020103><hex:0248020103> nun auch eine <hex:024804F201FA03><hex:024904F201FB03>Blutlilie<hex:0249020103><hex:0248020103> zum Erblühen zu bringen<hex:021D0103>- sie öffnet sich in drei Stufen. Erst durch sie kann der zerstörerische Zauber <hex:024804F201F603><hex:024904F201F703>Afflatus miseriae<hex:0249020103><hex:0248020103> gewirkt werden."
24,"Ätherstrombalken"
25,"Wirkst du die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Ätherfluss<hex:0249020103><hex:0248020103>, so werden die dir verliehenen Aufladungen nun als leuchtende Symbole im sogenannten Ätherstrombalken angezeigt."
26,"Feenbalken"
27,"Mit deiner Meis<hex:02160103>ter<hex:02160103>schaft über die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Ätherpakt<hex:0249020103><hex:0248020103> steht dir nun auch der Feenbalken zur Verfügung! Er füllt sich immer dann mit Feenäther, wenn du Ätherfluss für Zauber wie <hex:024804F201F603><hex:024904F201F703>Revitalisierung<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Weise Voraussicht<hex:0249020103><hex:0248020103> verbrauchst. Mit dem angesammelten Feenäther können daraufhin starke magische Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten wie <hex:024804F201F603><hex:024904F201F703>Ätherpakt<hex:0249020103><hex:0248020103> gewirkt werden, solange du dich im Kampf befindest und deine Fee beschworen ist."
28,"Feenbalken"
29,"Nach intensiven Studien hat sich dir die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Seraph-Beschwörung<hex:0249020103><hex:0248020103> erschlossen. Diese mysteriöse Fähigkeit verwandelt deine gerade beschworene Fee kurzzeitig in einen Seraphen. Die verbleibende Dauer dieser Beschwörung wird dir an deinem Feenbalken angezeigt."
30,"Arkana-Balken"
31,"Mit den Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten <hex:024804F201F603><hex:024904F201F703>Lichtziehen<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Schattenziehen<hex:0249020103><hex:0248020103> steht dir von nun an der Arkana-Balken zur Verfügung! Hältst du eine Karte in der Hand, so ändern sich die Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten <hex:024804F201F603><hex:024904F201F703>Ausspielen I<hex:0249020103><hex:0248020103>, <hex:024804F201F603><hex:024904F201F703>Ausspielen II<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Ausspielen III<hex:0249020103><hex:0248020103> zu ihren entsprechenden Karten, die beim Ausführen ganz verschiedene Effekte haben."
32,"アルカナシンボル/アストロサイン"
33,"Mit der Fähigkeit <hex:024804F201F603><hex:024904F201F703>Kleine Arkana<hex:0249020103><hex:0248020103> wird deinem Arkana-Balken ein Kartenfeld für die Karten der Kleinen Arkana hinzugefügt. Führst du <hex:024804F201F603><hex:024904F201F703>Lichtziehen<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Schattenziehen<hex:0249020103><hex:0248020103> aus, ändert sich das Kommando außerdem zu <hex:024804F201F603><hex:024904F201F703>König der Kronen<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Königin der Kronen<hex:0249020103><hex:0248020103>."
34,"Chakra-Balken"
35,"Mit dem Kommando <hex:024804F201F603><hex:024904F201F703>Stählerne Meditation<hex:0249020103><hex:0248020103> ist es dir nun möglich, <hex:024804F201FA03><hex:024904F201FB03>Chakren<hex:0249020103><hex:0248020103> zu öffnen. Ihre Anzahl wird dir in deinem Chakra-Balken angezeigt. Ihre geballte Energie lässt sich in den mächtigen Kommandos <hex:024804F201F603><hex:024904F201F703>Stahlzinnen<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Heulende Faust<hex:0249020103><hex:0248020103> (Stufe 40) entfesseln, sobald du alle <hex:024804F201FA03><hex:024904F201FB03>Chakren<hex:0249020103><hex:0248020103> geöffnest hast."
36,"Tierchakra-Balken"
37,"Dein Geist befindet sich in perfektem Einklang mit der Natur, wodurch du nun in der Lage bist, <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> und <hex:024804F201FA03><hex:024904F201FB03>Nadi<hex:0249020103><hex:0248020103> in dir zu öffnen.<hex:02100103>Es existieren 3 Arten von Tier-Chakren, welche du durch das Ausführen bestimmter Kommandos öffnen kannst: Das <hex:024804F201FA03><hex:024904F201FB03>Chakra des Opo-Opos<hex:0249020103><hex:0248020103>, das <hex:024804F201FA03><hex:024904F201FB03>Chakra des Coeurls<hex:0249020103><hex:0248020103> oder das <hex:024804F201FA03><hex:024904F201FB03>Chakra des Raptors<hex:0249020103><hex:0248020103>. Je nachdem, wie viele verschiedene <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> du geöffnet hast, kannst du ihre Energie in unter<hex:02160103>schied<hex:02160103>liche Angriffe entladen.<hex:02100103><hex:02100103>Drei gleiche <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> führen zu <hex:024804F201F603><hex:024904F201F703>Elixier-Feld<hex:0249020103><hex:0248020103>, das dir außerdem noch das <hex:024804F201FA03><hex:024904F201FB03>Mondnadi<hex:0249020103><hex:0248020103> gewährt. Drei jeweils unter<hex:02160103>schied<hex:02160103>liche <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> ermöglichen dir hingegen <hex:024804F201F603><hex:024904F201F703>Zündschlag<hex:0249020103><hex:0248020103> und damit das <hex:024804F201FA03><hex:024904F201FB03>Sonnennadi<hex:0249020103><hex:0248020103>. Jegliche andere Kombination an drei <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> erlaubt die Ausführung von <hex:024804F201F603><hex:024904F201F703>Neuordnung der Himmel<hex:0249020103><hex:0248020103>.<hex:02100103>Hast du sowohl <hex:024804F201FA03><hex:024904F201FB03>Mondnadi<hex:0249020103><hex:0248020103> und <hex:024804F201FA03><hex:024904F201FB03>Sonnennadi<hex:0249020103><hex:0248020103> als auch drei <hex:024804F201FA03><hex:024904F201FB03>Tier-Chakren<hex:0249020103><hex:0248020103> geöffnet, steht dir die mächtige Attacke <hex:024804F201F603><hex:024904F201F703>Tornadotritt<hex:0249020103><hex:0248020103> zur Verfügung."
38,"Blitzbalken"
39,"Die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Bruderschaft<hex:0249020103><hex:0248020103> stärkt deine Gemeinschaft mit deinen Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>gliedern! Wird sie ausgeführt, gewährst du ihnen und dir selbst <hex:024804F201FA03><hex:024904F201FB03>Bruderschaft<hex:0249020103><hex:0248020103>, wodurch sich die Maximalanzahl an <hex:024804F201FA03><hex:024904F201FB03>Chakren<hex:0249020103><hex:0248020103>, die du öffnen kannst, während der Wirkungsdauer auf 10 erhöht."
40,"Drachenbalken"
41,"Dein Herz ist eins mit dem des Drachen geworden, wodurch dir die Ausführung des Kommandos <hex:024804F201F603><hex:024904F201F703>Geirskogul<hex:0249020103><hex:0248020103> nun <hex:024804F201FA03><hex:024904F201FB03>Drachenherz<hex:0249020103><hex:0248020103> gewährt und deinen Angriff erhöht. Die Wirkungsdauer von <hex:024804F201FA03><hex:024904F201FB03>Drachenherz<hex:0249020103><hex:0248020103> wird im Drachenbalken angezeigt."
42,"Drachenbalken"
43,"Die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Meister der Lanze IV<hex:0249020103><hex:0248020103> gewährt dir bei Ausführung von <hex:024804F201F603><hex:024904F201F703>Überfallsstoß<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Groll des Drachen<hex:0249020103><hex:0248020103> nun jeweils ein <hex:024804F201FA03><hex:024904F201FB03>Wyrmauge<hex:0249020103><hex:0248020103>. Hast du zwei <hex:024804F201FA03><hex:024904F201FB03>Wyrmaugen<hex:0249020103><hex:0248020103> gesammelt, steht dir der Angriff <hex:024804F201F603><hex:024904F201F703>Zwillingswyrm<hex:0249020103><hex:0248020103> zur Verfügung."
44,""
45,"Kazematoi"
46,"Erfolgreiches Ausführen von <hex:024804F201F603><hex:024904F201F703>Harnischbrecher<hex:0249020103><hex:0248020103> gewährt dir <hex:024804F201FA03><hex:024904F201FB03>Kazematoi<hex:0249020103><hex:0248020103>, wodurch <hex:024804F201F603><hex:024904F201F703>Äolusklinge<hex:0249020103><hex:0248020103> verstärkt wird. Wird <hex:024804F201F603><hex:024904F201F703>Harnischbrecher<hex:0249020103><hex:0248020103> als Kombo ausgeführt, kannst du dir bis zu 5 Stapel <hex:024804F201FA03><hex:024904F201FB03>Kazematoi<hex:0249020103><hex:0248020103> gewähren. Die momentane Anzahl an <hex:024804F201FA03><hex:024904F201FB03>Kazematoi<hex:0249020103><hex:0248020103> wird dir in seinem zugehörigen Balken angezeigt."
47,"Ninki-Balken"
48,"Die Eigenschaft <hex:024804F201F603><hex:024904F201F703>Shukiho<hex:0249020103><hex:0248020103> erschließt dir den Ninki-Balken, den du mittels deiner Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten zu füllen weißt. Das gesammelte Ninki kann für mächtige Techniken wie <hex:024804F201F603><hex:024904F201F703>Krötenmedium<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Rad des Werdens<hex:0249020103><hex:0248020103> ausgegeben werden."
49,"Setsugekka-Balken"
50,"Mit dem Erlernen der drei Symbole <hex:024804F201FA03><hex:024904F201FB03>Setsu<hex:0249020103><hex:0248020103>, <hex:024804F201FA03><hex:024904F201FB03>Getsu<hex:0249020103><hex:0248020103> und <hex:024804F201FA03><hex:024904F201FB03>Ka<hex:0249020103><hex:0248020103> hast du auch den Setsugekka-Balken freigeschaltet! Führst du eine bestimmte Kombination von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>keit aus, erhältst du eines davon. Damit ändert sich auch <hex:024804F201F603><hex:024904F201F703>Iaijutsu<hex:0249020103><hex:0248020103><hex:021D0103>- je nachdem, wie viele Symbole du gerade hast, wird die Fähigkeit zu <hex:024804F201F603><hex:024904F201F703>Higanbana<hex:0249020103><hex:0248020103>, <hex:024804F201F603><hex:024904F201F703>Tenka Goken<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Midare Setsugekka<hex:0249020103><hex:0248020103>."
51,"Kenki-Balken"
52,"Die Eigenschaft <hex:024804F201F603><hex:024904F201F703>Kenki-Meister<hex:0249020103><hex:0248020103> erschließt dir den Kenki-Balken, den du mittels deiner Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und bei erfolgreicher Schadensreduzierung durch <hex:024804F201F603><hex:024904F201F703>Drittes Auge<hex:0249020103><hex:0248020103> zu füllen weißt. Das gesammelte Kenki kann für tödliche Techniken wie <hex:024804F201F603><hex:024904F201F703>Hissatsu: Shinten<hex:0249020103><hex:0248020103>, <hex:024804F201F603><hex:024904F201F703>Hissatsu: Gyoten<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Hissatsu: Guren<hex:0249020103><hex:0248020103> ausgegeben werden."
53,"Liedbalken"
54,"Singst du die <hex:024804F201F603><hex:024904F201F703>Ballade des Weisen<hex:0249020103><hex:0248020103>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Ballade aktiv ist und <hex:024804F201FA03><hex:024904F201FB03>Virtuose<hex:0249020103><hex:0248020103> durch deine Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten ausgelöst wird, verringert sich der Reaktivierungs-Timer für <hex:024804F201F603><hex:024904F201F703>Aderlass<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Tödlicher Regen<hex:0249020103><hex:0248020103>."
55,"Sowohl <hex:024804F201F603><hex:024904F201F703>Giftbiss<hex:0249020103><hex:0248020103>/<hex:024804F201F603><hex:024904F201F703>Kaustischer Biss<hex:0249020103><hex:0248020103> als auch <hex:024804F201F603><hex:024904F201F703>Beißender Wind<hex:0249020103><hex:0248020103>/<hex:024804F201F603><hex:024904F201F703>Sturmbiss<hex:0249020103><hex:0248020103> haben mit ihrem Schaden über Zeit eine gewisse Chance, <hex:024804F201FA03><hex:024904F201FB03>Virtuose<hex:0249020103><hex:0248020103> auszulösen. Dadurch werden die Lieder eines Barden zu tödlichen Melodien des Schlachtfelds."
56,"Singst du die <hex:024804F201F603><hex:024904F201F703>Hymne der Krieger<hex:0249020103><hex:0248020103>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Hymne aktiv ist und <hex:024804F201FA03><hex:024904F201FB03>Virtuose<hex:0249020103><hex:0248020103> durch deine Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten ausgelöst wird, verringern sich das Auto-Attacke-Intervall und die (Re-)Ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zei<hex:02160103>ten von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und Magie."
57,"Singst du das <hex:024804F201F603><hex:024904F201F703>Menuett des Wanderers<hex:0249020103><hex:0248020103>, so erwacht dein Liedbalken zum Leben. Er zeigt dir, wie lange der Effekt deines eben gesungenen Lieds noch anhält. Während die Hymne aktiv ist und <hex:024804F201FA03><hex:024904F201FB03>Virtuose<hex:0249020103><hex:0248020103> durch deine Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten ausgelöst wird, kannst du den mächtigen Schuss <hex:024804F201F603><hex:024904F201F703>Absolutes Gehör<hex:0249020103><hex:0248020103> zum Einsatz bringen."
58,"Seelenstimme"
59,"Die Eigenschaft <hex:024804F201F603><hex:024904F201F703>Klang der Seelenstimme<hex:0249020103><hex:0248020103> erschließt dir den Seelenstimmen-Balken. Er füllt sich immer dann, wenn <hex:024804F201FA03><hex:024904F201FB03>Virtuose<hex:0249020103><hex:0248020103> ausgelöst wird. Deine gebündelte Seelenstimme lässt sich komplett in einem verheerenden Schuss namens <hex:024804F201F603><hex:024904F201F703>Apex-Pfeil<hex:0249020103><hex:0248020103> bündeln."
60,"Äthertransformator"
61,"Von nun an steht dir der Hitzebalken zur Verfügung! Bestimmte Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten generieren Hitze, die diesen Balken nach und nach füllt. Erreicht sie einen gewissen Wert, kannst du die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Hyperladung<hex:0249020103><hex:0248020103> anwenden, um dich in den Zustand der Überhitzung zu begeben. Die Überhitzung gewährt dir Zugriff auf mächtige Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten wie <hex:024804F201F603><hex:024904F201F703>Hitzeschuss<hex:0249020103><hex:0248020103> und <hex:024804F201F603><hex:024904F201F703>Armbrust<hex:0249020103><hex:0248020103>, die mit deinen Feinden kurzen Prozess machen."
62,"Äthertransformator"
63,"Deine Fortschritte im Ingenieurswesen haben den Batteriebalken freigeschaltet! Lädst du den Balken über bestimmte Fä<hex:02160103>hig<hex:02160103>kei<hex:02160103>ten auf, kannst du die Fähigkeit <hex:024804F201F603><hex:024904F201F703>Selbstschuss-Gyrocopter TURM<hex:0249020103><hex:0248020103> einsetzen. Dieser Gyrocopter unterstützt dich mit regem Beschuss des Ziels, das du gerade selbst angreifst. Auf Stufe 80 verwandelt er sich in das <hex:024804F201F603><hex:024904F201F703>Automaton DAME<hex:0249020103><hex:0248020103><hex:021D0103>- ein Meisterwerk der Ingenieurskunst, das an deiner Seite kämpft."
64,"Elementarbalken"
65,"Dir hat sich das Wissen über <hex:024804F201FA03><hex:024904F201FB03>Lichtfeuer<hex:0249020103><hex:0248020103> und <hex:024804F201FA03><hex:024904F201FB03>Schatteneis<hex:0249020103><hex:0248020103> erschlossen<hex:021D0103>- somit steht dir nun auch der Elementarbalken zur Verfügung.<hex:02100103>Feuerzauber versetzen dich in den Zustand des <hex:024804F201FA03><hex:024904F201FB03>Lichtfeuers<hex:0249020103><hex:0248020103>. Das gierige Feuer verlangt nach mehr MP, verstärkt deine Feuermagie dafür aber immens. Im Gegensatz dazu steht das <hex:024804F201FA03><hex:024904F201FB03>Schatteneis<hex:0249020103><hex:0248020103>, das durch Eismagie hervorgerufen wird und deine MP-Regeneration enorm beschleunigt.<hex:02100103>Ist einer dieser Status aktiv, so ist der nächste Zauber des entgegengesetzten Elements zwar schwächer, verbraucht dafür aber keine MP."
66,"Mit der Eigenschaft <hex:024804F201F603><hex:024904F201F703>Henochisch<hex:0249020103><hex:0248020103> wird dir nun der gleichnamige Status in deinem Elementarbalken angezeigt. <hex:024804F201FA03><hex:024904F201FB03>Henochisch<hex:0249020103><hex:0248020103> wird dir zeitgleich mit <hex:024804F201FA03><hex:024904F201FB03>Lichtfeuer<hex:0249020103><hex:0248020103> oder <hex:024804F201FA03><hex:024904F201FB03>Schatteneis<hex:0249020103><hex:0248020103> gewährt und während es aktiv ist, richten all deine magischen Attacken erhöhten Schaden an. Doch sei gewarnt<hex:021D0103>- fällt <hex:024804F201FA03><hex:024904F201FB03>Lichtfeuer<hex:0249020103><hex:0248020103> oder <hex:024804F201FA03><hex:024904F201FB03>Schatteneis<hex:0249020103><hex:0248020103> von dir ab, endet auch der Effekt von <hex:024804F201FA03><hex:024904F201FB03>Henochisch<hex:0249020103><hex:0248020103>. Plane deine Zauber weise!"
67,"Wirkst du den Zauber <hex:024804F201F603><hex:024904F201F703>Einfrieren<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Eiska<hex:0249020103><hex:0248020103>, wirst du von dem stapelbaren Zustand <hex:024804F201FA03><hex:024904F201FB03>Schattenherz<hex:0249020103><hex:0248020103> erfüllt. Wie viele <hex:024804F201FA03><hex:024904F201FB03>Schattenherzen<hex:0249020103><hex:0248020103> du gerade hast, zeigt dir dein Elementarbalken. Während der Zustand aktiv ist, verbraucht jeder Feuerzauber automatisch ein <hex:024804F201FA03><hex:024904F201FB03>Schattenherz<hex:0249020103><hex:0248020103> und die sonst erhöhten MP-Kosten unter <hex:024804F201FA03><hex:024904F201FB03>Lichtfeuer<hex:0249020103><hex:0248020103> werden ausgesetzt."
68,"Solange <hex:024804F201FA03><hex:024904F201FB03>Henochisch<hex:0249020103><hex:0248020103> aktiv ist, kannst du alle 30 Sekunden den Zauber <hex:024804F201F603><hex:024904F201F703>Moder<hex:0249020103><hex:0248020103> wirken. Wann das nächste <hex:024804F201F603><hex:024904F201F703>Moder<hex:0249020103><hex:0248020103> bereit ist, wird dir per tickendem Zeiger am rechten Rand deines Elementarbalkens angezeigt. Ist der Zauber bereit, leuchtet ein <hex:024804F201FA03><hex:024904F201FB03>Polyglott<hex:0249020103><hex:0248020103>-Kristall am Elementarbalken auf."
69,"Die Eigenschaft <hex:024804F201F603><hex:024904F201F703>Verbessertes Polyglott<hex:0249020103><hex:0248020103> erlaubt dir, den Status <hex:024804F201FA03><hex:024904F201FB03>Polyglott<hex:0249020103><hex:0248020103> nun bis zu zwei mal zu stapeln! Solange <hex:024804F201FA03><hex:024904F201FB03>Henochisch<hex:0249020103><hex:0248020103> aktiv ist, kannst du alle 30 Sekunden die Zauber <hex:024804F201F603><hex:024904F201F703>Moder<hex:0249020103><hex:0248020103> oder <hex:024804F201F603><hex:024904F201F703>Xenoglossie<hex:0249020103><hex:0248020103> wirken. Wann der nächste Zauber bereit ist, wird dir per tickendem Zeiger am rechten Rand deines Elementarbalkens angezeigt. Ist der Zauber bereit, leuchtet ein <hex:024804F201FA03><hex:024904F201FB03>Polyglott<hex:0249020103><hex:0248020103>-Kristall am Elementarbalken auf."
70,"Ätherstrombalken"
71,"Mit der Fähigkeit <hex:024804F201F603><hex:024904F201F703>Energieentzug<hex:0249020103><hex:0248020103> hat sich dir auch der Ätherstrombalken erschlossen! In ihm werden dir die verliehenen Aufladungen von <hex:024804F201FA03><hex:024904F201FB03>Ätherfluss<hex:0249020103><hex:0248020103> nun als leuchtende Symbole angezeigt."
72,"Trancebalken"
73,"Deine Meis<hex:02160103>ter<hex:02160103>schaft über die <hex:024804F201F603><hex:024904F201F703>Ätherinfusion<hex:0249020103><hex:0248020103> augmentiert deinen Trancebalken, besagte Infusionen und ihre Dauer nun anzuzeigen. Sie bestehen aus dem <hex:024804F201FA03><hex:024904F201FB03>Rubin-Arkanum<hex:0249020103><hex:0248020103>, dem <hex:024804F201FA03><hex:024904F201FB03>Topas-Arkanum<hex:0249020103><hex:0248020103> und dem <hex:024804F201FA03><hex:024904F201FB03>Smaragd-Arkanum<hex:0249020103><hex:0248020103> und werden dazu genutzt, um mächtige Beschwörungen durchzuführen. Je nach Infusion kannst du mit ihnen die <hex:024804F201F603><hex:024904F201F703>Ifrit-Beschwörung<hex:0249020103><hex:0248020103>, die <hex:024804F201F603><hex:024904F201F703>Topas-Beschwörung<hex:0249020103><hex:0248020103> oder die <hex:024804F201F603><hex:024904F201F703>Smaragd-Beschwörung<hex:0249020103><hex:0248020103> durchführen."
