key,0,1,2,3,4
47,"Reicher Fang: Kugane-Gewässer","Bedingung: In den Kugane-Gewässern als Gruppe 9 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65927,47
48,"Reicher Fang: Kugane-Gewässer","Bedingung: In den Kugane-Gewässern als Gruppe 8 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65927,48
49,"Reicher Fang: Rubinsee","Bedingung: In der Rubinsee als Gruppe 10 Fischarten gefangen.",110,65928,49
50,"Reicher Fang: Rubinsee","Bedingung: In der Rubinsee als Gruppe 9 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65928,50
51,"Reicher Fang: Rubinsee","Bedingung: In der Rubinsee als Gruppe 8 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65928,51
52,"Reicher Fang: Einzig","Bedingung: Im Einzig als Gruppe 10 Fischarten gefangen.",110,65929,52
53,"Reicher Fang: Einzig","Bedingung: Im Einzig als Gruppe 9 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65929,53
54,"Reicher Fang: Einzig","Bedingung: Im Einzig als Gruppe 8 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65929,54
55,"Angel-Archäologen","Bedingung: Als Gruppe mehr als 300 Urzeittiere gefangen.",130,65933,61
56,"Krebskenner","Bedingung: Mehr als 45 Fangschreckenkrebse gefangen.",120,65934,62
57,"Reicher Fang: Einsame Insel","Bedingung: In den Gewässern der Einsamen Insel als Gruppe 10 Fischarten gefangen.",110,65935,40
58,"Reicher Fang: Einsame Insel","Bedingung: In den Gewässern der Einsamen Insel als Gruppe 9 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65935,41
59,"Reicher Fang: Einsame Insel","Bedingung: In den Gewässern der Einsamen Insel als Gruppe 8 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65935,42
60,"Reicher Fang: Thavnair","Bedingung: In den Gewässern von Thavnair als Gruppe 10 Fischarten gefangen.",110,65936,58
61,"Reicher Fang: Thavnair","Bedingung: In den Gewässern von Thavnair als Gruppe 9 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65936,59
62,"Reicher Fang: Thavnair","Bedingung: In den Gewässern von Thavnair als Gruppe 8 Fischarten gefangen (erforderliche Anzahl hängt von Gruppengröße ab).",110,65936,60
