key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
8,"Feuerkristall",4,"Feuerkristalle",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Feuerenergie.","Feuerkristall",20007,25,1,11,0,59,58,0,4,20010,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
9,"Eiskristall",4,"Eiskristalle",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Eisenergie.","Eiskristall",20009,25,1,11,0,59,58,0,4,20020,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
10,"Windkristall",4,"Windkristalle",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Windenergie.","Windkristall",20010,25,1,11,0,59,58,0,4,20030,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
11,"Erdkristall",4,"Erdkristalle",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Erdenergie.","Erdkristall",20012,25,1,11,0,59,58,0,4,20040,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
12,"Blitzkristall",4,"Blitzkristalle",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Blitzenergie.","Blitzkristall",20011,25,1,11,0,59,58,0,4,20050,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
13,"Wasserkristall",4,"Was<hex:02160103>ser<hex:02160103>kris<hex:02160103>tal<hex:02160103>le",2,0,1,0,0,"Eine größere kristalline Verfestigung ätherischer Wasserenergie.","Wasserkristall",20008,25,1,11,0,59,58,0,4,20060,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
14,"Feuerpolykristall",4,"Feuerpolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Feuerenergie.","Feuerpolykristall",20013,50,1,11,0,59,58,0,4,30010,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
15,"Eispolykristall",4,"Eispolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Eisenergie.","Eispolykristall",20015,50,1,11,0,59,58,0,4,30020,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
16,"Windpolykristall",4,"Windpolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Windenergie.","Windpolykristall",20016,50,1,11,0,59,58,0,4,30030,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
17,"Erdpolykristall",4,"Erdpolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Erdenergie.","Erdpolykristall",20018,50,1,11,0,59,58,0,4,30040,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
18,"Blitzpolykristall",4,"Blitzpolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Blitzenergie.","Blitzpolykristall",20017,50,1,11,0,59,58,0,4,30050,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
19,"Wasserpolykristall",4,"Wasserpolykristalle",2,0,1,0,0,"Ein Dendrit aus ätherischer Wasserenergie.","Wasserpolykristall",20014,50,1,11,0,59,58,0,4,30060,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
20,"Flottentaler",4,"Flottentaler",2,0,1,0,0,"Dieses Zahlungsmittel wird vom Mahlstrom geprägt und ausgegeben und ist nur innerhalb dieser Staatlichen Ge<hex:02160103>sell<hex:02160103>schaft gültig.","Flottentaler",65004,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
21,"Ordenstaler",4,"Ordenstaler",2,0,1,0,0,"Dieses Zahlungsmittel wird von der Bruderschaft der Morgenviper geprägt und ausgegeben und ist nur innerhalb dieser Staatlichen Ge<hex:02160103>sell<hex:02160103>schaft gültig.","Ordenstaler",65005,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
22,"Legionstaler",4,"Legionstaler",2,0,1,0,0,"Dieses Zahlungsmittel wird von der Legion der Unsterblichen geprägt und ausgegeben und ist nur innerhalb dieser Staatlichen Ge<hex:02160103>sell<hex:02160103>schaft gültig.","Legionstaler",65006,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
23,"Allagisch[a] Stein[p] der Philosophie",4,"Allagisch[a] Steine[p] der Philosophie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Philosophie",65012,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
24,"Allagisch[a] Stein[p] der Mythologie",4,"Allagisch[a] Steine[p] der Mythologie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Mythologie",65013,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
25,"Wolfsmarke",3,"Wolfsmarken",1,0,1,1,0,"Von den Staatlichen Ge<hex:02160103>sell<hex:02160103>schaften für Kampferfolge gegen Mitspieler ausgegebene PvP-Pfandstücke, die in der Wolfshöhle gegen diverses Militärzubehör eingetauscht werden können.","Wolfsmarke",65014,55,1,16,0,63,0,0,3,0,20000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
26,"Allagisch[a] Stein[p] der Strategie",4,"Allagisch[a] Steine[p] der Strategie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Strategie",65022,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
27,"Jagdabzeichen",4,"Jagdabzeichen",1,0,1,2,0,"Eine von den Staatlichen Ge<hex:02160103>sell<hex:02160103>schaften vergebene Belohnung für ein bei der Hohen Jagd erlegtes Ziel.","Jagdabzeichen",65024,1,1,16,0,63,0,0,3,0,4000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
28,"Allagisch[a] Stein[p] der Poesie",4,"Allagisch[a] Steine[p] der Poesie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Poesie",65023,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
29,"MGP",3,"MGP",1,0,1,1,0,"Die offizielle Währung des Manderville Gold Saucer. Kann nur in dieser Einrichtung verwendet werden.","MGP",65025,1,1,16,0,63,0,0,3,0,9999999,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
30,"Allagisch[a] Stein[p] der Juristik",4,"Allagisch[a] Steine[p] der Juristik",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Juristik",65032,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
31,"Allagisch[a] Stein[p] der Esoterik",4,"Allagisch[a] Steine[p] der Esoterik",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Esoterik",65033,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
32,"Allagisch[a] Stein[p] der Tradition",4,"Allagisch[a] Steine[p] der Tradition",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Tradition",65038,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
33,"Allagisch[a] Stein[p] der Theologie",4,"Allagisch[a] Steine[p] der Theologie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Theologie",65041,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
34,"Allagisch[a] Stein[p] der Wahrheit",4,"Allagisch[a] Steine[p] der Wahrheit",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Wahrheit",65045,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
35,"Allagisch[a] Stein[p] der Schöpfung",4,"Allagisch[a] Steine[p] der Schöpfung",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Schöpfung",65046,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
36,"Allagisch[a] Stein[p] der Verlogenheit",4,"Allagisch[a] Steine[p] der Verlogenheit",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Verlogenheit",65062,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
37,"Allagisch[a] Stein[p] des Ursprungs",4,"Allagisch[a] Steine[p] des Ursprungs",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein des Ursprungs",65065,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
38,"Allagisch[a] Stein[p] der Goëtie",4,"Allagisch[a] Steine[p] der Goëtie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Goëtie",65066,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
39,"Allagisch[a] Stein[p] der Phantasmagorie",4,"Allagisch[a] Steine[p] der Phantasmagorie",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Phantasmagorie",65067,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
40,"Allagisch[a] Stein[p] der Fantastik",4,"Allagisch[a] Steine[p] der Fantastik",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Fantastik",65075,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
41,"Allagisch[a] Stein[p] der Offenbarung",4,"Allagisch[a] Steine[p] der Offenbarung",2,0,1,0,0,"Obwohl sie wie gewöhnliche Steine aussehen, bestehen Ingenieure der Gar<hex:02160103>lond-Me<hex:02160103>tall<hex:02160103>wer<hex:02160103>ke darauf, dass sie Informationen von unschätzbarem Wert über das antike Allagische Reich enthalten. ","Allagischer Stein der Offenbarung",65083,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
