key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106
13,7021042,0,False,0,20,30,62,39,3020,0,20,"ev_snipe_clic0f","","","",0,False,6949954,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,6949955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Verfolge den Verräter!","Finde den Shinobi, der des<hex:02100103>Verrats verdächtigt wird, und<hex:02100103>beobachte seine Aktionen.","","Den Shinobi observieren","","","","","","","","Beobachten",15,15
14,7021043,0,False,0,4,4,15,7,5800,1,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,6875122,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schick das Schäfchen ins Traumland!","Betäube das ausgerissene Schäfchen<hex:02100103>mit dem Blasrohrpfeil, um<hex:02100103>es einzufangen.","","Das ausgerissene Schaf anvisieren","","","","","","","","Den Blasrohrpfeil abschießen",35,26
15,7022105,0,False,0,4,5,13,3,7700,0,20,"ev_snipe_clic0f","","","",0,False,7022106,7022108,7022109,7022110,7022111,7022112,7022113,0,29,29,29,29,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,2000,2000,20000,20000,20000,20000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spähe nach interessanten Zielen!","Finde heraus, wen oder was Gegeruju<hex:02100103>durch das Fernrohr beobachtet hat.","Fehlschlag: Falsches Ziel anvisiert","Gegerujus Ziele ausspähen","","","","","","","","Beobachten",15,15
16,7083179,0,False,0,15,15,15,15,9000,2,20,"ev_snipe1cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,7083176,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Triff das Streifenrochenweibchen mit einer Duftblase!","Hilf dem jungen Streifenrochen dabei,<hex:02100103>das Streifenrochenweibchen mit einer<hex:02100103>Duftblase zu betören.","","Das Streifenrochenweibchen treffen","","","","","","","","Duftblase verschießen",15,15
17,7089186,0,False,0,4,2,8,13,2800,0,20,"ev_snipe_clic0f","","","",0,False,7108347,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,7089197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde eine Schwachstelle im Yabby-Panzer!","Betrachte den Yabby ganz genau,<hex:02100103>um eine Schwachstelle in seinem Panzer<hex:02100103>zu finden.","","Den Yabby betrachten","","","","","","","","Beobachten",20,14
18,7089199,0,False,0,5,1,7,9,2900,0,20,"ev_snipe_clic0f","","","",0,False,7109884,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,7089198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde eine Schwachstelle des Phoebad!","Betrachte den Phoebad ganz genau,<hex:02100103>um eine Schwachstelle zu finden.","","Den Phoebad betrachten","","","","","","","","Beobachten",20,14
19,7107673,0,False,0,6,8,4,30,7000,0,20,"ev_snipe_clic0f","","","",0,False,7107674,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beschatte den Namazuo!","Beobachte den Namazuo, um etwas über<hex:02100103>ihn oder seinen Schatz herauszufinden!","","Den Namazuo anvisieren","","","","","","","","Beobachten",35,26
20,7107679,0,False,0,6,8,10,3,8200,0,20,"ev_snipe_clic0f","","","",0,False,7107680,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Beschatte den Namazuo!","Beobachte den Namazuo, um etwas über<hex:02100103>ihn oder seinen Schatz herauszufinden!","","Den Namazuo anvisieren","","","","","","","","Beobachten",35,26
21,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
22,7241979,0,False,0,17,7,24,22,300,2,20,"ev_snipe2cf","ev_snipe2_hit0f","ev_snipe2_hit0f","ev_snipe2_mis0f",0,True,7238920,7238921,7238923,7247105,0,0,0,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zerstöre die Dharas!","Unbändige Dharas bedrohen das<hex:02100103>Lager der Ananta. Erledige sie,<hex:02100103>bevor sie das Erz erreichen.","Fehlschlag: Ein Dhara erreicht das Erz","Auf die wütenden Dharas feuern","","","","","","","","Feuern",35,35
23,7352833,0,False,0,3,29,18,118,2000,0,20,"ev_snipe_clic0f","","","",0,False,7359005,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde Ba'Gamnan!","Der Bangaa-Hauptmann ist irgendwo<hex:02100103>auf der Insel. Finde ihn, bevor es zu<hex:02100103>spät ist.","","Finde Ba'Gamnan","","","","","","","","Bestätigen",24,20
24,7400603,0,False,0,16,5,15,15,900,1,7,"ev_snipe3cf","ev_snipe_hit0f","ev_snipe_hit0f","ev_snipe_hit0f",0,False,7400606,7400611,7516452,0,0,0,0,0,38,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Triff die Zielscheibe!","Triff die Zielscheibe, die Gyoshin hält.","Fehlschlag: Gyoshin treffen","Auf die Zielscheibe schießen","","","","","","","","Schießen",35,35
25,7453945,0,False,1,18,5,25,25,500,1,7,"ev_snipe3cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,7453963,7453964,7453965,7453966,0,0,0,0,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,6000,6000,6000,20000,20000,20000,20000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Triff die Zielscheiben!","Schieß auf die Zielscheiben, die von den Namazuo gehalten werden.","","Die Zielscheiben treffen","","","","","","","","Schießen",35,35
26,7941310,0,False,0,16,50,50,60,4000,0,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,8010875,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Triff das Wildschwein!","Es gilt, ein Wildschwein mit einem Blasrohrpfeil betäuben, um an dessen Stoßzahn zu gelangen.","","Das Wildschwein treffen","","","","","","","","Schießen",35,35
27,7964390,0,False,0,15,10,30,30,0,0,7,"ev_snipe_clic0f","","","",0,False,7964369,7964370,7964371,7964372,7964344,0,0,0,42,43,44,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Begutachte das Angebot!","Es gilt, deinen Erstkauf in Mordh Souq zu tätigen. Inspiziere Rhon Rons Waren genauestens und wähle die Spezialität, die dir am meisten zusagt!","","Die Waren betrachten","","","","","","","","Begutachten",35,35
28,7964462,0,False,1,15,5,45,45,1000,0,7,"ev_snipe_clic0f","","","",0,False,7964427,7964431,7964432,7964433,0,0,0,0,47,48,49,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde die Steintafel!","Der Kristall<hex:02160103>exarch hat euch aufgetragen, Y'shtola eine Steintafel aus der Kirche des Strahlenden Lichts mitzubringen. Doch wo in der Gebetshalle ist sie?","","Die Steintafel finden","","","","","","","","Inspizieren",35,26
29,7964494,0,False,0,18,2,70,85,1000,0,20,"ev_snipe_clic0f","","","",0,False,7964480,7964482,7964486,7964487,0,0,0,0,51,52,53,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,20000,20000,20000,20000,20000,20000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Betrachte die Wandmalereien!","Y'shtola hat dich gebeten, die Wand<hex:02160103>maler<hex:02160103>eien zu inspizieren. Vielleicht könnt ihr etwas daraus lernen.","","Wand<hex:02160103>maler<hex:02160103>eien betrachten","","","","","","","","Inspizieren",35,26
30,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
31,0,0,False,0,0,0,0,0,0,0,0,"","","","",0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","","","",0,0
32,7981474,0,False,0,5,5,16,16,10200,0,7,"ev_snipe_clic0f","","","",0,False,7981478,7981479,0,0,0,0,0,0,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde den blauhaarigen Mystel!","Der falsche Laufbursche muss sich mit seinem Diebesgut noch in der Gegend aufhalten! Halte Ausschau nach einem blauen Schopf.","","Nach dem Mystel suchen","","","","","","","","Inspizieren",35,26
33,7981481,0,False,0,12,12,16,16,6500,0,7,"ev_snipe_clic0f","","","",0,False,7981482,7981483,0,0,0,0,0,0,68,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Finde die verdächtige Gestalt!","Laut Alisaie hat sich aus dem scheinbar unbewohnten Dorf eine verdächtige Gestalt genähert, die euch beobachtet. Vergewissere dich, ob sie noch da ist!","","Die verdächtige Gestalt finden","","","","","","","","Vergewissern",35,26
34,7981428,0,False,0,5,40,25,25,1000,1,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,7981491,7981429,7981433,0,0,0,0,0,70,62,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,3000,3000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prüfung der Tholls (Probelauf)","Beweis dein Geschick in den drei Ds, indem du einen Zwerg ohne Thollhelm mit der Schleuder triffst.","","Zwerg ohne Thollhelm treffen","","","","","","","","Stein schleudern",35,26
35,7981428,0,False,0,5,40,25,25,1000,1,20,"ev_snipe0cf","ev_snipe_hit0f","ev_snipe_mis0f","",0,False,7981430,7981431,7981432,7981429,7981433,0,0,0,59,60,61,74,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,4000,3000,3000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prüfung der Tholls","Beweis dein Geschick in den drei Ds, indem du einen Zwerg ohne Thollhelm mit der Schleuder triffst.","Fehlschlag: Zwerg mit Thollhelm treffen","Zwerg ohne Thollhelm treffen","","","","","","","","Stein schleudern",35,26
36,8035299,0,False,0,32,3,15,13,9200,0,7,"ev_snipe_clic0f","","","",0,False,8035302,8035305,8035306,0,0,0,0,0,71,73,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,3000,4000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Betrachte die mysteriösen Bauten!","Auf Y'shtolas Bitten hin begutachtest du die Bauten der Ondo-Becken und vesuchst, bauliche Besonderheiten auszumachen.","","Ein besonderes Merkmal finden","","","","","","","","Inspizieren",35,26
37,7949226,30,False,0,10,3,30,30,2600,0,20,"ev_snipe_clic0f","","","",0,False,7981756,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,20000,20000,20000,20000,20000,20000,20000,1,0,0,0,0,0,0,0,7981751,7981752,7981753,7981755,8052961,8052964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zähle die Pixies!","Du blickst durch das Fernglas und beginnst, die Pixies innerhalb der verfügbaren Zeit zu zählen.","","Die Pixies zählen","","","","","","","","Zählen",24,20
