key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
12,1,243012,91,"Paar[p] mystische Schuhe",4,"Paar[p] mystische Schuhe",1,0,1,2,0,"Mystische Schuhe","Ausweichrate + 8<hex:021D0103>%<hex:02100103>Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit + 50<hex:021D0103>%<hex:02100103>Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15<hex:021D0103>%.","Erhöhen die Ausweichrate, Bewegungsgeschwindigkeit und LP-Heilung."
13,1,243013,104,"Schutzring",4,"Schutzringe",2,0,1,0,0,"Schutzring","Erlittener Schaden - 10<hex:021D0103>%<hex:02100103>Maximal-LP + 7<hex:021D0103>%","Verringert erlittenen Schaden und erhöht die Maximal-LP."
14,1,243014,140,"Eisschild",4,"Eisschilde",2,0,1,0,0,"Eisschild","Erlittener Schaden - 30<hex:021D0103>%<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Gemach<hex:0249020103><hex:0248020103> + 10<hex:021D0103>%<hex:02100103>Absorbiert mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 30<hex:021D0103>% Wasserschaden als LP.","Verringert erlittenen Schaden. Verursacht Gemach bei dir. Kann Eisschaden absorbieren."
15,1,243015,266,"Erdschild",4,"Erdschilde",2,0,1,0,0,"Erdschild","Absorbiert mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 30<hex:021D0103>% Erdschaden als LP.<hex:02100103>Gewährt beim Blocken mit dem Schild mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 10<hex:021D0103>% <hex:024804F201FA03><hex:024904F201FB03>Steinhaut<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Verringert erlittenen Schaden in Höhe von 15<hex:021D0103>% der eigenen Maximal-LP.<hex:02100103>Dauer: 60 Sekunden","Kann Erdschaden absorbieren und bei Blocken mit dem Schild Steinhaut gewähren."
16,1,243016,214,"Wasserschild",4,"Wasserschilde",2,0,1,0,0,"Wasserschild","Blockeffekt + 50<hex:021D0103>%<hex:02100103>Absorbiert mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 30<hex:021D0103>% Wasserschaden als LP.<hex:02100103>Gewährt beim Blocken mit dem Schild mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 10<hex:021D0103>% <hex:024804F201FA03><hex:024904F201FB03>Reflexion<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Reflektiert die meisten magischen Attacken.<hex:02100103>Dauer: 60 Sekunden","Stärkt das Blocken. Kann Wasserschaden absorbieren und beim Blocken mit dem Schild Reflexion gewähren."
17,1,243017,82,"Kraftschild",4,"Kraftschilde",2,0,1,0,0,"Kraftschild","Blockeffekt + 75<hex:021D0103>%<hex:02100103>Magische Verwundbarkeit - 10<hex:021D0103>%","Stärkt das Blocken. Verringert erlittenen magischen Schaden."
18,1,243018,84,"rot[a] Schleife",3,"rot[a] Schleifen",1,0,1,1,0,"Rote Schleife","Steinresistenz + 100<hex:021D0103>%<hex:02100103>Blindresistenz + 100<hex:021D0103>%<hex:02100103>Paralyseresistenz + 100<hex:021D0103>%<hex:02100103>","Erhöht die Resistenzen gegen Stein, Blind und Paralyse."
19,1,243019,238,"Paar[p] Genji-Handschuhe",4,"Paar[p] Genji-Handschuhe",1,0,1,2,0,"Genji-Handschuhe","Ausgeteilter Schaden + 12<hex:021D0103>%<hex:02100103>Paralyseresistenz + 100<hex:021D0103>%<hex:02100103>Erstatten beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 10<hex:021D0103>% einen Teil der TP zurück.","Erhöhen den ausgeteilten Schaden und die Paralyseresistenz. Können bei Kombos mit Bestien TP gewähren."
20,1,243020,94,"Genji-Schild",4,"Genji-Schilde",2,0,1,0,0,"Genji-Schild","Blockeffekt + 30<hex:021D0103>%<hex:02100103>Ausweichrate + 10<hex:021D0103>%","Stärkt das Blocken und erhöht die Ausweichrate."
21,1,243021,226,"Genji-Rüstung",3,"Genji-Rüstungen",1,0,1,1,0,"Genji-Rüstung","Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit - 20<hex:021D0103>%<hex:02100103>Erlittener Schaden - 20<hex:021D0103>%<hex:02100103>Maximal-LP + 30<hex:021D0103>%","Verringert die Bewegungsgeschwindigkeit. Erhöht die Maximal-LP."
22,1,243022,112,"Silberrandbinokel",4,"Silberrandbinokel",2,0,1,2,0,"Silberrandbinokel","Kritische Trefferrate + 15 %<hex:02100103>Blindresistenz + 100 %","Erhöht die kritische Trefferrate und die Blindresistenz."
23,1,243023,189,"Engelsrobe",3,"Engelsroben",1,0,1,1,0,"Engelsrobe","Erlittener Schaden - 7<hex:021D0103>%<hex:02100103>Giftresistenz + 100<hex:021D0103>%<hex:02100103>Gewährt beim Erleiden von Schaden mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 5<hex:021D0103>% 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Rehabilitation<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Regeneriert in bestimmten Intervallen LP in Höhe von 3<hex:021D0103>% der Maximal-LP.<hex:02100103>Dauer: 12 Sekunden<hex:02100103>Maximal-Stapelzahl: 8","Verringert erlittenen Schaden. Erhöht die Giftresistenz. Kann beim Erleiden von Schaden LP regenerieren."
24,1,243024,390,"Meisterschild",4,"Meisterschilde",2,0,1,0,0,"Meisterschild","Blockeffekt + 125<hex:021D0103>%<hex:02100103>Erlittener Schaden - 25<hex:021D0103>%<hex:02100103>Maximal-LP + 35<hex:021D0103>%","Erhöht den Blockeffekt. Reduziert erlittenen Schaden."
25,1,243025,220,"Änigmaschleier",4,"Änigmaschleier",2,0,1,0,0,"Änigmaschleier","Ausgeteilter magischer Schaden + 18<hex:021D0103>%<hex:02100103>Magische Verwundbarkeit - 15<hex:021D0103>%<hex:02100103>Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15<hex:021D0103>%.","Erhöht den ausgeteilten magischen Schaden und die LP-Heilung. Verringert den erlittenen magischen Schaden."
26,1,243026,122,"Dunkelkapuze",3,"Dunkelkapuzen",1,0,1,1,0,"Dunkelkapuze","Maximal-LP + 6<hex:021D0103>%<hex:02100103>Ausweichrate + 8<hex:021D0103>%<hex:02100103>Schlafresistenz + 100<hex:021D0103>%","Erhöht die Maximal-LP, Ausweichrate und Schlafresistenz."
27,1,243027,420,"Heldenkrone",3,"Heldenkronen",1,0,1,1,0,"Heldenkrone","Maximal-LP + 30<hex:021D0103>%<hex:02100103>Ausgeteilter Schaden + 18<hex:021D0103>%<hex:02100103>Gewährt dir beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit <hex:024804F201FA03><hex:024904F201FB03>Exzellenz<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Macht unverwundbar gegen die meisten Attacken und erhöht den ausgeteilten Schaden um 10<hex:021D0103>%<hex:02100103>Dauer: 9 Sekunden","Erhöht die Maximal-LP und den ausgeteilten Schaden. Gewährt bei Kombos mit Bestien Exzellenz."
28,1,243028,150,"Trugweste",3,"Trugwesten",1,0,1,1,0,"Trugweste","Gewährt dir beim Erleiden von Schaden mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 20<hex:021D0103>% 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Blinzeln<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.<hex:02100103>Dauer: 120 Sekunden","Kann beim Erleiden von Schaden Blinzeln gewähren."
29,1,243029,99,"Todesrüstung",3,"Todesrüstungen",1,0,1,1,0,"Todesrüstung","Maximal-LP + 10<hex:021D0103>%<hex:02100103>Erlittener Schaden - 5<hex:021D0103>%<hex:02100103>Todesurteilresistenz + 100<hex:021D0103>%","Erhöht die Maximal-LP und Todesurteilresistenz. Verringert erlittenen Schaden."
30,1,243030,168,"Rosenrüstung",3,"Rosenrüstungen",1,0,1,1,0,"Rosenrüstung","Führt bei physischen Attacken des Gegners eine elementneutrale Konterattacke aus. Der Schaden der Konterattacke unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert: 360","Kontert physische Attacken."
31,1,243031,90,"Feiglingsmesser",4,"Feiglingsmesser",2,0,1,2,0,"Feiglingsmesser","Ausgeteilter Schaden + 1<hex:021D0103>%<hex:02100103>Erlaubt mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 35<hex:021D0103>% die Flucht von einem Gegnerfeld. Da der Kampf vermieden wird, fällt keine Beute ab.<hex:02100103>Nicht wirksam bei Elite- und Endgegnern.<hex:02100103>Zusatzeffekt: Gewährt dir beim Fliehen 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Nadelstichtaktik<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Ausgeteilter Schaden + 18<hex:021D0103>%,<hex:02100103>Ausweichrate + 4<hex:021D0103>%","Erhöht ausgeteilten Schaden. Kann Flucht von Kampffeldern ermöglichen."
32,1,243032,167,"Schattenmantel",4,"Schattenmäntel",2,0,1,0,0,"Schattenmantel","Maximal-LP + 12<hex:021D0103>%<hex:02100103>Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 25<hex:021D0103>% einen Teil der TP zurück.","Erhöht die Maximal-LP. Kann bei Kombos mit Bestien TP zurückerstatten."
33,1,243033,81,"Schattenring",4,"Schattenringe",2,0,1,0,0,"Schattenring","Physische Verwundbarkeit - 9<hex:021D0103>%<hex:02100103>Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 10<hex:021D0103>% einen Teil der TP zurück.","Verringert erlittenen physischen Schaden. Kann bei Kombos mit Bestien TP zurückerstatten."
34,1,243034,112,"Schattenarmreif",4,"Schattenarmreife",2,0,1,0,0,"Schattenarmreif","Magische Verwundbarkeit - 15<hex:021D0103>%<hex:02100103>Maximal-LP + 5<hex:021D0103>%<hex:02100103>Betäubungsresistenz + 100<hex:021D0103>%","Verringert erlittenen magischen Schaden. Erhöht die Maximal-LP und Betäubungsresistenz."
35,1,243035,190,"Lichtmantel",4,"Lichtmäntel",2,0,1,0,0,"Lichtmantel","<hex:024804F201FA03><hex:024904F201FB03>Velocitas<hex:0249020103><hex:0248020103> + 25<hex:021D0103>%<hex:02100103>Erlittener Schaden - 7<hex:021D0103>%<hex:02100103>Maximal-LP + 15<hex:021D0103>%","Gewährt Velocitas. Verringert erlittenen Schaden. Erhöht die Maximal-LP."
36,1,243036,74,"Lichtring",4,"Lichtringe",2,0,1,0,0,"Lichtring","<hex:024804F201FA03><hex:024904F201FB03>Velocitas<hex:0249020103><hex:0248020103> + 15<hex:021D0103>%<hex:02100103>Physische Verwundbarkeit - 8<hex:021D0103>%","Gewährt Velocitas. Verringert erlittenen physischen Schaden."
37,1,243037,86,"Lichtarmreif",4,"Lichtarmreife",2,0,1,0,0,"Lichtarmreif","<hex:024804F201FA03><hex:024904F201FB03>Velocitas<hex:0249020103><hex:0248020103> + 15<hex:021D0103>%<hex:02100103>Magische Verwundbarkeit - 8<hex:021D0103>%","Gewährt Velocitas. Verringert erlittenen magischen Schaden."
38,1,243038,168,"flammend[a] Axt",3,"flammend[a] Äxte",1,0,1,1,0,"Flammende Axt","Versieht die Auto-Attacke mit zusätzlichem Feuerschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Feuerschaden."
39,1,243039,168,"frostig[a] Axt",3,"frostig[a] Äxte",1,0,1,1,0,"Frostige Axt","Versieht die Auto-Attacke mit zusätzlichem Eisschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Eisschaden."
40,1,243040,168,"funkelnd[a] Axt",3,"funkelnd[a] Äxte",1,0,1,1,0,"Funkelnde Axt","Versieht die Auto-Attacke mit zusätzlichem Blitzschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Blitzschaden."
41,1,243041,168,"bebend[a] Axt",3,"bebend[a] Äxte",1,0,1,1,0,"Bebende Axt","Versieht die Auto-Attacke mit zusätzlichem Erdschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Erdschaden."
42,1,243042,168,"fließend[a] Axt",3,"fließend[a] Äxte",1,0,1,1,0,"Fließende Axt","Versieht die Auto-Attacke mit zusätzlichem Wasserschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Wasserschaden."
43,1,243043,168,"stürmisch[a] Axt",3,"stürmisch[a] Äxte",1,0,1,1,0,"Stürmische Axt","Versieht die Auto-Attacke mit zusätzlichem Windschaden.<hex:02100103>Der Zusatzschaden unterliegt dem Einfluss magiestärkender Effekte von Bestienausrüstung, Utensilien und Fertigkeiten.<hex:02100103>Attacke-Wert des Zusatzschadens: 240<hex:02100103>Bei mehrfachem Tragen von Bestienausrüstung, die die Auto-Attacke beeinflusst, wirkt nur einer der Effekte.","Versieht die Auto-Attacke mit Windschaden."
44,1,243044,175,"Ninja-Gewand",4,"Ninja-Gewänder",2,0,1,2,0,"Ninja-Gewand","Maximal-LP + 17<hex:021D0103>%<hex:02100103>Ausweichrate + 8<hex:021D0103>%<hex:02100103>Gewährt bei erfolgreichem Ausweichen 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Hast<hex:0249020103><hex:0248020103><hex:02100103>Wirkung: Die Intervalle zwischen Auto-Attacken und die (Re-)Ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zei<hex:02160103>ten von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und Zaubern sind um 2<hex:021D0103>% verkürzt.<hex:02100103>Dauer: 60 Sekunden<hex:02100103>Maximal-Stapelzahl: 5","Erhöht die Maximal-LP und Ausweichrate. Gewährt beim Ausweichen Hast."
45,1,243045,63,"Paar[p] Ninja-Handschuhe",4,"Paar[p] Ninja-Handschuhe",1,0,1,2,0,"Ninja-Handschuhe","<hex:024804F201FA03><hex:024904F201FB03>Hast<hex:0249020103><hex:0248020103> + 2<hex:021D0103>%<hex:02100103>Ausgeteilter physischer Schaden + 3<hex:021D0103>%","Gewährt Hast. Erhöht den ausgeteilten physischen Schaden."
46,1,243046,91,"Ninja-Augenklappe",3,"Ninja-Augenklappen",1,0,1,1,0,"Ninja-Augenklappe","<hex:024804F201FA03><hex:024904F201FB03>Hast<hex:0249020103><hex:0248020103> + 5<hex:021D0103>%<hex:02100103>Kritische Trefferrate + 5<hex:021D0103>%","Gewährt Hast. Erhöht die kritische Trefferrate."
47,1,243047,224,"Windschild",4,"Windschilde",2,0,1,0,0,"Windschild","Absorbiert mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 30<hex:021D0103>% Windschaden als LP.<hex:02100103>Gewährt beim Blocken mit dem Schild mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 50<hex:021D0103>% 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Blinzeln<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Macht unverwundbar gegen die meisten physischen Attacken. Jede neutralisierte Attacke verbraucht 1 Stapel.<hex:02100103>Dauer: 120 Sekunden","Kann Windschaden absorbieren und beim Blocken mit dem Schild Blinzeln gewähren."
48,1,243048,154,"Windmaske",3,"Windmasken",1,0,1,1,0,"Windmaske","Magische Verwundbarkeit - 10<hex:021D0103>%<hex:02100103>Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 15<hex:021D0103>%.<hex:02100103>Gewährt dir beim Ausweichen von Attacken <hex:024804F201FA03><hex:024904F201FB03>Zweischneidig<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Verursacht Schaden über Zeit aber erhöht im Gegenzug den ausgeteilten Schaden um 30<hex:021D0103>%.<hex:02100103>Dauer: 21 Sekunden","Verringert erlittenen magischen Schaden. Gewährt beim Ausweichen Zweischneidig."
49,1,243049,264,"Windrüstung",3,"Windrüstungen",1,0,1,1,0,"Windrüstung","Erlittener Schaden - 15<hex:021D0103>%<hex:02100103>Ausgeteilter magischer Schaden + 20<hex:021D0103>%<hex:02100103>Erhöht die Heilwirkung eigener Kommandos und Bändigerutensilien um 30<hex:021D0103>%.","Verringert erlittenen Schaden. Erhöht ausgeteilten magischen Schaden und die LP-Heilung."
50,1,243050,268,"Streitaxt",3,"Streitäxte",1,0,1,1,0,"Streitaxt","Erlittener Schaden - 25<hex:021D0103>%<hex:02100103>Be<hex:02160103>we<hex:02160103>gungs<hex:02160103>ge<hex:02160103>schwin<hex:02160103>dig<hex:02160103>keit - 20<hex:021D0103>%","Erhöht ausgeteilten Schaden. Verringert die Bewegungsgeschwindigkeit."
51,1,243051,172,"Mithril-Rüstung",3,"Mithril-Rüstungen",1,0,1,1,0,"Mithril-Rüstung","Erlittener Schaden - 15<hex:021D0103>%<hex:02100103>Maximal-LP + 15<hex:021D0103>%","Verringert erlittenen Schaden. Erhöht die Maximal-LP."
52,1,243052,113,"Paar[p] Mithril-Handschuhe",4,"Paar[p] Mithril-Handschuhe",1,0,1,2,0,"Mithril-Handschuhe","Erlittener Schaden - 5<hex:021D0103>%<hex:02100103>Ausgeteilter physischer Schaden + 5<hex:021D0103>%<hex:02100103>Maximal-LP + 5<hex:021D0103>%","Verringern erlittenen Schaden. Erhöhen ausgeteilten physischen Schaden und die Maximal-LP."
53,1,243053,85,"Paar[p] Mithril-Ellbogenschützer",4,"Paar[p] Mithril-Ellbogenschützer",1,0,1,2,0,"Mithril-Ellbogenschützer","Erlittener Schaden - 10<hex:021D0103>%<hex:02100103>Maximal-LP + 5<hex:021D0103>%","Verringern erlittenen Schaden. Erhöhen das Maximal-LP."
54,1,243054,126,"Bestienmaske",3,"Bestienmasken",1,0,1,1,0,"Bestienmaske","Physische Verwundbarkeit - 10<hex:021D0103>%<hex:02100103>Kritische Trefferrate + 15<hex:021D0103>%","Verringert erlittenen physischen Schaden. Erhöht die kritische Trefferrate."
55,1,243055,87,"Bestienmesser",4,"Bestienmesser",2,0,1,2,0,"Bestienmesser","Kritische Trefferrate + 8<hex:021D0103>%<hex:02100103>Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 25<hex:021D0103>% 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Schaden +<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Erhöht den ausgeteilten Schaden um 3<hex:021D0103>%.<hex:02100103>Dauer: 30 Sekunden<hex:02100103>Maximal-Stapelzahl: 8","Erhöht die kritische Trefferrate. Kann bei kritischen Treffern den ausgeteilten Schaden erhöhen."
56,1,243056,84,"Bestienohrring",4,"Bestienohrringe",2,0,1,0,0,"Bestienohrring","Kritische Trefferrate + 15<hex:021D0103>%<hex:02100103>Maximal-LP + 100<hex:021D0103>%","Erhöht die kritische Trefferrate und Maximal-LP."
57,1,243057,200,"Diebesmesser",4,"Diebesmesser",2,0,1,2,0,"Diebesmesser","<hex:024804F201FA03><hex:024904F201FB03>Hast<hex:0249020103><hex:0248020103> + 1<hex:021D0103>%<hex:02100103>Ermöglicht auf einem Schatzfeld die Wahl von zwei Gegenständen.","Gewährt Hast und zwei Schätze auf Schatzfeldern."
58,1,243058,172,"Diebesgewand",4,"Diebesgewänder",2,0,1,2,0,"Diebesgewand","Beuterate + 80<hex:021D0103>%<hex:02100103>Erlittener Schaden - 8<hex:021D0103>%<hex:02100103>Maximal-LP + 18<hex:021D0103>%","Erhöht die Beuterate und Maximal-LP. Verringert erlittenen Schaden."
59,1,243059,50,"Paar[p] Diebeshandschuhe",4,"Paar[p] Diebeshandschuhe",1,0,1,2,0,"Diebeshandschuhe","Beuterate + 70<hex:021D0103>%<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>Hast<hex:0249020103><hex:0248020103> + 2<hex:021D0103>%","Erhöht die Beuterate. Gewährt Hast."
60,1,243060,30,"Paar[p] Diebesstiefel",4,"Paar[p] Diebesstiefel",1,0,1,2,0,"Diebesstiefel","Beuterate + 40<hex:021D0103>%<hex:02100103>Ausweichrate + 2<hex:021D0103>%","Erhöht die Beute- und Ausweichrate."
61,1,243061,315,"Donneraxt",3,"Donneräxte",1,0,1,1,0,"Donneraxt","Ausgeteilter Schaden + 30<hex:021D0103>%<hex:02100103>Verursacht beim Erleiden von Schaden mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 5<hex:021D0103>% <hex:024804F201FA03><hex:024904F201FB03>Betäubung<hex:0249020103><hex:0248020103> bei dir.<hex:02100103>Dauer: 3 Sekunden","Erhöht den ausgeteilten Schaden. Kann beim Erleiden von Schaden Betäubung verursachen."
62,1,243062,161,"Donnerrüstung",3,"Donnerrüstungen",1,0,1,1,0,"Donnerrüstung","Absorbiert mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 30<hex:021D0103>% Blitzschaden als LP.<hex:02100103>Gewährt dir beim Landen eines kritischen Treffers mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 25<hex:021D0103>% 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Hochstimmung<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Ausgeteilter Schaden + 10<hex:021D0103>%, erlittener Schaden - 5<hex:021D0103>% <hex:02100103>Dauer: 120 Sekunden<hex:02100103>Maximal-Stapelzahl: 4","Kann Blitzschaden absorbieren und beim Landen von kritischen Treffern Hochstimmung gewähren."
63,1,243063,84,"schützend[a] Schild",4,"schützend[a] Schilde",2,0,1,0,0,"Schützender Schild","Gewährt dir beim Blocken mit dem Schild 1 Stapel <hex:024804F201FA03><hex:024904F201FB03>Magische Verwundbarkeit -<hex:0249020103><hex:0248020103>.<hex:02100103>Wirkung: Verringert erlittenen magischen Schaden um 5<hex:021D0103>%.<hex:02100103>Dauer: 60 Sekunden<hex:02100103>Maximal-Stapelzahl: 8","Verringert beim Blocken mit dem Schild erlittenen magischen Schaden."
64,1,243064,113,"Goldspange",3,"Goldspangen",1,0,1,1,0,"Goldspange","<hex:024804F201FA03><hex:024904F201FB03>Velocitas<hex:0249020103><hex:0248020103> + 10<hex:021D0103>%<hex:02100103>Erstattet beim Abschluss einer Kombo mit einer instinktiven Bändigerfertigkeit mit einer Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit von 25<hex:021D0103>% einen Teil der TP zurück.","Gewährt Velocitas. Kann bei Kombos mit Bestien TP zurückerstatten."
