key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7,54,7,43,1,242007,48645,1,42,"Ein eigenartiges Wesen, das ständig auf der Suche nach Erzen ist und daraus seine Schale bildet. Je nach Mineralvorkommen im Lebensraum können Farbe und Härte der Schale variieren. Die Tentakel sind stark giftig, daher wird vom Verzehr abgeraten.","Magischer Blitzschaden","Auf Verbündete:  Physische Verwundbarkeit - / Giftresistenz +",False,False,False,True,False,False,False,False,False,False,False,100,100,91,100,100
8,55,2,27,1,242008,45187,1,54,"Ein großer Gliederfüßler mit ausgeprägtem Sozialverhalten. Das geschlechtsreife Männchen lebt für gewöhnlich mit mehreren paarungsfähigen Weibchen zusammen. Die Schaudermilbe verschießt klebrige Fäden, mit der sie ihre Beute fängt und konserviert.","Physischer Stichschaden / Gift","Auf Gegner: Elementneutraler Schaden / Rückstoß / Fessel",False,False,False,False,False,True,False,False,True,False,False,100,100,100,100,100
9,56,5,8,2,242009,49695,1,30,"Die gewaltige Krabbe ist unter anderem an den Küsten von La Noscea und im Velodyna-Hathoeva-Flusssystem beheimatet und als köstliche Delikatesse geschätzt. Besonders beliebt sind Gerichte, bei denen das zarte Fleisch im eigenen Panzer gegart wird.","Magischer Wasserschaden","Auf Gegner: Wasserschaden / Wasserresistenz -",False,False,False,False,False,False,False,False,False,False,False,97,97,97,97,97
10,57,2,37,1,242010,45187,1,43,"Invasive Bienenart, die durch Handelsschiffe aus Tural eingeschleppt wurde und aufgrund ihrer Größe droht, einheimische Arten zu verdrängen. Bei ihrer Bekämpfung ist äußerste Vorsicht geboten, da sie einen mit Gift gefüllten Stachel abfeuert.","Physischer Stichschaden / Gift","Auf Gegner: Physischer Stichschaden / Rückruf",False,False,False,False,False,True,False,False,False,False,False,97,97,97,97,97
11,58,3,5,2,242011,48646,1,42,"In ganz Eorzea verbreiteter, unheimlicher Vogel. Der Aasfresser taucht in der Mythologie oft als unreiner Verführer auf. Da er auf seiner Suche nach Futter manchmal Armeen folgt, ist er bei Soldaten besonders verhasst.","Magischer Windschaden","Auf Gegner: Magischer Windschaden / Entzaubern",False,False,False,False,False,False,False,False,False,False,False,100,100,91,91,91
12,59,4,36,2,242012,45188,1,30,"Die pflanzlichen, nach der Siebten Katastrophe erschienenen Mandragoras scheinen intelligent zu sein und untereinander zu kommunizieren. Es wird vermehrt beobachtet, dass sich verschiedene Gemüsesorten zusammenschließen und gemeinsam handeln.","Physischer Schlagschaden","Auf Gegner: Elementneutraler Schaden / Fessel",False,False,False,False,False,True,False,False,False,True,False,91,91,100,100,100
13,60,8,6,5,242013,49692,1,54,"Dieser mächtige Geist zeigt sich im Nebel der Nacht und teilt sich äußerliche Gemeinsamkeiten mit Haunts und Spuks. Da er an Orten wie Friedhöfen und Schlachtfeldern erscheint, wird angenommen, dass er eine Manifestation der Angst ist.","Magischer Blitzschaden","Auf Verbündete: LP-Transfer",False,False,False,False,False,False,False,False,False,False,False,100,100,100,100,100
14,61,6,47,2,242014,45187,1,30,"Die geflügelte Eidechse fliegt zwischen Bäumen hin und her, um Insekten zu fangen. Sie ist hochaggressiv und greift auch größere Eindringlinge entschlossen an. In Gridania benutzt man den Namen Puk als abwertende Bezeichnung für Tölpel und Tollpatsche.","Magischer Feuerschaden","Auf Gegner: Physischer Hiebschaden / Rückstoß",False,False,False,False,False,False,False,False,False,False,False,100,88,91,100,100
15,62,5,12,2,242015,48648,1,42,"Global verbreitetes Krebstier, das aufgrund seines Geruchs kaum verzehrt wird. Manche ausgewachsenen Tiere behalten die Gegenstände, die sie im Jungtierstadium als Versteck nutzten, und tragen diese wie einen Helm.","Magischer Wasserschaden","Auf sich: Hast",False,False,False,False,False,False,False,False,False,False,False,94,94,94,94,94
16,63,2,27,1,242016,45186,1,33,"Eine furchterregende Heuschrecke aus den Regenwäldern der südlichen Inseln. Sie gelangte mit emigrierenden Halmlingen bis nach La Noscea und hat sich dort durch die Jagd auf unvorsichtige Wildtiere und Wanderer rasch etabliert.","Physischer Hiebschaden","Auf Gegner: Elementneutraler Schaden / Physische Verwundbarkeit +",False,False,False,False,False,False,False,False,False,False,False,94,94,94,94,94
17,64,8,40,5,242017,49689,2,3,"Diese halbmagischen Wesen entstehen, wenn Umgebungsäther auf Verunreinigungen des Landes wie Aas oder faules Wasser wirkt. Doch auch Alchemisten und Magier mit zweifelhaften Absichten können Schleime erschaffen.","Elementneutraler Schaden / LP-Transfer an Bestienmeister","Auf Gegner: Elementneutraler Schaden / Fessel",False,False,False,False,False,False,False,False,True,False,False,97,1,97,97,97
18,65,7,15,2,242018,45186,2,7,"Eine gepanzerte Golemart, die nach gängiger Meinung einst die Marionette eines vorzeitlichen Magiers war. Denkbar ist aber auch, dass es sich um einen Geist mit einem Seelenfragment oder ein Wesen aus einer gänzlich anderen Welt handelt.","Physischer Hiebschaden","Auf Verbündete: Physischer Schaden +",False,False,False,True,False,False,False,False,False,False,False,97,97,97,97,97
19,66,3,16,2,242019,49689,1,31,"Ein lichtscheues, in düsteren Höhlen und Wäldern nistendes Flugtier. Je nach Art ernährt es sich von Fliegen, Früchten oder sogar Blut. Sein Kot wird seit alters her als Brennstoff und Dünger verwendet.","Elementneutraler Schaden / LP-Transfer an Bestienmeister","Auf Gegner: Elementneutraler Schaden / Präzisions-Malus",False,False,False,False,True,False,False,False,False,False,False,94,94,94,94,94
20,67,4,16,2,242020,49697,1,54,"Diese karnivore Pflanze haust in Wäldern und auf Wiesen. Ihre Blüten locken große Insekten an, die an den Blättern kleben bleiben und von den emporgereckten Wurzeln ausgesaugt werden. Wer so dumm ist, sie als Zimmerpflanze halten zu wollen, wird verzehrt.","Magischer Windschaden / Rückstoß / Gift","Auf Gegner: Elementneutraler Schaden / Magische Verwundbarkeit +",False,False,False,False,False,True,False,False,False,False,False,100,97,97,97,97
21,68,6,5,2,242021,48644,1,33,"Starker Sprinter. Obwohl gefiedert, gilt der Ziz naturkundlich als Verwandter der Raptoren. Sein umfangreiches Repertoire an verschiedenen Giften führt zu unterschiedlichen Beutefängen, welche Auswirkungen auf das Gefieder des Fleischfressers haben.","Magischer Eisschaden","Auf Gegner: Elementneutraler Schaden / Stein",False,True,False,False,False,False,False,False,False,False,False,97,94,97,97,97
22,69,4,18,2,242022,45187,1,42,"In ariden Gebieten verbreiteter, wandernder Kaktus. Dient auch als Maskottchen für einen berühmten Vergnügungspalast, weshalb sich ihm immer wieder Ahnungslose nähern und schnell Bekanntschaft mit einer Salve seiner schmerzhaften Stacheln machen.","Physischer Stichschaden","Auf Verbündete: Zweischneidig",False,False,False,False,False,True,False,False,False,False,False,97,94,94,94,94
23,70,7,25,2,242023,48647,1,45,"Golems sind magische Lebewesen aus Schlamm und Steinen. Meist werden sie von Magiern erschaffen, doch unter bestimmten Bedingungen, wie zum Beispiel einem durch eine Katastrophe gestörten Umgebungsäther, treten sie nachweislich auch spontan auf.","Magischer Erdschaden","Auf Gegner: Magischer Erdschaden / Erdresistenz -",False,False,False,True,False,False,False,False,False,False,False,94,94,94,94,94
24,71,3,48,2,242024,45187,1,32,"An Küsten lebender, großer Seevogel. Apkallu benutzen ihre Flügel auch zum Schwimmen und ernähren sich von kleineren Fischen. Wenn sie sich bedroht fühlen, spucken sie die im Magen befindlichen Fische mit Wucht aus, um Angreifer abzuwehren.","Magischer Wasserschaden","Auf Gegner: Magischer Wasserschaden / Gemach",True,False,False,False,False,False,False,False,False,False,False,97,97,97,97,85
25,72,6,44,2,242025,49692,1,43,"Aus Thavnair stammende riesige Landschildkröte. Ihre Eier wurden zum Ende der Sechsten Ära des Lichts für das Eier-Fest nach Eorzea geschickt. Ein Teil davon schlüpfte und verwilderte. Die Eier gelten heute als eine der Drei Köstlichkeiten Eorzeas.","Magischer Blitzschaden","Auf Verbündete: Physische Verwundbarkeit - / Steinresistenz +",False,False,False,False,False,False,False,False,False,False,False,94,97,94,94,94
26,73,1,30,3,242026,45188,1,30,"Die kräftigen Tiere werden in den Dörfern zwischen Tinolqa und La Noscea gezüchtet, doch immer wieder verwildern Exemplare. Seine schweren Huftritte sind besonders für unerfahrene Abenteurer eine große Gefahr.","Physischer Schlagschaden","Auf Gegner: Elementneutraler Schaden / Betäubung",False,False,False,False,False,False,True,False,False,False,False,88,88,88,88,88
27,74,5,39,2,242027,48644,1,42,"Im alten Nym ließen Magier Muscheln zu den riesigen Uragniten heranwachsen, um sie zu verzehren. Obwohl von guter Konsistenz, schmecken sie nach fast nichts und werden kaum noch gegessen. Die Gourmetgilde sucht nach einem Weg, sie zu verwerten.","Magischer Eisschaden","Auf Gegner: Elementneutraler Schaden / Gift",False,False,False,False,False,True,False,False,False,False,False,91,91,91,91,91
28,75,2,26,2,242028,49694,1,45,"Der Riesenwurm vermag, durch feine Vibrationen den Sand zu verflüssigen und sich schnell durch ihn hinwegzubewegen. Da sein Wachstum nicht endet, lässt sich sein Alter von der Körperlänge her bestimmen.","Magischer Erdschaden / Blind","Auf Gegner: Magischer Erdschaden / Gewicht",False,False,False,False,True,False,False,False,False,True,False,91,91,91,91,91
29,76,7,33,2,242029,49691,1,43,"Die in Höhlen und Bergwerken hausenden Spriggans tragen oft wertvolle Minerale bei sich, wodurch sie sich bei Minenarbeitern den Ruf als Glücksbringer erworben haben. Sie sind im Kodex der Steine erwähnt, wo es heißt, dass sie Botschafter für den Willen der Erde sind.","Magischer Feuerschaden","Auf Gegner: 7-mal physischer Schlagschaden",False,False,False,True,False,False,False,False,False,False,False,91,91,100,91,91
30,77,1,21,3,242030,45188,1,31,"Die schwerfälligen Kreaturen leben in Symbiose mit verschiedenen Pflanzen auf ihrem Kopf. Die Goobbue erhalten Tarnung und spenden Schutz und Feuchtigkeit. Obwohl friedlich anmutend, sind sie gefräßige Jäger und schieben sich in den riesigen Mund, was sie finden.","Physischer Schlagschaden","Auf Gegner: Elementneutraler Schaden / Krankheit",False,False,False,False,False,False,False,False,False,True,False,85,85,85,85,85
31,78,5,19,2,242031,45188,1,31,"Eine riesige Kröte, die ihre klebrige Zunge blitzschnell ausfährt, um große Insekten zu fangen und sie im Ganzen zu verschlingen. Im Fernen Osten soll es Ninja geben, die eine nah verwandte Art, dort „Gama“ genannt, im Kampf als Begleiter einsetzen.","Magischer Eisschaden","Auf Gegner: Physischer Schlagschaden / Anziehen / Präzisions-Malus",False,False,False,False,True,False,False,False,False,False,False,88,88,88,88,88
32,79,3,50,2,242032,45187,1,32,"In den südlichen Meeren heimischer, farbenprächtiger Vogel, der mit seinem einzigartig geformten Schnabel Nektar aus allerlei Blütenkelchen trinkt. Liebt Glitzergegenstände und ahmt Sprache nach, um Aufmerksamkeit zu erregen und im richtigen Augenblick Wertsachen zu rauben.","Physischer Stichschaden","Auf Gegner: 5-mal physischer Stichschaden",False,False,False,False,False,False,False,False,False,False,False,88,88,88,88,88
33,80,1,14,3,242033,48645,1,350,"Ein vierbeiniger Fleischfresser aus dem Nahen Osten, der wegen seiner unvergleichlichen Wildheit gefürchtet wird. Mit seinen beweglichen Fühlern stößt der Coeurl elektrische Impulse aus, die seine Beute betäuben. Die Tiere werden mitunter zum Kämpfen abgerichtet und sind manchmal an der Seite von Piraten zu sehen.","Magischer Blitzschaden","Auf Gegner: Magischer Blitzschaden / Paralyse / Blitzresistenz -",False,False,True,False,False,False,False,False,False,False,False,94,94,94,94,79
34,81,6,14,2,242034,48644,1,54,"Eine in Wäldern beheimatete, zweibeinige Eidechse. Stürzt sich wie im Flug auf ihre Beute und ist dafür bekannt, in Paaren zu jagen. Dies erzeugt eine starke Bindung zwischen den Partnern.","Magischer Eisschaden","Auf Gegner: Magischer Feuerschaden / Blitzresistenz -",False,False,False,False,False,False,False,False,False,False,False,91,91,100,91,91
35,82,6,46,2,242035,49691,1,45,"Verbrennt seine Beute mit fauchenden Flammen, bevor es sie verspeist. Drakons dienen sowohl den Amalj'aa als auch den Drachen als Nutztier oder Gefolge. Es gibt auch eine Unterart namens Smei, die Blitze statt Feuerodem speit.","Magischer Feuerschaden","Auf Verbündete: Magische Verwundbarkeit - / Feuerresistenz +",False,False,False,False,False,False,False,False,False,False,False,88,100,88,88,88
36,83,4,10,2,242036,48647,1,54,"Meist stationär, um sich zu tarnen, doch wenn der Baumschrat Hunger bekommt, setzt er sich in Bewegung und ernährt sich von Tieren und Pflanzen. Ist oft in der Nähe von Siedlungen anzutreffen und wird im Finsterwald als Wächter des Waldes geschätzt.","Magischer Erdschaden / Inkubus","Auf Gegner: Magischer Windschaden / Rückstoß",False,False,False,False,False,True,False,True,False,False,False,94,100,91,91,91
37,84,2,32,1,242037,45186,2,12,"In Trockengebieten verbreitete Riesenameise. Obwohl nicht intelligent, führt sie ein streng geregeltes Sozialleben mit der Königin als Mittelpunkt. Ihre unterirdischen Nester können riesige Ausmaße annehmen und sollten nicht betreten werden.","Physischer Stichschaden","Auf Gegner: Gemach / Auf Verbündete: Schattenresistenz +",True,False,False,False,False,False,False,False,False,False,False,88,88,88,88,88
38,85,1,21,3,242038,45186,2,12,"Ein Mischwesen mit drei Köpfen, dem eines Löwen, eines Ziegenbocks und eines Drachen. Damit nicht genug: Es hat die Flügel einer Fledermaus und den Schwanz eines Skorpions. Sein Name wurde zum Inbegriff für Mischwesen aller Art.","Magischer Feuerschaden / Bei Tiefkühlung: Zusatzschaden","Auf Gegner: Magischer Eisschaden / Tiefkühlung / Eisresistenz -",False,True,False,False,False,False,False,False,False,False,False,79,79,79,100,94
39,86,4,22,2,242039,45188,1,54,"Eine laufende Pflanze, die zur Beutejagd einen intensiven Geruch verströmt. Die ausgestoßenen Pheromone variieren je nach Art, Lebensraum und Beute. Es gibt sogar Liebhaber, die Morbol züchten, um den ultimativen Duft zu entwickeln.","Physischer Stichschaden","Auf Gegner: Elementneutraler Schaden / Gemach / Blind / Paralyse",True,False,True,False,True,True,False,False,False,False,False,88,88,88,88,88
40,87,8,17,5,242040,49693,1,30,"Geister erscheinen, wo jemand ums Leben gekommen ist, und gelten daher als die Seelen Verstorbener. Allerdings sind diese Ungeheuer nicht körperlos, sondern verfügen über eine straffe, tierähnliche Haut. Das ist nur eins der vielen Rätsel, die sie umgeben.","Magischer Windschaden / Verhängnis","Auf Gegner: Elementneutraler Schaden / Verhängnis",False,False,False,False,False,False,False,False,False,False,True,94,94,94,94,94
41,88,5,16,2,242041,48648,1,54,"Diese Amphibie wohnt am Boden von Gewässern und lauert unter Wasser, um seine Beute über ein besonderes Organ mit Blitzen zu betäuben und ganz zu verschlingen. Kann auch klebrige Wasserkugeln verschießen und seine Opfer so bewegungsunfähig machen.","Magischer Wasserschaden","Auf Gegner: Elementneutraler Schaden / Magische Verwundbarkeit +",False,False,False,False,False,False,False,False,False,False,False,85,85,85,85,85
42,89,6,30,2,242042,45187,1,67,"Die Kobra ist groß genug, um einen Elezen mit Haut und Haaren zu verschlingen. Ihre Vitalität lässt vermuten, dass ihr Blut über alchemistische Wirkstoffe verfügt, aber die Kobra ist schwer zu fangen und die Vermutung bleibt bislang unbestätigt.","Physischer Stichschaden / Gift","Auf Gegner: Elementneutraler Schaden / Stein",False,True,False,False,False,True,False,False,False,False,False,85,85,85,85,85
43,90,6,13,3,242043,45186,2,75,"Von den Allagern nach Vorbild der Drachen erschaffenes Mischwesen. Es hat mehrere Köpfe und überwältigt seine Gegner mit verschiedenen Odemattacken. Anders als Drachen sind Hydras nicht intelligent und es kann zu erbitterten Streitigkeiten zwischen den Köpfen kommen.","Physischer Stichschaden","Auf Gegner: Elementneutraler Schaden / Krankheit",False,False,False,False,False,False,False,False,False,True,False,82,82,82,82,82
44,91,2,41,1,242044,49693,2,22,"Sechs Flügelpaare heben den knorrigen Körper des Fleischfressers in die Lüfte. Kleinlibellen sind revierbewusst und patrouillieren die Umgebung ihrer Eiablage. Sie werden häufig von Parasiten befallen und die Larven anderer großer Fliegen lassen sich aus ihrem Hinterleib entnehmen.","Magischer Windschaden","Auf Gegner: Elementneutraler Schaden / Gift",False,False,False,False,False,True,False,False,False,False,False,85,85,85,85,85
45,92,8,29,5,242045,49694,2,22,"Sporen gedeihen prächtig auf abgestorbenen Goobbue. Wenn sich genug Pilze gebildet haben, steuern sie den toten Wirt wie eine Marionette zum nächsten Brutplatz. Ob die Sporen auch auf uns schädliche Auswirkungen haben können, ist wissenschaftlich nicht geklärt.","Magischer Erdschaden","Auf Gegner: Elementneutraler Schaden / Anziehen",False,False,False,False,False,False,False,False,False,False,False,91,97,91,91,91
46,93,3,15,3,242046,49698,2,17,"Ein auf den Winden wandernder Vogel. Als nach der Siebten Katastrophe die Sichtungen zunahmen, wuchs die Unruhe unter den Bürgern von Ul'dah und Schwerter zur „kinderleichten Beseitigung von Montisauriern“ erschienen dubioserweise auf den Märkten.","Physischer Schlagschaden / Warp","Auf Gegner: Magischer Windschaden / Windresistenz -",False,False,False,False,False,False,False,False,False,False,False,85,85,85,85,97
47,94,7,28,3,242047,49690,2,27,"Mit flüchtigen Seelen animierte magische Wesen, meist von Magiern erschaffen, doch auch eine spontane Entstehung ist denkbar. Aufzeichnungen belegen, dass im Krieg der Magi eine ganze Armee aus Eisgolems in die Schlacht zog.","Magischer Eisschaden","Auf Verbündete: Magischer Schaden +",False,False,False,True,False,False,False,False,False,False,False,88,88,88,88,88
48,95,5,24,3,242048,49695,2,28,"Der Schwanz dieses Krebses gleicht einer Schere, womit er andere Kreaturen des Meeres fängt, aufschneidet und deren Innereien verschlingt. Seeleute erzählen sich von einem Exemplar, das auf einem gewissen Wasserweg lauerte und zahlreiche Schiffe auf den Grund des Meeres schickte.","Physischer Stichschaden","Auf Gegner: Magischer Wasserschaden / Setzt manchmal LP auf unter 10",False,False,False,False,False,False,False,False,False,False,True,82,82,82,82,82
49,96,4,49,3,242049,45187,2,98,"Eine als ausgestorben gegoltene, fleischfressende Pflanze, die angeblich Bienen anlocken und beherrschen kann. Man vermutet, dass während der Siebten Katastrophe in alten Gesteinsschichten eingeschlossene Samen freigelegt wurden und aufkeimten.","Magischer Windschaden","Auf Gegner: Elementneutraler Schaden / Verhängnis",False,False,False,False,False,True,False,False,False,False,True,85,85,85,85,85
50,97,1,26,4,242050,48645,2,92,"Da diese kräftigen Raubtiere nach der Siebten Katastrophe vermehrt auftraten, hielt man sie für Abkömmlinge des Primae Bahamut und gab ihnen einen verwandten Namen. In jüngster Zeit setzte sich die Ansicht durch, dass sie bereits seit Urzeiten existieren.","Magischer Blitzschaden","Auf Gegner: Magischer Feuerschaden",False,False,False,False,False,False,False,False,False,False,False,76,76,76,76,97
