key,0,1,2,3,4,5,6,7,8,9,10,11,12
75,"Sirenen-See 1 (B)","B",427,704,700,4,False,1,90,6,1180,37,1751567
76,"Sirenen-See 2 (C)","C",340,532,300,4,False,1,90,6,1180,37,1751567
77,"Anthemoessa (D)","D",447,253,200,4,False,1,91,6,1190,38,1926724
78,"Magosgraben (E)","E",583,593,800,4,False,1,92,6,1210,39,2119397
79,"Thralls Enge (F)","F",687,644,400,4,False,2,93,6,1220,40,2331337
80,"Todesriff (G)","G",66,383,900,4,False,2,95,6,1250,41,2820919
81,"Sirenen-See 3 (H)","H",352,118,500,4,False,3,96,6,1270,42,3074802
82,"Haus von Anthemoessa (I)","I",557,183,800,4,False,3,96,6,1270,42,3074802
83,"Sirenen-See 4 (J)","J",738,555,400,4,False,3,97,6,1280,42,3351535
84,"Wirbelenge (K)","K",802,436,800,4,False,3,98,6,1300,43,3653174
85,"Schnabelbucht (L)","L",620,806,300,4,False,4,99,6,1310,44,3981960
86,"Kerker des Seeteufels (M)","M",136,138,1000,4,False,4,100,6,1330,44,4340337
87,"Atoll des Exils (N)","N",533,68,100,4,False,4,101,6,1340,45,4687564
88,"Strand des Lugat (O)","O",885,400,400,4,False,4,101,6,1340,45,4687564
89,"Frostbrunn (P)","P",502,899,200,4,False,5,102,6,1360,46,5062570
90,"Sirenen-See 5 (Q)","Q",873,106,1000,4,False,5,103,6,1370,47,5467576
91,"Schneckholm (R)","R",678,289,0,4,False,5,104,6,1390,47,5904983
92,"Blutblase (S)","S",937,651,1000,4,False,5,105,6,1400,48,6377382
93,"Kristallquell (T)","T",747,901,200,4,False,5,105,6,1400,48,6377382
94,"","",49,928,0,5,True,0,0,0,0,0,0
95,"Glyzinienschauer (A)","A",177,858,600,5,False,1,105,6,1400,48,6377382
96,"Gebleichte Insel (B)","B",189,713,100,5,False,1,105,6,1400,48,6377382
97,"Sandbank der Wandervögel (C)","C",494,744,300,5,False,1,105,6,1400,48,6377382
98,"Fliedermeer 1 (D)","D",90,514,300,5,False,1,106,6,1420,48,6536817
99,"Larth (E)","E",545,898,100,5,False,1,107,6,1430,48,6700238
100,"Mitte des Asterngrabens (F)","F",366,534,1000,5,False,2,108,6,1450,49,6867744
101,"Fliedermeer 2 (G)","G",741,797,300,5,False,2,110,6,1480,49,7215424
102,"Fliedermeer 3 (H)","H",901,898,300,5,False,3,111,6,1490,50,7395810
103,"Nordwesten des Asterngrabens (I)","I",174,394,1000,5,False,3,112,6,1510,50,7580706
104,"Korolleninsel (J)","J",533,457,100,5,False,3,113,6,1520,50,7770224
105,"Südosten des Asterngrabens (K)","K",646,677,1000,5,False,3,114,6,1540,50,7964480
106,"Blühende Lagune (L)","L",562,320,600,5,False,4,115,6,1550,51,8163592
107,"Vexilleninsel (M)","M",806,570,100,5,False,4,115,6,1550,51,8163592
108,"Fahneninsel (N)","N",690,212,100,5,False,4,116,6,1570,51,8367682
109,"Mondorchideenbucht (O)","O",737,433,600,5,False,4,117,6,1580,51,8576875
110,"Fliedermeer 4 (P)","P",62,88,600,5,False,5,118,6,1600,52,8791297
111,"Schiffcheninsel (Q)","Q",374,296,100,5,False,5,119,6,1610,52,9011080
112,"Östliche Dodhi-Furche (R)","R",922,340,1000,5,False,5,119,6,1610,52,9011080
113,"Fliedermeer 5 (S)","S",804,64,1000,5,False,5,120,6,1630,52,9236357
114,"Westliche Dodhi-Furche (T)","T",485,62,1000,5,False,5,120,6,1630,52,9236357
115,"","",934,60,0,6,True,0,0,0,0,0,0
116,"Indigo-Untiefen (A)","A",822,159,100,6,False,1,120,6,1630,52,9236357
117,"Relaisstation (B)","B",661,378,0,6,False,1,120,6,1630,52,9236357
118,"Kobaltmeer-Nord (C)","C",624,168,400,6,False,1,120,6,1630,52,9236357
119,"Regenwiege-Furche (D)","D",907,517,1000,6,False,1,121,6,1640,52,9467266
120,"Südlicher Indigo-Ozean 1 (E)","E",431,86,700,6,False,1,122,6,1660,52,9703948
121,"Blaue Unendlichkeit (F)","F",480,438,800,6,False,2,123,6,1670,53,9946547
122,"Südlicher Indigo-Ozean 2 (G)","G",393,257,700,6,False,2,125,6,1700,53,10450092
123,"Kralleninsel (H)","H",286,364,0,6,False,3,126,6,1720,54,10711345
124,"Blaue Unendlichkeit Süd (I)","I",508,600,500,6,False,3,127,6,1730,54,10979129
125,"Südlicher Indigo-Ozean 3 (J)","J",85,93,500,6,False,3,128,6,1750,54,11253608
126,"Krallentiefen (K)","K",76,316,700,6,False,3,129,6,1760,54,11534949
127,"Insel des Blauauges (L)","L",728,764,100,6,False,4,130,6,1780,55,11823323
128,"Sternenschweif-Untiefen (M)","M",331,660,400,6,False,4,130,6,1780,55,11823323
129,"Unvollmonden (N)","N",206,650,0,6,False,4,131,6,1790,55,12118907
130,"Smaragd-Tiefen (O)","O",895,919,1000,6,False,4,132,6,1810,55,12421880
131,"Südlicher Indigo-Ozean 4 (P)","P",86,494,800,6,False,5,133,6,1820,56,12732427
132,"Kobaltmeer-Süd (Q)","Q",461,816,800,6,False,5,134,6,1840,56,13050738
133,"Sternenschweif-Schelf (R)","R",196,810,900,6,False,5,134,6,1840,56,13050738
134,"Böhkeim-Furche (S)","S",520,926,1000,6,False,5,135,6,1850,56,13377007
135,"Sternenschweif-Graben (T)","T",88,927,1000,6,False,5,135,6,1850,56,13377007
136,"","",933,940,0,7,True,0,0,0,0,0,0
137,"Östliche Schwarzblut-Pfuhle (A)","A",883,870,500,7,False,1,135,6,1850,56,13377007
138,"Seewolfbucht (B)","B",907,579,1000,7,False,1,135,6,1850,56,13377007
139,"Südliches Hanthbyrt (C)","C",803,779,0,7,False,1,135,6,1850,56,13377007
140,"Oeyaseik (D)","D",727,634,400,7,False,1,136,6,1870,56,13711433
141,"Nördliches Hanthbyrt (E)","E",850,360,0,7,False,1,137,6,1880,56,14054219
142,"Vyrstrant (F)","F",551,645,600,7,False,2,138,6,1900,58,14405575
143,"Tiefer Kiefer (G)","G",472,432,600,7,False,2,140,6,1930,58,15134858
144,"Vyrstrant-Sturz (H)","H",354,580,1000,7,False,3,141,6,1940,59,15513230
145,"Beilklingbucht (I)","I",641,313,1000,7,False,3,142,6,1960,59,15901061
146,"Papageientaucher-Stätte (J)","J",495,156,0,7,False,3,143,6,1970,59,16298588
147,"Südlicher Aerslaent-Graben (K)","K",400,821,1000,7,False,3,144,6,1990,59,16706053
148,"Solkronn-Korridor (L)","L",659,149,1000,7,False,4,145,6,2000,60,17123705
149,"Zentrale Großschwerthöhle (M)","M",326,383,1000,7,False,4,145,6,2000,60,17123705
150,"","",0,0,0,0,False,0,0,0,0,0,0
151,"","",0,0,0,0,False,0,0,0,0,0,0
152,"","",0,0,0,0,False,0,0,0,0,0,0
153,"","",0,0,0,0,False,0,0,0,0,0,0
154,"","",0,0,0,0,False,0,0,0,0,0,0
155,"","",0,0,0,0,False,0,0,0,0,0,0
156,"","",0,0,0,0,False,0,0,0,0,0,0
157,"","",0,0,0,0,False,0,0,0,0,0,0
158,"","",0,0,0,0,False,0,0,0,0,0,0
159,"","",0,0,0,0,False,0,0,0,0,0,0
