key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
17,-1,"Blockrate","",3,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,False
18,-1,"Blockeffekt","",4,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,50,50,100,50,100,100,100,100,False
19,12,"Unbeugsamkeit","Unbeugsamkeit: Je höher dieser Wert, desto höher der ausgeteilte Schaden durch physische und magische Attacken und regenerierte LP, und desto niedriger der erlittene Schaden. Nur bei Verteidigern wirksam.",24,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
20,13,"Attacke","Attacke: Je höher dieser Wert, desto mehr Schaden verursachen deine physischen Attacken.",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
21,14,"Verteidigung","Verteidigung: Je höher dieser Wert, desto weniger physischen Schaden erleidest du.",5,0,0,176,236,176,0,236,176,0,0,0,0,0,0,412,824,0,412,1000,648,648,412,472,66,100,70,55,55,40,40,100,40,33,55,55,55,False
22,15,"Direkter Treffer","Direkter Treffer: Je höher dieser Wert, desto wahrscheinlicher ist es, dass deine physischen oder magischen Attacken einen direkten Treffer landen und mehr Schaden anrichten. Bei Kommandos mit automatischen direkten Treffern wird der Schaden erhöht.",23,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
23,16,"Ausweichen","",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
24,17,"Magieabwehr","Magieabwehr: Je höher dieser Wert, desto weniger Magieschaden erleidest du.",6,0,0,176,236,176,0,236,176,0,0,0,0,0,0,412,824,0,412,1000,648,648,412,472,33,100,55,55,55,70,70,100,70,66,55,55,55,False
25,-1,"Kritischer Attackewert","not in use",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
26,-1,"Abwehr kritischer Treffer","",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
27,18,"Kritischer Treffer","Kritischer Treffer: Je höher dieser Wert, desto wahrscheinlicher ist es, dass du einen kritischen Treffer landest, und desto höher ist der damit erzielte Schaden bzw. Heileffekt.",19,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
28,-1,"Kritisches Ausweichen","",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
29,-1,"Hiebresistenz","Hiebresistenz: Vermindert den erlittenen Schaden durch Waffen mit dem Attribut „Hieb“.",43,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
30,-1,"Stichresistenz","Stichresistenz: Vermindert den erlittenen Schaden durch Waffen mit dem Attribut „Stich“.",44,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
31,-1,"Schlagresistenz","Schlagresistenz: Vermindert den erlittenen Schaden durch Waffen mit dem Attribut „Schlag“.",45,0,0,0,0,0,0,0,0,200,200,200,200,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
32,-1,"Projektilresistenz","",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
33,19,"Offensivmagie","Offensivmagie: Je höher dieser Wert, desto mehr Schaden verursachen deine magischen Attacken.",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
34,20,"Heilmagie","Heilmagie: Je höher dieser Wert, desto höher die Menge der durch Heilmagie regenerierten LP.",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
35,-1,"Stärkungsmagie","",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
36,21,"Elementarbonus","",36,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
37,-1,"Feuerresistenz","Feuerresistenz: Vermindert durch Feuer erlittenen Schaden.",37,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
38,-1,"Eisresistenz","Eisresistenz: Vermindert durch Eis erlittenen Schaden.",38,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
39,-1,"Windresistenz","Windresistenz: Vermindert durch Wind erlittenen Schaden.",39,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
40,-1,"Erdresistenz","Erdresistenz: Vermindert durch Erde erlittenen Schaden.",40,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
41,-1,"Blitzresistenz","Blitzresistenz: Vermindert durch Blitz erlittenen Schaden.",41,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
42,-1,"Wasserresistenz","Wasserresistenz: Vermindert durch Wasser erlittenen Schaden.",42,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
43,-1,"Magieresistenz","Magieresistenz: Vermindert durch Magie erlittenen Schaden.",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
44,22,"Entschlossenheit","Ent<hex:02160103>schlos<hex:02160103>sen<hex:02160103>heit: Je höher dieser Wert, desto höher der ausgeteilte physische und magische Schaden und die Höhe der durch Magie geheilten LP.",20,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
45,23,"Schnelligkeit","Schnelligkeit: Je höher dieser Wert, desto kürzer die (Re-)aktivierungszeit von Waf<hex:02160103>fen<hex:02160103>fer<hex:02160103>tig<hex:02160103>kei<hex:02160103>ten und desto höher der ausgeteilte physische Schaden über Zeit und physische Schaden durch Auto-Attacken.",21,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
46,24,"Zaubertempo","Zaubertempo: Je höher dieser Wert, desto kürzer ist die Aktivierungs- und Re<hex:02160103>ak<hex:02160103>ti<hex:02160103>vie<hex:02160103>rungs<hex:02160103>zeit von Magie, desto schneller ist also ein Zauber (wieder) einsatzbereit. Erhöht auch die Wirkung von Zaubern mit Schaden über Zeit und Heilung über Zeit.",22,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
47,25,"Hast","",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,True
48,-1,"Moral","Moral: Ersetzt bei PvP-Kämpfen die physische und magische Verteidigung zur Berechnung des erlittenen Schadens und beeinflusst den ausgeteilten Schaden.",73,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
49,-1,"Feindseligkeit","",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
50,-1,"Feindseligkeitsreduktion","",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
51,-1,"Verbessertes Verwertungsgeschick","",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
52,-1,"Routinebonus","",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
53,-1,"Regena","",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
54,-1,"Spezialattribut","",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
55,-1,"Hauptattribut","",11,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
56,-1,"Zweitattribut","",18,100,40,85,135,85,0,135,85,67,67,67,67,140,70,220,440,0,220,525,355,355,220,270,100,100,100,100,100,100,100,100,100,100,100,100,100,False
57,-1,"Gemach-Resistenz","Resistenz gegen Gemach: Beschleunigt die Erholung vom Status Gemach.",61,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
58,-1,"Stein-Resistenz","",62,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
59,-1,"Paralyse-Resistenz","",63,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
60,-1,"Schweigen-Resistenz","Resistenz gegen Schweigen: Beschleunigt die Erholung vom Status Schweigen.",64,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
61,-1,"Blind-Resistenz","Resistenz gegen Blind: Beschleunigt die Erholung vom Status Blind.",65,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
62,-1,"Gift-Resistenz","Resistenz gegen Gift: Beschleunigt die Erholung vom Status Gift.",66,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
63,-1,"Betäubungs-Resistenz","Resistenz gegen Betäubung: Beschleunigt die Erholung vom Status Betäubung.",67,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
64,-1,"Schlaf-Resistenz","Resistenz gegen Schlaf: Beschleunigt die Erholung vom Status Schlaf.",68,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
65,-1,"Fessel-Resistenz","Resistenz gegen Fessel: Beschleunigt die Erholung vom Status Fessel.",69,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
66,-1,"Gewicht-Resistenz","Resistenz gegen Gewicht: Beschleunigt die Erholung vom Status Gewicht.",70,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
67,-1,"Verhängnis-Resistenz","",71,140,0,172,172,172,0,172,172,0,0,0,0,140,140,344,688,0,344,860,516,516,344,344,100,100,100,100,100,100,100,100,100,100,100,100,100,False
68,-1,"Verschleißminderung","",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,False
69,-1,"Erhöhte Bindung","",56,100,20,80,80,80,80,80,80,80,80,80,80,120,60,160,320,0,160,400,240,240,160,160,100,100,100,100,100,100,100,100,100,100,100,100,100,False
70,26,"Kunstfertigkeit","Kunst<hex:02160103>fer<hex:02160103>tig<hex:02160103>keit: Beeinflusst den Fortschritt der Synthese. Je höher dieser Wert, desto schneller geht die Synthese voran.",30,350,350,20,300,20,20,20,20,20,20,20,30,350,350,320,360,0,40,380,340,340,320,320,100,100,100,100,100,100,100,100,100,100,100,100,100,False
71,27,"Kontrolle","Kontrolle: Beeinflusst die Qualität bei der Synthese. Je höher dieser Wert, desto schneller steigt die Qualität an.",31,200,200,120,120,120,100,120,120,30,30,30,40,200,200,200,400,0,200,500,300,300,240,240,100,100,100,100,100,100,100,100,100,100,100,100,100,False
72,28,"Sammelgeschick","Sammelgeschick: Beeinflusst die Sammelrate beim Sammeln. Je höher dieser Wert, desto wahrscheinlicher ist es, dass du einen Gegenstand erhältst.",33,350,200,20,200,150,0,100,10,10,10,10,10,350,350,210,460,0,110,470,450,310,350,300,100,100,100,100,100,100,100,100,100,100,100,100,100,False
73,29,"Expertise","Wahrnehmung: Beeinflusst das Sammeln. Je höher dieser Wert, desto mehr Gegenstände findest du. Bei Fischern erhöht sich stattdessen die Wahr<hex:02160103>schein<hex:02160103>lich<hex:02160103>keit, einen großen Fisch zu fangen.",34,200,350,200,100,10,0,50,110,10,10,10,10,200,200,300,220,0,110,420,120,210,110,150,100,100,100,100,100,100,100,100,100,100,100,100,100,False
