key,0
51,"Der Spielleiter hat den Vorteil, 50 % mehr Punkte für eine vollständige Hand zu bekommen.<hex:02100103>Zudem wird die Rolle des Spielleiters nicht an den nächsten Spieler weitergegeben, wenn der Spielleiter eine vollständige Hand ausruft, wodurch er die Gelegenheit erhält, noch mehr Punkte zu verdienen."
52,"7. Yaku für eine vollständige Hand benötigt"
53,"Da es bei domanischem Mahjong darum geht, so viele Punkte wie möglich zu machen, ist es wichtig, den Unterschied zwischen Händen mit niedrigen Punkten und solchen mit hohen Punkten zu kennen."
54,"Der Wert einer Hand wird durch spezielle Kombinationen von Figuren<hex:021D0103>- sogenannte Yaku<hex:021D0103>- bestimmt. Der Wert eines jeden Yaku wird in Han gemessen, wobei 6 Han der höchste und 1 Han der niedrigste Wert sind. Je schwieriger ein Yaku zu bilden ist, desto mehr Han ist es wert."
55,"Der Han-Wert einer Hand wird verwendet, um die erhaltenen Punkte zu berechnen.<hex:02100103>Punkte werden wie folgt vergeben:"
56,"　1 Han       1.000 Punkte<hex:02100103>　2 Han       2.000 Punkte<hex:02100103>　3 Han       3.900 Punkte<hex:02100103><hex:02100103>　4 Han       8.000 Punkte<hex:02100103>　5 Han       8.000 Punkte<hex:02100103><hex:02100103>　6 Han       12.000 Punkte<hex:02100103>　7 Han       12.000 Punkte<hex:02100103><hex:02100103>　8 Han       16.000 Punkte<hex:02100103>　9 Han       16.000 Punkte<hex:02100103>　10 Han     16.000 Punkte<hex:02100103><hex:02100103>　11 Han     24.000 Punkte<hex:02100103>　12 Han     24.000 Punkte<hex:02100103><hex:02100103>　>12 Han   32.000 Punkte"
57,"In bestimmten Situationen kommen weitere Berechnungen hinzu, die die Punkte erhöhen können."
58,"Da Yaku benötigt werden, um die verdienten Punkte zu berechnen, muss eine vollständige Hand mindestens ein Yaku enthalten.<hex:02100103>Obwohl eine vollständige Hand normalerweise vier Figuren und ein Paar erfordert, entsteht dadurch alleine keine vollständige Hand.<hex:02100103><hex:02100103>"
59,"8. Grundlegende Yaku"
60,"Es gibt viele Arten von Yaku, doch wir empfehlen zunächst einmal diese grundlegenden Yaku zu lernen:"
61,"■ Nur Grundziegel<hex:02100103>Nur Farbziegel von 2 bis 8 werden verwendet.<hex:02100103>Die Hand darf keine Bildziegel oder Ziegel mit der Nummer 1 oder 9 enthalten."
62,"■ Nur Pong<hex:02100103>Vier Drillinge und ein Paar."
63,"■ Reine Reihe<hex:02100103>Enthält die Nummern 1 bis 9 in der gleichen Farbe. Wird als drei Drillinge aus 1, 2, 3, dann 4, 5, 6 und 7, 8, 9 gebildet."
64,"■ Gemischtes Dreifach-Chi<hex:02100103>Die gleiche Folge (z. B. 1, 2, 3) in jeder Farbe."
65,"■ Unreine Farbhand<hex:02100103>Nur Farbziegel einer Farbe plus Bildziegel."
66,"■ Reine Farbhand<hex:02100103>Nur Farbziegel einer Farbe."
67,"Eine vollständige Liste von Yaku sowie weitere nützliche Informationen finden sich auf dem Lodestone.<hex:02100103><hex:02100103>"
68,"9. Riichi-Yaku"
69,"Eine spezielle Bedingung mit Namen Riichi erleichtert die Bildung von Yaku."
70,"Die obige Hand benötigt lediglich eine 3 oder eine 6, um eine vollständige Hand zu bilden.<hex:02100103>Wenn einem Spieler nur noch ein Ziegel zu einer vollständigen Hand fehlt, kann er Riichi ausrufen."
71,"Wenn die Hand bereit ist, um Riichi auszurufen, hat der Spieler die Gelegenheit dazu, bevor er einen Ziegel ablegt. Im Falle des oben gezeigten Beispiels: Wenn der ausrufende Spieler eine 3 oder eine 6 erhält (unabhängig davon, ob er den Ziegel selbst aufnimmt oder einen abgelegten von einem anderen Spieler erhält), kann er eine vollständige Hand ausrufen.<hex:02100103>Nachdem er Riichi ausgerufen hat, kann dieser Spieler keine aufgenommenen Ziegel mehr zu seiner Hand hinzufügen. Alle aufgenommenen Ziegel werden automatisch abgelegt, bis ein Ziegel erhalten wird, der die Hand vervollständigt. Eine vollständige Hand durch Riichi ist jedoch selbst auch ein Yaku. Daher braucht der Spieler keine anderen Yaku gebildet zu haben, um eine Hand zu vervollständigen."
72,"■ Besonderheiten von Riichi<hex:02100103>　1.　Die Hand des Spielers wird automatisch ein Yaku, egal, ob sie andere Yaku enthält oder nicht.<hex:02100103>　2.　Die anderen Spieler wissen, dass dem Spieler, der Riichi ausruft, nur noch ein Ziegel zu einer vollständigen Hand fehlt.<hex:02100103>　3.　Der ausrufende Spieler kann keine Ziegel auf seiner Hand mehr austauschen.<hex:02100103>　4.　Der ausrufende Spieler muss 1.000 Punkte - angezeigt durch ein Punktestäbchen in der Mitte des Tisches - bezahlen, die an den Gewinner der Hand gehen.<hex:02100103><hex:02100103>"
73,"10. Yaku-Ziegel"
74,"Die Bildziegel bieten eine weitere Möglichkeit, um Yaku zu bilden."
75,"Ein Drilling aus einem dieser drei Ziegel bildet ein Yaku."
76,"Auf ähnliche Weise kann ein Yaku mit den Windziegeln gebildet werden, allerdings gibt es hier bestimmte Bedingungen."
77,"■ Rundenspezifische Bedingungen<hex:02100103>Eine Partie domanischen Mahjongs ist in acht Hände unterteilt. Die erste Runde, in der jeder Spieler einmal die Rolle des Spielleiters übernimmt, wird „Osten“ genannt. In dieser Runde bildet ein Drilling aus Ostwindziegeln ein Yaku. In der zweiten Runde („Süden“) kann ein Yaku durch einen Drilling aus Südwindziegeln gebildet werden."
78,"■ Sitzplatzspezifische Bedingungen<hex:02100103>Jedem Spieler ist ein Platzwind zugeordnet, der durch ihren Sitzplatz relativ zum Spielleiter bestimmt ist.<hex:02100103><hex:02100103>　Spielleiter = Osten<hex:02100103>　Rechts vom Spielleiter = Süden<hex:02100103>　Gegenüber vom Spielleiter = Westen<hex:02100103>　Links vom Spielleiter = Norden<hex:02100103><hex:02100103>Der Platzwind jedes Spielers ändert sich entgegen des Uhrzeigersinns in dieser Reihenfolge: Osten, Süden, Westen, Norden. (Diese Anordnung unterscheidet sich von der auf einem normalen Kompass.) Ein Drilling aus Windziegeln des aktuellen Platzwindes bildet ein Yaku.<hex:02100103>Der Platzwind rotiert zusammen mit der Rolle des Spielleiters, und Spieler haben die Möglichkeit, ein einfaches Yaku zu bilden, indem sie ihren Platzwind im Auge behalten."
79,"11. Pong und Chi"
80,"Es ist schwierig, allein durch das Aufnehmen von Ziegeln eine vollständige Hand zu bilden. Allerdings können die von anderen Spielern abgelegten Ziegel durch das Ausrufen von Pong und Chi erhalten werden."
81,"■ Pong<hex:02100103>Wenn du ein Paar aus identischen Ziegeln hast und ein anderer Spieler einen Ziegel ablegt, mit dem du einen Drilling bilden kannst, kannst du Pong ausrufen, um diesen Ziegel zu erhalten."
82,"■ Chi<hex:02100103>Durch das Ausrufen von Chi kannst du einen von einem anderen Spieler abgelegten Farbziegel erhalten, um eine Folge zu bilden. Allerdings kann dies nur bei Spielern erfolgen, deren Zug vor deinem eigenen kommt."
83,"Pong und Chi ermöglichen es dir, schneller eine vollständige Hand zu bilden, jedoch gibt es ein paar Nachteile dabei."
84,"■ 1. Nachteil: Das Aufdecken deiner Hand<hex:02100103>Wenn du Pong oder Chi ausrufst, um einen Drilling zu bilden, wird dies den anderen Spielern offenbar. Zudem kannst du diese Ziegel nicht mehr für andere Figuren verwenden.<hex:02100103>Da die Ziegel mit dem Drilling fortan fest verbunden sind, entgehen dir mitunter Möglichkeiten, bessere Hände zu bilden."
85,"■ 2. Nachteil: Das Verhindern von Riichi<hex:02100103>Nachdem du Pong oder Chi ausgerufen hast, kannst du kein Riichi mehr ausrufen.<hex:02100103>Da du kein Riichi-Yaku mehr bilden kannst, musst du einen Weg finden, ein anderes Yaku zu bilden. Zudem gibt es bestimmte Yaku, die voraussetzen, dass du kein Pong oder Chi ausgerufen hast, sodass auch diese nicht länger verfügbar sind. In einigen Fällen begrenzen Pong und Chi deine Möglichkeiten, Punkte zu erzielen."
86,"12. Glücksziegelboni"
87,"In jeder Hand werden bestimmte Ziegel als Glücksziegel festgelegt und gewähren Bonus-Han, wenn sie Teil einer vollständigen Hand sind. Glücksziegel gewähren zwar Han-Boni, sind aber selbst keine Yaku. Daher muss ein Yaku gebildet werden, um von Glücksziegeln zu profitieren."
88,"■ Glücksziegel<hex:02100103>Zu Beginn jeder Hand wird zufällig ein Glücksziegel ausgewählt und fortwährend angezeigt."
89,"■ Aka-Glücksziegel<hex:02100103>Jede Farbe enthält vier Ziegel mit der Nummer 5. Einer dieser vier ist rot und wird Aka-Glücksziegel genannt. Durch die Verwendung eines Aka-Glücksziegels erhältst du einen Bonus-Han für eine vollständige Hand. Es gibt insgesamt drei Aka-Glücksziegel, einen für jede Farbe."
90,"■ Ura-Glücksziegel<hex:02100103>Wenn eine vollständige Hand nach einem Riichi ausgerufen wird, wird der Ura-Glücksziegel aufgedeckt. Dieser wird erst gezeigt, nachdem eine vollständige Hand ausgerufen wurde und ist daher nur ein Überraschungsbonus. Allerdings bietet er einen zusätzlichen Anreiz dazu, Riichi auszurufen.<hex:02100103><hex:02100103>"
91,"13. Kang"
92,"Da es von jedem Ziegel vier gibt, ist es möglich, alle vier zu sammeln. Dies wird Kang genannt."
93,"Ein Kang ist für sich genommen kein Yaku, aber es gewährt zusätzliche Boni bei der Berechnung der erhaltenen Punkte für eine vollständige Hand. Ein Kang erhöht zudem die Anzahl der Glücksziegel, durch die weitere Vorteile entstehen können.<hex:02100103>Ähnlich wie bei Pong und Chi werden die Ziegel beim Ausrufen von Kang geblockt und können nicht mehr ausgetauscht oder in anderen Figuren verwendet werden."
94,"14. Spielerisch Lernen"
95,"Domanisches Mahjong ist ein kompliziertes Spiel, selbst dann, wenn man alle Regeln gelernt hat. Allerdings werden viele der Aktionen, die Spieler sonst selbst über<hex:02160103>nehmen, hier automatisch durchgeführt, also versuch doch einfach mal dein Glück, ohne dir zu viele Gedanken über weniger wichtige Details zu machen. Der Anfängertisch ist ein guter Startpunkt dafür.<hex:02100103><hex:02100103>Sobald du die Grundlagen verinnerlicht hast, kannst du auch andere Abenteurer über die Inhaltssuche herausfordern.<hex:02100103><hex:02100103>Detaillierte Erklärungen findest du auch unter „Spielanleitung“ auf dem Lodestone."
96,"Mahjong spielen"
97,"Gegen NPCs spielen"
98,"Im Gold Saucer werden Spiele gegen Anfänger, Fortgeschrittene und Profis angeboten."
99,"Es ist auch möglich, während einer laufenden Inhaltssuche gegen diese Gegner anzutreten. Allerdings wird das Spiel abgebrochen, wenn über die Inhaltssuche eine Gruppe gefunden und die Teilnahme bestätigt wird."
100,"Gegen andere Spieler spielen"
101,"Du kannst andere Spieler über die Kategorie „Gold Saucer“ in der Inhaltssuche zu einer Partie herausfordern.<hex:02100103><hex:02100103>■ Anfänger-Mahjong (Gewertet)<hex:02100103>Diese Art von Partie ist unmittelbar verfügbar. Nachdem du dich alleine registriert hast, werden weitere Mitspieler gesucht.<hex:02100103>Dein Abschneiden beeinflusst Rang und Wertung.<hex:02100103>　1.: +30 Punkte　2.: +15 Punkte　3.: Keine Änderung<hex:02100103>　4.: 2. Kyu oder höher, -10 Punkte<hex:02100103>Je höher dein Rang ist, desto mehr Punkte verlierst du, wenn du Letzter wirst.<hex:02100103><hex:02100103>■ Fortgeschrittenen-Mahjong (Gewertet)<hex:02100103>Nur Spieler mit dem Rang 1. Dan oder höher können sich registrieren. Nachdem du dich alleine registriert hast, werden weitere Mitspieler gesucht.<hex:02100103>Dein Abschneiden beeinflusst Rang und Wertung.<hex:02100103>　1.: +60 Punkte　2.: +15 Punkte　3.: Keine Änderung<hex:02100103>　4.: -30 Punkte<hex:02100103>Je höher dein Rang ist, desto mehr Punkte verlierst du, wenn du Letzter wirst.<hex:02100103><hex:02100103>■ 4-Spieler-Mahjong (Kuitan aktiviert)<hex:02100103>Du musst eine Gruppe aus vier Spielern bilden, um die Partie zu beginnen. Wertungen und Ränge werden nicht beeinflusst.<hex:02100103>※ <hex:024804F201FA03><hex:024904F201FB03>Bei der Kuitan-Regel können Yaku vom Typ „Nur Grundziegel“ benutzt werden, nachdem Pong oder Chi ausgerufen wurden.<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>■ 4-Spieler-Mahjong (Kuitan deaktiviert)<hex:02100103>Du musst eine Gruppe aus vier Spielern bilden, um die Partie zu beginnen. Wertungen und Ränge werden nicht beeinflusst.<hex:02100103>※ <hex:024804F201FA03><hex:024904F201FB03>Bei deaktivierter Kuitan-Regel können Yaku vom Typ „Nur Grundziegel“ nicht benutzt werden, nachdem Pong oder Chi ausgerufen wurden.<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>"
102,"■ Regeln<hex:02100103>・ Jeder Spieler hat eine begrenzte Zeit für seinen Zug. Wenn ein Spieler innerhalb des Zeitlimits keine Aktion durchführt, wird automatisch ein Ziegel abgelegt. Bei 4-Spieler-Mahjong (Kuitan aktiviert/deaktiviert) gibt es kein Zeitlimit.<hex:02100103>・ Es gibt ein Zeitlimit für die Periode zwischen Händen. Wenn eine Hand mehr als 80 Minuten dauert, ist die folgende Hand die letzte, die gespielt wird. Sobald diese Hand endet, ist die Partie vorbei, die finalen Platzierungen werden festgelegt und die Ergebnisse aufgezeichnet.<hex:02100103>・ Eine Partie dauert maximal 120 Minuten. Danach endet die Partie automatisch. Ergebnisse werden nicht aufgezeichnet.<hex:02100103>"
103,"■ Chat<hex:02100103>・ Du kannst während einer 4-Spieler-Mahjong-Partie mit den anderen Spielern chatten.<hex:02100103>・ Der Chat kann über die Schaltfläche unten rechts im Bildschirm ein- und ausgeschaltet werden. Wenn du den Chat ausschaltest kannst du keine Nachrichten mehr senden und empfangen. Icons auf dem Bildschirm zeigen dir an, ob andere Spieler an dem Chat teilnehmen oder nicht.<hex:02100103>"
104,"■ Wertung und Rang<hex:02100103>・ Partien, die über „Anfänger (gewertet)“ und „Fortgeschrittene (gewertet)“ gespielt werden, beeinflussen deine Wertung und deinen Rang.<hex:02100103>・ Deine Wertung startet bei 1.500 und erhöht oder verringert sich je nach deiner Platzierung in jeder Partie.<hex:02100103>・ In den niedrigeren Rängen kannst du nicht degradiert werden, aber sobald du höhere Ränge erreicht hast, besteht die Gefahr eines Abstiegs, wenn du schlecht abschneidest.<hex:02100103>・ Wertungen und Ränge werden nur anhand der Wertungen deiner Gegner und deiner Platzierung in der Partie berechnet.<hex:02100103>(Die Anzahl Punkte, mit der du eine Partie beendest, wird nicht miteinbezogen.)<hex:02100103>・ Deine Wertung und dein Rang für Mahjong können über das Gold Saucer-Menü eingesehen werden.<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>※ Die Wertung und der Rang werden lokal gespeichert. Wenn du dich von einem anderen System aus einloggst, werden deine Wertung und dein Rang nicht korrekt angezeigt.<hex:0249020103><hex:0248020103>"
105,"■ Eine Partie aufgeben<hex:02100103>・ Wenn Spieler sich während einer Partie Mahjong ausloggen, legen sie automatisch Ziegel ab, sobald sie am Zug sind. Wenn Spieler sich wieder einloggen, können sie ab dem nächsten Zug normal weiterspielen.<hex:02100103>・ Wenn Spieler eine Partie aufgeben, läuft sie ohne sie weiter und die Ziegel dieser Spieler werden automatisch abgelegt. Sie erhalten zudem die normalen Strafen für das Abbrechen eines Inhalts und können sich nicht für eine neue Partie Mahjong registrieren, bis die vorherige Partie endet.<hex:02100103>・ Wenn Spieler eine gewisse Zeit lang keine Eingaben tätigen, werden sie automatisch aus der Partie entfernt.<hex:02100103><hex:02100103>"
106,"Im Spielbildschirm zurechtfinden"
107,"Das HUD verstehen"
108,"1. Zeigt die 13 Ziegel deiner Hand. Wenn du einen Ziegel aufnimmst, wird er als 14. Ziegel rechts von deiner Hand angezeigt. Wähle einen Ziegel zum Ablegen aus, wenn du am Zug bist."
109,"2. Wenn du Riichi, Tsumo, Ron, Pong, Chi oder Kang ausrufen kannst, erscheint eine entsprechende Anzeige. Im Falle von Pong, Chi und Kang kann diese Anzeige ignoriert werden.<hex:02100103>Schalte „Ausrufe anzeigen“ aus, um die Anzeige auszuschalten. Allerdings wird diese Option beim Start einer neuen Hand immer eingeschaltet.<hex:02100103>Mit der Option „Automatisch vollständige Hand ausrufen“ kannst du automatisch Tsumo und Ron ausrufen lassen. Diese Option ist beim Start standardmäßig ausgeschaltet."
110,"3. Das Sternensysmbol zeigt an, welcher Spieler der Spielleiter ist. Es wird auch in der Mitte des Tisches angezeigt.<hex:02100103>Die Kompassrichtung unter dem Namen des jeweiligen Spielers ist dessen derzeitiger Rundenwind. Spieler können ein Yaku bilden, indem sie drei Windziegel sammeln, die zu ihrem Platzwind passen. Die Rolle des Spielleiters rotiert entgegen der Uhrzeigerrichtung von Osten nach Süden und dann nach Westen und Norden."
111,"4. Eine Partie domanischen Mahjongs besteht aus acht Händen. Die ersten vier sind die Ostwindrunde und die letzten vier die Südwindrunde. Durch das Sammeln von drei Windteilen, die zum derzeitigen Rundenwind passen, kann ein Yaku gebildet werden."
112,"5. Diese Stäbchen zeigen die Punkte an, die bei einem Unentschieden in die nächste Runde übertragen werden. Wenn ein Spieler Riichi ausruft, werden damit auch die 1.000 Punkte angezeigt, die der Spieler zahlen muss. Wenn ein Spieler eine Hand gewinnt, werden diese Punkte zu dessen Punktzahl addiert. Ein Stäbchen mit mehreren schwarzen Punkten ist 100 Punkte wert, und ein Stäbchen mit einem einzelnen roten Punkt ist 1.000 Punkte wert.<hex:02100103>Jedes Mal, wenn eine Hand wiederholt wird, erhöht sich ein spezieller Bonus, der als Honba bezeichnet wird, um 1. Dieser wird ebenfalls hier angezeigt. Wenn ein Spieler eine vollständige Hand gebildet hat, erhält er für jedes Honba zusätzlich 300 Punkte."
113,"6. Zeigt den Glücksziegel für die derzeitige Hand an. Wenn die vollständige Hand eines Spielers einen mit dem Glücksziegel identischen Ziegel enthält, erhält der Spieler Bonus-Han, wodurch die verdienten Punkte erhöht werden."
114,"7. Schaltflächen für verschiedene Einstellungen. Weitere Informationen findest du unter Hilfsfunktionen im Bereich Mahjong spielen.<hex:02100103><hex:02100103>"
115,"Hilfsfunktionen"
116,"■ Gefährliche Ziegel anzeigen<hex:02100103>Wenn du einen Ziegel ablegst, besteht immer die Gefahr, dass ein Gegner diesen Ziegel für sich beansprucht, um seine Position zu verbessern oder gar die Hand zu gewinnen. Diese Markierungen zeigen Ziegel an, bei denen ein hohes Risiko besteht, dass ein Gegner sie für sich beansprucht.<hex:02100103>Bedenke, dass dieses Risiko auch bei Ziegeln ohne Markierungen besteht. Das Einschalten dieser Funktion kann dir jedoch dabei helfen, eine Niederlage abzuwenden."
117,"Die gefährlichsten Ziegel haben diese Art von Markierung."
118,"Auch bei Ziegeln mit diesen Markierungen solltest du vorsichtig sein."
119,"■ Tipps<hex:02100103>Schalte diese Funktion ein, um Empfehlungen zu erhalten, welche Ziegel du ablegen und wann du Pong oder Chi ausrufen solltest und so weiter. Das Befolgen dieses Rates wird dich nicht immer zum Sieg führen, aber es kann trotzdem recht nützlich sein.<hex:02100103><hex:02100103>"
120,""
121,"Stahlschwingen"
122,"Grundlegendes"
123,"Stahlschwingen ist ein umfangreicher PvP-Spielinhalt, bei dem sich bis zu 48 Spieler, aufgeteilt in zwei Teams - den Raben und den Falken -, im Wettkampf gegen<hex:02160103>über<hex:02160103>stehen.<hex:02100103><hex:02100103>Ziel eines jeden Matches ist es, den Kern des gegnerischen Teams zu zerstören. Um dieses Ziel zu erreichen, müssen die Teams ihr Vorgehen koordinieren. Dabei können sie unter anderem riesige Kriegsmaschinen steuern oder den Marionetten des eigenen Teams Geleitschutz bieten, die automatisiert in den Kampf gegen den gegnerischen Kern ziehen."
