key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
19,"Meilenstein: Weidetiere halten","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Thierobald Bericht erstatten<hex:021402EC03><hex:021302EC03>","Im Füttern-Modus ein Weidetier füttern",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
20,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
21,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Siedlund den Ersten bitten, das Land zu roden<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
22,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Siedlund dem Ersten sprechen<hex:021402EC03><hex:021302EC03>","Siedlund den Ersten bitten, das Land zu roden",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
23,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Material sammeln und einen Steinhammer über das Pionierswerk basteln<hex:021402EC03><hex:021302EC03>","Mit Siedlund dem Ersten sprechen",3,3,4,9,2,10,11,4,12,255,0,0,255,0,0,0,0,0,0,0
24,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Material sammeln und ein Inselatelier bauen<hex:021402EC03><hex:021302EC03>","Material sammeln und einen Steinhammer über das Pionierswerk basteln",9,10,10,0,10,1,14,10,15,11,5,12,8,5,9,0,0,0,0,0
25,"Meilenstein: Inselatelier bauen und Handel treiben","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Siedlund dem Ersten Bericht erstatten<hex:021402EC03><hex:021302EC03>","Material sammeln und ein Inselatelier bauen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
26,"Meilenstein: Die Insel frei genießen","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
27,"Meilenstein: Die Insel frei genießen","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Deine Insel frei erweitern und gestalten<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
28,"Meilenstein: Die Insel zu neuen Höhen führen","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
29,"Meilenstein: Die Insel zu neuen Höhen führen","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Deine Pionierskünste vertiefen<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
30,"Meilenstein: Erkunden mit Erkundigunde","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
31,"Meilenstein: Erkunden mit Erkundigunde","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Den Piz Paradies untersuchen<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,420,-145,40,0
32,"Meilenstein: Erkunden mit Erkundigunde","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Miaurizius Bericht erstatten<hex:021402EC03><hex:021302EC03>","Den Piz Paradies untersuchen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
33,"Meilenstein: Erkunden mit Erkundigunde","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Erkundigunde sprechen<hex:021402EC03><hex:021302EC03>","Miaurizius Bericht erstatten",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
34,"Meilenstein: Erkunden mit Erkundigunde","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Im Pionierswerk eine Felsbrecher-Ausstattung in Marionettengröße herstellen<hex:02100103>Erkundigunde Bericht erstatten<hex:021402EC03><hex:021302EC03>","Mit Erkundigunde sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
35,"Meilenstein: Mehr Pep im Paradies","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
36,"Meilenstein: Mehr Pep im Paradies","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Deine Insel genießen<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
37,"Meilenstein: Die Heulenden Höhlen erkunden","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
38,"Meilenstein: Die Heulenden Höhlen erkunden","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Erkundigunde sprechen<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
39,"Meilenstein: Die Heulenden Höhlen erkunden","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Die Heulenden Höhlen erkunden<hex:021402EC03><hex:021302EC03>","Mit Erkundigunde sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,310,-255,40,1
40,"Meilenstein: Die Heulenden Höhlen erkunden","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Erkundigunde Bericht erstatten<hex:021402EC03><hex:021302EC03>","Die Heulenden Höhlen erkunden",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
41,"Meilenstein: Die Heulenden Höhlen erkunden","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Im Pionierswerk eine fantastische Felsbrecher-Ausstattung in Marionettengröße herstellen<hex:02100103>Erkundigunde übergeben<hex:021402EC03><hex:021302EC03>","Erkundigunde Bericht erstatten",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
42,"Meilenstein: Patentes Pionieren","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Mit Miaurizius sprechen<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
43,"Meilenstein: Patentes Pionieren","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Die Pionierskünste meistern<hex:021402EC03><hex:021302EC03>","Mit Miaurizius sprechen",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
44,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
45,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
