key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,2,5,23,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Rettendes Licht","Entfessele die Kraft des Lichts in deinem Inneren!"
11,2,5,23,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Rettendes Licht","Entfessele die Kraft des Lichts in deinem Inneren!"
12,3,60,30,3,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",True,False,True,True,"Rangelei","Drück den Knopf schnell in Folge, um den Gegner zurückzudrängen!"
13,3,25,30,3,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",True,False,True,True,"Rangelei","Drück den Knopf schnell in Folge, um den Gegner zurückzudrängen!"
14,5,15,30,3,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Rebellischer Wille","Wehre dich nach Kräften!"
15,2,15,15,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Standhaft gegen das Gift","Kämpfe gegen die Schmerzen an und komm wieder auf die Beine!"
16,5,10,30,3,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,True,True,False,"Wachbleiben","Drück den Knopf schnell in Folge, um nicht das Bewusstsein zu verlieren!"
17,2,20,90,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,True,True,False,"Todeskampf","Drück den Knopf schnell in Folge, um gegenzuhalten!"
18,2,10,10,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,True,True,False,"Manderville-Seitenschritt","Drück den Knopf schnell in Folge, um in Aktion zu treten!"
19,2,28,10,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Entkommen","Drück den Knopf schnell in Folge, um auszuweichen!"
20,5,3,25,15,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,True,True,False,"Schützen","Drück den Knopf schnell in Folge, um Clive zu schützen!"
21,5,3,25,15,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,True,True,False,"Widerstehen","Drück den Knopf schnell in Folge, um dem Ansturm zu widerstehen!"
22,5,10,30,3,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Kräftemessen","Drück den Knopf schnell in Folge, um dem Dämmerkönig standzuhalten!"
23,2,22,17,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Entkommen","Drück den Knopf in schneller Folge, um dich zu befreien!"
24,2,20,45,0,0,88,"SE_Bt_Etc_QTE_Ready","SE_Bt_Etc_QTE_Success","SE_Bt_Etc_QTE_Fail",False,False,True,False,"Überwinden","Drück den Knopf in schneller Folge, um der Attacke Paroli zu bieten!"
25,0,0,0,0,0,0,"","","",False,False,False,False,"",""
