key,0,1,2,3,4,5,6
11,3,3,2,-1,21,"Schlüsselgegenstände","Zeigt die Schlüsselgegenstände in deinem Besitz an. Wenn du einen Auftrag, zu dem ein Schlüsselgegenstand gehört, entfernst, wird auch der Schlüsselgegenstand gelöscht."
12,17,1,5,0,46,"Kontakte","Zeigt eine Liste deiner Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder an. Du kannst z. B. die Gruppe verlassen, auflösen oder die Anzeigereihenfolge ändern."
13,18,10,6,7,62,"Freunde","Zeigt eine Liste der Charaktere an, die du als Freunde registriert hast. Flüstere einem Freund etwas zu oder lade einen Freund auf deiner Welt in deine Gruppe ein."
14,19,12,6,9,64,"Schwarze Liste","Zeigt eine Liste der Charaktere an, die du auf die Schwarze Liste gesetzt hast. Sie unterliegen verschiedenen Beschränkungen, z.B. dass sowohl die Charaktere selbst als auch von ihnen gesendete Nachrichten dir nicht angezeigt werden. Weiterhin können sie nicht mit dir handeln oder dich in ihre Gruppe einladen."
15,20,1,6,-2,53,"Spielersuche","Mit der Spielersuche kannst du unter verschiedenen Kriterien nach anderen Spielercharakteren suchen. Außerdem kannst du deinen Online-Status oder Suchkommentar ändern."
16,7,4,4,0,43,"Karte","Zeigt eine Karte an, auf der du die Position deiner Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder oder Zielgebiete deiner Aufträge nachsehen kannst. Händler und wichtige Orientierungspunkte sind ebenfalls eingetragen. Du kannst auch zoomen oder Karten anderer Regionen anzeigen."
17,9,3,6,0,55,"Emotes","Zeigt eine Liste der Emotes an. Sie helfen dir, mit anderen Spielern zu interagieren und verleihen dem Spiel Atmosphäre. Du kannst sie auch im Kommandomenü anlegen."
18,10,3,5,2,48,"Markierungen","Mit Markierungen kannst du für deine Gruppe oder Allianz Gegner oder Verbündete kennzeichnen, um den Kampfablauf zu dirigieren."
19,29,6,7,1,72,"Systemkonfiguration","In den Systemeinstellungen kannst du Konfigurationen von Sound und Grafik vornehmen oder die Tastenbelegung ändern."
20,28,9,7,4,75,"Tastenbelegung","Hier kannst du die Tasten mit ver<hex:02160103>schie<hex:02160103>den<hex:02160103>sten Funktionen belegen."
21,30,8,7,3,74,"Makros","Hier kannst du Textmakros für einzelne oder alle Charaktere erstellen, um wiederkehrende komplexe Aktionen mit einem einzigen Klick ausführen zu können, und im Kommandomenü anlegen. Die verfügbaren Textbefehle werden in einer Liste angezeigt."
22,31,7,7,2,73,"Layout","Hier kannst du die Position, Größe und Darstellung von Anzeigefenstern und anderen UI-Elementen ändern."
23,27,10,7,7,77,"Ausloggen","Loggt dich aus und bringt dich zum Titelbildschirm zurück."
24,26,11,7,8,78,"Spiel beenden","Loggt dich aus und beendet das Spiel."
25,32,7,1,1,7,"Arsenal","Hier werden Aus<hex:02160103>rüstungs<hex:02160103>gegen<hex:02160103>stände beim Erwerb automatisch verstaut. Sie sind nach Körperteilen geordnet und können jederzeit angelegt werden."
26,0,0,0,0,0,"",""
27,8,4,6,1,56,"Freie Ge<hex:02160103>sell<hex:02160103>schaft","Zeigt Informationen über die Freie Ge<hex:02160103>sell<hex:02160103>schaft, in der du registriert bist."
28,11,7,6,4,59,"Kontaktkreis","Zeigt alle Mitglieder all deiner Kontaktkreise an. Du kannst deinen derzeit aktiven Kontaktkreis einstellen."
29,24,5,3,2,36,"Fischer-Notizbuch","Hier können Fischer ihren Fang und die Angelstellen einer Region einsehen."
30,33,4,7,-1,70,"Tutorial-Hilfstexte","Zeigt eine Liste der bisher gesehenen Hilfstexte an."
31,25,1,2,-3,19,"Empfehlungen","Zeigt eine Liste empfohlener Aufträge, FATEs und anderer Inhalte in der Umgebung an."
32,13,1,7,-4,67,"Kundendienst / Infos","Zeigt Neuigkeiten und Informationen des Kundendienstes an. Außerdem kannst du den Kundendienst kontaktieren und Probleme melden."
33,46,5,2,1,23,"Inhaltssuche","Zeigt eine Übersicht über zugängliche Spielinhalte wie Dungeons und Gildengeheiße, jeweils mit einer kurzen Beschreibung und den Teilnahmebedingungen. An den Inhalten kannst du direkt aus der Inhaltssuche heraus teilnehmen, entweder mit einer bestehenden oder einer zufällig zu<hex:02160103>sammen<hex:02160103>gestellten Gruppe."
34,48,5,7,0,71,"Charakter<hex:02160103>konfiguration","Hier kannst du umfangreiche Einstellungen vornehmen, die deinen Charakter betreffen (z. B. Steuerung, Kommandomenü und Chatlog)."
35,0,0,4,1,44,"Teleport","Zeigt eine Liste der Ätheryten an, die du bereits besucht hast. Gegen eine Gebühr kannst du dich und deine Grup<hex:02160103>pen<hex:02160103>mit<hex:02160103>glieder dorthin teleportieren lassen."
36,0,0,4,2,45,"Rückführung","Teleportiert dich kostenlos zu dem zuvor festgelegten Heimatpunkt (oder in einem Dungeon zum Startpunkt). Einmal benutzt, kannst du diese Funktion 15 Minuten lang (Erdenzeit) nicht ausführen."
37,0,0,7,6,76,"Lizenz","Zeigt die Lizenzvereinbarung von FINAL FANTASY XIV an."
38,0,0,0,0,0,"Notizbücher","（ヘルプ無し）"
39,0,0,0,0,0,"Kontakte","（ヘルプ無し）"
40,0,0,0,0,0,"System","（ヘルプ無し）"
41,50,6,3,3,37,"Fischverzeichnis","Zeigt eine umfangreiche Übersicht über angelbare Beutetiere für Fischer."
42,49,10,1,4,10,"Mitstreiter","Zeigt Informationen über deinen Mitstreiter wie die Kommandos und Kunststücke, die er beherrscht."
43,0,0,0,0,0,"Inhalte","（ヘルプ無し）"
44,52,5,6,2,57,"Unterkünfte","Öffnet das Menü für Unterkünfte."
45,35,0,0,0,0,"Anzeige","Einstellungen für den Bildschirm, z. B. Bildschirmmodus und Gammakorrektur."
46,36,0,0,0,0,"Sound","Einstellungen für den Sound, z. B. Lautstärke."
47,37,0,0,0,0,"Grafik","Detaillierte Einstellungen für die Grafik, angepasst an die Benutzerumgebung."
48,38,0,0,0,0,"Maus","Einstellungen für die Maussteuerung."
49,39,0,0,0,0,"Controller","Einstellungen für den Controller, z. B. Vibration."
50,51,0,0,0,0,"Anderes","Weitere Einstellungen, z. B. Sprachauswahl und Speicherort für Screenshots."
51,41,0,0,0,0,"Steuerung","Einstellungen für die Steuerung, z. B. Kamera und Zielen."
52,42,0,0,0,0,"UI","Einstellungen für das User-Interface, z. B. HUD-Layout."
53,43,0,0,0,0,"Namensanzeige","Einstellungen für den Namen und andere Informationen, die über der Spielfigur angezeigt werden."
54,44,0,0,0,0,"Kommandomenü","Einstellungen für das Kommandomenü."
55,45,0,0,0,0,"Chatlog","Einstellungen für das Chatlog, z. B. Schriftgröße und Filter."
56,53,16,1,10,16,"PvP-Profil","Zeigt deine PvP-Erfolge an und lässt dich PvP-Kommandos einrichten."
57,54,2,5,1,47,"Gruppen<hex:02160103>suche","Führt eine Suche nach Gruppen entsprechend deinen Zielen oder der gewünschten Rolle durch."
58,55,4,5,3,49,"Geländemarkierung","Setzt Markierungen im Gelände, die nur für Gruppen- und Allianzmitglieder sichtbar sind."
59,56,7,5,6,51,"Bereitschaftsanfrage","Fragt automatisch alle Gruppen-/Allianzmitglieder, ob sie bereit sind."
60,57,8,3,5,39,"Aktuelle Agenda","Zeigt eine Liste von momentan dringend zu erledigenden Heraus<hex:02160103>forde<hex:02160103>rungen und die Vergütung dafür an. Der bereits erreichte Fortschritt wird jeden <hex:020603120303><hex:020945DDFF08>Sonntag<hex:FF07>Montag<hex:FF09>Dienstag<hex:FF09>Mittwoch<hex:FF0B>Donnerstag<hex:FF08>Freitag<hex:FF08>Samstag<hex:03> um <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>:00 Uhr (Erdenzeit) zurückgesetzt."
61,58,11,1,5,11,"Reittier-Verzeichnis","Zeigt eine Liste deiner Reittiere an. Du kannst sie von hier aus auch herbeirufen."
62,59,12,1,6,12,"Begleiter-Verzeichnis","Zeigt eine Liste deiner Begleiter an. Du kannst sie von hier aus auch herbeirufen."
63,60,0,0,0,0,"Barrierefreiheit","Einstellungen zur Erleichterung der Benutzung wie etwa Visualisierung von Tönen."
64,61,2,3,-1,33,"Eorzea Incognita","Zeigt dein Reisetagebuch mit einer Liste von Orten an, die man unbedingt gesehen haben muss."
65,62,17,1,11,17,"Gold Saucer","Zeigt Informationen zum Gold Saucer an, unter anderem MGP in deinem Besitz, Glückskaktor-Ziehungen, Triple Triad-Turnierstände, Kartendecks, Trabanten-Kommandomenü und Status deines Renn-Chocobos."
66,63,5,1,-1,5,"Vermögen","Zeigt deinen momentanen Besitz an Gil und anderen Währungen an."
67,64,1,4,-3,40,"Windätherquellen","Zeigt Informationen zur Harmonisierung mit Windätherquellen an."
68,65,3,7,-2,69,"Spielanleitung","Öffnet ein Menü, um die Spielanleitung auf der offiziellen Spielerwebsite, dem Lodestone, in deinem Browser anzuzeigen."
69,67,7,3,4,38,"Orchestrion-Liste","Zeigt die Liste mit Musikstücken an, die du zum Beispiel in Gästezimmern abspielen kannst. Mit jeder Notenrolle, die du erhältst, kommt ein neuer Titel hinzu."
70,66,12,2,8,30,"Anfänger-Arena","Hier kannst du als Magier oder Krieger in speziellen Übungen die grundlegenden Kampfstrategien als Verteidiger, Angreifer und Heiler lernen."
71,68,0,0,0,0,"Gegenstände und Inventar","Öffnet ein Menü, in dem du Einstellungen für Inventar und Gegenstände vornehmen kannst."
72,69,6,2,2,24,"Raid-Suche","Hier kannst du an den neuesten Raids hoher Schwierigkeit teilnehmen. Auch unter der erforderlichen Gruppengröße kannst du automatisch in eine Gruppe mit gleichgesinnten Spielern gebracht werden."
73,70,8,5,7,52,"Countdown","Hier kannst du einen Countdown starten, der deinen Gruppen- oder Allianzmitgliedern den Kampfbeginn signalisiert."
74,71,11,6,8,63,"Gruppenverlauf","Zeigt eine Liste der Charaktere an, mit denen du in letzter Zeit in einer Gruppe gespielt hast. Du kannst diese Charaktere auf deine Freundesliste setzen."
75,72,2,4,-2,41,"Reit<hex:02160103>tier<hex:02160103>geschwindig<hex:02160103>keit","Zeigt für jede Region die Laufgeschwindigkeit von Reittieren an."
76,73,10,2,6,28,"Inhaltsrückblende","Spiele aufgezeichnete Rückblenden ab und schalte die Datenaufzeichnung ein oder aus."
77,74,9,1,3,9,"Chocobo-Satteltasche","Öffnet das Chocobo-Inventar. Du kannst Gegenstände aus deinem Inventar oder aus dem Gehilfeninventar in die Satteltasche legen. (Kann nicht in instanziierten Inhalten verwendet werden.)"
78,75,6,6,3,58,"PvP-Team","Zeigt Informationen zu deinem PvP-Team an."
79,76,6,5,5,50,"Bereitschaftsanfrage (Rückblende)","Fragt alle Gruppen-/Allianzmitglieder, ob sie bereit sind. Diese Bereitschaftsanfrage wird benutzt, wenn ein Inhalt für Rückblenden aufgenommen werden soll."
80,77,8,6,5,60,"Welten-Kontaktkreis","Zeigt Informationen über einen Welten-Kontaktkreis an, dem du angehörst. Du kannst auch einen eigenen Welten-Kontaktkreis erstellen und verwalten."
81,78,15,1,9,15,"Zauberbuch der Blaumagie","Zeigt alle Zauber an und wie man sie lernen kann. Erlernte Zauber können zu den aktiven Kommandos hinzugefügt und wieder entfernt werden."
82,79,9,2,5,27,"Seite an Seite","Betritt instanziierte Inhalte mit den Abbildern verbündeter NPCs."
83,80,0,0,0,0,"Farbschema","Ändert das Farbschema von Dialogfenstern."
84,81,3,4,-1,42,"FATE-Fortschritt","Zeigt Informationen über bestimmte FATEs an, z. B. die bisher erreichten Bewertungen."
85,82,9,6,6,61,"Meine Zirkel","Hier kannst du neue Zirkel gründen oder aus der Liste einen Zirkel auswählen, in dem du Mitglied bist."
86,83,2,6,-1,54,"Zirkelsuche","Zeigt eine Liste aller Zirkel an, die zur Zeit Mitglieder anwerben. Über die Liste in der Zirkelsuche kannst du diesen Zirkeln auch beitreten."
87,85,2,2,-2,20,"Kuriositäten","Zeigt einer Liste besonderer Gegenstände an, die du im Laufe deiner Abenteuer gesammelt hast."
88,84,11,2,7,29,"Neues Spiel+","Hier kannst du bereits gemeisterte Aufträge erneut spielen!"
89,86,14,1,8,14,"Modeaccessoires","Zeigt eine Liste aller verfügbaren Modeaccessoires. Von hier aus kannst du deine Modeaccessoires betrachten und bei Bedarf aktivieren."
90,87,2,7,-3,68,"Offizielle Webseiten","Zeigt eine Liste aller offiziellen FINAL FANTASY XIV-Seiten."
91,89,8,2,4,26,"Inhaltshelfer","Hier kannst du eine Gruppe befreundeter NPCs zu<hex:02160103>sammen<hex:02160103>stellen, um mit ihnen instanziierte Inhalte zu bestreiten."
92,88,4,1,-2,3,"Portraits","Erstelle und gestalte Portraits für deinen Abenteurerpass und andere Inhalte, für jedes deiner Rüstungssets."
93,90,3,1,-3,4,"Abenteurerpass","Erstelle und gestalte dein persönliches Profil, um dich anderen vorzustellen."
94,91,7,2,3,25,"Gewölbesuche","Hier kannst du unsteten und kuriosen Gewölben beitreten sowie Dungeon-Einstellungen anpassen. Du kannst dir auch Einträge zu der Geschichte ansehen, die du bei der Erkundung unsteter Gewölbe enthüllst."
95,92,13,1,7,13,"Gesichtsaccessoires","Ändere die Form und Farbe von Brillen oder ähnlichen Gesichtsaccessoires."
96,93,13,6,10,65,"Stumme Liste","Zeigt eine Liste aller Charaktere, die auf stumm geschaltet worden sind. Nachrichten von stummgeschalteten Charakteren werden nicht angezeigt."
97,94,14,6,11,66,"Wortfilter","Zeigt eine Liste aller gefilterten Wörter. Hier können neue Wörter hinzugefügt und bestehende Wörter bearbeitet oder gelöscht werden."
98,95,5,5,4,79,"Strategiebretter","Erstelle und betrachte Strategiebretter, um auf jeden Inhalt bestens vorbereitet zu sein."
99,0,0,0,0,0,"",""
