key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
7,10,12,20,2000,21000,0,0,1,"★ Beseitigung eines Nichtsgesandten","Wildkraut-Sammler haben <hex:020941E802FF15>in der Flüsterklamm<hex:FF11>am Geisterkerker<hex:FF15>bei Nophicas Brunnen<hex:03> einen Nichts<hex:02160103>gesand<hex:02160103>ten niederen Ranges gesichtet. Der Befehl lautet: Den Dämonen beseitigen und nach weiteren Nichts<hex:02160103>gesand<hex:02160103>ten Ausschau halten!",15772,15772,15772,15772,15772,15772,1,1,1,1,1,1,225,225,225,225,225,225,0,0,0,0,0,0,205,205,205,205,205,205,0,0,0,0,0,0,230,230,230,230,230,230,0,0,0,0,0,0,100,100,100,100,100,100
8,12,0,20,1000,15000,20,0,2,"Unterstützung eines Grenzpostens","Die <hex:020942E802FF14>in Camp Schädeltal<hex:FF15>an Eugenias Wachturm<hex:FF13>in Klein-Ala Mhigo<hex:03> stationierten Truppen leiden unter heftigen Angriffen der <hex:02091CE802FF08>Kobolde<hex:FF05>Ixal<hex:FF09>Amalj'aa<hex:03> und haben ein dringendes Hilfsgesuch geschickt. Der Befehl lautet: Die Truppen im Kampf gegen den Wilden Stamm unterstützen!",0,0,0,0,0,0,0,0,0,0,0,0,265,410,265,140,410,125,20,20,20,20,20,20,140,145,435,265,270,435,20,20,20,20,20,20,420,270,125,420,145,265,20,20,20,20,20,20,20,20,20,20,20,20
9,12,0,20,1000,16500,20,0,2,"Geleit einer Befehlshaberin","Eine hochrangige Befehlshaberin <hex:020931E802FF11>der Bruderschaft<hex:FF0B>der Legion<hex:FF0F>des Mahlstroms<hex:03> kommt für eine wichtige Lagebesprechung nach <hex:020924E802FF0E>Limsa Lominsa<hex:FF09>Gridania<hex:FF07>Ul'dah<hex:03>. Der Befehl lautet: Den Luftschiff-Landeplatz sichern und der Besucherin Geleit geben!",0,0,0,0,0,0,0,0,0,0,0,0,270,130,270,145,415,415,20,20,20,20,20,20,440,440,145,270,275,150,20,20,20,20,20,20,130,270,425,425,150,275,20,20,20,20,20,20,20,20,20,20,20,20
10,12,0,25,1000,19500,20,0,2,"Sicherung der Handelsstraßen","Wegelagerer bedrohen die Sicherheit der Handelsrouten <hex:020941E802FF18>im östlichen La Noscea<hex:FF0C>im Südwald<hex:FF17>im südlichen Thanalan<hex:03>. Der Befehl lautet: Die wichtigsten Handelsstraßen sichern und die fahrenden Kaufleute beschützen!",0,0,0,0,0,0,0,0,0,0,0,0,425,140,280,425,280,155,20,20,20,20,20,20,285,450,155,160,450,280,20,20,20,20,20,20,160,280,435,285,140,435,20,20,20,20,20,20,20,20,20,20,20,20
11,12,0,30,1000,22500,20,0,2,"Störaktion in einem feindlichen Lager","<hex:02097AE802FF22>Das Flotten<hex:02160103>kommando fürchtet<hex:FF21>Die Priester im Abaton fürchten<hex:FF31>Die Stabsoffiziere in der Ewigen Halle fürchten<hex:03> einen bevorstehenden Angriff <hex:020928E802FF0C>der Kobolde<hex:FF09>der Ixal<hex:FF0D>der Amalj'aa<hex:03>. Der Befehl lautet: In <hex:02093FE802FF10>die Koboldgrube<hex:FF12>den Ixal-Kahlhieb<hex:FF17>das Amalj'aa-Feldlager<hex:03> eindringen, die feindlichen Operationen stören und strategische Informationen sammeln!",0,0,0,0,0,0,0,0,0,0,0,0,170,440,440,295,155,295,20,20,20,20,20,20,295,300,175,465,465,170,20,20,20,20,20,20,450,175,300,155,295,450,20,20,20,20,20,20,20,20,20,20,20,20
12,12,0,35,1000,25500,20,0,2,"Rettung einer verbündeten Einheit","Die Einheit eines verbündeten Stadt<hex:02160103>staates ist <hex:020941E802FF17>im äußeren La Noscea<hex:FF0C>im Nordwald<hex:FF18>im nördlichen Thanalan<hex:03> verschollen gegangen. Unmittelbare Feindeinwirkung ist nicht auszuschließen. Der Befehl lautet: Die befreundete Einheit finden und retten!",0,0,0,0,0,0,0,0,0,0,0,0,310,185,455,170,310,455,20,20,20,20,20,20,480,310,315,480,185,190,20,20,20,20,20,20,170,465,190,310,465,315,20,20,20,20,20,20,20,20,20,20,20,20
13,12,0,35,1000,27000,20,0,2,"Gemeinsame Manöverübung","Die Eorzäische Allianz hält eine gemeinsame Truppenübung ab. Der Befehl lautet: Als Vertreter <hex:020931E802FF0F>des Mahlstroms<hex:FF11>der Bruderschaft<hex:FF0B>der Legion<hex:03> an der Übung teilnehmen und unserem Stadt<hex:02160103>staat zur Ehre gereichen!",14945,14945,14945,14945,14945,14945,1,1,1,1,1,1,455,310,170,310,185,455,20,20,20,20,20,20,190,480,480,185,310,315,20,20,20,20,20,20,315,170,310,465,465,190,20,20,20,20,20,20,20,20,20,20,20,20
14,13,15,40,4000,30000,0,0,2,"★ Sicherstellung von Kristallvorräten","Der Feind plant eine weitere Beschwörung von <hex:020919E802FF06>Titan<hex:FF07>Garuda<hex:FF06>Ifrit<hex:03>. Unsere Truppen werden in <hex:02093FE802FF10>die Koboldgrube<hex:FF12>den Ixal-Kahlhieb<hex:FF17>das Amalj'aa-Feldlager<hex:03> eindringen und die gehorteten Kristalle sichern. Der Befehl lautet: Bei der Erbeutung der Kristalle assistieren!",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
15,16,17,40,4000,30000,0,0,2,"★ Sicherstellung von Kristallvorräten","Der Feind plant eine weitere Beschwörung von <hex:020919E802FF06>Titan<hex:FF07>Garuda<hex:FF06>Ifrit<hex:03>. Unsere Truppen werden in <hex:02093FE802FF10>die Koboldgrube<hex:FF12>den Ixal-Kahlhieb<hex:FF17>das Amalj'aa-Feldlager<hex:03> eindringen und die gehorteten Kristalle sichern. Der Befehl lautet: Bei der Erbeutung der Kristalle assistieren!",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
16,15,0,40,2000,30000,20,0,3,"Festnahme eines Kommandanten","<hex:02096FE802FF1D>Das Flotten<hex:02160103>kommando will<hex:FF1E>Die Priester im Abaton wollen<hex:FF2E>Die Stabsoffiziere in der Ewigen Halle wollen<hex:03> eines feindlichen Ober<hex:02160103>kommandanten habhaft werden und <hex:02091AE802FF06>plant<hex:FF07>planen<hex:FF07>planen<hex:03> einen Überfall auf <hex:02092BE802FF14>die U'Ghamaro-Minen<hex:FF08>Natalan<hex:FF09>Zahar'ak<hex:03>. Der Befehl lautet: Zu den Angriffstruppen stoßen und den Vorstoß decken!",14946,14946,14946,14946,14946,14946,5,5,5,5,5,5,530,530,385,245,385,265,20,20,20,20,20,20,385,275,560,560,265,385,20,20,20,20,20,20,275,385,245,385,540,540,20,20,20,20,20,20,20,20,20,20,20,20
17,15,0,40,2000,30000,20,0,3,"Festnahme eines Waffenhändlers","Unsere Spitzel haben illegale Waffengeschäfte innerhalb unseres Hoheitsgebiets ausgekund- schaftet. Der Befehl lautet: Den Waffenhändler fassen, tot oder lebendig!",14947,14947,14947,14947,14947,14947,5,5,5,5,5,5,385,245,385,265,530,530,20,20,20,20,20,20,560,560,265,385,385,275,20,20,20,20,20,20,245,385,540,540,275,385,20,20,20,20,20,20,20,20,20,20,20,20
18,15,0,40,2000,30000,20,0,3,"Bespitzelung eines Castrums","Vorgerückte Späher der Eorzäischen Allianz haben verdächtige Aktivitäten nahe <hex:020939E802FF11>Castrum Occidens<hex:FF0F>Castrum Centri<hex:FF13>Castrum Meridianum<hex:03> ausgemacht. Der Befehl lautet: Dem Castrum nähern und Informationen über die Truppen- bewegungen sammeln!",14948,14948,14948,14948,14948,14948,5,5,5,5,5,5,385,265,530,530,385,245,20,20,20,20,20,20,265,385,385,275,560,560,20,20,20,20,20,20,540,540,275,385,245,385,20,20,20,20,20,20,20,20,20,20,20,20
19,15,0,40,2000,30000,20,0,3,"Festnahme garleischer Deserteure","Im <hex:020938E802FF15>östlichen La Noscea<hex:FF08>Ostwald<hex:FF15>nördlichen Thanalan<hex:03> wurden garleische Deserteure gesichtet. Der Befehl lautet: Die Überläufer aufstöbern und festnehmen!",14949,14949,14949,14949,14949,14949,5,5,5,5,5,5,530,385,245,385,265,530,20,20,20,20,20,20,275,560,560,265,385,385,20,20,20,20,20,20,385,245,385,540,540,275,20,20,20,20,20,20,20,20,20,20,20,20
20,15,0,40,2000,30000,20,0,3,"Scharmützel mit den Garlear","Die Eorzäische Allianz will in Mor Dhona mehr Präsenz zeigen und das Garleische Kaiserreich in Scharmützel verwickeln. Der Befehl lautet: An der Operation teilnehmen und siegreich zurückkehren!",14950,14950,14950,14950,14950,14950,5,5,5,5,5,5,245,385,265,530,530,385,20,20,20,20,20,20,560,265,385,385,275,560,20,20,20,20,20,20,385,540,540,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
21,15,0,40,2000,30000,20,0,3,"Störung der Versorgungslinien","<hex:020973E802FF1F>Das Flotten<hex:02160103>kommando treibt<hex:FF1F>Die Priester im Abaton treiben<hex:FF2F>Die Stabsoffiziere in der Ewigen Halle treiben<hex:03> einen Angriffsplan voran, um die Versorgungslinien <hex:020963E802FF24>der Sahagin im westlichen La Noscea<hex:FF15>der Ixal im Nordwald<hex:FF24>der Amalj'aa im südlichen Thanalan<hex:03> zu schwächen. Der Befehl lautet: Den Vormarsch der Truppen flankieren!",14951,14951,14951,14951,14951,14951,5,5,5,5,5,5,265,530,530,385,245,385,20,20,20,20,20,20,385,385,275,560,560,265,20,20,20,20,20,20,540,275,385,245,385,540,20,20,20,20,20,20,20,20,20,20,20,20
22,15,0,40,2000,30000,20,0,3,"Festnahme einer Verbrecherin","<hex:020949E802FF13>Agenten der Legion<hex:FF17>Agenten des Mahlstroms<hex:FF19>Agenten der Bruderschaft<hex:03> haben eine steckbrieflich gesuchte Verbrecherin <hex:02092EE802FF0D>in La Noscea<hex:FF0F>im Finsterwald<hex:FF0C>in Thanalan<hex:03> aufgespürt. Der Befehl lautet: Den Sonderermittlern bei der Festnahme der Verbrecherin assistieren!",14952,14952,14952,14952,14952,14952,5,5,5,5,5,5,530,530,245,385,265,385,20,20,20,20,20,20,275,385,560,560,385,265,20,20,20,20,20,20,385,275,385,245,540,540,20,20,20,20,20,20,20,20,20,20,20,20
23,15,0,40,2000,30000,20,0,3,"Überfall auf eine garleische Einheit","Unsere Späher melden, dass sich eine frische Reserveeinheit auf dem Weg nach <hex:020939E802FF11>Castrum Occidens<hex:FF0F>Castrum Centri<hex:FF13>Castrum Meridianum<hex:03> befindet. Der Befehl lautet: Einen Hinterhalt legen und die garleische Einheit auslöschen!",14953,14953,14953,14953,14953,14953,5,5,5,5,5,5,245,385,265,385,530,530,20,20,20,20,20,20,560,560,385,265,275,385,20,20,20,20,20,20,385,245,540,540,385,275,20,20,20,20,20,20,20,20,20,20,20,20
24,15,0,40,2000,30000,20,0,3,"Beseitigung einer Chimäre","Spielende Kinder haben <hex:020953E802FF1C>den gigantischen Minotaurus<hex:FF1E>die extrem magiebegabte Lamia<hex:FF13>die wilde Chimära<hex:03> in unserem Hoheitsgebiet entdeckt. Der Befehl lautet: Die widerliche Bestie aufspüren und ohne Rücksicht beseitigen!",14954,14954,14954,14954,14954,14954,5,5,5,5,5,5,265,385,530,530,245,385,20,20,20,20,20,20,385,265,275,385,560,560,20,20,20,20,20,20,540,540,385,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
25,15,0,50,3000,37500,20,0,3,"Überfall auf die Wilden","Es mehren sich Beweise, dass die <hex:02091CE802FF08>Kobolde<hex:FF05>Ixal<hex:FF09>Amalj'aa<hex:03> eine neue Primae-Beschwörung vorbereiten. Der Befehl lautet: <hex:020921E802FF09>Slafswys<hex:FF0A>Dariustel<hex:FF08>Alianne<hex:03> vor Ort treffen und nach Kräften unterstützen!",14946,14946,14946,14946,14946,14946,10,10,10,10,10,10,295,430,590,590,275,430,20,20,20,20,20,20,430,295,305,430,620,620,20,20,20,20,20,20,600,600,430,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
26,15,0,50,3000,37500,20,0,3,"Garleische Waffenübung","<hex:02096FE802FF1D>Das Flotten<hex:02160103>kommando will<hex:FF1E>Die Priester im Abaton wollen<hex:FF2E>Die Stabsoffiziere in der Ewigen Halle wollen<hex:03> eine Übung mit einer erbeuteten garleischen Kampfmaschine abhalten. Der Befehl lautet: An der Übung teilnehmen!",14947,14947,14947,14947,14947,14947,10,10,10,10,10,10,275,430,295,430,590,590,20,20,20,20,20,20,620,620,430,295,305,430,20,20,20,20,20,20,430,275,600,600,430,305,20,20,20,20,20,20,20,20,20,20,20,20
27,15,0,50,3000,37500,20,0,3,"Befreiung der entführten Bürger","<hex:0209B1E802FF50>Die von den Ixal gesteuerte Piratenbande der Plündernden Schlangen verschleppt<hex:FF2F>Eine Panzerballon-Einheit der Ixal verschleppt<hex:FF2C>Die Flammenfänge der Amalj'aa verschleppen<hex:03> wehrlose Bürger! Es wird vermutet, dass die armen Seelen einem Primae geopfert werden sollen. Der Befehl lautet: Das feindliche Lager stürmen und die Entführten befreien!",14948,14948,14948,14948,14948,14948,10,10,10,10,10,10,590,590,275,430,295,430,20,20,20,20,20,20,305,430,620,620,430,295,20,20,20,20,20,20,430,305,430,275,600,600,20,20,20,20,20,20,20,20,20,20,20,20
28,15,0,50,3000,37500,20,0,3,"Eliminierung der Waffendiebe","Eine Splittergruppe der <hex:02092CE802FF0A>Mamool Ja<hex:FF0D>Coeurlklauen<hex:FF0F>Leichenbrigade<hex:03> überfällt unsere Waffentransporte. Der Befehl lautet: Die Waffendiebe vor Ort eliminieren!",14949,14949,14949,14949,14949,14949,10,10,10,10,10,10,295,590,590,430,275,430,20,20,20,20,20,20,430,430,305,620,620,295,20,20,20,20,20,20,600,305,430,275,430,600,20,20,20,20,20,20,20,20,20,20,20,20
29,15,0,50,3000,37500,20,0,3,"Vertreibung der Kultisten","Die Jünger Dalamuds sind in illegale Aktivitäten verwickelt und verbreiten die Kunde von ihrem hasserfüllten Kult. Der Befehl lautet: Als Zivilisten verkleidet in <hex:020924E802FF0E>Limsa Lominsa<hex:FF09>Gridania<hex:FF07>Ul'dah<hex:03> patrouillieren und die Kultisten vertreiben!",14950,14950,14950,14950,14950,14950,10,10,10,10,10,10,275,430,295,590,590,430,20,20,20,20,20,20,620,295,430,430,305,620,20,20,20,20,20,20,430,600,600,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
30,15,0,50,3000,37500,20,0,3,"Verfolgung eines Nichtsgesandten","In unserem Einflussbereich wurde ein tobender Nichts<hex:02160103>gesand<hex:02160103>ter gesichtet. Der Befehl lautet: Den <hex:020921E802FF09>Sukkubus<hex:FF0B>Troubadour<hex:FF07>Anchag<hex:03> aufstöbern und beseitigen!",14951,14951,14951,14951,14951,14951,10,10,10,10,10,10,590,430,275,430,295,590,20,20,20,20,20,20,305,620,620,295,430,430,20,20,20,20,20,20,430,275,430,600,600,305,20,20,20,20,20,20,20,20,20,20,20,20
31,15,0,50,3000,37500,20,0,3,"Ausschaltung von Kampfmaschinen","Zurückgelassene garleische Kampf<hex:02160103>maschinen haben in einen automatischen Berzerker-Modus geschaltet und bedrohen wehrlose Reisende. Der Befehl lautet: Einen Mechaniker unserer Ge<hex:02160103>sell<hex:02160103>schaft treffen und die Kampf<hex:02160103>maschinen ausschalten!",14952,14952,14952,14952,14952,14952,10,10,10,10,10,10,430,295,590,590,430,275,20,20,20,20,20,20,295,430,430,305,620,620,20,20,20,20,20,20,600,600,305,430,275,430,20,20,20,20,20,20,20,20,20,20,20,20
32,15,0,50,3000,37500,20,0,3,"Unterbindung illegaler Versuche","Eine Teilgruppe der Indigo-Hand führt auf unserem Gebiet nicht authorisierte Versuche mit Gob<hex:02160103>stampfern aus. Der Befehl lautet: Die Versuche unterbinden und die Ver<hex:02160103>ant<hex:02160103>wort<hex:02160103>li<hex:02160103>chen dingfest machen!",14953,14953,14953,14953,14953,14953,10,10,10,10,10,10,430,275,430,295,590,590,20,20,20,20,20,20,620,620,295,430,430,305,20,20,20,20,20,20,275,430,600,600,305,430,20,20,20,20,20,20,20,20,20,20,20,20
33,15,0,50,3000,37500,20,0,3,"Beruhigung eines Aggressors","Ein aggressives Individuum namens „Der gridanische Schlangenjünger“ belästigt redliche Händler und Handwerker. Der Befehl lautet: Den Störenfried zur Räson bringen, notfalls mit Gewalt!",14954,14954,14954,14954,14954,14954,10,10,10,10,10,10,590,590,430,275,430,295,20,20,20,20,20,20,430,305,620,620,295,430,20,20,20,20,20,20,305,430,275,430,600,600,20,20,20,20,20,20,20,20,20,20,20,20
34,17,19,50,5000,40000,0,0,2,"★ Eliminierung einer Eliteeinheit","Spione berichten, dass sich eine garleische Eliteeinheit <hex:020941E802FF18>im östlichen La Noscea<hex:FF0B>im Ostwald<hex:FF18>im nördlichen Thanalan<hex:03> eingegraben hat und Störaktionen vorbereitet. Der Befehl lautet: Schalte die garleische Eliteeinheit aus - schnell!",0,0,0,0,0,0,0,0,0,0,0,0,370,370,370,370,370,370,0,0,0,0,0,0,355,355,355,355,355,355,0,0,0,0,0,0,345,345,345,345,345,345,0,0,0,0,0,0,100,100,100,100,100,100
