key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
23,"Aufnahmegeschenke","Wenn Rekruten des Klageregiments ihr grundlegendes Training abschließen, erhalten sie ein paar Holzschuhe als symbolisches Geschenk für ihre Verbundenheit mit dem Wald. Im Laufe der nächsten Sonnen stehen größere Zeremonien an, daher sucht die Gilde der Pikeniere nach fähigen Handwerkern, um genügend Schuhwerk zu produzieren.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917651,True,0,1,630,112,2,19,5,2648092,110010,True,0,14
24,"Verbrannte Bögen","Zahlreiche Kisten voller Kurzbögen in einem Lager des Klageregiments sind kürzlich einem Feuer zum Opfer gefallen. Um die Bestände wiederaufzufüllen, bittet die Gilde talentierte Zimmerer um Unterstützung bei der Herstellung.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917655,True,0,1,1160,112,3,18,5,2648092,110010,True,0,14
25,"Luftabwehr","Die hinterhältigen Ixal greifen oft aus der Luft an. Von ihren Kriegsballons aus haben sie eine überlegene Schussposition und lassen Pfeile auf die Köpfe unserer Soldaten regnen. Um uns besser gegen diese Luftangriffe zu verteidigen, brauchen wir neue Holzschilde, die wir von Zimmerleuten ankaufen.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917656,True,0,1,1690,113,3,18,5,2648092,110010,True,0,14
26,"Harfenspiel","Die Männer Gridanias sind fasziniert von einer Gruppe reisender Barden, die sich „Die Homunkuli“ nennen und mit ihren Harfen in die Herzen der Frauen spielen. Das Handelshaus „Schwarzer Hase“ wittert ein gutes Geschäft und möchte günstige Harfen für jedermann produzieren. Dafür wird zunächst Ahornbauholz von fähigen Handwerkern gesucht.",9,6,5,2,1,0,1,39,39,0,0,9,272,39,80012,917657,True,0,1,630,113,3,19,5,2257767,110007,True,0,14
27,"Neue Schützen braucht der Wald","Da die Bruderschaft der Morgenviper schon bald einen Zustrom an neuen Rekruten erwartet, hat die Staatliche Ge<hex:02160103>sell<hex:02160103>schaft eine große Bestellung von Bögen beim Handelshaus „Schwarzer Hase“ aufgegeben. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917652,True,0,1,4110,140,4,18,5,2257767,110007,True,0,14
28,"Schildwall","Für den erwarteten Zustrom an neuen Rekruten hat die Bruderschaft der Morgenviper dem Handelshaus „Schwarzer Hase“ einen Großauftrag an Schilden erteilt. Um diesen Bedarf zu stillen, sind gewillte Handwerker aufgerufen, ihre Talente zur Verfügung zu stellen.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917653,True,0,1,6840,168,4,18,5,2257767,110007,True,0,14
29,"Speere und Magie","Das Klageregiment hat es sich zur Tradition gemacht, neue Rekruten in der Magie der Druiden zu unterweisen, damit sie auf jede Art von Gefahr flexibel reagieren können. Um diese Ausbildung zu unterstützen, benötigt die Gilde eine große Anzahl an Druidenwaffen und bittet talentierte Handwerker um Mithilfe bei der Herstellung.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917654,True,0,1,2790,139,4,19,5,2648092,110010,True,0,14
30,"Deserteure","Zahlreiche neue Rekruten am Stubben stehen die harte Ausbildung nicht durch und desertieren. Die meisten von ihnen denken jedoch nicht im Traum daran, ihre Ausrüstung zurückzulassen, wodurch es zu Engpässen kommt. Das Klageregiment ist daher immer am Ankauf von gut gearbeiteten Speeren interessiert.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917658,True,0,1,5220,140,5,18,5,2648092,110010,True,0,14
31,"Holzschwerter","Die meisten Ixal verwenden im Nahkampf Schwerter. Das bedeutet, angehende Pikeniere müssen lernen, wie sie sich mit ihren Speeren gegen die flinken Schwerthiebe verteidigen können. Beim Training werden Holzschwerter verwendet, die wir von fähigen Zimmerleuten anfertigen lassen möchten.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917659,True,0,1,2490,170,5,18,5,2648092,110010,True,0,14
32,"Druidenpflichten","Die Gilde der Druiden bietet Kindern im Alter von sechs bis neun an, sich in den Sommerferien in der Magie der Druiden zu üben. Deren Eltern sind daher auf der Suche nach günstigen Stöcken. Um diese Nachfrage zu decken, bittet das Handelshaus „Schwarzer Hase“ Handwerker um Mithilfe bei der Anfertigung von Druidenwaffen.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917660,True,0,1,3600,139,5,19,5,2257767,110007,True,0,14
33,"Druiden-Explosion","Die Mitgliederzahlen der Druidengilde explodieren. Es gibt so viele Neuzugänge, dass der Nachschub an preisgünstigen magischen Waffen knapp wird. Das Handelshaus „Schwarzer Hase“ hat die Notlage erkannt und sucht dringend nach fähigen Handwerkern, die neue Druidenwaffen herstellen, damit das Geschäft nicht zum Erliegen kommt.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917523,True,0,1,4280,170,6,18,5,2257767,110007,True,0,14
34,"Auf der Walz","Nun, da die Wege zwischen den eorzäischen Städten wieder einigermaßen sicher sind, begeben sich auch wieder junge Handwerksgesellen auf die Walz. Viele von ihnen verschlägt es nach Gridania, wodurch die Nachfrage nach guten Werkzeugen drastisch steigt. Als Reaktion darauf heuert das Handelshaus „Schwarzer Hase“ freie Handwerker für die Produktion der Werkzeuge an.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917524,True,0,1,7880,170,6,18,5,2257767,110007,True,0,14
35,"Morsche Balken","Die Balken der Scheune von Gut Zwieselgrund sind alt und morsch. Da das Atrium der Immergrünen Eiche offensichtlich zu beschäftigt ist, um uns zu helfen, sind wir auf freischaffende Zimmerleute angewiesen, die uns das Holz für die Reparatur besorgen.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917525,True,0,1,3780,287,6,19,5,2119045,110002,True,0,14
36,"Gefiedert gewappnet","Die Bauern der gridanischen Gutshöfe wollen dem Klageregiment für dessen Schutz danken und lassen neue Waffen anfertigen. Es werden zuverlässige Handwerker gesucht, die gefiederte Harpunen anfertigen können.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917505,True,0,1,9430,174,7,18,5,2119045,110002,True,0,14
37,"Chocobo-Sattler","Selbst der beste Sattel nutzt mit der Zeit ab, wenn er täglich in Gebrauch ist. Unsere Chocobo-Pfleger über<hex:02160103>nehmen die nötigen Reparaturen meistens selbst, doch dafür brauchen sie die richtigen Werkzeuge. An der Stelle kommen Abenteurer ins Spiel, die als Zimmerleute ihre Gil verdienen.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917506,True,0,1,13090,230,7,18,5,2119045,110002,True,0,14
38,"Schilde zu zivilen Preisen","Günstige Holzschilde sind bei Abenteurern sehr begehrt. Da der Bestand zur Neige geht, wird nach Handwerkern gesucht, die möglichst schnell Eschen-Plankenschilde produzieren.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917507,True,0,1,9990,170,7,19,5,2257767,110007,True,0,14
39,"Spitzenmäßiger Diebstahl","Vor einigen Tagen hat ein Soldat des Klageregiments aus dem Warenlager Kisten mit Eisen-Speerspitzen gestohlen und an Schmuggler aus Ul'dah verkauft. Der Dieb wurde gefasst und unehrenhaft entlassen, doch die Schmuggler konnten mit den Speerspitzen entkommen. Deshalb bleibt uns nichts anderes übrig, als unser Lager mit neuer Ware aufzufüllen.",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917526,True,0,1,18910,236,8,18,5,2257767,110007,True,0,14
40,"Albträume","Angeblich soll der Zauber „Vita“ auch Kinder vor Albträumen bewahren, was viele besorgte Eltern dazu veranlasst, sich mit der Kunst der Druiden zu beschäftigen. Natürlich wollen sie alle als Erstes einen ordentlichen Druidenstock erwerben, was den Lagerbestand schnell schrumpfen lässt. Welcher Handwerker kann uns Nachschub liefern?",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917527,True,0,1,13040,235,8,18,5,2257767,110007,True,0,14
41,"Turmhohe Überlegenheit","Die Holzmauern von Josselins Wachturm sollen verstärkt werden, damit selbst ein großangelegter Angriff der Ixal abgeschmettert werden kann. Abenteurer, die das als Baumaterial benötigte Ulmenholz herbeischaffen, werden großzügig entlohnt.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917528,True,0,1,7170,350,8,19,5,2255476,110004,True,0,14
42,"Maskerade","Die bei Neun Efeuranken stationierte Wachmannschaft des Klageregiments benötigt Masken für neue Rekruten. Es werden zuverlässige Handwerker gesucht, die Eschenmasken anfertigen können.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917511,True,0,1,24790,240,9,18,5,2255476,110004,True,0,14
43,"Nix für ungut","Einige Gladiatoren, die extra aus Ul'dah angereist sind, um in Gridania Holzschilde zu kaufen, mussten leider abgewiesen werden, weil die gewünschten Schilde nicht vorrätig waren. So verprellen wir natürlich unsere Kunden, also bitten wir freie Handwerker, unser Lager aufzufüllen.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917512,True,0,1,18910,170,9,18,5,2255476,110004,True,0,14
44,"Den Bogen raus","Um innere und äußere Gefahren abzuwehren, stationiert Nophicas Schar Wachen an strategisch wichtigen Punkten im Wald. Allerdings können sie ihre Posten erst dann besetzen, wenn sie mit neuen Bögen ausgerüstet sind, die wir nicht in ausreichender Zahl vorrätig haben. Das Handelshaus „Schwarzer Hase“ zahlt großzügig für entsprechenden Nachschub.",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917513,True,0,1,14920,174,9,19,5,2257767,110007,True,0,14
45,"Da ist der Wurm drin","Die Druidengilde möchte einige alte, von Würmern zerfressene Stöcke und Stäbe ersetzen und bietet Zimmerern eine ansehnliche Summe für jede Lieferung.",9,6,5,2,20,0,1,39,39,0,0,9,272,39,80012,917529,True,0,1,9540,287,10,18,5,2257767,110007,True,0,14
46,"Totenmasken","Jeden Monat, wenn der Mond voll am Himmel steht, hält Nophicas Schar eine Zeremonie ab, bei der ein großes Feuer entzündet und Holzmasken verbrannt werden, um den bei der Schlacht von Carteneau vor fünf Jahren gefallenen Gefährten zu gedenken. Welche handwerklich versierten Abenteurer können die benötigten Masken liefern?",9,6,5,2,20,0,1,39,39,0,0,9,272,39,80012,917530,True,0,1,16800,192,10,26,5,2257767,110007,True,0,14
47,"Selbstverteidigung","Das Klageregiment patrouilliert regelmäßig durch den Wald, kann aber nicht überall zugleich sein. Alle Bewohner, die außerhalb der schützenden Stadtmauern leben oder arbeiten, müssen sich deshalb selbst verteidigen können. Die Pikeniergilde organisiert regelmäßig Kampfübungen, doch dafür werden noch Waffen benötigt, die wir bei Zimmerleuten in Auftrag geben möchten.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917531,True,0,1,28010,245,10,19,5,2257677,110006,True,0,14
48,"Speerschliff","Ein guter, spitzer Speer kann über Leben und Tod entscheiden, weshalb die Soldaten des Klageregiments angewiesen sind, ihre Waffen täglich zu pflegen. Zum Schleifen der Speerspitzen benötigt die in Mühlenbruch stationierte Einheit dringend neue Schleifräder.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917517,True,0,1,17120,293,11,18,5,2257677,110006,True,0,14
49,"Speerweitwurf","Der fünfte Trupp des Klageregiments hat einen neuen Plan zur Verteidigung von Mühlenbruch ersonnen. Sie wollen Speere mit Speerschleudern abfeuern, um feindliche Kriegsballons vom Himmel zu holen. Deshalb werden zuverlässige Handwerker gesucht, die die Munition bereitstellen.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917518,True,0,1,12960,91,11,26,5,2257677,110006,True,0,14
50,"Walnussbetrug","Mein hirnverbrannter Gehilfe hat sich von einem Betrüger eine ganze Palette mit teurem Walnussholz abschwatzen lassen. Das lässt sich nicht ungeschehen machen, aber das Holz muss so schnell wie möglich ersetzt werden, damit ich meinen Verpflichtungen nachkommen kann.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917519,True,0,1,8570,295,11,18,5,2257677,110006,True,0,14
51,"Weiße Vipern für unser Nesthäkchen","Eine Tochter aus gutem Haus hat kürzlich ihre Ausbildung abgeschlossen, was ihr reicher Vater zum Anlass nimmt, ihr und ihren Freunden aufwändig verzierte Schilde zu schenken. Zimmerer sind hiermit aufgefordert, Schilde mit eingravierten weißen Vipern herzustellen.",9,6,5,2,25,0,1,39,39,0,0,9,272,39,80012,917673,True,0,1,47200,316,12,18,5,2257767,110007,True,0,14
52,"Radaubrüder","Nach einer durchzechten Nacht sind junge Soldaten des Klageregiments in eine Werkstatt in Mühlenhain eingedrungen und haben dort ordentlich randaliert. Mehrere Waffen müssen ersetzt werden, wofür die Pikeniergilde aufkommt. Welche Zimmerleute erklären sich bereit, die Arbeit zu über<hex:02160103>nehmen?",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917674,True,0,1,36390,379,12,19,5,2257677,110019,True,0,14
53,"Edles Mobiliar","Möbel aus Walnussholz sind in letzter Zeit bei reichen Händlern in Ul'dah sehr beliebt. Das Handelshaus „Schwarzer Hase“ sieht das als Gelegenheit, mit gridanischen Möbeln auf den ul'dhischen Markt vorzustoßen, benötigt dafür jedoch noch eine große Menge an Walnussbauholz.",9,6,5,2,25,0,1,39,39,0,0,9,272,39,80012,917675,True,0,1,8660,202,12,26,5,2257767,110007,True,0,14
54,"Im Eifer des Gefechts","Damit junge Soldaten lernen, sich gegen die flinken Schwerthiebe der Ixal zu verteidigen, werden regelmäßig Übungskämpfe mit Holzschwertern durchgeführt, wobei die hölzernen Waffen im Eifer des Gefechts oft beschädigt werden. Kurzum, wir suchen Zimmerleute, die für Ersatz sorgen.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917676,True,0,1,39990,294,13,18,5,2257677,110019,True,0,14
55,"Ritterschlag","Haus Fortemps, eine der ein<hex:02160103>fluss<hex:02160103>reichs<hex:02160103>ten Ritterfamilien Ishgards, hat beim Handelshaus „Schwarzer Hase“ Lanzen bestellt, die bei Ernennungszeremonien junger Ritter verwendet werden sollen. Zur Erfüllung des Auftrags werden freie Zimmerleute gesucht, doch nur die besten, denn eine Fehlproduktion würde zukünftige Ge<hex:02160103>schäfts<hex:02160103>be<hex:02160103>zie<hex:02160103>hungen gefährden.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917677,True,0,1,36390,388,13,18,5,2257677,110019,True,0,14
56,"Erste Hilfe","Natürlich müssen sich die Bewohner der Weiler zur Wehr setzen können, doch sollten sie auch in den Heilkünsten bewandert sein, um nach Kämpfen ihre Verwundeten zu pflegen. Druiden des Klageregiments reisen daher regelmäßig umher und bringen ihnen die Grundlagen der Druidenmagie bei, wofür natürlich Druidenwaffen benötigt werden.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917678,True,0,1,12000,107,13,26,5,2257677,110019,True,0,14
57,"Mehr als ein Holzschwert","Der exzellente Meister Gegeruju ist ein Sammler ausgefallener Waffen, besonders gut gearbeiteter Holzschwerter. Um ihm eine Freude zu machen, suchen wir einen geschickten Handwerker, der ein kunstvoll verziertes Holzschwert liefern kann.",113,6,5,2,30,0,1,206,206,0,0,9,272,32,80012,917679,True,0,1,31070,377,14,19,5,3999030,110031,True,0,14
58,"Schießwettbewerb","Alle drei Monate veranstaltet Nophicas Schar einen Wettbewerb, bei dem die besten Schützen gekürt werden. Die Sieger erhalten einen besonderen Bogen von außer<hex:02160103>ge<hex:02160103>wöhn<hex:02160103>licher Qualität. Hoffentlich finden sich Zimmerleute, die in der Lage sind, die hohen Ansprüche zu erfüllen.",9,6,5,2,30,0,1,39,39,0,0,9,272,39,80012,917680,True,0,1,64910,391,14,18,5,2257767,110007,True,0,14
59,"Lanzen in Massen","Haus Fortemps, eine der ein<hex:02160103>fluss<hex:02160103>reichs<hex:02160103>ten Ritterfamilien Ishgards, hat beim Handelshaus „Schwarzer Hase“ Lanzen bestellt, die bei Ernennungszeremonien junger Ritter verwendet werden sollen. Da der Auftrag ein sehr großes Volumen hat, werden freie Zimmerleute gesucht, die schnell und dennoch gründlich arbeiten.",9,6,5,2,30,0,1,39,39,0,0,9,272,39,80012,917681,True,0,1,31330,160,233,26,5,2257767,110007,True,0,14
60,"Ein kurzer Langbogen","Der distinguierte Meister Gegeruju hat nach einem ausgedehnten Nickerchen urplötzlich den Wunsch geäußert, sich auf die Büffeljagd begeben zu wollen. Doch bevor er sich auf die Pirsch machen kann, benötigt er einen geeigneten Langbogen - wobei „lang“ natürlich relativ zu verstehen ist.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917682,True,0,1,62560,428,15,18,5,3999030,110031,True,0,14
61,"Die besten Lanzen","In seiner grenzenlosen Wachsamkeit hat unser verdienstvoller Meister Gegeruju beschlossen, die Bewachung der Sonnenküste zu verstärken. Die Wachen sollen mit den besten Lanzen ausgestattet werden, die es für Gil zu kaufen gibt.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917683,True,0,1,67730,593,15,18,5,3999030,110031,True,0,14
62,"Hellebarden für den Mahlstrom","Um die Regierung von Limsa Lominsa zu unterstützen, hat unser erstklassiger Meister in seiner grenzenlosen Weitherzigkeit beschlossen, die Soldaten des Mahlstroms mit neuen Waffen auszurüsten. Seine Wahl ist auf Hellebarden gefallen.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917684,True,0,1,40640,184,234,26,5,3999030,110031,True,0,14
63,"Harpunen für das Haus Durendaire","Das Haus Durendaire braucht dringend Speere aus Gridania. Die Ritter dieses Hauses benutzen im Moment Speere aus Metall, würden sich aber gerne ein Bild von der Tauglichkeit eines mit Knochen und Zähnen hergestellten Modells machen. Wer kann ihnen solche Harpunen liefern?",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917685,True,0,1,68670,442,16,19,5,3643002,110062,True,0,14
64,"Lehrlingsstab für Druiden","In der Grotte der Versunkenen Gedanken wird ein Eichenstab benötigt. Das Leben als Druidenlehrling ist hart, daher wird ein erfahrener Handwerker benötigt, der dem zukünftigen Druiden einen exzellenten Stab anfertigen kann, der häufigem Gebrauch standhält.",9,6,5,2,35,0,1,39,39,0,0,9,272,39,80012,917686,True,0,1,105270,593,16,18,5,2257767,110007,True,0,14
65,"Holzschwerter-Spiele","Im Kolosseum soll eine historische Schlacht nachgestellt werden. Die traditionelle Ausstattung der Gladiatoren soll um eine ganz bestimmte Waffe ergänzt werden, ohne die die Aufführung des Stückes undenkbar wäre. Authentizität war schon immer wichtig! Holzschwerter sollen es sein, und zwar Macuahuitl und nichts anderes!",9,6,5,2,35,0,1,39,39,0,0,9,272,39,80012,917687,True,0,1,25910,211,235,26,5,2257767,110007,True,0,14
66,"Eine leichte Aufgabe","Das Haus Durendaire möchte seine berittenen Bogenschützen mit neuen Bögen ausrüsten, um deren Kampfkraft weiter zu steigern. Es ist aber wichtig, die Belastung für die Kriegs-Chocobos gering zu halten. Deshalb sollen die Bögen aus leichtem Mithril gefertigt sein.",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917688,True,0,1,90240,566,17,18,5,3643002,110062,True,0,14
67,"Nasse Füße","Seit der Siebten Katastrophe gibt es in Coerthas Jahr für Jahr mehr Schnee, aber niemand will den ganzen Tag mit nassen Füßen herumlaufen. Wenn die Leute doch nur wüssten, wie wasserundurchlässig ein paar gute Holzschuhe sind!",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917689,True,0,1,72600,476,17,18,5,3643002,110062,True,0,14
68,"Ritterliche Bögen","Eine der vier Ritterfamilien Ishgards, Haus Durendaire, braucht Bögen. Hinweis: Eine Familie, die das Wort „Haus“ vor ihren Nachnamen stellt, benötigt sicherlich keine kleine Menge an <hex:021A020203>irgendwas<hex:021A020103>. Wer den ganzen Tag für einen einzigen Bogen braucht, sollte sich also nicht um diesen Auftrag reißen.",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917690,True,0,1,54140,182,236,26,5,3643002,110062,True,0,14
69,"Lanzen gegen Drachen","Die Steinerne Wacht ist im Kampf gegen die Drachen gefallen und die Ritter Ishgards sind mit der Reorganisation der Truppen beschäftigt. Die Nachfrage nach Waffen und Rüstungen ist dem<hex:02160103>ent<hex:02160103>spre<hex:02160103>chend hoch. Besonders Lanzen mit Metallspitzen werden händeringend benötigt.",123,6,5,2,40,0,1,402,402,0,0,9,272,63,80012,917691,True,0,1,102600,625,18,19,5,3643494,110063,True,0,14
70,"Jade für junge Druiden","In der Grotte der Versunkenen Gedanken besteht Bedarf an einem ganz speziellen Stock. Ein Druidenlehrling ist am Ende seiner Ausbildung und soll mit einem mit Jade bestückten Stock in die Welt entlassen werden. ",9,6,5,2,40,0,1,39,39,0,0,9,272,39,80012,917692,True,0,1,90590,736,18,18,5,2257767,110007,True,0,14
71,"Spinnrad gefällig?","Spinnräder scheinen sich in Coerthas gut zu verkaufen. Kaum verwunderlich, da das Gebiet für seine Schafzucht sehr bekannt ist und das schlechte Wetter einen warmen Schafwoll-Pullover in jedem Haushalt unabdingbar macht. Wer kann robuste Spinnräder bauen, damit Coerthas seinen Pullover-Bedarf decken kann? ",9,6,5,2,40,0,1,39,39,0,0,9,272,39,80012,917693,True,0,1,61560,294,237,26,5,2257767,110007,True,0,14
72,"Durchschlagende Argumente","Die Effektivität der berittenen Bogenschützen des Hauses Durendaire leidet darunter, dass ihre Pfeile an den diamantharten Schuppen der Drachen abprallen. Die Führung ordert daher Bögen mit stärkerer Durchschlagskraft: Gefragt sind Kompositbögen, die aus mehreren Materialien bestehen. ",123,6,5,2,40,0,1,402,402,0,0,9,272,63,80012,917694,True,0,1,102600,607,19,18,5,3643494,110063,True,0,14
73,"Schleifend voran","Haus Durendaire will Ballisten gegen die ungeliebten Drachen einsetzen, aber solche stellen sich natürlich nicht von selbst her. Es werden dringend neue Schleifräder gebraucht, um den Bau der Ballisten zu beschleunigen.",123,6,5,2,40,0,1,402,402,0,0,9,272,63,80012,917695,True,0,1,63810,658,19,18,5,3643494,110063,True,0,14
74,"Mit leeren Händen","Die Steinerne Wacht muss zurückerobert werden. Aber ohne Waffen zieht man gegen ausgewachsene Drachen oft den Kürzeren. Die Ritter des Hauses Durendaire sollten deshalb vor der Schlacht mit Lanzen ausgerüstet werden, um nicht als Drachenfutter zu enden.",123,6,5,2,40,0,1,402,402,0,0,9,272,63,80012,917696,True,0,1,61560,315,238,26,5,3643494,110063,True,0,14
75,"Auf Granit gebissen","Die Sankt Coinach-Stiftung nimmt Ausgrabungen vor, um Überreste der allagischen Kultur zu entdecken. Leider besteht das Gebiet, in dem die Ausgrabungen stattfinden sollen, nicht aus Ackerland. Es wird daher ein Dreizack der härteren Sorte benötigt, um den Boden aufzulockern.",124,6,5,2,45,0,1,416,416,0,0,9,272,67,80012,917697,True,0,1,168310,845,20,19,5,4258823,110064,True,0,14
76,"Mahagoni-Oper","Gridanias Operngruppe braucht für die Fortsetzung ihres Stückes „Der verlorene Holzschuh“ dringend ein paar neue Schuhe, da die alten nicht mehr auffindbar sind. Normalerweise steht das Schuhwerk während einer Oper nicht im Vordergrund, aber diese Aufführung steht und fällt mit dieser Requisite.",9,6,5,2,45,0,1,39,39,0,0,9,272,39,80012,917698,True,0,1,106480,560,20,18,5,2257767,110007,True,0,14
