key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,464254,1,200093,0,"getönt[a] Brille[p] - Rot",3,"getönt[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Getönte Brille - Rot"
20,529790,1,200092,0,"getönt[a] Brille[p] - Blau",3,"getönt[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Getönte Brille - Blau"
21,595326,1,200096,0,"getönt[a] Brille[p] - Grün",3,"getönt[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Getönte Brille - Grün"
22,660862,1,200087,0,"getönt[a] Brille[p] - Messing",3,"getönt[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Getönte Brille - Messing"
23,726398,1,200091,0,"getönt[a] Brille[p] - Violett",3,"getönt[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Getönte Brille - Violett"
24,791934,1,200094,0,"getönt[a] Brille[p] - Braun",3,"getönt[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Getönte Brille - Braun"
25,71039,2,200061,0,"klassisch[a] Brille",3,"klassisch[a] Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Klassische Brille"
26,136575,2,200065,0,"klassisch[a] Brille[p] - Silber",3,"klassisch[a] Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Klassische Brille - Silber"
27,202111,2,200064,0,"klassisch[a] Brille[p] - Gold",3,"klassisch[a] Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Klassische Brille - Gold"
28,267647,2,200066,0,"klassisch[a] Brille[p] - Schwarz",3,"klassisch[a] Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Klassische Brille - Schwarz"
29,333183,2,200071,0,"klassisch[a] Brille[p] - Weiß",3,"klassisch[a] Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Klassische Brille - Weiß"
30,398719,2,200062,0,"klassisch[a] Brille[p] - Grau",3,"klassisch[a] Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Klassische Brille - Grau"
31,464255,2,200069,0,"klassisch[a] Brille[p] - Rot",3,"klassisch[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Klassische Brille - Rot"
32,529791,2,200068,0,"klassisch[a] Brille[p] - Blau",3,"klassisch[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Klassische Brille - Blau"
33,595327,2,200072,0,"klassisch[a] Brille[p] - Grün",3,"klassisch[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Klassische Brille - Grün"
34,660863,2,200063,0,"klassisch[a] Brille[p] - Messing",3,"klassisch[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Klassische Brille - Messing"
35,726399,2,200067,0,"klassisch[a] Brille[p] - Violett",3,"klassisch[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Klassische Brille - Violett"
36,791935,2,200070,0,"klassisch[a] Brille[p] - Braun",3,"klassisch[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Klassische Brille - Braun"
37,71040,3,200013,0,"rosarot[a] Brille",3,"rosarot[a] Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Rosarote Brille"
38,136576,3,200017,0,"rosarot[a] Brille[p] - Silber",3,"rosarot[a] Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Rosarote Brille - Silber"
39,202112,3,200016,0,"rosarot[a] Brille[p] - Gold",3,"rosarot[a] Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Rosarote Brille - Gold"
40,267648,3,200018,0,"rosarot[a] Brille[p] - Schwarz",3,"rosarot[a] Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Rosarote Brille - Schwarz"
41,333184,3,200023,0,"rosarot[a] Brille[p] - Weiß",3,"rosarot[a] Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Rosarote Brille - Weiß"
42,398720,3,200014,0,"rosarot[a] Brille[p] - Grau",3,"rosarot[a] Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Rosarote Brille - Grau"
43,464256,3,200021,0,"rosarot[a] Brille[p] - Rot",3,"rosarot[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Rosarote Brille - Rot"
44,529792,3,200020,0,"rosarot[a] Brille[p] - Blau",3,"rosarot[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Rosarote Brille - Blau"
45,595328,3,200024,0,"rosarot[a] Brille[p] - Grün",3,"rosarot[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Rosarote Brille - Grün"
46,660864,3,200015,0,"rosarot[a] Brille[p] - Messing",3,"rosarot[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Rosarote Brille - Messing"
47,726400,3,200019,0,"rosarot[a] Brille[p] - Violett",3,"rosarot[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Rosarote Brille - Violett"
48,791936,3,200022,0,"rosarot[a] Brille[p] - Braun",3,"rosarot[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Rosarote Brille - Braun"
49,71041,4,200001,0,"einfach[a] Brille",3,"einfach[a] Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Einfache Brille"
50,136577,4,200005,0,"einfach[a] Brille[p] - Silber",3,"einfach[a] Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Einfache Brille - Silber"
51,202113,4,200004,0,"einfach[a] Brille[p] - Gold",3,"einfach[a] Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Einfache Brille - Gold"
52,267649,4,200006,0,"einfach[a] Brille[p] - Schwarz",3,"einfach[a] Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Einfache Brille - Schwarz"
53,333185,4,200011,0,"einfach[a] Brille[p] - Weiß",3,"einfach[a] Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Einfache Brille - Weiß"
54,398721,4,200002,0,"einfach[a] Brille[p] - Grau",3,"einfach[a] Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Einfache Brille - Grau"
55,464257,4,200009,0,"einfach[a] Brille[p] - Rot",3,"einfach[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Einfache Brille - Rot"
56,529793,4,200008,0,"einfach[a] Brille[p] - Blau",3,"einfach[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Einfache Brille - Blau"
57,595329,4,200012,0,"einfach[a] Brille[p] - Grün",3,"einfach[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Einfache Brille - Grün"
58,660865,4,200003,0,"einfach[a] Brille[p] - Messing",3,"einfach[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Einfache Brille - Messing"
59,726401,4,200007,0,"einfach[a] Brille[p] - Violett",3,"einfach[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Einfache Brille - Violett"
60,791937,4,200010,0,"einfach[a] Brille[p] - Braun",3,"einfach[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Einfache Brille - Braun"
61,71042,5,200025,0,"Monokel",4,"Monokel",2,0,1,2,0,"Ungefärbtes Gesichtsaccessoire","Monokel"
62,136578,5,200029,0,"Monokel[p] - Silber",4,"Monokel[p] - Silber",2,0,1,2,0,"Silbernes Gesichtsaccessoire","Monokel - Silber"
63,202114,5,200028,0,"Monokel[p] - Gold",4,"Monokel[p] - Gold",2,0,1,2,0,"Goldenes Gesichtsaccessoire","Monokel - Gold"
64,267650,5,200030,0,"Monokel[p] - Schwarz",4,"Monokel[p] - Schwarz",2,0,1,2,0,"Schwarzes Gesichtsaccessoire","Monokel - Schwarz"
65,333186,5,200035,0,"Monokel[p] - Weiß",4,"Monokel[p] - Weiß",2,0,1,2,0,"Weißes Gesichtsaccessoire","Monokel - Weiß"
66,398722,5,200026,0,"Monokel[p] - Grau",4,"Monokel[p] - Grau",2,0,1,2,0,"Graues Gesichtsaccessoire","Monokel - Grau"
67,464258,5,200033,0,"Monokel[p] - Rot",4,"Monokel[p] - Rot",2,0,1,2,0,"Rotes Gesichtsaccessoire","Monokel - Rot"
68,529794,5,200032,0,"Monokel[p] - Blau",4,"Monokel[p] - Blau",2,0,1,2,0,"Blaues Gesichtsaccessoire","Monokel - Blau"
69,595330,5,200036,0,"Monokel[p] - Grün",4,"Monokel[p] - Grün",2,0,1,2,0,"Grünes Gesichtsaccessoire","Monokel - Grün"
70,660866,5,200027,0,"Monokel[p] - Messing",4,"Monokel[p] - Messing",2,0,1,2,0,"Messingfarbenes Gesichtsaccessoire","Monokel - Messing"
71,726402,5,200031,0,"Monokel[p] - Violett",4,"Monokel[p] - Violett",2,0,1,2,0,"Violettes Gesichtsaccessoire","Monokel - Violett"
72,791938,5,200034,0,"Monokel[p] - Braun",4,"Monokel[p] - Braun",2,0,1,2,0,"Braunes Gesichtsaccessoire","Monokel - Braun"
73,71043,6,200037,0,"zeitgemäß[a] Zwicker",4,"zeitgemäß[a] Zwicker",2,0,1,0,0,"Ungefärbtes Gesichtsaccessoire","Zeitgemäßer Zwicker"
74,136579,6,200041,0,"zeitgemäß[a] Zwicker[p] - Silber",4,"zeitgemäß[a] Zwicker[p] - Silber",2,0,1,0,0,"Silbernes Gesichtsaccessoire","Zeitgemäßer Zwicker - Silber"
75,202115,6,200040,0,"zeitgemäß[a] Zwicker[p] - Gold",4,"zeitgemäß[a] Zwicker[p] - Gold",2,0,1,0,0,"Goldenes Gesichtsaccessoire","Zeitgemäßer Zwicker - Gold"
76,267651,6,200042,0,"zeitgemäß[a] Zwicker[p] - Schwarz",4,"zeitgemäß[a] Zwicker[p] - Schwarz",2,0,1,0,0,"Schwarzes Gesichtsaccessoire","Zeitgemäßer Zwicker - Schwarz"
77,333187,6,200047,0,"zeitgemäß[a] Zwicker[p] - Weiß",4,"zeitgemäß[a] Zwicker[p] - Weiß",2,0,1,0,0,"Weißes Gesichtsaccessoire","Zeitgemäßer Zwicker - Weiß"
78,398723,6,200038,0,"zeitgemäß[a] Zwicker[p] - Grau",4,"zeitgemäß[a] Zwicker[p] - Grau",2,0,1,0,0,"Graues Gesichtsaccessoire","Zeitgemäßer Zwicker - Grau"
79,464259,6,200045,0,"zeitgemäß[a] Zwicker[p] - Rot",4,"zeitgemäß[a] Zwicker[p] - Rot",2,0,1,0,0,"Rotes Gesichtsaccessoire","Zeitgemäßer Zwicker - Rot"
80,529795,6,200044,0,"zeitgemäß[a] Zwicker[p] - Blau",4,"zeitgemäß[a] Zwicker[p] - Blau",2,0,1,0,0,"Blaues Gesichtsaccessoire","Zeitgemäßer Zwicker - Blau"
81,595331,6,200048,0,"zeitgemäß[a] Zwicker[p] - Grün",4,"zeitgemäß[a] Zwicker[p] - Grün",2,0,1,0,0,"Grünes Gesichtsaccessoire","Zeitgemäßer Zwicker - Grün"
82,660867,6,200039,0,"zeitgemäß[a] Zwicker[p] - Messing",4,"zeitgemäß[a] Zwicker[p] - Messing",2,0,1,0,0,"Messingfarbenes Gesichtsaccessoire","Zeitgemäßer Zwicker - Messing"
83,726403,6,200043,0,"zeitgemäß[a] Zwicker[p] - Violett",4,"zeitgemäß[a] Zwicker[p] - Violett",2,0,1,0,0,"Violettes Gesichtsaccessoire","Zeitgemäßer Zwicker - Violett"
84,791939,6,200046,0,"zeitgemäß[a] Zwicker[p] - Braun",4,"zeitgemäß[a] Zwicker[p] - Braun",2,0,1,0,0,"Braunes Gesichtsaccessoire","Zeitgemäßer Zwicker - Braun"
85,71044,7,200097,0,"randlos[a] Brille",3,"randlos[a] Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Randlose Brille"
86,136580,7,200101,0,"randlos[a] Brille[p] - Silber",3,"randlos[a] Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Randlose Brille - Silber"
87,202116,7,200100,0,"randlos[a] Brille[p] - Gold",3,"randlos[a] Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Randlose Brille - Gold"
88,267652,7,200102,0,"randlos[a] Brille[p] - Schwarz",3,"randlos[a] Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Randlose Brille - Schwarz"
89,333188,7,200107,0,"randlos[a] Brille[p] - Weiß",3,"randlos[a] Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Randlose Brille - Weiß"
90,398724,7,200098,0,"randlos[a] Brille[p] - Grau",3,"randlos[a] Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Randlose Brille - Grau"
91,464260,7,200105,0,"randlos[a] Brille[p] - Rot",3,"randlos[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Randlose Brille - Rot"
92,529796,7,200104,0,"randlos[a] Brille[p] - Blau",3,"randlos[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Randlose Brille - Blau"
93,595332,7,200108,0,"randlos[a] Brille[p] - Grün",3,"randlos[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Randlose Brille - Grün"
94,660868,7,200099,0,"randlos[a] Brille[p] - Messing",3,"randlos[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Randlose Brille - Messing"
95,726404,7,200103,0,"randlos[a] Brille[p] - Violett",3,"randlos[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Randlose Brille - Violett"
96,791940,7,200106,0,"randlos[a] Brille[p] - Braun",3,"randlos[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Randlose Brille - Braun"
97,71045,8,200109,0,"breitrandig[a] Brille",3,"breitrandig[a] Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Breitrandige Brille"
98,136581,8,200113,0,"breitrandig[a] Brille[p] - Silber",3,"breitrandig[a] Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Breitrandige Brille - Silber"
99,202117,8,200112,0,"breitrandig[a] Brille[p] - Gold",3,"breitrandig[a] Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Breitrandige Brille - Gold"
100,267653,8,200114,0,"breitrandig[a] Brille[p] - Schwarz",3,"breitrandig[a] Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Breitrandige Brille - Schwarz"
101,333189,8,200119,0,"breitrandig[a] Brille[p] - Weiß",3,"breitrandig[a] Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Breitrandige Brille - Weiß"
102,398725,8,200110,0,"breitrandig[a] Brille[p] - Grau",3,"breitrandig[a] Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Breitrandige Brille - Grau"
103,464261,8,200117,0,"breitrandig[a] Brille[p] - Rot",3,"breitrandig[a] Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Breitrandige Brille - Rot"
104,529797,8,200116,0,"breitrandig[a] Brille[p] - Blau",3,"breitrandig[a] Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Breitrandige Brille - Blau"
105,595333,8,200120,0,"breitrandig[a] Brille[p] - Grün",3,"breitrandig[a] Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Breitrandige Brille - Grün"
106,660869,8,200111,0,"breitrandig[a] Brille[p] - Messing",3,"breitrandig[a] Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Breitrandige Brille - Messing"
107,726405,8,200115,0,"breitrandig[a] Brille[p] - Violett",3,"breitrandig[a] Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Breitrandige Brille - Violett"
108,791941,8,200118,0,"breitrandig[a] Brille[p] - Braun",3,"breitrandig[a] Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Breitrandige Brille - Braun"
109,71046,9,200073,0,"Minnesänger-Brille",3,"Minnesänger-Brillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Minnesänger-Brille"
110,136582,9,200077,0,"Minnesänger-Brille[p] - Silber",3,"Minnesänger-Brillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Minnesänger-Brille - Silber"
111,202118,9,200076,0,"Minnesänger-Brille[p] - Gold",3,"Minnesänger-Brillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Minnesänger-Brille - Gold"
112,267654,9,200078,0,"Minnesänger-Brille[p] - Schwarz",3,"Minnesänger-Brillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Minnesänger-Brille - Schwarz"
113,333190,9,200083,0,"Minnesänger-Brille[p] - Weiß",3,"Minnesänger-Brillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Minnesänger-Brille - Weiß"
114,398726,9,200074,0,"Minnesänger-Brille[p] - Grau",3,"Minnesänger-Brillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Minnesänger-Brille - Grau"
115,464262,9,200081,0,"Minnesänger-Brille[p] - Rot",3,"Minnesänger-Brillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Minnesänger-Brille - Rot"
116,529798,9,200080,0,"Minnesänger-Brille[p] - Blau",3,"Minnesänger-Brillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Minnesänger-Brille - Blau"
117,595334,9,200084,0,"Minnesänger-Brille[p] - Grün",3,"Minnesänger-Brillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Minnesänger-Brille - Grün"
118,660870,9,200075,0,"Minnesänger-Brille[p] - Messing",3,"Minnesänger-Brillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Minnesänger-Brille - Messing"
119,726406,9,200079,0,"Minnesänger-Brille[p] - Violett",3,"Minnesänger-Brillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Minnesänger-Brille - Violett"
120,791942,9,200082,0,"Minnesänger-Brille[p] - Braun",3,"Minnesänger-Brillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Minnesänger-Brille - Braun"
121,71047,10,200121,0,"Zwicker",4,"Zwicker",2,0,1,0,0,"Ungefärbtes Gesichtsaccessoire","Zwicker"
122,136583,10,200122,0,"Zwicker[p] - Silber",4,"Zwicker[p] - Silber",2,0,1,0,0,"Silbernes Gesichtsaccessoire","Zwicker - Silber"
123,202119,10,200123,0,"Zwicker[p] - Gold",4,"Zwicker[p] - Gold",2,0,1,0,0,"Goldenes Gesichtsaccessoire","Zwicker - Gold"
124,267655,10,200124,0,"Zwicker[p] - Schwarz",4,"Zwicker[p] - Schwarz",2,0,1,0,0,"Schwarzes Gesichtsaccessoire","Zwicker - Schwarz"
125,333191,10,200125,0,"Zwicker[p] - Weiß",4,"Zwicker[p] - Weiß",2,0,1,0,0,"Weißes Gesichtsaccessoire","Zwicker - Weiß"
126,398727,10,200126,0,"Zwicker[p] - Grau",4,"Zwicker[p] - Grau",2,0,1,0,0,"Graues Gesichtsaccessoire","Zwicker - Grau"
127,464263,10,200127,0,"Zwicker[p] - Rot",4,"Zwicker[p] - Rot",2,0,1,0,0,"Rotes Gesichtsaccessoire","Zwicker - Rot"
128,529799,10,200128,0,"Zwicker[p] - Blau",4,"Zwicker[p] - Blau",2,0,1,0,0,"Blaues Gesichtsaccessoire","Zwicker - Blau"
129,595335,10,200129,0,"Zwicker[p] - Grün",4,"Zwicker[p] - Grün",2,0,1,0,0,"Grünes Gesichtsaccessoire","Zwicker - Grün"
130,660871,10,200130,0,"Zwicker[p] - Messing",4,"Zwicker[p] - Messing",2,0,1,0,0,"Messingfarbenes Gesichtsaccessoire","Zwicker - Messing"
131,726407,10,200131,0,"Zwicker[p] - Violett",4,"Zwicker[p] - Violett",2,0,1,0,0,"Violettes Gesichtsaccessoire","Zwicker - Violett"
132,791943,10,200132,0,"Zwicker[p] - Braun",4,"Zwicker[p] - Braun",2,0,1,0,0,"Braunes Gesichtsaccessoire","Zwicker - Braun"
133,71048,11,200133,0,"Lupenbrille",3,"Lupenbrillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Lupenbrille"
134,136584,11,200134,0,"Lupenbrille[p] - Silber",3,"Lupenbrillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Lupenbrille - Silber"
135,202120,11,200135,0,"Lupenbrille[p] - Gold",3,"Lupenbrillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Lupenbrille - Gold"
136,267656,11,200136,0,"Lupenbrille[p] - Schwarz",3,"Lupenbrillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Lupenbrille - Schwarz"
137,333192,11,200137,0,"Lupenbrille[p] - Weiß",3,"Lupenbrillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Lupenbrille - Weiß"
138,398728,11,200138,0,"Lupenbrille[p] - Grau",3,"Lupenbrillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Lupenbrille - Grau"
139,464264,11,200139,0,"Lupenbrille[p] - Rot",3,"Lupenbrillen[p] - Rot",1,0,1,1,0,"Rotes Gesichtsaccessoire","Lupenbrille - Rot"
140,529800,11,200140,0,"Lupenbrille[p] - Blau",3,"Lupenbrillen[p] - Blau",1,0,1,1,0,"Blaues Gesichtsaccessoire","Lupenbrille - Blau"
141,595336,11,200141,0,"Lupenbrille[p] - Grün",3,"Lupenbrillen[p] - Grün",1,0,1,1,0,"Grünes Gesichtsaccessoire","Lupenbrille - Grün"
142,660872,11,200142,0,"Lupenbrille[p] - Messing",3,"Lupenbrillen[p] - Messing",1,0,1,1,0,"Messingfarbenes Gesichtsaccessoire","Lupenbrille - Messing"
143,726408,11,200143,0,"Lupenbrille[p] - Violett",3,"Lupenbrillen[p] - Violett",1,0,1,1,0,"Violettes Gesichtsaccessoire","Lupenbrille - Violett"
144,791944,11,200144,0,"Lupenbrille[p] - Braun",3,"Lupenbrillen[p] - Braun",1,0,1,1,0,"Braunes Gesichtsaccessoire","Lupenbrille - Braun"
145,71049,12,200145,0,"Sicherheitsbrille",3,"Sicherheitsbrillen",1,0,1,1,0,"Ungefärbtes Gesichtsaccessoire","Sicherheitsbrille"
146,136585,12,200146,0,"Sicherheitsbrille[p] - Silber",3,"Sicherheitsbrillen[p] - Silber",1,0,1,1,0,"Silbernes Gesichtsaccessoire","Sicherheitsbrille - Silber"
147,202121,12,200147,0,"Sicherheitsbrille[p] - Gold",3,"Sicherheitsbrillen[p] - Gold",1,0,1,1,0,"Goldenes Gesichtsaccessoire","Sicherheitsbrille - Gold"
148,267657,12,200148,0,"Sicherheitsbrille[p] - Schwarz",3,"Sicherheitsbrillen[p] - Schwarz",1,0,1,1,0,"Schwarzes Gesichtsaccessoire","Sicherheitsbrille - Schwarz"
149,333193,12,200149,0,"Sicherheitsbrille[p] - Weiß",3,"Sicherheitsbrillen[p] - Weiß",1,0,1,1,0,"Weißes Gesichtsaccessoire","Sicherheitsbrille - Weiß"
150,398729,12,200150,0,"Sicherheitsbrille[p] - Grau",3,"Sicherheitsbrillen[p] - Grau",1,0,1,1,0,"Graues Gesichtsaccessoire","Sicherheitsbrille - Grau"
