key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Endlich Hilfe! Meine Gebete wurden erhört!","Einige süßmäulige Imps klauen unseren Honig! Und nicht nur das: Um an ihre Beute zu kommen, töten sie eiskalt unsere Bienen!","Sie werden sicher bald wiederkommen. Bitte, treib ihnen das Naschen aus und beschütze unsere Bienen!","Du hilfst doch, nicht wahr?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","","Verstehe ... Dann nimmt das große Bienensterben wohl seinen Lauf ...",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Die Orangen sind endlich gepflückt und verpackt. Eigentlich müsste ich jetzt nur noch auf die Karawane warten, die sie zur Gladion-Bucht transportieren soll ...","Aber der Duft der Früchte lockt jedesmal Ratten aus den Docks an. Ein paar habe ich schon selbst erledigt und die Gelbjacken unterstützen uns auch, aber es gibt einfach zu viele von den Viechern.","Ich bitte dich, du musst mir helfen! Wenn die ganze Schufterei umsonst war, verkrafte ich das nicht.","Dem Bauern helfen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","","<seufz> Eine weitere Ernte verloren ...",""
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Du siehst mutig und entschlossen aus, <hex:02081DE905FF0D>Abenteurerin<hex:FF0B>Abenteurer<hex:03>, und wir können jede Hilfe gebrauchen.","Die Qiqirn halten einige Bewohner Hohenbrücks als Geiseln fest und wollen sie an die Amalj'aa verkaufen. Die Ver<hex:02160103>hand<hex:02160103>lungen sind in vollem Gange, aber noch können wir das Schlimmste verhindern!","Je mehr wir sind, desto größer sind unsere Chancen auf Erfolg! Wir dürfen diese armen Leute nicht im Stich lassen!","Die Messingklingen unterstützen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","","Wie du meinst. Wir Messingklingen werden vor unserer Verantwortung nicht davonlaufen.",""
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Stillgestanden, du Waschlappen! Um die neuen Rekruten des Mahlstroms auf den Ernstfall einer garleischen Invasion vorzubereiten, veranstalten wir heute einen Übungskampf unter erschwerten Bedingungen!","Einige unserer Ausbilder haben sich für drei Wochen an ein striktes Schikanier- und Schleifverbot gehalten und sind dem<hex:02160103>ent<hex:02160103>spre<hex:02160103>chend auf hundertachtzig!","Da können schon mal ein paar Ohren, Nasen und sonstige Gliedmaßen auf der Strecke bleiben. Hast du genug Mumm, mit unseren Frischlingen gegen die Ausbilder zu kämpfen? ","An der Übung teilnehmen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","","Pah, Memme! Dann halt dich mit deiner Mami mal schön abseits vom Geschehen. ",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ha, <hex:020826E905FF12>eine Abenteurerin<hex:FF0F>ein Abenteurer<hex:03> zur rechten Zeit vertreibt des Landwirts Kummer und Leid! Dich schicken die Zwölf!","In letzter Zeit durchwühlen uns die Mulle hier die Felder nämlich derart, dass sie löchriger sind als die Socken meines Bruders ... was ich persönlich für ein ziemliches Kunststück halte.  ","Jedenfalls ist an Bestellung der Felder unter diesen Umständen nicht zu denken, mal ganz abgesehen davon, dass sich schon zahlreiche Chocobos die Füße verstaucht haben. Du hast doch sicher ein Herz für Tiere?","Dem Bauern helfen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","Danke, das werd ich dir nicht vergessen! Und sieh nur, da ist auch gleich schon wieder ein Rudel von den Biestern! Schnapp sie dir!","","Ich hoffe, der nächste Chocobo, hinter dem du stehst, schlägt mal ordentlich aus.",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Wer anderen eine Grube gräbt, sag ich immer ... Gib den Mullen ordentlich was auf die Mütze. Sie haben's nicht anders verdient!","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Hm, du machst 'nen zähen Eindruck, aber hast du's auch wirklich drauf? Falls ja, hätt ich da vielleicht 'nen Job für dich.","Ich bin in den Besitz höchst brisanter Informationen gelangt, die die entscheidende Wende in unseren Aus<hex:02160103>einander<hex:02160103>set<hex:02160103>zungen mit den Amalj'aa bringen könnten und muss unbedingt den Kommandanten in Klein-Ala Mhigo davon in Kenntnis setzen!","Die Späher der Amalj'aa werden das ganz sicher verhindern wollen, daher muss ich unauffällig reisen. Am besten in Begleitung <hex:020811E905FF06>einer<hex:FF06>eines<hex:03> Außenstehenden wie dir!","Den Kundschafter begleiten?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","","Dann hast du von all dem hier nichts gehört, verstanden?",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"He, du bist doch <hex:020824E905FF11>'ne Abenteurerin<hex:FF0E>'n Abenteurer<hex:03>, oder? Dann musst du mir helfen!","Ich hab ja echt nichts gegen Wildblumen, aber bei diesen Ozean-Röslingen hört der Spaß auf. Die haben neulich die halbe Schafsherde meines Nachbarn verputzt, das muss man sich mal vorstellen! ","Mit unseren normalen Unkrautbekämpfungsmethoden ist den Biestern leider nicht beizukommen. Aber jemand wie du hat sicher noch andere Tricks im Ärmel, vermute ich mal.","Den Röslingen die Stengel stutzen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","Das ist zu gütig von dir, vielen Dank! Sicher tauchen sie schon bald wieder au... Ah, da oben! Sieh nur!","","Das ist bedauernswert. Wenn sie sich an den Schafen sattgefressen haben, sind wir wahrscheinlich als Nächstes dran. Kannst du mit der Verantwortung leben?",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Verdammte Ozean-Röslinge! Ausgerottet gehören die, mit Stumpf und Stiel!","","","","","","",""
41,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ah, <hex:020826E905FF12>eine Abenteurerin<hex:FF0F>ein Abenteurer<hex:03>, was für eine glückliche Fügung! Ich benötige dringend Hilfe!","Mein Getreide ist gemahlen und wartet auf seine Auslieferung. Genauso wie eine hungrige Meute Galagos, die ganz versessen auf das Zeug sind.","So schnell kann mein Chocobo den Karren gar nicht ziehen, wie die ihn geentert haben. Drei Lieferungen haben die Räuber mir schon ruiniert. Ein weiterer Fehlschlag wäre mein finanzieller Ruin!","Die Galagos verjagen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","Vielen Dank! Ihr Abenteurer seid ein Segen für Eorzea!","","Ich verstehe ... Hoffentlich finde ich jemand anderen.",""
42,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Verdammte Aga-Kröten! Die Gelehrten unten an der Mealvaaner Zollbehörde meinten, die Viecher würden gute Schädlingsbekämpfer abgeben, also wurde hier zwischen den Getreidefeldern eine kleine Population ausgesetzt.","Den Schädlingen haben sie den Garaus gemacht, das stimmt schon, aber gleichzeitig vermehrten sie sich auch so sprunghaft, dass jetzt das gesamte untere La Noscea voll von diesen hässlichen Biestern ist.","Und wer darf die Suppe auslöffeln? Ich natürlich! Den ganzen Tag nichts anderes als Kröten fangen und aufschlitzen! Im Grunde kein schlechter Job, aber auf die Dauer ziemlich eintönig. Warum gehst du mir nicht etwas zur Hand?","Besten Dank,  <hex:02081DE905FF0C>meine Liebe<hex:FF0C>mein Lieber<hex:03>. Dann kümmre dich mal um die Kröten, während ich hier aufpasse, dass dich niemand dabei stört.","Was? Du dachtest, wir würden die Viecher gemeinsam bekämpfen? Ich will dir doch nicht den ganzen Spaß nehmen!","","",""
43,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"Verdammte Aga-Kröten! Die Gelehrten unten an der Mealvaaner Zollbehörde meinten, die Viecher würden gute Schädlingsbekämpfer abgeben, also wurde hier zwischen den Getreidefeldern eine kleine Population ausgesetzt. Die Biester haben sich nur leider sprunghaft vermehrt.","Und wer darf die Suppe auslöffeln? Ich natürlich! Den ganzen Tag nichts anderes als Kröten fangen und aufschlitzen! Im Grunde kein schlechter Job, aber auf die Dauer ziemlich eintönig. Warum gehst du mir nicht etwas zur Hand?","Auf Krötenjagd gehen?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>Empfohlene Stufe: <hex:022003E80203><hex:0249020103><hex:0248020103>","","Besten Dank,  <hex:02081DE905FF0C>meine Liebe<hex:FF0C>mein Lieber<hex:03>. Dann kümmre dich mal um die Kröten, während ich hier aufpasse, dass dich niemand dabei stört. Was? Du dachtest, wir würden die Viecher gemeinsam bekämpfen? Ich will dir doch nicht den ganzen Spaß nehmen!","","Ehrlich nicht? Überleg's dir noch mal. Ist 'ne Riesengaudi!",""
