key,0,1,2,3,4,5,6,7,8,9,10
16,9,0,0,-1,2007596,0,8,"Überladene Eiskristalle sammeln","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, überladene Elementarkristalle zu beschaffen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
17,9,0,0,-1,2007598,0,8,"Überladene Windkristalle sammeln","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, überladene Elementarkristalle zu beschaffen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
18,9,0,0,-1,2007593,0,8,"Überladene Blitzkristalle sammeln","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, überladene Elementarkristalle zu beschaffen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
19,9,0,0,-1,2007594,1,10,"Überladene Feuerkristalle sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
20,9,0,0,-1,2007597,1,10,"Überladene Was<hex:02160103>ser<hex:02160103>kris<hex:02160103>tal<hex:02160103>le sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
21,9,0,0,-1,2007595,1,10,"Überladene Erdkristalle sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
22,9,0,0,-1,2007596,1,10,"Überladene Eiskristalle sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
23,9,0,0,-1,2007598,1,10,"Überladene Windkristalle sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
24,9,0,0,-1,2007593,1,10,"Überladene Blitzkristalle sammeln","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Schreitet nun zur Beschaffung von überladenen Elementarkristallen. Ich übermittle die Koordinaten ...","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
25,2,0,0,-1,0,0,0,"Ressourcen beim Piloten der <hex:021A020203>Bounty<hex:021A020103> abliefern","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Bringt jetzt die gesammelten Ressourcen zum Piloten des Luftschiffs <hex:021A020203>Bounty<hex:021A020103>.","Das Haus Haillenarte dankt euch für eure Hilfe. Ihr habt einen großen Dienst geleistet. Der Pilot wurde angewiesen, euch eure Belohnung auszuhändigen."
26,4,0,5,-1,0,0,0,"Silberschalen anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
27,4,0,5,-1,0,0,0,"Wolkennöcken anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
28,4,0,5,-1,0,0,0,"Juwelwespen anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
29,4,0,5,-1,0,0,0,"Regenbogen-Gastornis anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
30,4,0,5,-1,0,0,0,"Lunantishees anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
31,4,0,5,-1,0,0,0,"Ameisenfalken anlocken und Organproben entnehmen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Beschaffung von Organproben zu assistieren. Lockt dazu das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
32,4,0,3,-1,0,0,0,"Diplocaulen anlocken und Knochenproben entnehmen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
33,4,0,3,-1,0,0,0,"Proceratosaurier anlocken und Knochenproben entnehmen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
34,4,0,3,-1,0,0,0,"Coelophysis anlocken und Knochenproben entnehmen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
35,4,0,3,-1,0,0,0,"Zeuglodons anlocken und Knochenproben entnehmen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Wir brauchen weitere Proben. Lockt das bezeichnete Ungeheuer mit einer Duftfalle an und erschlagt es!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
36,2,0,0,-1,0,0,0,"Ressourcen beim Piloten der <hex:021A020203>Bounty<hex:021A020103> abliefern","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Bringt jetzt die gesammelten Ressourcen zum Piloten des Luftschiffs <hex:021A020203>Bounty<hex:021A020103>.","Das Haus Haillenarte dankt euch für eure Hilfe. Ihr habt einen großen Dienst geleistet. Der Pilot wurde angewiesen, euch eure Belohnung auszuhändigen."
37,1,8,0,-1,0,0,0,"Silberschalen besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
38,1,5,0,-1,0,0,0,"Gefleckte Hakulaqs besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
39,1,6,0,-1,0,0,0,"Wolkenkriecher besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
40,1,6,0,-1,0,0,0,"Säbelzahntiger besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
41,1,8,0,-1,0,0,0,"Alterslose Sankchinnis besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
42,1,8,0,-1,0,0,0,"Sonnen-Sordes besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
43,1,6,0,-1,0,0,0,"Ameisenfalken besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Besorgung von Ur-Eiern zu assistieren. Erkundet dazu die Umgebung und haltet Ausschau nach Dottermäusen!",""
44,7,8,0,-1,0,0,0,"Dottermäuse besiegen","Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!","Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!",""
45,7,8,0,-1,0,0,0,"Dottermäuse besiegen","Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!","Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!",""
46,7,8,0,-1,0,0,0,"Dottermäuse besiegen","Achtung, Luftschiffbesatzung! Wir haben die Mäuse geortet!","Begebt euch an die übermittelten Koordinaten und eliminiert die Dottermäuse!",""
47,5,0,0,-1,2007782,15,2992,"Ur-Ei abliefern","Die Dottermäuse sind beseitigt. Sichert nun das Ei!","Sammelt das Ur-Ei ein und bringt es wohlbehalten zum Sammelpunkt.",""
48,1,0,5,-1,0,0,0,"Wolkenfallen besiegen und Pollen erbeuten","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Wir bitten die Besatzung des Luftschiffs, einen speziellen Duftstoff zu besorgen. Erlegt dazu Wolkenfallen und erbeutet ihre Pollen!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
49,1,0,3,-1,0,0,0,"Flutwürmer besiegen und Lebern erbeuten","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Wir bitten die Besatzung des Luftschiffs nun, einen speziellen Duftstoff zu besorgen. Erlegt dazu Flutwürmer und erbeutet ihre Lebern!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
50,2,0,0,-1,0,0,0,"Ressourcen beim Piloten der <hex:021A020203>Bounty<hex:021A020103> abliefern","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Bringt jetzt die gesammelten Ressourcen zum Piloten des Luftschiffs <hex:021A020203>Bounty<hex:021A020103>.","Das Haus Haillenarte dankt euch für eure Hilfe. Ihr habt einen großen Dienst geleistet. Der Pilot wurde angewiesen, euch eure Belohnung auszuhändigen."
51,3,0,0,-1,1,0,0,"Ressourcen beim Piloten der <hex:021A020203>Bounty<hex:021A020103> abliefern","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, ein Schwächungsmittel zur Beseitigung hochgefährlicher Ungeheuer zu testen.","Begebt euch zuerst zur <hex:021A020203>Bounty<hex:021A020103> und lasst euch vom Piloten das Schwächungsmittel aushändigen."
52,1,10,0,0,0,0,0,"Silberschalen mit Debilitans schwächen und besiegen","Achtung, Luftschiffbesatzung! Silberschalen mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
53,1,8,0,0,0,0,0,"Wolkenkriecher mit Debilitans schwächen und besiegen","Achtung, Luftschiffbesatzung! Wolkenkriecher mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
54,1,8,0,0,0,0,0,"Säbelzahntiger mit Debilitans schwächen und besiegen","Achtung, Luftschiffbesatzung! Säbelzahntiger mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
55,1,10,0,0,0,0,0,"Alterslose Sankchinnis mit Debilitans schwächen und besiegen","Achtung, Luftschiffbesatzung! Alterslose Sankchinnis mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
56,1,10,0,0,0,0,0,"Sonnen-Sordes mit Debilitans schwächen und besiegen","Achtung, Luftschiffbesatzung! Sonnen-Sordes mit Debilitans schwächen und ausschalten!","Ich überlasse es euch, wie und wann ihr das Schwächungsmittel einsetzt. Aber es muss getestet werden.","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
57,1,4,0,0,0,0,0,"Diadem-Endymien mit Debilitans schwächen und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Das nächste Ziel sind Diadem-Endymien. Schwächt und erlegt sie!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
58,1,6,0,0,0,0,0,"Gefleckte Hakulaqs mit Debilitans schwächen und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Das nächste Ziel sind gefleckte Hakulaqs. Schwächt und erlegt sie!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
59,1,4,0,0,0,0,0,"Kronen-Pelikane mit Debilitans schwächen und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Das nächste Ziel sind Kronen-Pelikane. Schwächt und erlegt sie!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
60,1,4,0,0,0,0,0,"Diplocaulen mit Debilitans schwächen und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Das nächste Ziel sind Diplocaulen. Schwächt und erlegt sie!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
61,4,8,0,-1,0,0,0,"Hornfliegen anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
62,4,8,0,-1,0,0,0,"Gigantopithecus anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
63,4,6,0,-1,0,0,0,"Säbelzahntiger anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
64,4,6,0,-1,0,0,0,"Wolkenlöwen anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
65,4,5,0,-1,0,0,0,"Diadem-Einhörner anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
66,4,6,0,-1,0,0,0,"Diadem-Marids anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der ersten Etappe der Expedition.","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
67,7,1,0,-1,0,0,0,"Kronen-Toramas besiegen","Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!","Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",""
68,7,1,0,-1,0,0,0,"Kerkes besiegen","Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!","Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",""
69,7,1,0,-1,0,0,0,"Diadem-Pegasus besiegen","Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!","Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",""
70,7,1,0,-1,0,0,0,"Riesen-Bilokos besiegen","Hier Kommandozentrale Haillenarte. Der Blutgeruch hat eine noch stärkere Kreatur angelockt!","Das Ungeheuer muss umgehend beseitigt werden, um andere Einsätze nicht zu gefährden!",""
71,8,3,0,-1,0,0,0,"Diadem-Endymien anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.","Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!"
72,8,3,0,-1,0,0,0,"Proceratosaurier anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Beseitigt noch mehr Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.","Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!"
73,8,3,0,-1,0,0,0,"Westliche Sanuwas anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.","Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!"
74,8,3,0,-1,0,0,0,"Kronen-Pelikane anlocken und besiegen","Hier Kommandozentrale Haillenarte. Wir bestätigen den Abschluss der zweiten Etappe der Expedition.","Beseitigt weitere Ziele, um die Expedition abzuschließen. Zündet dazu eine Duftfalle an der angewiesenen Stelle.","Aber seid gewarnt: Die Kreaturen sind hochgefährlich. Konzentriert euch voll auf diese Aufgabe!"
75,4,8,0,-1,0,0,0,"Kronen-Tokotokos anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
76,4,8,0,-1,0,0,0,"Neochus anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
77,4,6,0,-1,0,0,0,"Zerschneider anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
78,4,8,0,-1,0,0,0,"Sonnen-Sordes anlocken und besiegen","Hier Kommandozentrale Haillenarte. An das eingetroffene Luftschiff: Willkommen auf dem Diadem!","Das Haus Haillenarte bittet die Besatzung des Luftschiffs, bei der Sicherung der Inseln zu assistieren. Zündet am angegebenen Ort eine Duftfalle und beseitigt die erscheinenden Ungeheuer!","Im Übrigen habe ich nichts dagegen, wenn ihr euch auch um andere Aufgaben kümmert. Wir können jede Hilfe gebrauchen!"
