key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
51,"dämonisch[a] Rossharnisch",4,"dämonisch[a] Rossharnische",2,0,1,0,0,"Dämonischer Rossharnisch",65584,65584,65584,0,58654,58656,58655,66
52,"Zurvan-Rossharnisch",4,"Zurvan-Rossharnische",2,0,1,0,0,"Zurvan-Rossharnisch",65582,65582,65582,0,58657,58659,58658,134
53,"Susano-Rossharnisch",4,"Susano-Rossharnische",2,0,1,0,0,"Susano-Rossharnisch",65585,65585,65585,0,58660,58662,58661,135
54,"mhigisch[a] Rossharnisch",4,"mhigisch[a] Rossharnische",2,0,1,0,0,"Mhigischer Rossharnisch",65586,65586,65586,0,58663,58665,58664,67
55,"Lakshmi-Rossharnisch",4,"Lakshmi-Rossharnische",2,0,1,0,0,"Lakshmi-Rossharnisch",65587,65587,65587,0,58666,58668,58667,136
56,"Hingashi-Harnisch[p] „Chocobo“",4,"Hingashi-Harnische[p] „Chocobo“",2,0,1,0,0,"Hingashi-Harnisch „Chocobo“",65588,65588,65588,0,58669,58671,58670,68
57,"Hingashi-Harnisch[p] „Mogry“",4,"Hingashi-Harnische[p] „Mogry“",2,0,1,0,0,"Hingashi-Harnisch „Mogry“",131124,131124,131124,0,58672,58674,58673,69
58,"Nezha-Rossharnisch",4,"Nezha-Rossharnische",2,0,1,0,0,"Nezha-Rossharnisch",65589,65589,65589,0,58675,58677,58676,70
59,"Shinryu-Rossharnisch",4,"Shinryu-Rossharnische",2,0,1,0,0,"Shinryu-Rossharnisch",65590,65590,65590,0,58678,58680,58679,137
60,"Ixion-Rossharnisch",4,"Ixion-Rossharnische",2,0,1,0,0,"Ixion-Rossharnisch",65591,65591,65591,0,58681,58683,58682,173
61,"Rotmagier-Rossharnisch",4,"Rotmagier-Rossharnische",2,0,1,0,0,"Rotmagier-Rossharnisch",65592,65592,65592,0,58684,58686,58685,22
62,"Byakko-Rossharnisch",4,"Byakko-Rossharnische",2,0,1,0,0,"Byakko-Rossharnisch",65593,65593,65593,0,58687,58689,58688,138
63,"Chocobo-Regenmantel",4,"Chocobo-Regenmäntel",2,0,1,0,0,"Chocobo-Regenmantel",65594,65594,65594,0,58690,58692,58691,71
64,"Tsukuyomi-Rossharnisch",4,"Tsukuyomi-Rossharnische",2,0,1,0,0,"Tsukuyomi-Rossharnisch",65595,65595,65595,0,58693,58695,58694,139
65,"Suzaku-Rossharnisch",4,"Suzaku-Rossharnische",2,0,1,0,0,"Suzaku-Rossharnisch",65596,65596,65596,0,58696,58698,58697,140
66,"Samurai-Rossharnisch",4,"Samurai-Rossharnische",2,0,1,0,0,"Samurai-Rossharnisch",65597,65597,65597,0,58699,58701,58700,23
67,"Seiryu-Rossharnisch",4,"Seiryu-Rossharnische",2,0,1,0,0,"Seiryu-Rossharnisch",65598,65598,65598,0,58702,58704,58703,141
68,"Yojinbo-Rossharnisch",4,"Yojinbo-Rossharnische",2,0,1,0,0,"Yojinbo-Rossharnisch",65599,65599,65599,0,58705,58707,58706,174
69,"Titania-Rossharnisch",4,"Titania-Rossharnische",2,0,1,0,0,"Titania-Rossharnisch",65600,65600,65600,0,58708,58710,58709,142
70,"Innozenz-Rossharnisch",4,"Innozenz-Rossharnische",2,0,1,0,0,"Innozenz-Rossharnisch",65601,65601,65601,0,58711,58713,58712,143
71,"Tänzer-Rossharnisch",4,"Tänzer-Rossharnische",2,0,1,0,0,"Tänzer-Rossharnisch",65602,65602,65602,0,58714,58716,58715,24
72,"Dunkelschatten-Rossharnisch",4,"Dunkelschatten-Rossharnische",2,0,1,0,0,"Dunkelschatten-Rossharnisch",65603,65603,65603,0,58717,58719,58718,72
73,"Hades-Rossharnisch",4,"Hades-Rossharnische",2,0,1,0,0,"Hades-Rossharnisch",65604,65604,65604,0,58720,58722,58721,144
74,"Santabo-Rossharnisch",4,"Santabo-Rossharnische",2,0,1,0,0,"Santabo-Rossharnisch",65605,65605,65605,0,58723,58725,58724,106
75,"Rubin-Rossharnisch",4,"Rubin-Rossharnische",2,0,1,0,0,"Rubin-Rossharnisch",65606,65606,65606,0,58726,58728,58727,145
76,"Maschinisten-Rossharnisch",4,"Maschinisten-Rossharnische",2,0,1,0,0,"Maschinisten-Rossharnisch",65607,65607,65607,0,58729,58731,58730,25
77,"Rossharnisch[p] des Lichts",4,"Rossharnische[p] des Lichts",2,0,1,0,0,"Rossharnisch des Lichts",65608,65608,65608,0,58732,58734,58733,146
78,"Smaragd-Rossharnisch",4,"Smaragd-Rossharnische",2,0,1,0,0,"Smaragd-Rossharnisch",65609,65609,65609,0,58735,58737,58736,147
79,"Königinnenwache-Rossharnisch",4,"Königinnenwache-Rossharnische",2,0,1,0,0,"Königinnenwache-Rossharnisch",65610,65610,65610,0,58738,58740,58739,148
80,"Bozja-Rossharnisch",4,"Bozja-Rossharnische",2,0,1,0,0,"Bozja-Rossharnisch",65611,65611,65611,0,58741,58743,58742,150
81,"Diamant-Rossharnisch",4,"Diamant-Rossharnisch",2,0,1,0,0,"Diamant-Rossharnisch",65612,65612,65612,0,58744,58746,58745,149
82,"Rossharnisch[p] der ewigen Dunkelheit",4,"Rossharnische[p] der ewigen Dunkelheit",2,0,1,0,0,"Rossharnisch der ewigen Dunkelheit",65613,65613,65613,0,58747,58749,58748,151
83,"Rossharnisch[p] des göttlichen Lichts",4,"Rossharnische[p] des göttlichen Lichts",2,0,1,0,0,"Rossharnisch des göttlichen Lichts",65614,65614,65614,0,58750,58752,58751,152
84,"Postdirektor-Rossharnisch",4,"Postdirektor-Rossharnische",2,0,1,0,0,"Postdirektor-Rossharnisch",65615,65615,65615,0,58753,58755,58754,107
85,"Thavnair-Rossharnisch",4,"Thavnair-Rossharnische",2,0,1,0,0,"Thavnair-Rossharnisch",65616,65616,65616,0,58756,58758,58757,73
86,"Blaufeder-Rossharnisch",4,"Blaufeder-Rossharnische",2,0,1,0,0,"Blaufeder-Rossharnisch",65617,65617,65617,0,58759,58761,58760,153
87,"Wolf-Rossharnisch",4,"Wolf-Rossharnische",2,0,1,0,0,"Wolf-Rossharnisch",65618,65618,65618,0,58762,58764,58763,74
88,"Barbarizia-Rossharnisch",4,"Barbarizia-Rossharnische",2,0,1,0,0,"Barbarizia-Rossharnisch",65619,65619,65619,0,58768,58770,58769,154
89,"Inselpionier-Rossharnisch",4,"Inselpionier-Rossharnische",2,0,1,0,0,"Inselpionier-Rossharnisch",65620,65620,65620,0,58765,58767,58766,75
90,"Rubicante-Rossharnisch",4,"Rubicante-Rossharnische",2,0,1,0,0,"Rubicante-Rossharnisch",65621,65621,65621,0,58771,58773,58772,155
91,"allagisch[a] Rossharnisch",4,"allagisch[a] Rossharnische",2,0,1,0,0,"Allagischer Rossharnisch",65622,65622,65622,0,58774,58776,58775,76
92,"Golbez-Rossharnisch",4,"Golbez-Rossharnische",2,0,1,0,0,"Golbez-Rossharnisch",65623,65623,65623,0,58777,58779,58778,156
93,"Miaurizius-Rossharnisch",4,"Miaurizius-Rossharnische",2,0,1,0,0,"Miaurizius-Rossharnisch",65624,65624,65624,0,58780,58782,58781,78
94,"Zeromus-Rossharnisch",4,"Zeromus-Rossharnische",2,0,1,0,0,"Zeromus-Rossharnisch",65625,65625,65625,0,58783,58785,58784,157
95,"Wanderer-Rossharnisch",4,"Wanderer-Rossharnische",2,0,1,0,0,"Wanderer-Rossharnisch",65626,65626,65626,0,58786,58788,58787,79
96,"turalisch[a] Rossharnisch",4,"turalisch[a] Rossharnische",2,0,1,0,0,"Turalischer Rossharnisch",65627,65627,65627,0,58789,58791,58790,80
97,"Valigarmanda-Rossharnisch",4,"Valigarmanda-Rossharnische",2,0,1,0,0,"Valigarmanda-Rossharnisch",65628,65628,65628,0,58792,58794,58793,161
98,"Elektrob-Rossharnisch",4,"Elektrob-Rossharnische",2,0,1,0,0,"Elektrob-Rossharnisch",65629,65629,65629,0,58795,58797,58796,162
99,"Wildnis-Rossharnisch",4,"Wildnis-Rossharnische",2,0,1,0,0,"Wildnis-Rossharnisch",65630,65630,65630,0,58798,58800,58799,83
100,"endlos[a] Rossharnisch",4,"endlos[a] Rossharnische",2,0,1,0,0,"Endloser Rossharnisch",65631,65631,65631,0,58801,58803,58802,163
101,"Sternenlicht-Stände-Rossharnisch",4,"Sternenlicht-Stände-Rossharnische",2,0,1,0,0,"Sternenlicht-Stände-Rossharnisch",65632,65632,65632,0,58804,58806,58805,108
102,"Ehrenwächterinnen-Rossharnisch",4,"Ehrenwächterinnen-Rossharnische",2,0,1,0,0,"Ehrenwächterinnen-Rossharnisch",65633,65633,65633,0,58807,58809,58808,164
103,"Todesfurcht-Rossharnisch",4,"Todesfurcht-Rossharnische",2,0,1,0,0,"Todesfurcht-Rossharnisch",65634,65634,65634,0,58810,58812,58811,165
104,"Wallfahrt-Rossharnisch",4,"Wallfahrt-Rossharnische",2,0,1,0,0,"Wallfahrt-Rossharnisch",65635,65635,65635,0,58813,58815,58814,84
105,"Panzerzug-Rossharnisch",4,"Panzerzug-Rossharnische",2,0,1,0,0,"Panzerzug-Rossharnisch",65636,65636,65636,0,58816,58818,58817,166
106,"galaktastisch[a] Rossharnisch",4,"galaktastisch[a] Rossharnische",2,0,1,0,0,"Galaktastischer Rossharnisch",65637,65637,65637,0,58819,58821,58820,85
107,"Nichts-Rossharnisch",4,"Nichts-Rossharnische",2,0,1,0,0,"Nichts-Rossharnisch",65638,65638,65638,0,58822,58824,58823,167
108,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
109,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
110,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
111,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
