key,0,1
122,False,"Darf sich eine Dame nicht<hex:02100103>mal einen Moment lang<hex:02100103>ausruhen?"
123,False,"Alles zu seiner Zeit,<hex:02100103>meine Freunde."
124,False,"Ihr habt Eure Gil.<hex:02100103>Also wo ist es?"
125,False,"Wir haben unseren Teil<hex:02100103>der Abmachung eingehalten!"
126,False,"Stell dir nur all die Fische<hex:02100103>vor, die man damit<hex:02100103>transportieren könnte!"
127,False,"Fische?! Hast du den<hex:02100103>Verrrstand verloren?!"
128,False,"Mädel! Wir brauchen<hex:02100103>eine neue Runde!"
129,False,"Daraus könnte ich ein<hex:02100103>Dutzend Waffenröcke nähen!"
130,False,"Was wir <hex:021A020203>brauchen<hex:021A020103>,<hex:02100103>ist ein neues Mädel."
131,False,"La lala la la ♪"
132,False,"Solange <hex:021A020203>ich<hex:021A020103> hier wache,<hex:02100103>ist alles gut, Liebes."
133,False,"Muss ... aufpassen ...<hex:02100103>mir nicht ... in den ...<hex:02100103>Autsch!"
134,False,"Diese Bohnen! Ich kriege den Gestank gar nicht mehr aus meiner Kleidung raus!"
135,False,"Heute scheint alles in<hex:02100103>Ordnung zu sein."
136,False,"Welch herrliche<hex:02100103>Handwerkskunst!"
137,False,"Ähm.<hex:02100103>Da hab ich schon<hex:02100103>Besseres gesehen."
138,False,"Ich krieg kein Auge zu<hex:02100103>bei dem Geschnarche!"
139,False,"<schnarch>"
140,False,"Ich kann meine Hände<hex:02100103>nicht ruhig halten!"
141,False,"Ein bisschen höher ...<hex:02100103>Oder vielleicht ein<hex:02100103>bisschen tiefer?"
142,False,"Entspannt Euch ... und<hex:02100103>vergesst nicht, zu atmen."
143,False,"Meine Frau sagt, ich sei<hex:02100103>der Beste, den sie je hatte."
144,False,"Lustig. Mir erzählt sie<hex:02100103>das Gleiche. Hahaha!"
145,False,"Haben wir nicht genug<hex:02100103>trainiert für heute?"
146,False,"<keuch> <keuch>"
147,False,"Denkt ihr, der Feind<hex:02100103>gönnt euch eine Pause?!"
148,False,"Jawohl, Sir!"
149,False,"Jawohl, Sir!"
150,False,"Jawohl, Ma'am!<hex:02100103>Äh! Sir!"
151,False,"Ihr könntet nicht mal<hex:02100103>diesen Baumstamm treffen!"
152,False,"Gibt es denn nichts,<hex:02100103>was Ihr tun könnt,<hex:02100103>um zu helfen?"
153,False,"Kweeeh!"
154,False,"Noch mal hundert, bis<hex:02100103>du es richtig machst!"
155,False,"Dieser Hieb durchsticht<hex:02100103>nicht einmal die Federn<hex:02100103>am Hintern eines Ixal!"
156,False,"Meine liebste<hex:02100103>Pauline ... Zzz ..."
157,False,"Es sind diese Parasiten,<hex:02100103>ich sag's dir!"
158,False,"Was sollte ich Eurer<hex:02100103>Meinung nach tun?"
159,False,"Kweh!"
160,False,"Da kommen wir wohl<hex:02100103>auf keinen grünen Zweig."
161,False,"Ist ja gut."
162,False,"Noch eine Glocke und<hex:02100103>wir sind in Gridania!"
163,False,"Und dann werden wir<hex:02100103>rrreich sein!"
164,False,"Falls wir es in einem Stück<hex:02100103>dorthin schaffen ..."
165,False,"Das hast du <hex:021A020203>letzte<hex:021A020103><hex:02100103>Nacht schon gesagt."
166,False,"Argh ...<hex:02100103>Nie wieder Honigwein.<hex:02100103>Das schwöre ich."
167,False,"Die Gebieter werden das<hex:02100103>niemals gestatten!"
168,False,"Dann wird uns das gleiche<hex:02100103>Schicksal ereilen ..."
169,False,"Vorsicht, Fremder.<hex:02100103>Ich habe ein Auge auf Euch."
170,False,"Bei den Göttern! Was<hex:02100103>kommt da auf uns zu?"
171,False,"Helft Ihr uns, das Land<hex:02100103>von dem Bösen zu säubern?"
172,False,"Ich glaube, ich habe die<hex:02100103>perfekte Aufgabe für uns!"
173,False,"Sag's nicht ...<hex:02100103>Schon wieder Baumhörnchen?"
174,False,"Die Regeln interessieren<hex:02100103>mich einen Dreck! Ich<hex:02100103>verlange ein Zimmer!"
175,False,"Kommt sofort!"
176,False,"Den größten Krug deines<hex:02100103>stärksten Bieres bitte!"
177,False,"Erheb deinen Hintern,<hex:02100103>Rekrut!"
178,False,"Aber ich habe mich gerade<hex:02100103>erst hingesetzt!"
179,False,"Frag doch einen Adaman-Taimai.<hex:02100103>Ich habe nichts zu verschenken."
180,False,"Ich bitte doch nur um<hex:02100103>ein einziges Ei!"
181,False,"Ah, Lady Heinana,<hex:02100103>hatten wir es nicht eilig?"
182,False,"Wenn man sie doch nur<hex:02100103>irgendwie auf den Rücken<hex:02100103>kriegen würde."
183,False,"Ich werde mich mal in der Grotte nach einem Schwebe-Zauber erkundigen."
184,False,"Man kann gar nicht vorsichtig genug sein mit diesen riesigen Viechern."
185,False,"Bitte! Ich kann nicht mehr!"
186,False,"Sehr wohl, meine Liebste.<hex:02100103>Aber was ist mit der Lieferung?"
187,False,"Bei Eugenias Wachturm<hex:02100103>wurden Ixal gesichtet."
188,False,"Das solltest du deine<hex:02100103>Gäste lieber wissen lassen."
189,False,"..."
190,False,"Die Festung im Norden?<hex:02100103>Bist du verrückt?"
191,False,"Wir wollen ja nicht <hex:021A020203>rein<hex:021A020103>.<hex:02100103>Nur mal einen Blick drauf werfen."
192,False,"Kann ein Mann nicht mal<hex:02100103>in Ruhe seinen Rausch<hex:02100103>ausschlafen?"
193,False,"Oh! Tut mir leid, Schatz.<hex:02100103>Hast du was gesagt?"
194,False,"Ich ... äh ... hätte gern<hex:02100103>ein Wasser."
195,False,"Unser Spezialitäten heute<hex:02100103>sind Aal, Molch, Schnecke<hex:02100103>und Kröte."
196,False,"Und ich habe gesehen, wie<hex:02100103>sich diese <hex:021A020203>Fremde<hex:021A020103> mit<hex:02100103>der Tasche davongemacht hat."
197,False,"Aber das ist nicht wahr!<hex:02100103>Ihr müsst mir glauben!"
198,False,"Sieh mal an! Und du bist<hex:02100103>gerade mal zwei Stunden<hex:02100103>aus Gridania raus."
199,False,"Sir, ich bin bereit für die<hex:02100103>nächsten zwanzig Malme, Sir!"
200,False,"Ich musste vorhin ein paar<hex:02100103>der Viecher verjagen."
201,False,"Diese Bohnen sind voller<hex:02100103>Opo-Opo-Mist!"
202,False,"Du wirst nicht glauben,<hex:02100103>was ich heute vorhabe."
203,False,"<seufz><hex:02100103>Nicht schon wieder ..."
204,False,"Lass mich raten.<hex:02100103>Mal wieder die Ruinen?"
205,False,"Verdammter Tierkleber!<hex:02100103>Das kriege ich niemals raus!"
206,False,"Es geht doch nichts über<hex:02100103>ein warmes Bier nach<hex:02100103>einem knüppelharten Tag!"
207,False,"Sehen? Ich dachte, wir wären zum Trinken hier!"
208,False,"Du würdest kaum dreißig Herzschläge durchhalten, du Hund."
209,False,"So viel Auswahl ..."
210,False,"Komm schon, sei ein Mann und kämpfe im Kolosseum gegen mich."
211,False,"Die Brückenseile kappen, die Bestie in den Abgrund stoßen, die Prinzessin retten."
212,False,"Klingt nach einem Kinderspiel. Was ist für uns dabei drin?"
213,False,"Du benötigst ein wenig<hex:02100103>Kleingeld, nicht wahr?"
214,False,"Wenn meine Schicht doch<hex:02100103>nur schon rum wäre ..."
215,False,"Und wie riecht Action so?"
216,False,"Bist du so weit?"
217,False,"Einen Moment noch.<hex:02100103>Ich hab's gleich."
218,False,"Das nächste Mal krieg ich's hin, ich schwöre!"
219,False,"Links! Rechts!<hex:02100103>In Bewegung bleiben!"
220,False,"Nummer 473."
221,False,"Das ist nicht fair!"
222,False,"Ich habe eine Idee für ein Gefährt mit 2 Rädern, das man mit Pedalen antreibt."
223,False,"Eines Tages wird mein<hex:02100103>Antlitz an dieser Wand<hex:02100103>sein!"
224,False,"Warum nimmst du nicht<hex:02100103>einfach einen Chocobo?"
225,False,"Die letzte Lieferung war völlig verunreinigt."
226,False,"Hab heute drei Gegner besiegt, jawoll!"
227,False,"Und nicht mal einen Kratzer abbekommen? Unglaublich!"
228,False,"Wie wär's, wenn du es mit noch einem aufnimmst ...?"
229,False,"Kalamitäten ...<hex:02100103>Kataklysmen ...<hex:02100103>Ach ja, Katastrophen!"
230,False,"Kniet nieder vor Thal und betet für einen sanften Übergang ins Jenseits."
231,False,"Möge ich im nächsten Leben Glück finden ... und Gil."
232,False,"Geld spielt keine Rolle."
233,False,"Wir möchten uns einen Platz in Thals Reich sichern."
234,False,"Willst du bei der Gilde Beschwerde einreichen?"
235,False,"Kweh!"
236,False,"Dann wollen wir mal sehen, ob wir dich wieder sauber kriegen."
237,False,"Die heutigen Kämpfe stehen fest!"
238,False,"Spannung pur im Kolosseum!"
239,False,"Georg Galleongut!<hex:02100103>Das ist mein Favorit!"
240,False,"Ein Fehltritt und du landest im Steinwurf-Slum!"
241,False,"Noch eine halbe Glocke, bis sie Pause hat, und dann werde ich ..."
242,False,"Deine Frau wird ihn lieben!"
243,False,"Einen Sack Sonnenweizen bitte."
244,False,"Gibt's heute Brot?<hex:02100103>Oder vielleicht Bier?"
245,False,"Solange sie nicht erfährt, wie viel er kostet ..."
246,False,"Es gibt nichts Schöneres als eine Frau mit Funkeln in den Augen <hex:021A020203>und<hex:021A020103> an ihren Händen!"
247,False,"Bei mir gibt es die besten Edelsteine in der Stadt!"
248,False,"Seht her und staunt!"
249,False,"Guck dir die mal an!"
250,False,"Das könnte ich besser ..."
251,False,"♪ Verliebt in 'nen Mann<hex:02100103>ohne Gil in der Hand ♪"
252,False,"Rechts, hinten, links übersteigen ... Gleich hab ich's raus. Wär ja gelacht."
253,False,"Und ich muss dafür nur seine Einladung zum Essen annehmen!"
254,False,"Er kauft dir wirklich jede Kette, die dir gefällt?"
255,False,"He, du! Da drüben!"
256,False,"Ich konnte mich nicht zwischen der roten und der blauen entscheiden ... Also habe ich beide gekauft!"
257,False,"Für ihn 200.000 Gil! Aber für dich, mein Freund, nur 25!"
258,False,"Ähm, ich wär so weit, Liebling!"
259,False,"Für welche hast du dich entschieden?"
260,False,"Ich <hex:021A020203>muss<hex:021A020103> diese Vase einfach haben!"
261,False,"Wo hab ich nur mein Proviantpaket hingetan?"
262,False,"Hüte deine Zunge auf der Herrscherpromenade."
263,False,"Lord Lolorito ist ein dreckiger alter Sack!"
264,False,"Eine Kopie des Enchiridions aus der Fünften Ära des Lichts!"
265,False,"Sprich leiser! Eines seiner Vögelchen könnte dich hören!"
266,False,"Die findest du so leicht nie wieder."
267,False,"Aber deine Kinder brauchen ihre Mutter!"
268,False,"Die Leute sagen, der Phönixgeneral habe den mächtigen Drachen erschlagen."
269,False,"Er ist ein wahrer Held."
270,False,"Sie haben einen vorzüglichen Geschmack, meine Dame!"
271,False,"Oh, vielen Dank!"
272,False,"Dauert das noch länger?"
273,False,"Wir haben jede Waffe, die man sich nur wünschen kann. Und sogar ein paar mehr!"
274,False,"Individuelle Verzierungen bei jedem Kauf!"
275,False,"Einheitsgrößen, die allen passen ... oder die Hälfte des Kaufpreises zurück!"
276,False,"Und wenn wir es auf vier Taranteln erhöhen würden?"
277,False,"Bei den Göttern! Das würde einen Auerochsen umbringen!"
278,False,"Aha! Zwei Augen von Nimmermolchen und <hex:021A020203>drei<hex:021A020103> Zehen von Fröschen!"
279,False,"Du bist nicht meine<hex:02100103>Ablösung, oder?<hex:02100103>Verdammt ..."
280,False,"Drehe niemals deinen Rücken einer Bestie zu, hörst du?"
281,False,"Ja, aber zunächst müssen wir die Stagnation stoppen."
282,False,"Ich würde das nicht hier rumstehen lassen."
283,False,"Die Stadt sprüht nur so vor Leben!"
284,False,"Hoch lebe die Sultana!"
285,False,"Und ich habe Nein gesagt!"
286,False,"Ich will noch einen Honigkuchen!"
287,False,"Du glaubst doch nicht, dass jemand es stehlen würde, oder?"
288,False,"..."
289,False,"Der Platz ist gesichert!"
290,False,"Wo darf ich diese für Sie ablegen, meine Dame?"
291,False,"Wenn du hier Ärger machst, verbringst du den Rest deines Lebens im Kerker."
292,False,"Wenn du Gil brauchst, solltest du mal die Hände in meine Taschen stecken!"
293,False,"Bewegt euch, Mädels!"
294,False,"Sollen wir los?"
295,False,"Wie du willst."
296,False,"Ich bitte vielmals um Verzeihung, mein Herr."
297,False,"Pass ab jetzt besser auf!"
298,False,"Spaß! Spannung! Unterhaltung! Für Jung☆und☆Alt!"
299,False,"Schmeißen Sie sie einfach mit dem anderen Müll zusammen."
300,False,"Ich töte dich und lass dich dann sterben!"
301,False,"Wenn ich nicht vorher am Lachen ersticke!"
302,False,"Bring ja nichts von dem Pöbel hierher."
303,False,"Wenn du durch die Perlengasse musst, behalte lieber deinen Gilbeutel im Auge!"
304,False,"100 Gil auf den Seewolf!"
305,False,"未使用：荒：会話00104"
306,False,"Hahaha!"
307,False,"Du hast mir doch glatt den Arm ausgekugelt!"
308,False,"Muharhar!"
309,False,"Harhar!"
310,False,"Behaltet immer den Gegner im Auge!"
311,False,"Es gibt nur eins zu bedenken, wenn ihr die Dunkelheit kanalisiert!"
312,False,"Das wird dem Mistkerl eine Lektion sein, mich zu betrügen!"
313,False,"Ich könnte schwören, meinen Stab hier abgelegt zu haben."
314,False,"Ich habe von einem geplanten Anschlag auf die Sultana gehört!"
315,False,"Was Thaumaturgie zerstört ..."
316,False,"... kann sie auch erschaffen!"
317,False,"Die werden gar nicht merken, wie ihnen geschieht! Hihi!"
318,False,"Ich setze einfach den Feuerspruch ein, sobald sie sich in ihre Kammern zurückgezogen haben."
319,False,"Harharhar!"
320,False,"Ein Kampf ohne eine Jagd ... Wie unzivilisiert ..."
321,False,"Aber ich habe die Designvorlage doch genau befolgt ..."
322,False,"Hier gibt's höchstens ein paar auf die Nase."
323,False,"Nein. Die taugen alle nichts. Viel zu alt."
324,False,"早く行きましょう…"
325,False,"Eine milde Gabe für die Armen!"
326,False,"Bitte, <hex:02081AE905FF0B>werte Dame<hex:FF0A>mein Herr<hex:03>.<hex:02100103>Ich kann nicht mal laufen."
327,False,"♪ Ferne Welten vereint,<hex:02100103>Wunder der Ewigkeit ♪"
328,False,"Und eins, und zwei, und drei, und vier, und ..."
329,False,"Was willst du damit sagen!?"
330,False,"Sitzt sie vielleicht ein wenig eng auf der Hüfte?"
331,False,"Ich habe sie mit Thavnair-Seide besticken lassen."
332,False,"Oh, wie wunderschön!"
333,False,"Zur Webergilde geht's hier entlang, <hex:02081AE905FF0B>werte Dame<hex:FF0A>mein Herr<hex:03>."
334,False,"Du verträgst genau so wenig wie ein Lala."
335,False,"Habe ich ... gewonnen ...?"
336,False,"Erst, wenn ich es gefunden habe."
337,False,"Weißt du überhaupt, wonach du suchst?"
338,False,"Ein Sack voller Gil mit deinem Namen drauf, Liebste."
339,False,"Lass mich einfach in Frieden sterben hier ... <schluck>!"
340,False,"Wie wäre es mit Goldkettchen?"
341,False,"Ich werde niemals damit fertig, oder?"
342,False,"Bitte zurücktreten!"
343,False,"WilLkOmenn★※～"
344,False,"Haltet die Schilde hoch!<hex:02100103>Wie oft denn noch?!"
345,False,"Dies ist der Eingang zum Hypogäum."
346,False,"Ich hätte der Webergilde beitreten sollen ..."
347,False,"Hast du überhaupt <hex:021A020203>versucht<hex:021A020103>, ihn zu treffen?!"
348,False,"Unsere Plätze sind so nah am Geschehen, dass man die Action riechen kann!"
349,False,"Also das ist das weltberühmte Kolosseum ..."
350,False,"Blubber, blubber ..."
351,False,"Wenn ihr auch nur eine Zutat vergesst, kann das tödlich enden."
352,False,"Aber es muss doch einen Weg geben! Das muss es einfach!"
353,False,"Die Alchemie kann dir nicht dabei helfen, deinen Vater zu<hex:02160103>rück<hex:02160103>zu<hex:02160103>brin<hex:02160103>gen."
354,False,"Wann genau haben diese begonnen?"
355,False,"Es geht um meinen Sohn. Er hat schlimme nächtliche Anfälle."
356,False,"Das meinst du nicht ernst ... oder?!"
357,False,"Wenn ich ihn nicht mit Worten für mich gewinnen kann, dann vielleicht mit Gift!"
358,False,"Wonach suchen wir noch gleich?"
359,False,"Welch ein Anliegen sollte Ihre Herrlichkeit wohl mit <hex:020811E905FF06>einer<hex:FF06>einem<hex:03> wie dir haben?"
360,False,"Wenn du mich fragst, dann sollten wir sie in die Höllen jagen!"
361,False,"Haben Sie vielleicht einen Gil übrig für einen armen Mann, <hex:02081CE905FF0B>werte Dame<hex:FF0C>werter Herr<hex:03>?"
362,False,"Was hast du denn in diesem Topf? Es duftet himmlisch!"
363,False,"ざまぁみろ！"
364,False,"あ？　お前はすっこんでろ！"
365,False,"テメーは関係ねぇんだよ"
366,False,"未使用"
367,False,"ハッ、隊長殿！"
368,False,"Die Erzausbeute soll sich verdoppelt haben ... Dafür gibt es aber auch mehr tote Minenarbeiter."
369,False,"Die Zeiten sind hart. Viele Männer arbeiten bis zu zwanzig Glocken am Stück."
370,False,"Möglich. Wenn sie einen <hex:021A020203>Anreiz<hex:021A020103> dazu hätten."
371,False,"未使用"
372,False,"Können deine Männer sich nicht schneller bewegen?"
373,False,"未使用"
374,False,"Hm, die Märkte? Oder die Gold<hex:02160103>schmiede<hex:02160103>gilde? Oder vielleicht die Bucht des Abendsterns?"
375,False,"7 ... 8 ... 9 ... Verdammt!<hex:02100103>Das müssen wieder diese verlausten Rattendiebe gewesen sein!"
376,False,"未使用"
377,False,"Noch ein Abenteurer?<hex:0219020203>Du kannst passieren."
378,False,"未使用"
379,False,"Ob es wohl jemand merken würde, wenn ich einen davon mitgehen ließe?"
380,False,"Im Westen nichts Neues!"
381,False,"Trinkt schön, meine Lieben!"
382,False,"Also habe ich's abgeschnitten und in den See geworfen!"
383,False,"Alles ruhig im Westen."
384,False,"N-Nur n-noch ein Bescha, kleina Mann! <hicks>"
385,False,"Beweg deinen betrunkenen Hintern und mach dich fertig!"
386,False,"Wie sieht's aus, mein Freund? Nur zehn Gil pro Glas!"
387,False,"Ein leckerer Eintopf nach Steinwurf-Art, wohl bekommt's!"
388,False,"Wenn etwas erschlagen werden muss, bin ich genau der Richtige."
389,False,"Hast du Arbeit für mich? Ich kann ziemlich gut mit 'ner Axt umgehen."
390,False,"Lass mich zufrieden ..."
391,False,"Hehe. Das wird er nicht brauchen."
392,False,"未使用"
393,False,"Zzz ..."
394,False,"So ... hungrig ..."
395,False,"Ich habe dich <hex:021A020203>nicht<hex:021A020103> gefragt!"
396,False,"Gab es keine besseren Plätze? Ich kann nichts sehen von hier!"
397,False,"Ha! Du könntest dir mich nicht leisten, du lausiger Dummkopf."
398,False,"WiLlKoMmEn★In★DeR<hex:02100103>gOlDsChMiEdEgIlDe!"
399,False,"Blinzeln die Dinger eigentlich nie!?"
400,False,"Die Ebene der Redner ist da oben."
401,False,"Haben wir denn eine andere Wahl?"
402,False,"Die Ostaldenard-<hex:02100103>Handelsgesellschaft!?<hex:02100103>Niemals!"
403,False,"Du musst die Ver<hex:02160103>gangen<hex:02160103>heit ruhen lassen."
404,False,"Dann rannte sie aus der Kammer des Lords und trug nur noch ihr Höschen!"
405,False,"Dieses neue Hausmädchen!? Nicht zu fassen!"
406,False,"Ich kann nicht heimkehren. Nicht jetzt, wo ich so kurz vorm Ziel stehe!"
407,False,"Pass auf, dass du die Reagenzien nicht zu sehr stimulierst!"
408,False,"Können wir dieses Wasser nicht benutzen?"
409,False,"Aber das wird nicht billig!"
410,False,"Vielleicht finden wir da was für Sie ..."
411,False,"Ich möchte einen Rubin kaufen ... einen <hex:021A020203>großen<hex:021A020103> Rubin."
412,False,"Du bist an der Reihe mit Patrouillieren!"
413,False,"Bei den Zwölf! Kein Mann hat solch ein Schicksal verdient."
414,False,"Bah, das Zeug schmeckt wie Spitzmauspisse!"
415,False,"Vielleicht lieber noch 'n bisschen warten ..."
416,False,"Habt Erbarmen, <hex:02081AE905FF0B>werte Dame<hex:FF0A>mein Herr<hex:03>. Ich bitte doch nur um eine Milchwurzel."
417,False,"<hust> <hust>"
418,False,"Schauen Sie sich nur um, <hex:02081AE905FF0B>meine Dame<hex:FF0A>mein Herr<hex:03>! Sie werden es nicht bereuen!"
419,False,"Zwanzig Gil und ich tue alles, was Ihr wollt."
420,False,"未使用"
421,False,"Und dafür die Sklavin eines fetten Händlers werden? Da verhungere ich lieber!"
422,False,"Ich habe gehört, dass Leute gute Gil für Hausmädchen bezahlen."
423,False,"未使用"
424,False,"Achtet auf die Gleise, sonst werden wir von dem Eisenbiest zerquetscht."
