key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
56,0,False,False,False,2,0,0,0,5,False,False,1,25,"Die Andrigen müssen leiden!",0
57,0,False,False,False,2,0,0,0,5,False,False,1,25,"Die Meinige wird nicht untergehen!",0
58,0,False,False,False,3,0,0,0,5,False,False,1,25,"Das Klageregiment braucht Unterstützung!",0
59,0,False,False,False,3,0,0,0,5,False,False,1,25,"Bis hierher habt ihr euch also geschleppt ... nur um hier zugrunde zu gehen!",0
60,0,False,False,False,3,0,0,0,5,False,False,1,25,"Macht schon! Zeigt mir, was ihr drauf habt!",0
61,0,False,False,False,3,0,0,0,5,False,False,1,25,"Genug! Die Übung ist beendet.",0
62,0,False,False,False,3,0,0,0,5,False,False,1,25,"Verdammt, es sind zu viele!",0
63,0,False,False,False,3,0,0,0,5,False,False,1,25,"Denen werden wir das Wildern schon austreiben!",0
64,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ist der Stadt<hex:02160103>staat schon so arm, dass Abenteurer die Drecksarbeit erledigen müssen?",0
65,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ihr sollt verdammt sein! Der Wald gehört nicht euch!",0
66,0,False,False,False,3,0,0,0,5,False,False,1,25,"Großwachsene werfen Gierauge auf Habensachen?",0
67,0,False,False,False,3,0,0,0,3,False,False,1,25,"Goblinhorde! Goblinhorde!",0
68,0,False,False,False,3,0,0,0,3,False,False,1,25,"Goblinhorde! Goblinhorde! Bumm bumm!",0
69,0,False,False,False,3,0,0,0,3,False,False,1,25,"Goblinhorde! Goblinhorde! Krawumm!",0
70,0,False,False,False,3,0,0,0,5,False,False,1,25,"Nein! Goblinfeste wird Trümmerstaub!",0
71,0,False,False,False,3,0,0,0,5,False,False,1,25,"Fort, Großwachsene! Sonst kommt Zerfetzenkugel!",0
72,0,False,False,False,3,0,0,0,3,False,False,1,25,"Feuerbumm! Feuerbumm!",0
73,0,False,False,False,3,0,0,0,3,False,False,1,25,"Feuerbumm! Feuerbumm! Bumm bumm!",0
74,0,False,False,False,3,0,0,0,3,False,False,1,25,"Feuerbumm! Feuerbumm! Krawumm!",0
75,0,False,False,False,3,0,0,0,5,False,False,1,25,"Nein! Goblinfestung alles Kaputtebrett!",0
76,0,False,False,False,3,0,0,0,5,False,False,1,25,"Oh! Schöne Goblinfeste nur mehr Kleinesholz!",0
77,0,False,False,False,3,0,0,0,5,False,False,1,25,"Großwachsene wollen Feste zu Flacherde machen! Flickblix heimzahlt mit Feuerbumm!",0
78,0,False,False,False,3,0,0,0,5,False,False,1,25,"Goblinbande! Mehr Feuerbumm! Mehr Feuerbumm!",0
79,0,False,False,False,3,0,0,0,5,False,False,1,25,"Oh! Großerschmerz in Denkschale ... ",0
80,0,False,False,False,3,0,0,0,3,False,False,1,25,"Stickflix! Stickflix!",0
81,0,False,False,False,3,0,0,0,3,False,False,1,25,"Stickflix! Stickflix! Bumm bumm!",0
82,0,False,False,False,3,0,0,0,3,False,False,1,25,"Stickflix! Stickflix! Kawumm!",0
83,0,False,False,False,3,0,0,0,5,False,False,1,25,"Meine geliebten Kreaturen! Kommt, folgt der Meinigen!",0
84,0,False,False,False,3,0,0,0,5,False,False,1,25,"Die Meinige wird wütend ...",0
85,0,False,False,False,3,0,0,0,5,False,False,1,25,"Der Meinigen reicht es so langsam ...",0
86,0,False,False,False,3,0,0,0,5,False,False,1,25,"Die Meinige wird nicht länger leiden!",0
87,0,False,False,False,3,0,0,0,3,False,False,1,25,"Eure Hoheit!",0
88,0,False,False,False,2,0,0,0,3,False,False,1,25,"Bl...Blleibssu gefälligss hier!",0
89,0,False,False,False,2,0,0,0,3,False,False,1,25,"Gahahah!",0
90,0,False,False,False,2,0,0,0,3,False,False,1,25,"Ich hätte ihn sonst auch selbst ruhiggestellt ... Trotzdem danke!",0
91,0,False,False,False,3,0,0,0,5,False,False,1,25,"Vielen Dank.",0
92,0,False,False,False,3,0,0,0,5,False,False,1,25,"...",0
93,0,False,False,False,3,0,0,0,5,False,False,1,25,"Für Weicheier hat die Bruderschaft keinen Platz!",0
94,0,False,False,False,3,0,0,0,3,False,False,1,25,"Oh nein! Hier kommt er schon!",0
95,0,False,False,False,3,0,0,0,5,False,False,1,25,"Bald ist es Zeit für meinen Rundgang ...",0
96,0,False,False,False,3,0,0,0,5,False,False,1,25,"Marienkäfer! Ein ganzer Schwarm!",0
97,0,False,False,False,2,0,0,0,5,False,False,1,25,"Jemand muss diese Biester verjagen!",0
98,0,False,False,False,3,0,0,0,5,False,False,1,25,"Puh, hoffentlich haben wir jetzt erst mal etwas Ruhe.",0
99,0,False,False,False,3,0,0,0,5,False,False,1,25,"Sie haben uns alles kaputtgefressen! Wie schrecklich ...",0
100,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
101,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
102,0,False,False,False,3,0,0,0,5,False,False,1,25,"0",0
103,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
104,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
105,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
106,0,False,False,False,2,0,0,0,3,False,False,1,25,"0",0
107,0,False,False,False,3,0,0,0,5,False,False,1,25,"Die Meinige braucht Hilfe!",0
108,0,False,False,False,3,0,0,0,5,False,False,1,25,"Vielen Dank!",0
109,0,False,False,False,3,0,0,0,5,False,False,1,25,"Hm? War da nicht gerade ein Geräusch?",0
110,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich werde euch lehren, anderer Leute Überreste zu zerfleddern!",0
111,0,False,False,False,3,0,0,0,5,False,False,1,25,"Verpiss dich, du kleiner Haufen Hörnchenscheiße!",0
112,0,False,False,False,3,0,0,0,5,False,False,1,25,"Wer hat dich eingeladen, Wanze?",0
113,0,False,False,False,3,0,0,0,5,False,False,1,25,"Mach dich vom Acker, bevor ich ungemütlich werden muss!",0
114,0,False,False,False,3,0,0,0,5,False,False,1,25,"Da scheint ein Schnüffler eine Abreibung zu brauchen!",0
115,0,False,False,False,2,0,0,0,3,False,False,1,25,"Willst du zu uns?",0
116,0,False,False,False,2,0,0,0,3,False,False,1,25,"Verschlagener Bastard ...",0
117,0,False,False,False,2,0,0,0,3,False,False,1,25,"Mein Körper ... fühlt sich so schwer an.",0
118,0,False,False,False,2,0,0,0,3,False,False,1,25,"Verdammt! Nicht jetzt!",0
119,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich sollte wohl besser<hex:02100103>einen Abenteurer um<hex:02100103>Hilfe bitten ...",0
120,0,False,False,False,3,0,0,0,5,False,False,1,25,"Die Amalj'aa scheinen uns nicht zu verfolgen. Sehr gut.",0
121,0,False,False,False,3,0,0,0,5,False,False,1,25,"Vielen Dank für deine Hilfe!",0
122,0,False,False,False,2,0,0,0,3,False,False,1,25,"Gugooooahr!",0
123,0,False,False,False,2,0,0,0,3,False,False,1,25,"Gugraaahr!",0
124,0,False,False,False,3,0,0,0,5,False,False,1,25,"Sch-Schafe! Eine ganze Herde! Sie rennen direkt auf uns zu!",0
125,0,False,False,False,3,0,0,0,5,False,False,1,25,"Eine Stampede! Wir müssen die Tiere stoppen!",0
126,0,False,False,False,3,0,0,0,5,False,False,1,25,"Hier ist alles ruhig ...",0
127,0,False,False,False,3,0,0,0,5,False,False,1,25,"Eine Engstelle. Seht Euch vor!",0
128,0,False,False,False,3,0,0,0,5,False,False,1,25,"Kann sich nur noch um Sekunden handeln! Seid auf der Hut!",0
129,0,False,False,False,3,0,0,0,10,False,False,1,25,"Da sind sie!",0
130,0,False,False,False,2,0,0,0,5,False,False,1,25,"Eindringlinge? Was habt ihr hier zu suchen?",0
131,0,False,False,False,2,0,0,0,4,False,False,1,25,"Meine Männer! Das werdet ihr büßen!",0
132,0,False,False,False,2,0,0,0,4,False,False,1,25,"Wehe euch! Jetzt habt ihr mich wütend gemacht.",0
133,0,False,False,False,2,0,0,0,4,False,False,1,25,"I-Ich halte mich lediglich etwas zurück, nett wie ich bin.",0
134,0,False,False,False,2,0,0,0,6,False,False,1,25,"Da fällt mir ein! Ich hatte ja einen Termin!",0
135,0,False,False,False,2,0,0,0,4,False,False,1,25,"Lästig wie Kletten ...",0
136,0,False,False,False,2,0,0,0,2,False,False,1,25,"Fütterungszeit, meine Hündchen!",0
137,0,False,False,False,2,0,0,0,4,False,False,1,25,"A-Aua! Langsam ist das nicht mehr lustig!",0
138,0,False,False,False,2,0,0,0,6,False,False,1,25,"Wie soll ich das bloß erklären? Ich bin geliefert!",0
139,0,False,False,False,2,0,0,0,4,False,False,1,25,"Nimm dies!",0
140,0,False,False,False,2,0,0,0,4,False,False,1,25,"Aus dir mach ich Fischfutter!",0
141,0,False,False,False,2,0,0,0,4,False,False,1,25,"Sprich dein letztes Gebet!",0
142,0,False,False,False,2,0,0,0,4,False,False,1,25,"Nicht mit mir, Freundchen!",0
143,0,False,False,False,2,0,0,0,5,False,False,1,25,"Psssh, pssskoh ... Netter Goblin helfen!",0
144,0,False,False,False,2,0,0,0,4,False,False,1,25,"Psh ... Goblinleben vielzzu kurz.",0
145,0,False,False,False,2,0,0,0,4,False,False,1,25,"Helfenhand! Bitte Helfenhand!",0
146,0,False,False,False,2,0,0,0,4,False,False,1,25,"Endenah, Endenah ...",0
147,0,False,False,False,2,0,0,0,6,False,False,1,25,"Psssh, Vielendank für Gutetat!",0
148,0,False,False,False,2,0,0,0,6,False,False,1,25,"Shkohhh, Gobbie schuldet Dank für Immerzeit!",0
149,0,False,False,False,2,0,0,0,6,False,False,1,25,"Großwachsene<hex:020808E905FF01><hex:FF02>r<hex:03> nehmen Dankzeichen!",0
150,0,False,False,False,3,0,0,0,6,False,False,1,25,"Psssh! Echsen wird Blauewunder erleben!",0
151,0,False,False,False,3,0,0,0,3,False,False,1,25,"Shkoh, Großwachsene kann Vertrauen haben in Brüllvolx.",0
152,0,False,False,False,3,0,0,0,4,False,False,1,25,"Pshh ... Siehzzu? Gobbie ist Starkekrieger.",0
153,0,False,False,False,2,0,0,0,4,False,False,1,25,"Psh! Knapp vorbei wie Scharfehaar.",0
154,0,False,False,False,2,0,0,0,6,False,False,1,25,"Khooo! Großesieg für Rechtigkeit!",0
155,0,False,False,False,2,0,0,0,3,False,False,1,25,"Nimmzu das, bevor frechsprechen!",0
156,0,False,False,False,3,0,0,0,2,False,False,1,25,"Psh?!",0
157,0,False,False,False,2,0,0,0,5,False,False,1,25,"Der ist für Großwachsene<hex:020808E905FF01><hex:FF02>n<hex:03>!",0
158,0,False,False,False,2,0,0,0,8,False,False,1,25,"Pshkho ... Leichtespiel für Brüllvolx!",0
159,0,False,False,False,2,0,0,0,6,False,False,1,25,"Pssshhh! Verstärkung kommt!",0
160,0,False,False,False,2,0,0,0,6,False,False,1,25,"Hazzu Herzfallen in Hose? Kommt gleich noch mehr.",0
161,0,False,False,False,2,0,0,0,6,False,False,1,25,"Psssh! Neue Legende entstehen!",0
162,0,False,False,False,2,0,0,0,10,False,False,1,25,"Brüllvolx ist Bestekämpfer!",0
163,0,False,False,False,2,0,0,0,10,False,False,1,25,"Brüllvolx ist Starkegoblin!",0
164,0,False,False,False,2,0,0,0,30,False,False,1,25,"Nettworte freuen Brüllvolx, aber nichts Besonderes getan.",0
165,0,False,False,False,3,0,0,0,5,False,False,1,25,"Die Schakale sind los!<hex:02100103>Rette sich, wer kann!",0
166,0,False,False,False,3,0,0,0,5,False,False,1,25,"Bleibt mir vom Leib!",0
167,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich bin total zäh, ehrlich!",0
168,0,False,False,False,3,0,0,0,5,False,False,1,25,"Hilfe!",0
169,0,False,False,False,3,0,0,0,5,False,False,1,25,"Puh, das war knapp ...",0
170,0,False,False,False,2,0,0,0,3,False,False,1,25,"Hm? Was geht hier vor?",0
171,0,False,False,False,2,0,0,0,3,False,False,1,25,"P-Pugil!<hex:02100103>Ein ganzer Schwarm!",0
172,0,False,False,False,3,0,0,0,5,False,False,1,25,"Da ruft jemand um Hilfe!",0
173,0,False,False,False,3,0,0,0,5,False,False,1,25,"In Ordnung!<hex:02100103>Wir ziehen uns zurück!",0
174,0,False,False,False,2,0,0,0,5,False,False,1,25,"Für den Mahlstrom!",0
175,0,False,False,False,3,0,0,0,5,False,False,1,25,"Damit solltet ihr auch alleine fertig werden!",0
176,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ist das zu fassen?!",0
177,0,False,False,False,2,0,0,0,5,False,False,1,25,"Wir können jede Hilfe gebrauchen!",0
178,0,False,False,False,2,0,0,0,5,False,False,1,25,"Lasst euch nicht übermannen, ihr Waschlappen!",0
179,0,False,False,False,2,0,0,0,5,False,False,1,25,"Du bist eine Schande für den Mahlstrom! Streng dich gefälligst an!",0
180,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich spüre ... nacktes Grauen!",0
181,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich zeig dir, was 'ne Harke ist.",0
182,0,False,False,False,3,0,0,0,5,False,False,1,25,"Mit dieser Schande werden wir leben müssen ...",0
183,0,False,False,False,3,0,0,0,5,False,False,1,25,"Zeit für die nächtliche Patrouille!",0
184,0,False,False,False,3,0,0,0,5,False,False,1,25,"Was ... ist das? Klingt wie tausend schlagende Flügel?",0
185,0,False,False,False,3,0,0,0,5,False,False,1,25,"H-Höhlenfledermäuse? Wo kommen die her?",0
186,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich bin fix und alle. Jetzt erst mal 'n heißes Bad!",0
187,0,False,False,False,3,0,0,0,5,False,False,1,25,"Verdammt, sie fliegen zu den Höfen!",0
188,0,False,False,False,3,0,0,0,5,False,False,1,25,"Meine Dodos!",0
189,0,False,False,False,2,0,0,0,5,False,False,1,25,"Stutzt ihnen die Flügel!<hex:02100103>Koste es, was es wolle!",0
190,0,False,False,False,3,0,0,0,3,False,False,1,25,"Mist, ich komme zu spät!",0
191,0,False,False,False,3,0,0,0,3,False,False,1,25,"Wo bleibt er denn nur ...?",0
192,0,False,False,False,3,0,0,0,3,False,False,1,25,"<prust> ... <schnauf> ... ",0
193,0,False,False,False,3,0,0,0,3,False,False,1,25,"Heute werde ich um ihre Hand anhalten! Ganz bestimmt!",0
194,0,False,False,False,3,0,0,0,3,False,False,1,25,"Entschuldige die Verspätung!",0
195,0,False,False,False,3,0,0,0,1,False,False,1,25,"Was fällt dir ein, mich so warten zu lassen?",0
196,0,False,False,False,3,0,0,0,2,False,False,1,25,"Und überhaupt: Worüber willst du denn hier mit mir reden?",0
197,0,False,False,False,3,0,0,0,2,False,False,1,25,"Ich ... Also ...",0
198,0,False,False,False,3,0,0,0,1,False,False,1,25,"Ja?",0
199,0,False,False,False,3,0,0,0,2,False,False,1,25,"W-W-Willst du mich hei...!",0
200,0,False,False,False,3,0,0,0,1,False,False,1,25,"Was ist das auf einmal so windig?",0
201,0,False,False,False,3,0,0,0,3,False,False,1,25,"U-Und was will dieses Monster hier?",0
202,0,False,False,False,3,0,0,0,3,False,False,1,25,"M-Monster?!",0
203,0,False,False,False,2,0,0,0,5,False,False,1,25,"Steh hier nicht mit offenem Mund rum!",0
204,0,False,False,False,2,0,0,0,5,False,False,1,25,"Rette mich vor diesem Ungetüm!",0
205,0,False,False,False,3,0,0,0,2,False,False,1,25,"Mir reicht's! Ich geh nach Hause!",0
206,0,False,False,False,3,0,0,0,2,False,False,1,25,"S-So warte doch!",0
207,0,False,False,False,3,0,0,0,2,False,False,1,25,"Du bist eine elende Memme!",0
208,0,False,False,False,3,0,0,0,2,False,False,1,25,"A-Aber ich wollte dir<hex:02100103>doch ...!",0
209,0,False,False,False,3,0,0,0,3,False,False,1,25,"Erspare mir deine Ausflüchte!",0
210,0,False,False,False,3,0,0,0,3,False,False,1,25,"Das ... Das ist einfach nicht fair!",0
211,0,False,False,False,3,0,0,0,3,False,False,1,25,"Hm? Irgendwas stimmt hier nicht?",0
212,0,False,False,False,3,0,0,0,3,False,False,1,25,"Harhar! Frische Beute, Jungs!",0
213,0,False,False,False,3,0,0,0,3,False,False,1,25,"Jetzt unternimm doch was!",0
214,0,False,False,False,3,0,0,0,3,False,False,1,25,"Das sagst du so!",0
215,0,False,False,False,3,0,0,0,3,False,False,1,25,"Rückt eure Gil raus!",0
216,0,False,False,False,3,0,0,0,5,False,False,1,25,"Der wütet ja immer noch rum ...",0
217,0,False,False,False,2,0,0,0,5,False,False,1,25,"Du da, gib endlich Ruhe!",0
218,0,False,False,False,2,0,0,0,5,False,False,1,25,"Du sollst Ruhe geben, hab ich gesagt!",0
219,0,False,False,False,2,0,0,0,5,False,False,1,25,"Sag mal, hast du Bohnen in den Ohren?!",0
220,0,False,False,False,2,0,0,0,5,False,False,1,25,"Lasst mich in Ruhe! Ausm Weg da!",0
221,0,False,False,False,2,0,0,0,5,False,False,1,25,"Habt ihr etwa Beweise?",0
222,0,False,False,False,2,0,0,0,5,False,False,1,25,"Ich hab die Überfahrt anstandsgemäß bezahlt!",0
223,0,False,False,False,3,0,0,0,5,False,False,1,25,"Das werden wir sehen. Du kommst mit uns, Freundchen!",0
224,0,False,False,False,3,0,0,0,5,False,False,1,25,"Ich könnte hier etwas Hilfe gebrauchen, Sir!",0
225,0,False,False,False,3,0,0,0,5,False,False,1,25,"Willst 'ne Abreibung? Kannste haben!",0
226,0,False,False,False,3,0,0,0,5,False,False,1,25,"Na endlich ...",0
227,0,False,False,False,3,0,0,0,5,False,False,1,25,"Elende Schweinerei!",0
228,0,False,False,False,3,0,0,0,5,False,False,1,25,"So, jetzt unterhalten wir uns mal ganz in Ruhe.",0
229,0,False,False,False,3,0,0,0,5,False,False,1,25,"Könnte dir so passen, du dreckiges Schwein!",0
230,0,False,False,False,3,0,0,0,5,False,False,1,25,"Das werden wir ja sehen!",0
231,0,False,False,False,3,0,0,0,5,False,False,1,25,"Elende Gelbjacken! Ich mach euch alle kalt!",0
232,0,False,False,False,3,0,0,0,5,False,False,1,25,"Verdammt ...",0
233,0,False,False,False,3,0,0,0,5,False,False,1,25,"Wenn ihr mich fangen wollt, müsst ihr schon 'n bisschen mehr Müsli zum Frühstück essen.",0
234,0,False,False,False,3,0,0,0,5,False,False,1,25,"Weg ist er ...",0
235,0,False,False,False,3,0,0,0,5,False,False,1,25,"Man sieht sich, Pfeifen!",0
236,0,False,False,False,2,0,0,0,3,False,False,1,25,"Gib's zu, du hast mir meinen Grog weggesoffen!",0
237,0,False,False,False,2,0,0,0,3,False,False,1,25,"Kannst das gern mit meinen Fäusten ausdiskutieren!",0
238,0,False,False,False,2,0,0,0,3,False,False,1,25,"Das wirst du bereuen, du ...!",0
239,0,False,False,False,2,0,0,0,3,False,False,1,25,"Komm doch, wenn du dich traust!",0
240,0,False,False,False,2,0,0,0,5,False,False,1,25,"Selber Seegurke, du ...!",0
241,0,False,False,False,3,0,0,0,3,False,False,1,25,"Eine Peiste-Herde! Wir müssen sie aufhalten!",0
242,0,False,False,False,3,0,0,0,3,False,False,1,25,"Orobon? Wo kommen die her?",0
243,0,False,False,False,3,0,0,0,3,False,False,1,25,"Kobalosse voraus, streckt sie nieder!",0
244,0,False,False,False,3,0,0,0,3,False,False,1,25,"Lasst diese Ungetüme nicht durch!",0
245,0,False,False,False,3,0,0,0,3,False,False,1,25,"An alle, sichert die Route!",0
246,0,False,False,False,3,0,0,0,3,False,False,1,25,"Schon wieder Steinböcke?! Verjagt sie!",0
247,0,False,False,False,3,0,0,0,3,False,False,1,25,"Ein Stoßtrupp der Amalj'aa! Auf sie mit Gebrüll!",0
248,0,False,False,False,3,0,0,0,3,False,False,1,25,"Amalj'aa! Macht euch kampfbereit!",0
249,0,False,False,False,3,0,0,0,3,False,False,1,25,"Elende Imps! Was führt ihr diesmal im Schilde!",0
250,0,False,False,False,3,0,0,0,3,False,False,1,25,"Die haben irgendwas vor! Schaltet sie aus!",0
251,0,False,False,False,3,0,0,0,3,False,False,1,25,"Wo kommen die her? Aus dem Finsterwald?",0
252,0,False,False,False,3,0,0,0,3,False,False,1,25,"Verdammt, da hat mal wieder jemand geschlafen!",0
253,0,False,False,False,3,0,0,0,3,False,False,1,25,"Hier sollen sie<hex:02100103>auftauchen ...<hex:02100103>Immer nachts!",0
254,0,False,False,False,3,0,0,0,3,False,False,1,25,"D-Dann geh ich jetzt lieber nach Hause.",0
255,0,False,False,False,3,0,0,0,3,False,False,1,25,"Hast du etwa Angst?",0
256,0,False,False,False,3,0,0,0,3,False,False,1,25,"Q-Q-Quatsch!",0
257,0,False,False,False,3,0,0,0,3,False,False,1,25,"Dir schlottern ja die Zähne!",0
258,0,False,False,False,3,0,0,0,3,False,False,1,25,"Als würde es Gespenster geben!",0
259,0,False,False,False,3,0,0,0,3,False,False,1,25,"Hiiieeeh! H-Hast du das gesehen?!",0
260,0,False,False,False,3,0,0,0,3,False,False,1,25,"Jetzt hör doch auf!",0
261,0,False,False,False,3,0,0,0,3,False,False,1,25,"D-Da leuchtet aber was!",0
262,0,False,False,False,3,0,0,0,3,False,False,1,25,"Bestimmt Bootslampen oder so!",0
263,0,False,False,False,3,0,0,0,3,False,False,1,25,"Beim Klabautermann!",0
264,0,False,False,False,3,0,0,0,5,False,False,1,25,"Hiiiiiieeeh!",0
265,0,False,False,False,3,0,0,0,5,False,False,1,25,"H-He! Lass mich hier nicht alleine!",0
266,0,False,False,False,2,0,0,0,5,False,False,1,25,"Uiuiui ...",0
267,0,False,False,False,2,0,0,0,5,False,False,1,25,"Bitte nicht hierher<hex:02100103>kommen ...",0
268,0,False,False,False,3,0,0,0,5,False,False,1,25,"Sind ... sind sie weg?",0
269,0,False,False,False,3,0,0,0,5,False,False,1,25,"H-Hier kriegen mich keine zehn Chocobos mehr hin!",0
270,0,False,False,False,3,0,0,0,3,False,False,1,25,"Ein Rattenangriff!",0
271,0,False,False,False,3,0,0,0,3,False,False,1,25,"Freiwillige für die Übung! Antreten!",0
272,0,False,False,False,3,0,0,0,3,False,False,1,25,"Ach, könnte doch nur jemand die Galagos vertreiben ...",0
273,0,False,False,False,3,0,0,0,3,False,False,1,25,"Schon wieder diese verdammten Yarzons ...",0
