key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
29,"EX：二段ベッドの製作",24,9,0,3,False,False,100,5,1200,29,840,1000,171,0,0,2,0,0,78,0,30,0,1100
30,"EX：作業補助設備の製作",25,9,0,3,False,False,100,5,1200,30,2800,3000,172,0,0,1,13,0,79,0,31,0,1100
31,"EX+：高品質製作道具の補充",26,9,0,0,False,False,100,6,420,31,560,880,173,0,0,0,14,0,80,0,32,0,1000
32,"EX+：高所用昇降台の製作",27,9,0,0,False,False,100,6,330,32,560,880,174,0,0,0,13,0,81,0,33,0,1000
33,"動力伝達用シャフトの製作",28,9,0,3,False,False,100,4,1200,33,2300,3000,175,0,0,0,0,0,82,0,34,0,1200
34,"EX：続・動力伝達用シャフトの製作",28,9,0,3,False,False,100,5,1200,34,2500,3000,176,0,0,0,0,33,83,0,35,0,1100
35,"性質特化素材の調達",29,9,0,0,False,False,100,4,1200,35,1000,1600,177,0,0,0,0,0,84,0,36,0,1200
36,"EX：続・性質特化素材の調達",29,9,0,0,False,False,100,5,1200,36,1000,1600,178,0,0,0,0,35,85,0,37,0,1100
37,"EX+：研究用大型水槽の製作",29,9,0,0,False,False,100,6,300,37,1000,1600,179,0,0,0,0,36,86,0,38,0,1000
38,"EX：休憩施設用素材の製作",30,9,0,3,False,False,100,5,1200,38,850,1000,180,0,0,0,0,0,87,0,39,0,1100
39,"EX+：休憩施設用調度品の製作",30,9,0,3,False,False,100,6,240,39,900,1000,181,0,0,2,0,38,88,0,40,0,1000
40,"貨物梱包素材の製作",31,9,0,3,False,False,100,4,1200,40,2300,3000,182,0,0,0,1,0,89,0,41,0,1200
41,"EX：続・貨物梱包素材の製作",31,9,0,3,False,False,100,5,1200,41,2500,3000,183,0,0,1,0,40,90,0,42,0,1100
42,"EX+：ローバー用貨物梱包材の製作",31,9,0,3,False,False,100,6,270,42,2700,3000,184,0,0,2,0,41,91,0,43,0,1000
43,"EX+：バイオ燃料の製作",32,9,0,3,False,False,100,6,600,43,980,1080,185,0,0,1,7,0,92,0,44,0,1000
44,"EX+：続・バイオ燃料の製作",32,9,0,3,False,False,100,6,600,44,980,1080,186,0,0,1,0,43,93,0,45,0,1000
45,"EX+：バイオ燃料の製作・最終工程",32,9,0,0,False,False,100,6,420,45,1000,1080,187,0,0,1,0,44,94,0,46,0,1000
46," 汎用装甲板の製作",1,10,0,0,False,False,100,1,0,46,1200,2400,188,0,0,0,0,0,95,1,47,0,0
47," 宇宙船用の予備部品製作",14,10,0,0,False,False,100,1,0,47,1200,2400,189,0,0,0,0,0,96,1,48,0,0
48," 合金製作の検証",2,10,0,0,False,False,100,1,0,48,1200,2400,190,0,0,0,0,0,97,1,49,0,0
49," 初級カスタマイズ部品の製作",15,10,0,0,False,False,100,1,0,49,1200,2400,191,0,0,0,0,0,98,1,50,0,0
50," 汎用金属部品の製作",3,10,0,0,False,False,100,1,0,50,1200,2400,192,0,0,0,0,0,99,1,51,0,0
51," 必需品の大量生産",3,10,0,0,False,False,100,1,0,51,1200,2400,193,0,0,0,0,0,100,1,52,0,0
52," 規格厚型装甲板の製作",1,10,0,0,False,False,100,2,0,52,1200,2400,194,0,0,0,0,0,101,1,53,0,0
53," 宇宙船用の動力伝導軸",14,10,0,0,False,False,100,2,0,53,1200,2400,195,0,0,0,0,0,102,1,54,0,0
54," 作業員用砕岩道具の調達",4,10,0,3,False,False,100,2,0,54,1300,3000,196,0,0,0,0,0,103,1,55,0,0
55," 規格合金リベットの製作",3,10,0,3,False,False,100,2,0,55,700,1500,197,0,0,0,0,0,104,1,56,0,0
56," 作業員用木工道具の調達",4,10,0,3,False,False,100,2,0,56,1100,2500,198,0,0,0,0,0,105,1,57,0,0
57," 中級カスタマイズ部品の製作",15,10,0,3,False,False,100,2,0,57,1200,2250,199,0,0,0,0,0,106,1,58,0,0
58," 断熱設備の製作",9,10,0,3,False,False,100,2,0,58,700,1500,200,0,0,0,0,0,107,1,59,0,0
59," ローバー用の伝導軸製作",3,10,0,0,False,False,100,3,0,59,1600,2400,201,0,0,0,0,0,108,1,60,0,0
60," 規格薄型装甲板の製作",1,10,0,0,False,False,100,3,0,60,1600,2400,202,0,0,0,0,0,109,1,61,0,0
61," 作業員用冶金道具の調達",4,10,0,3,False,False,100,3,0,61,1700,2000,203,0,0,0,0,0,110,1,62,0,0
62," 入浴用調度品の製作",6,10,0,3,False,False,100,3,0,62,2700,3000,204,0,0,0,0,0,111,1,63,0,0
63," 青燐式移動ストーブの製作",9,10,0,0,False,False,100,3,0,63,1600,2400,205,0,0,0,0,0,112,1,64,0,0
64," 居住区用照明の製作",12,10,0,3,False,False,100,3,0,64,2700,3000,206,0,0,0,0,0,113,1,65,0,0
65," 月面産素材の道具加工依頼",4,10,0,0,False,False,100,3,0,65,1000,1300,207,0,0,0,0,0,114,1,66,0,0
66," 月面産素材の部品加工依頼",7,10,0,0,False,False,100,3,0,66,1000,1300,208,0,0,0,0,0,115,1,67,0,0
67,"重要施設用装甲板の製作",1,10,0,0,False,False,100,4,1200,67,1800,2400,209,0,0,0,0,0,116,0,68,0,2200
68,"希少素材の加工",2,10,0,3,False,False,100,4,1200,68,2300,3000,210,0,0,0,0,0,117,0,69,0,2200
69,"設備工事の必需品補充",3,10,0,3,False,False,100,4,0,69,700,1000,211,0,0,0,0,0,118,0,70,0,2200
70,"作業員用板金道具の調達依頼",4,10,0,3,False,False,100,4,1200,70,700,1000,212,0,0,0,0,0,119,0,71,0,2200
71,"隕鉄素材の加工検証",5,10,0,3,False,False,100,4,1200,71,2600,3000,213,0,0,0,0,0,120,0,72,0,2200
72,"EX：東方調度品の再現依頼",6,10,0,3,False,False,100,5,1200,72,2500,3000,214,0,0,0,0,0,121,0,73,0,2100
73,"EX：精密な素材加工",7,10,0,3,False,False,100,5,1200,73,840,1000,215,0,0,0,0,0,122,0,74,0,2100
74,"EX：ムーンゲート基地の備品補充",8,10,0,3,False,False,100,5,1200,74,840,1000,216,0,0,2,0,0,123,0,75,0,2100
75,"EX：作業補助設備の製作",9,10,0,3,False,False,100,5,1200,75,2800,3000,217,0,0,1,14,0,124,0,76,0,2100
76,"EX+：素材の高耐久化加工",10,10,0,0,False,False,100,6,420,76,560,880,218,0,0,0,13,0,125,0,77,0,2000
77,"EX+：素材の対衝撃化加工",11,10,0,0,False,False,100,6,330,77,560,880,219,0,0,0,14,0,126,0,78,0,2000
78,"基地内の家具備品製作",12,10,0,3,False,False,100,4,1200,78,2300,3000,220,0,0,0,0,0,127,0,79,0,2200
79,"EX：続・基地内の家具備品製作",12,10,0,3,False,False,100,5,1200,79,2500,3000,221,0,0,0,0,78,128,0,80,0,2100
80,"性質特化素材の調達",13,10,0,0,False,False,100,4,1200,80,1000,1600,222,0,0,0,0,0,129,0,81,0,2200
81,"EX：続・性質特化素材の調達",13,10,0,0,False,False,100,5,1200,81,1000,1600,223,0,0,0,0,80,130,0,82,0,2100
82,"EX+：研究用大型水槽の製作",13,10,0,0,False,False,100,6,300,82,1000,1600,224,0,0,0,0,81,131,0,83,0,2000
83,"EX：宇宙船建造用の素材製作",14,10,0,3,False,False,100,5,1200,83,850,1000,225,0,0,0,0,0,132,0,84,0,2100
84,"EX+：宇宙船建造用の素材加工",14,10,0,3,False,False,100,6,240,84,900,1000,226,0,0,2,0,83,133,0,85,0,2000
85,"高機能ドローンの素材製作",15,10,0,3,False,False,100,4,1200,85,2300,3000,227,0,0,0,3,0,134,0,86,0,2200
86,"EX：続・高機能ドローンの素材製作",15,10,0,3,False,False,100,5,1200,86,2500,3000,228,0,0,1,0,85,135,0,87,0,2100
87,"EX+：高機能ドローンの製作",15,10,0,3,False,False,100,6,270,87,2700,3000,229,0,0,2,0,86,136,0,88,0,2000
88,"EX+：特種装備素材の製作",16,10,0,3,False,False,100,6,600,88,980,1080,230,0,0,1,9,0,137,0,89,0,2000
89,"EX+：続・特種装備素材の製作",16,10,0,3,False,False,100,6,600,89,980,1080,231,0,0,1,0,88,138,0,90,0,2000
90,"EX+：特種装備の製作・最終工程",16,10,0,0,False,False,100,6,420,90,1000,1080,232,0,0,1,0,89,139,0,91,0,2000
91," 汎用装甲板の製作",1,11,0,0,False,False,100,1,0,91,1200,2400,233,0,0,0,0,0,140,1,92,0,0
92," 宇宙船用の予備部品製作",14,11,0,0,False,False,100,1,0,92,1200,2400,234,0,0,0,0,0,141,1,93,0,0
93," 合金製作の検証",2,11,0,0,False,False,100,1,0,93,1200,2400,235,0,0,0,0,0,142,1,94,0,0
94," 初級カスタマイズ部品の製作",15,11,0,0,False,False,100,1,0,94,1200,2400,236,0,0,0,0,0,143,1,95,0,0
95," 汎用金属部品の製作",3,11,0,0,False,False,100,1,0,95,1200,2400,237,0,0,0,0,0,144,1,96,0,0
96," 必需品の大量生産",3,11,0,0,False,False,100,1,0,96,1200,2400,238,0,0,0,0,0,145,1,97,0,0
97," 規格厚型装甲板の製作",1,11,0,0,False,False,100,2,0,97,1200,2400,239,0,0,0,0,0,146,1,98,0,0
98," 宇宙船用の動力伝導軸",14,11,0,0,False,False,100,2,0,98,1200,2400,240,0,0,0,0,0,147,1,99,0,0
99," 作業員用調理道具の調達",4,11,0,3,False,False,100,2,0,99,1300,3000,241,0,0,0,0,0,148,1,100,0,0
100," 規格チェーンプレートの製作",3,11,0,3,False,False,100,2,0,100,700,1500,242,0,0,0,0,0,149,1,101,0,0
101," 防塵装備の調達",4,11,0,3,False,False,100,2,0,101,1100,2500,243,0,0,0,0,0,150,1,102,0,0
102," 中級カスタマイズ部品の製作",15,11,0,3,False,False,100,2,0,102,1200,2250,244,0,0,0,0,0,151,1,103,0,0
103," 断熱設備の製作",9,11,0,3,False,False,100,2,0,103,700,1500,245,0,0,0,0,0,152,1,104,0,0
104," ローバー用の部品製作",3,11,0,0,False,False,100,3,0,104,1600,2400,246,0,0,0,0,0,153,1,105,0,0
105," 規格薄型装甲板の製作",1,11,0,0,False,False,100,3,0,105,1600,2400,247,0,0,0,0,0,154,1,106,0,0
106," 続・作業員用調理道具の調達",4,11,0,3,False,False,100,3,0,106,1700,2000,248,0,0,0,0,0,155,1,107,0,0
107," 喫茶用調度品の製作",6,11,0,3,False,False,100,3,0,107,2700,3000,249,0,0,0,0,0,156,1,108,0,0
108," 屋外用焚火炉の製作",9,11,0,0,False,False,100,3,0,108,1600,2400,250,0,0,0,0,0,157,1,109,0,0
109," 居住区用収納設備の製作",12,11,0,3,False,False,100,3,0,109,2700,3000,251,0,0,0,0,0,158,1,110,0,0
110," 月面産素材の道具加工依頼",4,11,0,0,False,False,100,3,0,110,1000,1300,252,0,0,0,0,0,159,1,111,0,0
111," 月面産素材の部品加工依頼",7,11,0,0,False,False,100,3,0,111,1000,1300,253,0,0,0,0,0,160,1,112,0,0
112,"重要施設用装甲板の製作",1,11,0,0,False,False,100,4,1200,112,1800,2400,254,0,0,0,0,0,161,0,113,0,3200
113,"希少素材の加工",2,11,0,3,False,False,100,4,1200,113,2300,3000,255,0,0,0,0,0,162,0,114,0,3200
114,"設備工事の必需品補充",3,11,0,3,False,False,100,4,0,114,700,1000,256,0,0,0,0,0,163,0,115,0,3200
115,"高伝導調理道具の調達依頼",4,11,0,3,False,False,100,4,1200,115,700,1000,257,0,0,0,0,0,164,0,116,0,3200
116,"隕鉄素材の加工検証",5,11,0,3,False,False,100,4,1200,116,2600,3000,258,0,0,0,0,0,165,0,117,0,3200
117,"EX：香炉の再現依頼",6,11,0,3,False,False,100,5,1200,117,2500,3000,259,0,0,0,0,0,166,0,118,0,3100
118,"EX：精密な素材加工",7,11,0,3,False,False,100,5,1200,118,840,1000,260,0,0,0,0,0,167,0,119,0,3100
119,"EX：ムーンゲート基地の備品補充",8,11,0,3,False,False,100,5,1200,119,840,1000,261,0,0,2,0,0,168,0,120,0,3100
120,"EX：作業場の照度確保",9,11,0,3,False,False,100,5,1200,120,2800,3000,262,0,0,1,13,0,169,0,121,0,3100
121,"EX+：素材の高耐久化加工",10,11,0,0,False,False,100,6,420,121,560,880,263,0,0,0,13,0,170,0,122,0,3000
122,"EX+：素材の対衝撃化加工",11,11,0,0,False,False,100,6,330,122,560,880,264,0,0,0,14,0,171,0,123,0,3000
123,"基地内の家具備品製作",12,11,0,3,False,False,100,4,1200,123,2300,3000,265,0,0,0,0,0,172,0,124,0,3200
124,"EX：続・基地内の家具備品製作",12,11,0,3,False,False,100,5,1200,124,2500,3000,266,0,0,0,0,123,173,0,125,0,3100
125,"性質特化素材の調達",13,11,0,0,False,False,100,4,1200,125,1000,1600,267,0,0,0,0,0,174,0,126,0,3200
126,"EX：続・性質特化素材の調達",13,11,0,0,False,False,100,5,1200,126,1000,1600,268,0,0,0,0,125,175,0,127,0,3100
127,"EX+：重要サンプル保管庫の製作",13,11,0,0,False,False,100,6,300,127,1000,1600,269,0,0,0,0,126,176,0,128,0,3000
128,"EX：宇宙船建造用の素材製作",14,11,0,3,False,False,100,5,1200,128,850,1000,270,0,0,0,0,0,177,0,129,0,3100
129,"EX+：宇宙船建造用の素材加工",14,11,0,3,False,False,100,6,240,129,900,1000,271,0,0,2,0,128,178,0,130,0,3000
130,"高機能ドローンの素材製作",15,11,0,3,False,False,100,4,1200,130,2300,3000,272,0,0,0,5,0,179,0,131,0,3200
131,"EX：続・高機能ドローンの素材製作",15,11,0,3,False,False,100,5,1200,131,2500,3000,273,0,0,1,0,130,180,0,132,0,3100
132,"EX+：高機能ドローンの製作",15,11,0,3,False,False,100,6,270,132,2700,3000,274,0,0,2,0,131,181,0,133,0,3000
133,"EX+：特種装備素材の製作",16,11,0,3,False,False,100,6,600,133,980,1080,275,0,0,1,11,0,182,0,134,0,3000
134,"EX+：続・特種装備素材の製作",16,11,0,3,False,False,100,6,600,134,980,1080,276,0,0,1,0,133,183,0,135,0,3000
135,"EX+：特種装備の製作・最終工程",16,11,0,0,False,False,100,6,420,135,1000,1080,277,0,0,1,0,134,184,0,136,0,3000
136," 汎用装甲板の製作",1,12,0,0,False,False,100,1,0,136,1200,2400,278,0,0,0,0,0,185,1,137,0,0
137," 宇宙船用の予備部品製作",14,12,0,0,False,False,100,1,0,137,1200,2400,279,0,0,0,0,0,186,1,138,0,0
138," 合金製作の検証",2,12,0,0,False,False,100,1,0,138,1200,2400,280,0,0,0,0,0,187,1,139,0,0
139," 初級カスタマイズ部品の製作",15,12,0,0,False,False,100,1,0,139,1200,2400,281,0,0,0,0,0,188,1,140,0,0
140," 汎用金属部品の製作",3,12,0,0,False,False,100,1,0,140,1200,2400,282,0,0,0,0,0,189,1,141,0,0
141," 必需品の大量生産",3,12,0,0,False,False,100,1,0,141,1200,2400,283,0,0,0,0,0,190,1,142,0,0
142," 規格厚型装甲板の製作",1,12,0,0,False,False,100,2,0,142,1200,2400,284,0,0,0,0,0,191,1,143,0,0
143," 宇宙船用の動力伝導軸",14,12,0,0,False,False,100,2,0,143,1200,2400,285,0,0,0,0,0,192,1,144,0,0
144," 作業員用研磨道具の調達",4,12,0,3,False,False,100,2,0,144,1300,3000,286,0,0,0,0,0,193,1,145,0,0
145," 規格チェーンの製作",3,12,0,3,False,False,100,2,0,145,700,1500,287,0,0,0,0,0,194,1,146,0,0
146," 眼球保護装備の調達",4,12,0,3,False,False,100,2,0,146,1100,2500,288,0,0,0,0,0,195,1,147,0,0
147," 中級カスタマイズ部品の製作",15,12,0,3,False,False,100,2,0,147,1200,2250,289,0,0,0,0,0,196,1,148,0,0
148," 排熱設備の製作",9,12,0,3,False,False,100,2,0,148,700,1500,290,0,0,0,0,0,197,1,149,0,0
149," ローバー用の部品製作",3,12,0,0,False,False,100,3,0,149,1600,2400,291,0,0,0,0,0,198,1,150,0,0
150," 規格薄型装甲板の製作",1,12,0,0,False,False,100,3,0,150,1600,2400,292,0,0,0,0,0,199,1,151,0,0
151," 作業員用裁縫道具の調達",4,12,0,3,False,False,100,3,0,151,1700,2000,293,0,0,0,0,0,200,1,152,0,0
152," 観測用調度品の製作",6,12,0,3,False,False,100,3,0,152,2700,3000,294,0,0,0,0,0,201,1,153,0,0
153," 屋内用暖炉の製作",9,12,0,0,False,False,100,3,0,153,1600,2400,295,0,0,0,0,0,202,1,154,0,0
154," 居住区用化粧鏡の製作",12,12,0,3,False,False,100,3,0,154,2700,3000,296,0,0,0,0,0,203,1,155,0,0
155," 月面産素材の道具加工依頼",4,12,0,0,False,False,100,3,0,155,1000,1300,297,0,0,0,0,0,204,1,156,0,0
156," 月面産素材の部品加工依頼",7,12,0,0,False,False,100,3,0,156,1000,1300,298,0,0,0,0,0,205,1,157,0,0
157,"重要施設用装甲板の製作",1,12,0,0,False,False,100,4,1200,157,1800,2400,299,0,0,0,0,0,206,0,158,0,4200
158,"希少素材の加工",2,12,0,3,False,False,100,4,1200,158,2300,3000,300,0,0,0,0,0,207,0,159,0,4200
159,"設備工事の必需品補充",3,12,0,3,False,False,100,4,0,159,700,1000,301,0,0,0,0,0,208,0,160,0,4200
160,"精密ナイフの調達依頼",4,12,0,3,False,False,100,4,1200,160,700,1000,302,0,0,0,0,0,209,0,161,0,4200
161,"隕鉄素材の加工検証",5,12,0,3,False,False,100,4,1200,161,2600,3000,303,0,0,0,0,0,210,0,162,0,4200
162,"EX：入浴用調度品の再現依頼",6,12,0,3,False,False,100,5,1200,162,2500,3000,304,0,0,0,0,0,211,0,163,0,4100
163,"EX：精密な素材加工",7,12,0,3,False,False,100,5,1200,163,840,1000,305,0,0,0,0,0,212,0,164,0,4100
164,"EX：ムーンゲート基地の備品補充",8,12,0,3,False,False,100,5,1200,164,840,1000,306,0,0,2,0,0,213,0,165,0,4100
165,"EX：作業補助用パワーアームの製作",9,12,0,3,False,False,100,5,1200,165,2800,3000,307,0,0,1,14,0,214,0,166,0,4100
166,"EX+：素材の高耐久化加工",10,12,0,0,False,False,100,6,420,166,560,880,308,0,0,0,13,0,215,0,167,0,4000
167,"EX+：素材の対衝撃化加工",11,12,0,0,False,False,100,6,330,167,560,880,309,0,0,0,14,0,216,0,168,0,4000
168,"基地内の家具備品製作",12,12,0,3,False,False,100,4,1200,168,2300,3000,310,0,0,0,0,0,217,0,169,0,4200
169,"EX：続・基地内の家具備品製作",12,12,0,3,False,False,100,5,1200,169,2500,3000,311,0,0,0,0,168,218,0,170,0,4100
170,"性質特化素材の調達",13,12,0,0,False,False,100,4,1200,170,1000,1600,312,0,0,0,0,0,219,0,171,0,4200
171,"EX：続・性質特化素材の調達",13,12,0,0,False,False,100,5,1200,171,1000,1600,313,0,0,0,0,170,220,0,172,0,4100
172,"EX+：自動販売機の製作",13,12,0,0,False,False,100,6,300,172,1000,1600,314,0,0,0,0,171,221,0,173,0,4000
173,"EX：宇宙船建造用の素材製作",14,12,0,3,False,False,100,5,1200,173,850,1000,315,0,0,0,0,0,222,0,174,0,4100
174,"EX+：宇宙船建造用の素材加工",14,12,0,3,False,False,100,6,240,174,900,1000,316,0,0,2,0,173,223,0,175,0,4000
175,"高機能ドローンの素材製作",15,12,0,3,False,False,100,4,1200,175,2300,3000,317,0,0,0,7,0,224,0,176,0,4200
176,"EX：続・高機能ドローンの素材製作",15,12,0,3,False,False,100,5,1200,176,2500,3000,318,0,0,1,0,175,225,0,177,0,4100
177,"EX+：高機能ドローンの製作",15,12,0,3,False,False,100,6,270,177,2700,3000,319,0,0,2,0,176,226,0,178,0,4000
178,"EX+：特種装備素材の製作",16,12,0,3,False,False,100,6,600,178,980,1080,320,0,0,1,1,0,227,0,179,0,4000
179,"EX+：続・特種装備素材の製作",16,12,0,3,False,False,100,6,600,179,980,1080,321,0,0,1,0,178,228,0,180,0,4000
180,"EX+：特種装備の製作・最終工程",16,12,0,0,False,False,100,6,420,180,1000,1080,322,0,0,1,0,179,229,0,181,0,4000
181," 汎用革紐の製作",17,13,0,0,False,False,100,1,0,181,1200,2400,323,0,0,0,0,0,230,1,182,0,0
182," 救急用革布の製作",20,13,0,0,False,False,100,1,0,182,1200,2400,324,0,0,0,0,0,231,1,183,0,0
183," 採集用手防具の製作",22,13,0,0,False,False,100,1,0,183,1200,2400,325,0,0,0,0,0,232,1,184,0,0
184," 研究用必須素材の調達",29,13,0,0,False,False,100,1,0,184,1200,2400,326,0,0,0,0,0,233,1,185,0,0
185," 作業用ポーチの製作",20,13,0,0,False,False,100,1,0,185,1200,2400,327,0,0,0,0,0,234,1,186,0,0
186," 室内用レザーシューズの製作",19,13,0,0,False,False,100,1,0,186,1200,2400,328,0,0,0,0,0,235,1,187,0,0
187," 耐熱性革紐の製作",17,13,0,0,False,False,100,2,0,187,1200,2400,329,0,0,0,0,0,236,1,188,0,0
188," 作業員用大型鞄の製作",20,13,0,0,False,False,100,2,0,188,1200,2400,330,0,0,0,0,0,237,1,189,0,0
189," 作業員用ベルトの製作",26,13,0,3,False,False,100,2,0,189,1300,3000,331,0,0,0,0,0,238,1,190,0,0
190," 高級紙の製作",18,13,0,3,False,False,100,2,0,190,700,1500,332,0,0,0,0,0,239,1,191,0,0
191," シープ型敷物の製作",19,13,0,3,False,False,100,2,0,191,1100,2500,333,0,0,0,0,0,240,1,192,0,0
192," コスモライナー用の基本素材調達",28,13,0,3,False,False,100,2,0,192,1200,2250,334,0,0,0,0,0,241,1,193,0,0
193," 新素材を用いたジャケット製作",22,13,0,3,False,False,100,2,0,193,700,1500,335,0,0,0,0,0,242,1,194,0,0
194," 救急用革袋の製作",20,13,0,0,False,False,100,3,0,194,1600,2400,336,0,0,0,0,0,243,1,195,0,0
195," 抗菌性革紐の製作",17,13,0,0,False,False,100,3,0,195,1600,2400,337,0,0,0,0,0,244,1,196,0,0
196," 高級敷物の製作",19,13,0,3,False,False,100,3,0,196,1700,2000,338,0,0,0,0,0,245,1,197,0,0
197," 資材運搬用レザーの製作",31,13,0,3,False,False,100,3,0,197,2700,3000,339,0,0,0,0,0,246,1,198,0,0
198," 長期保存用紙の製作",18,13,0,0,False,False,100,3,0,198,1600,2400,340,0,0,0,0,0,247,1,199,0,0
199," 休憩用の高級椅子製作",30,13,0,3,False,False,100,3,0,199,2700,3000,341,0,0,0,0,0,248,1,200,0,0
200," 試験素材を用いたグローブ製作",22,13,0,0,False,False,100,3,0,200,1000,1300,342,0,0,0,0,0,249,1,201,0,0
201," 休憩用の高級長椅子製作",24,13,0,0,False,False,100,3,0,201,1000,1300,343,0,0,0,0,0,250,1,202,0,0
202,"高耐久革紐の製作",17,13,0,0,False,False,100,4,1200,202,1800,2400,344,0,0,0,0,0,251,0,203,0,5200
203,"最高級紙の製作",18,13,0,3,False,False,100,4,1200,203,2300,3000,345,0,0,0,0,0,252,0,204,0,5200
204,"研究用の植物ラグの製作",19,13,0,3,False,False,100,4,0,204,700,1000,346,0,0,0,0,0,253,0,205,0,5200
205,"保温性の革布製作",20,13,0,3,False,False,100,4,1200,205,700,1000,347,0,0,0,0,0,254,0,206,0,5200
206,"月面植物の加工検証",21,13,0,3,False,False,100,4,1200,206,2600,3000,348,0,0,0,0,0,255,0,207,0,5200
207,"EX：試験用素材の最終加工検証",22,13,0,3,False,False,100,5,1200,207,2500,3000,349,0,0,0,0,0,256,0,208,0,5100
208,"EX：作業用小型ポーチの製作",23,13,0,3,False,False,100,5,1200,208,840,1000,350,0,0,0,0,0,257,0,209,0,5100
