key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
11,"アースクリスタル",0,"",0,0,1,0,0,"土の媒質の結晶","アースクリスタル",20012,25,1,11,0,59,58,0,4,20040,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
12,"ライトニングクリスタル",0,"",0,0,1,0,0,"雷の媒質の結晶","ライトニングクリスタル",20011,25,1,11,0,59,58,0,4,20050,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
13,"ウォータークリスタル",0,"",0,0,1,0,0,"水の媒質の結晶","ウォータークリスタル",20008,25,1,11,0,59,58,0,4,20060,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
14,"ファイアクラスター",0,"",0,0,1,0,0,"炎の媒質の樹状結晶","ファイアクラスター",20013,50,1,11,0,59,58,0,4,30010,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
15,"アイスクラスター",0,"",0,0,1,0,0,"氷の媒質の樹状結晶","アイスクラスター",20015,50,1,11,0,59,58,0,4,30020,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
16,"ウィンドクラスター",0,"",0,0,1,0,0,"風の媒質の樹状結晶","ウィンドクラスター",20016,50,1,11,0,59,58,0,4,30030,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
17,"アースクラスター",0,"",0,0,1,0,0,"土の媒質の樹状結晶","アースクラスター",20018,50,1,11,0,59,58,0,4,30040,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
18,"ライトニングクラスター",0,"",0,0,1,0,0,"雷の媒質の樹状結晶","ライトニングクラスター",20017,50,1,11,0,59,58,0,4,30050,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
19,"ウォータークラスター",0,"",0,0,1,0,0,"水の媒質の樹状結晶","ウォータークラスター",20014,50,1,11,0,59,58,0,4,30060,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
20,"黒渦団軍票",0,"",0,0,1,0,0,"リムサ・ロミンサのグランドカンパニー「黒渦団」が発行する軍票。兵装や軍用品と交換できる","黒渦団軍票",65004,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
21,"双蛇党軍票",0,"",0,0,1,0,0,"グリダニアのグランドカンパニー「双蛇党」が発行する軍票。兵装や軍用品と交換できる","双蛇党軍票",65005,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
22,"不滅隊軍票",0,"",0,0,1,0,0,"ウルダハのグランドカンパニー「不滅隊」が発行する軍票。兵装や軍用品と交換できる","不滅隊軍票",65006,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
23,"アラガントームストーン:哲学",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。哲学について記されているらしい","アラガントームストーン:哲学",65012,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
24,"アラガントームストーン:神話",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。神話について記されているらしい","アラガントームストーン:神話",65013,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
25,"対人戦績",0,"",0,0,1,0,0,"グランドカンパニーが共通で発行する戦績票。<hex:02100103>ウルヴズジェイルにて、兵装や軍用品と交換できる","対人戦績",65014,55,1,16,0,63,0,0,3,0,20000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
26,"アラガントームストーン:戦記",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。戦記について記されているらしい","アラガントームストーン:戦記",65022,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
27,"同盟記章",0,"",0,0,1,0,0,"エオルゼア都市軍事同盟が発行した記章。モブハントを成し遂げた証","同盟記章",65024,1,1,16,0,63,0,0,3,0,4000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
28,"アラガントームストーン:詩学",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。詩学について記されているらしい","アラガントームストーン:詩学",65023,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
29,"マンダヴィル・ゴールドソーサーポイント",0,"",0,0,1,0,0,"遊技場「ゴールドソーサー」の専用トークン。ゴッドベルト・マンダヴィル氏の横顔が刻印されている","マンダヴィル・ゴールドソーサーポイント",65025,1,1,16,0,63,0,0,3,0,9999999,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
30,"アラガントームストーン:法典",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。法典について記されているらしい","アラガントームストーン:法典",65032,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
31,"アラガントームストーン:禁書",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。禁書について記されているらしい","アラガントームストーン:禁書",65033,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
32,"アラガントームストーン:伝承",0,"",0,0,1,0,0,"","アラガントームストーン:伝承",65038,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
33,"アラガントームストーン:聖典",0,"",0,0,1,0,0,"","アラガントームストーン:聖典",65041,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
34,"アラガントームストーン:真理",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。真理について記されているらしい","アラガントームストーン:真理",65045,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
35,"アラガントームストーン:万物",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。万物について記されているらしい","アラガントームストーン:万物",65046,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
36,"アラガントームストーン:虚構",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。虚構に満ちた情報が記されているらしい","アラガントームストーン:虚構",65062,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
37,"アラガントームストーン:創世",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。創世について記されているらしい","アラガントームストーン:創世",65065,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
38,"アラガントームストーン:魔典",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。魔典について記されているらしい","アラガントームストーン:魔典",65066,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
39,"アラガントームストーン:幻想",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。幻想について記されているらしい","アラガントームストーン:幻想",65067,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
40,"アラガントームストーン:奇譚",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。奇譚について記されているらしい","アラガントームストーン:奇譚",65075,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
41,"アラガントームストーン:黙示",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。黙示について記されているらしい","アラガントームストーン:黙示",65083,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
42,"アラガントームストーン:経典",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。経典について記されているらしい","アラガントームストーン:経典",65085,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
43,"アラガントームストーン:天文",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。天文について記されているらしい","アラガントームストーン:天文",65086,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
44,"アラガントームストーン:因果",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。因果について記されているらしい","アラガントームストーン:因果",65094,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
45,"アラガントームストーン:神曲",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。神曲について記されているらしい","アラガントームストーン:神曲",65103,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
46,"アラガントームストーン:美学",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。美学について記されているらしい","アラガントームストーン:美学",65107,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
47,"アラガントームストーン:天道",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。天道について記されているらしい","アラガントームストーン:天道",65108,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
48,"アラガントームストーン:数理",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。数理について記されているらしい","アラガントームストーン:数理",65122,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
49,"アラガントームストーン:記憶",0,"",0,0,1,0,0,"古代アラグ帝国文明の記録媒体と思しき石。記憶について記されているらしい","アラガントームストーン:記憶",65137,1,1,16,0,63,0,0,3,0,2000,False,True,True,False,99999,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
50,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
51,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
52,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
53,"",0,"",0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,0,False,0,False,0,0,0,0,0,0,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
