key,0,1,2
7,"[第7報]","南東エリアへのコスモライナー延伸","焦がれの入江南東の「ウェディングウェイの式園」エリアへ、コスモライナーが延伸しました！<hex:02100103><hex:02100103>このエリアは土壌改良の試験場となっており、植物の育ちにくい月の地質に対して栄養剤を投与しているのだとか。<hex:02100103>この計画の責任者はウェディングウェイというレポリットで、シャーレアンからいらした植物学者とともに、様々な植物や菌類の繁殖や交雑を試しているようですよ。噂では、嘆きの海で風変わりな菌類を愛でているラヴィングウェイも出入りをしているとか……菌類ばかりが目立つのはそのせいでしょうか？"
8,"[第8報]","ピアッシングウェイ・トンネルの開通","南西部クレーターであるグリーミングマウンテンを貫く、「ピアッシングウェイ・トンネル」が開通しました！<hex:02100103><hex:02100103>グリーミングマウンテンは非常に硬いクリスタル層と柔らかな岩盤が入り混じっているため、この度のトンネル工事は、我々の技術力を確かめる非常によい機会となりました。<hex:02100103>そこでシャーレアンの研究者と共同で、新たなシールド工法を開発。無事に開通にこぎつけたのです。<hex:02100103>今回の工事の経験は、必ずや異星探索時にも活きることでしょう！"
9,"[第9報]","トンネル奥エリアへのコスモライナー延伸","焦がれの入江南西の「ピアッシングウェイ・トンネル」奥のエリアへ、コスモライナーが延伸しました！<hex:02100103><hex:02100103>グリーミングマウンテン内周では、特殊な鉱物資源の採掘が期待できるほか、過去に墜落した古代アラグ文明の遺物も確認されているとのこと。これらを有効活用することで、コスモエクスプローラー計画のさらなる進展に繋げられることでしょう。"
10,"[第10報]","ムーンゲート基地のさらなる充実","なんということでしょう、月面に新たな街の姿が見えてきたかのようです。ムーンゲート基地のさらなる設備充実が、皆様のおかげで完了しました！<hex:02100103><hex:02100103>さて今回の拡張では、分散配置されていた各施設をより効率的に連動させるため、通路と隔壁、配管類の整備を行っています。<hex:02100103>また住環境の向上のほか、備品の供給所も改装していますので、ぜひ協力者の皆様も訪れてみてください。<hex:02100103><hex:02100103>とはいえ未だ課題が残っていることもまた事実、この基地の拡張はまだまだ続きますよ！"
11,"[第11報]","インフラ関連設備の竣工","皆様のご協力により、新たな発雷設備と給水施設が完成しました！<hex:02100103><hex:02100103>特に莫大な雷力を生み出す「エネルギゼーション・ステーション」の存在は、宇宙船の運用に必須となるものだけに、コスモエクスプローラー計画にとっては重要な意味を持ちます。<hex:02100103>加えて、魔泉から汲み上げた水をセントラルクリスタルの力を用いて浄水する「ハイドロフィケーション・ステーション」が稼働できたことで、飲用水の確保が容易となったことも見逃せません。<hex:02100103>まさに生命線が確保されたわけですね！"
12,"[第12報]","ローダーハンガー・コスモポートの完成","ついにローダーハンガーとコスモポートが完成しました！<hex:02100103><hex:02100103>それぞれの施設にはエネルギゼーション・ステーションから地下送雷線が接続され、ローダーや宇宙船へのエネルギー供給体制も完璧なものとなっています。<hex:02100103>一方で、ステーション側に不具合が生じたときのために、ローダーハンガーとコスモポートにも小型の補助発雷設備が設けられており、有事の際のバックアップとして機能する設計にもなっているのだとか。<hex:02100103>常に最悪の事態を想定するのは大切なことですよね！"
13,"[第13報]","ネイディア・リフトの開通","焦がれの入江北東部の地裂下に広がる空間へと降りる、「ネイディア・リフト」が開通しました！<hex:02100103><hex:02100103>この空間はドローンによる調査によって発見されたもので、異星探査のモデルケースとして経路を確保し、資源採掘を行うことになりました。<hex:02100103>トンネル工事で得た知見を最大限に活用し、大型の重機も搭載可能な昇降機を設置できたことは、関係者にとって大きな自信となったはず。<hex:02100103><hex:02100103>なお、このルナ・ネイディアの一帯こそが、焦がれの入江で最後に踏み込むエリアとなります。<hex:02100103>引き続き、探索計画に邁進していきましょう！"
14,"[第14報]","月底へのコスモライナー延伸","焦がれの入江北東の「ルナ・ネイディア」エリアへ、コスモライナーが延伸しました！<hex:02100103>これにて、コスモライナーが焦がれの入江全域を巡るようになりましたよ！<hex:02100103><hex:02100103>工事は難航しましたが、菌類が集う小洞窟や魔泉の滝へと簡単に移動できるようになったことは大きな収穫と言えるでしょう。<hex:02100103>こうした経験は異星の探索において必ず活きると確信しています。今後とも、力を合わせていきましょうね！"
15,"[第15報]","ルナホップ・ポリス竣工","ムーンゲート基地の中央に……なんということでしょう、まるで月面にもうひとつの月が浮かんだような、まぁるいドームが誕生しました！<hex:02100103><hex:02100103>その名も、「ルナホップ・ポリス」！<hex:02100103>月面から跳ね、さらに輝く星々へと辿り着かんとする我々の集う新しい都市……そんな意味合いが込められた名とのことですよ。<hex:02100103><hex:02100103>設計にあたっては、ドーム状の屋根で覆うことでセントラルクリスタルへの隕石の直撃リスクを低減すると同時に、皆様が落ち着ける場所となるよう工夫が凝らされているのだとか。<hex:02100103>相変わらず研究員の方や我々レポリットが駆け回るなかではありますが、広場のような心地でくつろいでいただけたらと思います。<hex:02100103>月面での探索は、この入江の中央施設の完成をもって完了となります。<hex:02100103>たくさんのご協力、まことにありがとうございました！"
16,"[第16報]","月から、まだ見ぬ星々へ焦がれて","全施設が完成し、コスモポートには我々の新たな宇宙船が準備万全の状態で待機しています！<hex:02100103><hex:02100103>これまでの日々はわたくしたちにとっても無我夢中でありました。<hex:02100103>しかしサーチングウェイ主任やヒトの皆様が、ふと頭上に黒々と広がる空を見上げ、その星々の輝きを瞳に宿したとき……その美しさをひとたび眺めれば、わたくしが日誌にやたら書き連ねたような苦労の日々は過去のものになってしまうのです。<hex:02100103><hex:02100103>さぁ、異星へと飛び立ち、新たなる探索が始まる日々はこれからです！<hex:02100103>また軌跡の続きを記せることを、わたくしも楽しみにしていますよ！"
17,"[第1報]","いざ、惑星パエンナ探索計画","引き続き、わたくしレポーティングウェイが筆を執り、惑星パエンナでの歩みを記録してまいりたいと思います。<hex:02100103>読者の皆様、今回も何卒よろしくお願いいたしますね！<hex:02100103><hex:02100103>さて、我々の宇宙船ギャラクティックウェイ号はついに月から旅立ち、宙脈跳躍を経て「惑星パエンナ」へと進出しました。<hex:02100103>最初の目的地としてこの星が選ばれたのは、豊富なケイ素系資源の埋蔵が確認できたことと、独自の環境が我々のワクワクな探索意欲を刺激したゆえにほかなりません！<hex:02100103><hex:02100103>先遣隊の活躍により、焦がれの入江で設営演習を行った設備類を展開し、「グラスブロワーズ基地」として運用を開始しました。<hex:02100103>さらなる資材の追加搬入が必要であるため、まだ限られた機能のみとなりますが、ここから協力者の皆様とお力を合わせ、基地の充実と探索を進めてまいりたいと考えています！"
18,"[第2報]","グラスブロワーズ基地の充実","ギャラクティックウェイ号をフル活用することで、月からの物資搬入は順調に進んでおります！<hex:02100103>皆様のご協力もあって、グラスブロワーズ基地の設備面での充実化も進んでいますよ。<hex:02100103><hex:02100103>本基地における最大の特徴は、ガラスの雨や塵が降り注ぐ惑星パエンナの環境下で設営を進めるため、巨大な岩窟内が選ばれたという点ですね。<hex:02100103>しかしながら、岩の屋根に覆われたスペースは有限であるため、今後の施設の配置に関しては計画的に進める必要があります！<hex:02100103>幸い、技術者の方々がプランニングに熱を上げているようですから、きっと素晴らしい基地となってゆくことでしょう。"
19,"[第3報]","コスモライナーの展開","この惑星パエンナでも、コスモライナーの敷設が始まりました！<hex:02100103>そもそもコスモライナーは、安定した地脈や風脈の流れが不安視される異星環境においての運用を前提として開発されてきたもの。<hex:02100103>いよいよ、本番環境でのお披露目というわけです！<hex:02100103><hex:02100103>特にその完成を望んでいるのは、計画機構に属する研究者や技術者の方々……。<hex:02100103>協力者としてご参加いただいている冒険者の方々と異なり、彼らは総じて足腰には自信がないタイプですからね。<hex:02100103>誰もを確実かつ迅速に目的地へ送り届けることのできるコスモライナーは、探索計画の効率的な進行に欠かせないというわけなんです！<hex:02100103>まずは基地周辺から整備を進め、この一帯の探索に役立てていきましょう。"
20,"[第4報]","居住モジュールの竣工","惑星パエンナにおける「居住モジュール」が竣工しました！<hex:02100103>焦がれの入江での展開と比較して、公共の空間を広めに確保するなど、今回は居住性や快適性を意識して設計されているんですよ。<hex:02100103><hex:02100103>というのも、この探索計画の元となった方舟計画では、アーテリス市民の長期に亘る星外生活が念頭に置かれていましたから……できるだけ皆様がリラックスして過ごすことができるようにと、様々な工夫が採り入れられているんです。<hex:02100103><hex:02100103>今回ここで生活することになる研究者や技術者の方々は、寝場所さえ確保できれば良いとよくおっしゃいますので、プロジェクトマネージャーのムムッコさんと相談のうえ、方舟計画のものと比べればコンパクトにまとめさせていただいているんですけどね！"
21,"[第5報]","インフラ関連設備の竣工","惑星パエンナの環境に適応させた、発雷所と給水所が完成しました！<hex:02100103><hex:02100103>この星の水源の大半は、水中のケイ素の割合が大変高く、必ずしも生活用水として適しているわけではありません。<hex:02100103>そこで、「ハイドロフィケーション・ステーション」の稼働による浄水は欠かせないというわけですね！<hex:02100103>雷力を賄う「エネルギゼーション・ステーション」も、引き続き探索計画全体のエネルギーを支えています。<hex:02100103>さぁ、両施設の稼働開始により、この星での探索をますます加速させていきましょう！"
22,"[第6報]","ローダーハンガーの機能強化","各種ローダーは、ここ惑星パエンナでも大活躍しています。<hex:02100103>それは嬉しいことではありますが、逆に考えれば、たった1台だとしても事故で失われれば計画への悪影響が避けられないということ！<hex:02100103><hex:02100103>ゆえにローダーハンガーは、各方面への出入りが容易でありながら天井や岩壁にも守られたトンネル口に設置されることとなったのです。<hex:02100103>今回コンテナ型に改良できたことで、ますます安全性も高まり、安定的な稼働に繋げることができるでしょう！"
23,"[第7報]","対岸エリアへのコスモライナー延伸","河川ソーダライム・フロートを挟んだ対岸にあたる、西部から南部にかけてのエリアへ、コスモライナーが延伸しました！<hex:02100103><hex:02100103>この一帯は川の流れによる侵蝕によって形成された渓谷と思われ、非常に地形が複雑で物資や人員の移動が楽ではありませんでした。<hex:02100103>そこでコスモライナーの敷設が急がれていたわけですが、惑星パエンナ特有のガラス質の大地は、場所によっては施設や重機の重さに耐えにくい箇所もあり、特に場所の選定には時間を必要としました。<hex:02100103>技術者の方々が地盤調査を入念に行った結果、ようやく今回の延伸成功となったのです！"
24,"[第8報]","アプリカシオン・クレーンの竣工","奈落の大穴カプセル・カズムは、ソーダライム・フロートが注ぐ瀑布の直下に続く大空洞で、大型のガラス球がいくつも重なりながら底部が形成されているようです。地上と隔絶された環境には、ワクワクするような未知がたくさん待っているはず！<hex:02100103>その深部への探索を進めるために開発されたのが、「アプリカシオン・クレーン」！<hex:02100103><hex:02100103>アプリカシオンとは、ガラス工芸において別個に製作した部品を本体に熱して接着する技法のこと。<hex:02100103>これに着想を得て大穴の外周部の頑強な地盤にクレーンを設置し、それを足がかりに底へと降りる足場を作っているんですよ。<hex:02100103><hex:02100103>コスモライナーの延伸過程で磨かれた地盤調査技術と、焦がれの入江でトンネルやリフトを建設してきた繊細な工法が、ここで共に活かされているというわけです！"
25,"[第9報]","カプセル・カズム底部へのコスモライナー延伸","ついにカプセル・カズムの底部にも、コスモライナーを延ばすことに成功しました！<hex:02100103><hex:02100103>実は、不安定なガラスの球体が重なったこの場所への延伸は極めて難易度が高いのではと言われていたんです。<hex:02100103>コスモライナーを敷設するには、2拠点間のパーツのペアリングに加え、正確な座標設定が必要ですから。<hex:02100103>しかし、これまでの経験を存分に活かし、ガラス球と堆積物のバランスを慎重に見極めることで、このたび安定性のある場所に拠点を竣工することができたというわけです！<hex:02100103><hex:02100103>この難所での延伸作業の成功は、我々の自信となるでしょう！"
26,"[第10報]","グラスブロワーズ基地のさらなる充実","皆様の協力もあってグラスブロワーズ基地は改築され、すっかり居心地の良い拠点になってきました。<hex:02100103><hex:02100103>洞窟の形状に合わせて綿密な計算を行い、慎重に施設を配置してきた結果と言えるでしょう。<hex:02100103>単純に施設を並べるだけでなく、ローダーやドローンの移動経路から配線・配管に至るまで、検討すべき事柄は山のようにありますから！<hex:02100103>この計画策定に携わった技術者の皆様からの誇らしげな愚痴の数々は、わたくしのお耳にもたくさん入ってきています！<hex:02100103><hex:02100103>この基地には、まだ我々が先へと探索を進めるための重大な建設計画があるのですが……その完成を見る日はまだ遠いはず。<hex:02100103>引き続き、がんばりましょう！"
27,"[第11報]","ローダーハンガーのさらなる機能強化","基地内の施設には、この惑星パエンナで産出されるガラス資源を用いた壁材を順次取り付けています。<hex:02100103>このほど、ローダーハンガーへの換装も完了いたしました！<hex:02100103><hex:02100103>鋼の板に勝るほど頑強でありながら、装飾的にも美しく、そのうえ太陽光を雷力エネルギーへ変換することもできる万能ぶり！<hex:02100103>この新機軸の建材は、アーテリスからガラス工芸の専門家を招聘し、技術者さんたちと最新技術を結集して開発したそうですよ！<hex:02100103>施設運用に関わる雷力事情も大幅に改善しそうですね！"
28,"[第12報]","コスモポートの多機能化","我らが宇宙港、コスモポートの機能が拡張されました！<hex:02100103><hex:02100103>これからは焦がれの入江との往復だけでなく、今後さらに宇宙の深淵へと旅立つことも可能となりました。<hex:02100103>専用の発雷所を増設したことでエネルギーチャージ時間の大幅な短縮が実現し、時間単位の物資運搬量も増加したとのことです！<hex:02100103><hex:02100103>岩窟のなかのグラスブロワーズ基地への発着は一見するとリスクが高そうに見えますが、細かな離着陸のルート設定により安全な自動操縦が可能になったのだとか。<hex:02100103>もちろん、初回到着時はクルージングウェイによる神業的なマニュアル操縦が披露されたんですけれどね！"
29,"[第13報]","メガパワーパネルの設置","今回完成したメガパワーパネルは、グラスブロワーズ基地のエネルギーを支える肝心な施設です！<hex:02100103><hex:02100103>発雷施設エネルギゼーション・ステーションもありますが、そちらはエーテルによる属性変換で雷力を発生させる仕組み。<hex:02100103>一方でメガパワーパネルは、惑星パエンナが位置する星系の太陽からの光線を変換して雷力エネルギーを発生させるんです。<hex:02100103><hex:02100103>基地内外では様々な機器を運用していますから、雷力はいくらあっても足りないくらい。<hex:02100103>しかしふたつの施設を同時に運用することで、極端な節約を行わずとも済むようになったのです！"
30,"[第14報]","溶融ガラス冷却による探索区域拡大","ドローン基地となる「モビリゼーション・ステーション」の建設を経て、フュージングウェイ・ヴェント火口の溶融ガラス冷却作戦が完遂されました！<hex:02100103><hex:02100103>惑星パエンナは地熱の変動が激しいらしく、平野部でも偶発的な火口の形成が見られるようです。<hex:02100103>フュージングウェイ・ヴェントはそうした熱源地帯のひとつで、惑星環境への悪影響を避けながら、実験的な冷却作戦を実施することになりました。<hex:02100103><hex:02100103>皆様のご協力により、安全に探索区域を拡大することに成功！<hex:02100103>赤く煮えたぎる溶融ガラスが冷え固まったことで、ソーダライム・フロートと同じような水色に澄んだガラスへの変容が確認されています。<hex:02100103>一度冷え固まったことで、以降はドローンを駆使した上空からの冷却剤の投与のみでガラスの状態維持が可能となり、自由な探索が可能になりました。<hex:02100103>この域内では星の地質形成について、重要な調査が行えるはずですよ！"
31,"[第15報]","溶融ガラス地帯へのコスモライナー延伸","フュージングウェイ・ヴェントの内周部へ、コスモライナーの延伸が完了しました！<hex:02100103>これにて探索計画内の全区域へと簡単に移動できるようになったわけです！<hex:02100103><hex:02100103>今回の拠点設営に際しては、前回溶融ガラス冷却作戦で用いられたドローンたちが再利用され、徹底した地盤固めが行われました。<hex:02100103>ひとつずつは小さな設備に過ぎませんが、我々の技術が結実した交通網というわけですね！"
32,"[第16報]","パエンナ・ステラスコープ竣工","なんということでしょう、我らがグラスブロワーズ基地に、天を臨む大天体望遠鏡が完成しました！<hex:02100103><hex:02100103>「パエンナ・ステラスコープ」は遠くの星々の姿を観測できるだけでなく、なんとその星が纏う天脈の濃さも推定することができるんです。<hex:02100103>我々コスモエクスプローラー計画機構が目標とするところの、知的生命体、もしくは未知文明の痕跡の発見……それを叶えるべく、さっそく天文学を専門とする研究者の皆さんが宇宙の各方面を見渡して、分析を進めていますよ！<hex:02100103><hex:02100103>惑星パエンナでの計画は、現地資源を活用した最大目標物であるこの天体望遠鏡の完成をもって、完了です。<hex:02100103>この星でもたくさんのご協力、誠にありがとうございました！"
33,"[第17報]","輝ける星を覗いて","今回も計画されていた全施設が完成し、ギャラクティックウェイ号はパエンナ・ステラスコープに映される新たな星を待つばかりとなっています。<hex:02100103><hex:02100103>思えばこれからの探索計画に向けて巨大な観測機構が必要となるだろう上で、わたくしたちが最初に訪れたのがこのガラスの惑星パエンナであったのは誠に僥倖でした。<hex:02100103>天体望遠鏡の瞳となる精密なレンズを精錬、研磨し、その単眼は今や遥か宇宙の彼方に向けて熱いまなざしを注いでいます。<hex:02100103><hex:02100103>アーテリス星系から一歩を踏み出し、この星での活動を経て我々は真に星外探索団となれたのではないでしょうか？<hex:02100103>その道行きもまだまだこれからです！<hex:02100103>見上げた先の星々へと、続きの軌跡を歩んでいきましょうね！"
34,"[第1報]","挑め、惑星オイジュス探索計画","この「惑星オイジュス」でも、わたくしレポーティングウェイが筆を執り、探索と研究の日々を記録させていただきます。<hex:02100103>読者の皆様へと、よきレポートをお伝えできますよう！<hex:02100103><hex:02100103>さて、惑星パエンナにて竣工した巨大天体望遠鏡「パエンナ・ステラスコープ」による観測と、計画機構の研究チーム、さらには魔法大学天文学部が一体となり、次なる探査目標を決定いたしました。<hex:02100103>候補となる星は複数観測されていましたが、この惑星が選ばれたのは、重力異常による特異な環境と、何よりも文明の痕跡が発見されたゆえ！<hex:02100103>どのような歩みを経てきた星なのか、我々誰もが期待にお耳をピクピクとさせていますとも。<hex:02100103><hex:02100103>重力異常による地表の崩壊を受けてなおそびえ立つ惑星最大の構造物を「テラ・ファーマ基地」として活用しつつ、今回も周辺に拠点環境を整備していく予定ですよ。<hex:02100103>ぜひとも協力者の皆様のお力添えをよろしくお願いいたします！"
35,"[第2報]","居住モジュールの竣工","テラ・ファーマ基地内外の整備に合わせ、惑星オイジュスにおける「居住モジュール」が竣工しました！<hex:02100103>これまでの月面での演習や惑星パエンナでの拠点展開においては、自然環境からの整備が主でしたので、遺構の瓦礫を片付けながらの施工というのは新鮮でもありましたね。<hex:02100103><hex:02100103>浮遊した岩石などは探索中に危険にもなるため移動させねばなりませんでした。<hex:02100103>しかし無論、整備作業と兼ねて岩々の位置や浮遊物の重量などを計測し、バッチリ研究資料として記録してありますよ！<hex:02100103>居住モジュール内にはグラビデ系の魔法制御を入念に施し、就寝中も安全に過ごせるように処置済みです。<hex:02100103>各惑星に適した住環境を提供できるよう、試行を重ねているようですよ。"
36,"[第3報]","コスモライナーの広域展開","メガリスポリスを中心とした荒野一帯に、コスモライナーを一挙に敷設展開いたしました！<hex:02100103>この迅速な作業の完了は、まさにこれまで計画のなかで培ってきたノウハウ蓄積の賜物と言えるでしょう。<hex:02100103>施工に携わった技術者各位に、最大限の謝辞を述べたいと思います！<hex:02100103>加えてコスモライナーの移動技術とは、ペアリングした2つのステーション間に強固なエーテルの道を作るようなもの。<hex:02100103>すなわち人工の風脈発生装置とも言えるのですが、これまでは相互の正確な座標設定が必要でした。<hex:02100103>しかし惑星オイジュスにおいては、重力異常の影響による揺らぎを抑えるためペアリング機能を強化……多少の変動には耐えられるよう改良してあるんです！<hex:02100103><hex:02100103>現在足を伸ばせる範囲の場所には展開できましたので、コスモライナーをたくさん活用して、これからの探索を進めていきましょう！"
37,"[第4報]","インフラ関連設備の竣工","惑星オイジュスの環境に適応させた、発雷設備と給水施設が完成しました！<hex:02100103><hex:02100103>重力異常が生じているこの惑星内では、複雑な引力と斥力のせめぎ合いが生じています。<hex:02100103>そうした特殊な環境は、当然のことながら我々が持ち込んだ機器類にも影響を及ぼしうるわけで、特に活動の要とも言えるインフラ関連設備の誤作動はなんとしても避けたいところ。<hex:02100103>たとえば、飲料水をひとところに貯めておくというだけのことでも、細心の注意を払う必要があるのです。<hex:02100103><hex:02100103>そこで、施設の基盤や貯水容器や発雷バッテリーの内側に向けてもグラビデ系魔法を作用させ、機器類の安定性を高めているんですよ。"
38,"[第5報]","グラビティジェネレーターの設置","巨大な浮遊岩盤「藍裂の幽陸」への探索を進めるべく、アンカーマウンテン側を礎にして、重力制御装置「グラビティジェネレーター」の設置が完了しました！<hex:02100103><hex:02100103>この装置ではグラビデ系魔法の術式を装置で反復させて一方向のみに放射し、対岸の岩盤に反射させることで、強い引力を持つビームを発生させているんです。<hex:02100103>そして周囲に漂う浮遊した岩石を呼び集め、陸地の間を繋いで十分に橋として機能する足場を作り出しているというわけですね。<hex:02100103><hex:02100103>「藍裂の幽陸」は、元はメガリスポリスや周辺の荒野と同じ海抜にあった陸地が地表より剥がれたものと考えられています。<hex:02100103>そのため元は地中深くにあった鉱物が表出していたり、他では見られない資源が多く確認できたりするはず……！<hex:02100103>これからの探索が、大いに期待できることでしょう！"
39,"[第6報]","浮遊岩盤へのコスモライナー延伸","アンカーマウンテンから先を繋ぎ、藍裂の幽陸へとコスモライナーが延伸しました！<hex:02100103><hex:02100103>グラビティジェネレーターによる橋だけでは重量のある試料や資材の運搬には不向きでしたし、何より高所恐怖症の研究者たちからは、探索のためには目をつむり這い進むしかないとの声が寄せられていました。<hex:02100103>コスモライナーであれば、移動の確実性は格段に増しますからね！<hex:02100103><hex:02100103>また、より上空の重力球からの影響を受けやすいと思われるこのエリアでの運用は、これからのコスモライナー技術の研究においても、有用なデータを得られるはずです。<hex:02100103>皆様、日々のご活用をよろしくお願いしますね！"
40,"[第7報]","テラ・ファーマ基地の拡充整備","テラ・ファーマ基地内の中央機構の復旧作業に備え、施設内外を本格整備し、遺構を保存しながら基地機能の拡充を行いました！<hex:02100103><hex:02100103>エネルギゼーション・ステーションから大出力の雷気を施設内に引き込んだだけでなく、拠点周辺の各施設を機能的に繋げられるよう、配線まわりも今回の整備で完了です。<hex:02100103>計画参加者の皆様をお迎えする各窓口やローダーハンガーなども今回合わせてアップデートできましたので、より探索活動が快適に進められるかと思いますよ！<hex:02100103><hex:02100103>周辺環境を整えたことで、お次はいよいよ中央機構「エウヘドロン」の復旧に挑みます！"
41,"[第8報]","中央機構エウヘドロンの復旧","結晶体のエーテルを活性化させることに成功し、「エウヘドロン」が本来の輝きを取り戻しました！<hex:02100103><hex:02100103>研究チームによれば、この構造物は巨大な魔法的記録媒体であるとの推測をしているようですが、欠損している部分もあるとのことで全容の解明には時間がかかりそうです。<hex:02100103>というのも、このエウヘドロンはかつて宙に浮遊していたと考えられ、落下による損傷を受けている可能性が高いのだとか。<hex:02100103>輝きを取り戻した今も完全に浮かび上がるには及ばず……応急処置的ではありますが、鉄骨による支えを入れている状況なのです。<hex:02100103>また設備の増加に伴い環境適応に不安が生じたため、居住モジュールに惑星オイジュスの資源を用いた対重力異常パネルを設置しました！<hex:02100103>より長期的に、安定した生活を送ることができるでしょう！"
42,"[第9報]","コスモポートの機能拡充","惑星オイジュスの玄関口、コスモポートの機能が拡充されました！<hex:02100103><hex:02100103>今回も専用の発雷所を設けてエネルギーチャージの高速化に対応したほか、居住モジュールに設置したのと同様の対重力異常パネルを備え付け、離着陸時の安定性を向上させています。<hex:02100103>また、各施設からコスモポートへの導線をクリアにしたことで、資材の搬出入もより便利に！<hex:02100103><hex:02100103>実はこれまでは、上空の重力球の影響を考慮して、宇宙船に積む物資の量に厳しい制限を設けていたんです。<hex:02100103>しかし、今回の設備拡充のおかげで制限も解除……惑星アーテリスへの物資輸送に加え、さらなる深宇宙への探査も大きな弾みがつきました！<hex:02100103><hex:02100103>重力球の影響といえば、セントラルクリスタルから距離のあるエリアではにわかに地盤の変動が観測されているようです。<hex:02100103>何か新たな発見の前触れとなるのでしょうか……？"
43,"[第10報]","デザート・バロー遺跡の玄関部発掘","重力球の影響により、翠核の谷の深くに埋もれていた構造物が露出しました。<hex:02100103>皆様のご協力で土砂や岩塊を除去したところ……内部へと続く扉と思しきものが発見されましたよ！<hex:02100103><hex:02100103>ネミングウェイはこれをスナネズミの巣穴のようだとして「デザート・バロー遺跡」と命名したようです。<hex:02100103>もしかしたら、この扉の先で先駆者たちの文明を解明できるような大発見があるかもしれません。<hex:02100103><hex:02100103>また探索を円滑に進められるよう、遺跡の手前までコスモライナーが延伸されました。<hex:02100103>基地の研究チームと連携を取りながら、今後の探索をますます捗らせていきましょう！"
