key,0,1
13,"Ce pouvoir ne risque-t-il pas... de me détruire<hex:021D0103>?<hex:021D0103>...","Ce pouvoir ne risque-t-il pas... de me détruire<hex:021D0103>?<hex:021D0103>..."
14,"Cette énergie... est-elle vraiment sans risque<hex:021D0103>?<hex:021D0103>...","Cette énergie... est-elle vraiment sans risque<hex:021D0103>?<hex:021D0103>..."
15,"Je crois que je me suis habitué... à cette sensation...","Je crois que je me suis habituée... à cette sensation..."
16,"Vous me donnez davantage d'éther... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Vous me donnez davantage d'éther... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
17,"Ce sentiment d'être rempli... d'énergie me plaît...","Ce sentiment d'être remplie... d'énergie me plaît..."
18,"Oui, l'éther pénètre en moi... Je le sens...","Oui, l'éther pénètre en moi... Je le sens..."
19,"Oui, je reconnais cette sensation... C'est la même qu'avant...","Oui, je reconnais cette sensation... C'est la même qu'avant..."
20,"Je suis vraiment impatient de recevoir... davantage de pouvoir, ces temps-ci...","Je suis vraiment impatiente de recevoir... davantage de pouvoir, ces temps-ci..."
21,"J'avais vraiment hâte... d'absorber davantage d'éther...","J'avais vraiment hâte... d'absorber davantage d'éther..."
22,"Hmm... J'ai vraiment l'impression d'être un peu plus entier...","Hmm... J'ai vraiment l'impression d'être un peu plus entière..."
23,"Regardez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... comme j'ai encore évolué...","Regardez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... comme j'ai encore évolué..."
24,"Avec ça, je suis devenu... encore un peu plus puissant...","Avec ça, je suis devenue... encore un peu plus puissante..."
25,"Je ressens plus de force en moi... C'est grâce à vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","Je ressens plus de force en moi... C'est grâce à vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
26,"J'espère que j'obtiendrai un pouvoir... digne de vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","J'espère que j'obtiendrai un pouvoir... digne de vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
27,"Je peux devenir plus puissant... afin de mieux vous servir, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","Je peux devenir plus puissante... afin de mieux vous servir, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
28,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... je n'ai pas fini de me développer...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... je n'ai pas fini de me développer..."
29,"Comptez sur moi pour utiliser... ce pouvoir au mieux, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","Comptez sur moi pour utiliser... ce pouvoir au mieux, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
30,"Je sens que je suis en train de m'épanouir... Pas vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Je sens que je suis en train de m'épanouir... Pas vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
31,"Regardez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... J'ai obtenu davantage de pouvoir...","Regardez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... J'ai obtenu davantage de pouvoir..."
32,"Je dois atteindre de nouveaux sommets... pour continuer mon périple avec vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","Je dois atteindre de nouveaux sommets... pour continuer mon périple avec vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
33,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>, j'ai acquis plus d'énergie... pour mieux vous servir<hex:021D0103>!<hex:021D0103>...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>, j'ai acquis plus d'énergie... pour mieux vous servir<hex:021D0103>!<hex:021D0103>..."
34,"Est-ce que vous voyez... comment mon éther resplendit, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Est-ce que vous voyez... comment mon éther resplendit, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
35,"J'ai hâte de mettre mon nouveau pouvoir à con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion... lors de votre prochain combat, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","J'ai hâte de mettre mon nouveau pouvoir à con<hex:02160103>tri<hex:02160103>bu<hex:02160103>tion... lors de votre prochain combat, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
36,"J'ai vraiment envie d'essayer... cette puissance nouvellement acquise...","J'ai vraiment envie d'essayer... cette puissance nouvellement acquise..."
37,"Donnez-moi plus d'éther... Ainsi, je deviendrai plus puissant<hex:021D0103>!<hex:021D0103>...","Donnez-moi plus d'éther... Ainsi, je deviendrai plus puissante<hex:021D0103>!<hex:021D0103>..."
38,"L'énergie afflue en moi... Je dois la mettre à votre disposition, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>...","L'énergie afflue en moi... Je dois la mettre à votre disposition, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>..."
39,"Hmm<hex:021D0103>?<hex:021D0103>... Vous préparez quelque chose<hex:021D0103>?<hex:021D0103>...","Hmm<hex:021D0103>?<hex:021D0103>... Vous préparez quelque chose<hex:021D0103>?<hex:021D0103>..."
40,"Oui<hex:021D0103>?<hex:021D0103>... Vous avez besoin de moi, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Oui<hex:021D0103>?<hex:021D0103>... Vous avez besoin de moi, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
41,"Une nouvelle épreuve<hex:021D0103>?<hex:021D0103>... Un peu d'exercice va me faire du bien<hex:021D0103>!<hex:021D0103>...","Une nouvelle épreuve<hex:021D0103>?<hex:021D0103>... Un peu d'exercice va me faire du bien<hex:021D0103>!<hex:021D0103>..."
42,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Que voulez-vous faire de moi<hex:021D0103>?<hex:021D0103>...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Que voulez-vous faire de moi<hex:021D0103>?<hex:021D0103>..."
43,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Je ne veux pas disparaître...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Je ne veux pas disparaître..."
44,"Vous allez encore me donner... de ce mystérieux pouvoir<hex:021D0103>?<hex:021D0103>...","Vous allez encore me donner... de ce mystérieux pouvoir<hex:021D0103>?<hex:021D0103>..."
45,"Je suis prêt<hex:021D0103>!<hex:021D0103>... Je suis prêt<hex:021D0103>!<hex:021D0103>...","Je suis prête<hex:021D0103>!<hex:021D0103>... Je suis prête<hex:021D0103>!<hex:021D0103>..."
46,"Oh<hex:021D0103>! Si nous sommes ici... c'est pour me permettre de m'épanouir davantage, n'est-ce pas<hex:021D0103>?<hex:021D0103>...","Oh<hex:021D0103>! Si nous sommes ici... c'est pour me permettre de m'épanouir davantage, n'est-ce pas<hex:021D0103>?<hex:021D0103>..."
47,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... je n'attends que votre signal<hex:021D0103>!<hex:021D0103>...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... je n'attends que votre signal<hex:021D0103>!<hex:021D0103>..."
48,"Vous m'avez appelé... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Vous m'avez appelée... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
49,"Vous allez me donner davantage d'éther<hex:021D0103>?<hex:021D0103>... Vous ne pouvez pas savoir à quel point je suis impatient<hex:021D0103>!<hex:021D0103>...","Vous allez me donner davantage d'éther<hex:021D0103>?<hex:021D0103>... Vous ne pouvez pas savoir à quel point je suis impatiente<hex:021D0103>!<hex:021D0103>..."
50,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Donnez-moi plus de pouvoir, s'il vous plaît<hex:021D0103>!<hex:021D0103>...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Donnez-moi plus de pouvoir, s'il vous plaît<hex:021D0103>!<hex:021D0103>..."
51,"Je vais devenir plus puissant pour vous... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>!<hex:021D0103>...","Je vais devenir plus puissante pour vous... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>!<hex:021D0103>..."
52,"J'ai hâte de voir... dans quelle mesure je vais m'épanouir cette fois<hex:021D0103>!<hex:021D0103>...","J'ai hâte de voir... dans quelle mesure je vais m'épanouir cette fois<hex:021D0103>!<hex:021D0103>..."
53,"Vous pensez à quelque chose pour moi... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Vous pensez à quelque chose pour moi... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
54,"Dites, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Nous allons auprès de cette mystérieuse Ao Ra<hex:021D0103>?<hex:021D0103>...","Dites, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Nous allons auprès de cette mystérieuse Ao Ra<hex:021D0103>?<hex:021D0103>..."
55,"Euh, oui<hex:021D0103>?<hex:021D0103>... Il y a quelque chose qui vous intrigue, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Euh, oui<hex:021D0103>?<hex:021D0103>... Il y a quelque chose qui vous intrigue, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
56,"Vous vous posez des questions... à mon sujet<hex:021D0103>?<hex:021D0103>...","Vous vous posez des questions... à mon sujet<hex:021D0103>?<hex:021D0103>..."
57,"Vous avez remarqué des changements... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Vous avez remarqué des changements... Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
58,"Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Quand est-ce que vous allez me donner plus de pouvoir<hex:021D0103>?<hex:021D0103>...","Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Quand est-ce que vous allez me donner plus de pouvoir<hex:021D0103>?<hex:021D0103>..."
59,"Que dites-vous de mon épanouissement<hex:021D0103>?<hex:021D0103>... Il se passe comme vous l'espérez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Que dites-vous de mon épanouissement<hex:021D0103>?<hex:021D0103>... Il se passe comme vous l'espérez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
60,"J'ai le sentiment de m'être beaucoup développé, ces derniers temps... Pas vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","J'ai le sentiment de m'être beaucoup développée, ces derniers temps... Pas vous, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
61,"Il y a quelque chose qui a changé... à votre avis<hex:021D0103>?<hex:021D0103>...","Il y a quelque chose qui a changé... à votre avis<hex:021D0103>?<hex:021D0103>..."
62,"Ça va, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>... J'ai l'impression que vous hésitez au sujet de quelque chose...","Ça va, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>... J'ai l'impression que vous hésitez au sujet de quelque chose..."
63,"Est-ce que je m'épanouis... comme vous le souhaitez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>...","Est-ce que je m'épanouis... comme vous le souhaitez, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?<hex:021D0103>..."
64,"Je souhaite... devenir plus puissant...","Je souhaite... devenir plus puissante..."
65,"Je crois bien m'être beaucoup épanoui... Vous ne trouvez pas, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?","Je crois bien m'être beaucoup épanouie... Vous ne trouvez pas, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?"
66,"Ne me fixez pas du regard comme ça, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Je sens que je vais <hex:021A020203>rougir<hex:021A020103>...","Ne me fixez pas du regard comme ça, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03>... Je sens que je vais <hex:021A020203>rougir<hex:021A020103>..."
67,"Oh, vous allez faire la même chose que l'autre fois.... n'est-ce pas, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?","Oh, vous allez faire la même chose que l'autre fois.... n'est-ce pas, Maître<hex:02080AE905FF04>sse<hex:FF01><hex:03><hex:021D0103>?"
