key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
7,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ah, c'est vous qui avez accepté la requête de mon unité. Très bien, voyons un peu ce que vous nous avez apporté.","Je n'ai rien à redire sur la qualité, c'est de l'excellent travail. Vous avez toute ma recon<hex:02160103>nais<hex:02160103>san<hex:02160103>ce.","Moi et mes hommes avons besoin de la marchandise dans les plus brefs délais. Tout retard est susceptible de nous coûter la vie si nous subissons une attaque.","0","0","0"
8,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ah<hex:021D0103>! Vous devez être l'aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> dont on m'a parlé... <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>, c'est ça<hex:021D0103>? Bien, montrez-moi la marchandise...","Hmm... C'est du bon travail. Oui, j'aime beaucoup ce que vous avez fait. Je ne manquerai pas de faire à nouveau appel à vos services dans le futur. Tenez, voici votre récompense.","Pressez-vous, le Consortium de Brugaire est réputé pour la rapidité avec laquelle il honore ses commandes. Si vous ne pouvez pas fabriquer les objets que j'ai demandés, dites-le-moi et j'embaucherai quelqu'un d'autre. Comme vous pouvez le voir, les aventuriers ne manquent pas par ici.","Ho, ho... Beau travail... Excellent travail, dirais-je même. Que diriez-vous de m'en livrer un peu plus<hex:021D0103>?","Non<hex:021D0103>? Bon, tant pis... Je ferai avec ce que j'ai.","Merci, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. Vous avez rendu un grand service au Consortium de Brugaire. J'espère que nous aurons l'occasion de travailler ensemble à nouveau."
9,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est très aimable à vous d'avoir accepté ma requête. Je suis moi-même initiée à plusieurs disciplines de la main, mais il y a encore des domaines pour lesquels je préfère faire appel à des artisans plus ex<hex:02160103>pé<hex:02160103>ri<hex:02160103>men<hex:02160103>tés.","Magnifique<hex:021D0103>! C'est exactement ce que je voulais. Tenez, c'est votre récompense.","Et ma commande, alors<hex:021D0103>? Ne me dites pas que vous l'avez perdue en cours de route<hex:021D0103>!?","0","0","0"
10,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Aaah, enfin une livraison<hex:021D0103>! Alors, voyons voir ce que nous avons là...","Ooh... Pas mal<hex:021D0103>! Pas mal du tout<hex:021D0103>! Oui, je devrais pouvoir en tirer un bon prix. Tiens, c'est ta récompense. N'hésite pas à accomplir d'autres mandats pour moi, j'aime beaucoup ce que tu fais.","T'es pas sympa de me faire des fausses joies, comme ça<hex:021D0103>! J'ai besoin de cette marchandise le plus rapidement possible. Au cas où tu l'aurais pas remarqué, je roule pas sur l'or et chaque minute qui passe me rapproche un peu plus de la famine. Fais vite<hex:021D0103>!","0","0","0"
11,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Salut, mousaillon<hex:021D0103>! Alors, qu'est-ce que tu m'apporrrtes de beau, aujourd'hui<hex:021D0103>?","Parrrfait, c'est exactement ce que je voulais. Si jamais tu te lasses du métier d'aventurier et que tu veux devenir marin, sache que tu es l<hex:020809E905FF02>a<hex:FF02>e<hex:03> bienvenu<hex:020808E905FF02>e<hex:FF01><hex:03> sur la Prrrincesse de glace.","Ça y est, tu te rappelles de ce que tu devais m'apporrrter<hex:021D0103>? Bien, dans ce cas, dépêche-toi de me livrer<hex:021D0103>! Plus tu me fais attendrrre, plus ta récompense diminue<hex:021D0103>! Hé hé hé<hex:021D0103>!","Par Llymlaen<hex:021D0103>! Tu te débrouilles sacrément bien, dis donc<hex:021D0103>! Dis, tu voudrrrais pas m'en livrer un peu plus<hex:021D0103>? Je te paierai, bien sûr...","Comment ça “non”<hex:021D0103>!? Tu sais à qui tu parrrles, petit<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>? Bon, tant pis... Je vais me contenter de ce que j'ai sous la main.","Alors là, chapeau... c'est de l'excellent boulot<hex:021D0103>! Avec un<hex:020808E905FF02>e<hex:FF01><hex:03> artisan<hex:020808E905FF02>e<hex:FF01><hex:03> de ton calibrrre dans mon équipage, je suis sûr que la Princesse de glace deviendrait le navire de commerce numéro un dans la région<hex:021D0103>! Penses-y et reviens me voir si le cœurrr t'en dit."
12,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. Avez-vous les mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses que messire Gegeruju a commandées<hex:021D0103>?","Merci. C'est un beau produit que vous m'avez livré. Je suis sûr que le seigneur en sera fort satisfait. Prenez soin de vous, et à bientôt j'espère.","Eh bien, n'avez-vous rien à me montrer<hex:021D0103>? Ne me dites pas que vous n'avez pas encore commencé<hex:021D0103>!? Je vous conseille de faire vite, le seigneur Gegeruju a <hex:021A020203>horreur<hex:021A020103> d'attendre<hex:021D0103>!","Quel travail remarquable... Connaissant le seigneur, je suis persuadé qu'il apprécierait d'en avoir quelques exemplaires sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>res. Que diriez-vous d'effectuer une nouvelle livraison<hex:021D0103>? Bien sûr, vous serez généreusement récompensé<hex:020808E905FF02>e<hex:FF01><hex:03>. Vous le savez, l'argent n'est pas un problème chez nous. Ho ho ho<hex:021D0103>!","Quel dommage... Enfin, j'imagine que vous avez d'autres coeurls à fouetter.","Parfait<hex:021D0103>! Messire Gegeruju sera aux anges. Après tout, c'est un homme dont la devise est<hex:021D0103>: “Pourquoi se contenter d'un arbre quand on peut avoir toute une forêt<hex:021D0103>?”. Continuez à mettre votre talent au service du seigneur et, bientôt, vous serez aussi riche que lui<hex:021D0103>! Enfin... presque. Ho ho ho<hex:021D0103>!"
13,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. C'est pour une livraison ou un enlèvement<hex:021D0103>?","Une livraison<hex:021D0103>? Signez ici, je vous prie. Merci, et bonne journée. Au suivant<hex:021D0103>!","Je suis désolé, mais je ne peux pas signer votre contrat tant que vous n'avez pas livré les mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses. Au suivant<hex:021D0103>!","Les affaires marchent fort en ce moment et j'aimerais en profiter pour renflouer nos stocks. Que diriez-vous de prolonger votre contrat avec nous<hex:021D0103>? Bien sûr, vous serez récompensé<hex:020808E905FF02>e<hex:FF01><hex:03> comme il se doit.","Vous n'êtes pas intéressé<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>? Tant pis, alors... Au suivant<hex:021D0103>!","C'est pour...<hex:021D0103>? Ah, je vous reconnais. Une livraison, donc. Signez ici, je vous prie. Merci, et bonne journée<hex:021D0103>!"
14,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<hex:020861E3E90C0DFF2D><hex:020829E3E90C05FF11>Bonsoir, bonsoir<hex:FF11>Bonjour, bonjour<hex:03><hex:FF2D><hex:020829E3E90C12FF11>Bonjour, bonjour<hex:FF11>Bonsoir, bonsoir<hex:03><hex:03><hex:021D0103>! C'est pour une livraison, j'imagine<hex:021D0103>? Montrez-moi ce que vous avez.","Hmm... Oui, je pense que ça fera l'affaire. Tenez, c'est pour vous. Au plaisir de vous revoir<hex:021D0103>!","Comment voulez-vous que je procède au contrôle des mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses si vous venez les mains vides<hex:021D0103>!? Si vous n'êtes pas capable de fabriquer les produits que j'ai commandés, dites-le tout de suite et ne me faites pas perdre mon temps.","0","0","0"
15,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Une livraison, vous dites<hex:021D0103>? Montrez-moi la marchandise, que je l'inspecte.","Oui, c'est bien ce que j'avais commandé. Merci, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>.","Il faudrait savoir<hex:021D0103>: vous avez quelque chose pour moi, oui ou non<hex:021D0103>? Si vous cherchez juste à enquiquiner quelqu'un, allez voir mon collègue Gigiyon, au rond-point des Scorpions<hex:021D0103>!","0","0","0"
16,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Une livraison, tu dis<hex:021D0103>? Ha<hex:021D0103>! On ne me la fait pas, à moi<hex:021D0103>! C'est les Amalj'aa qui t'envoient, c'est ça<hex:021D0103>!?","Oups<hex:021D0103>! C'est bien le produit que j'avais commandé. Je me sens un peu idiote maintenant... Enfin, avec tous ces escrocs qui traînent, on n'est jamais trop prudent. Merci encore et... désolée pour la méprise.","Ha<hex:021D0103>! J'en étais sûre<hex:021D0103>! Tu ne manques pas de toupet pour t'aventurer dans ce camp. Je vais être gentille et te laisser la vie sauve... pour cette fois. Mais ne t'avise pas de remettre les pieds ici, sinon je te dénoncerai aux autorités<hex:021D0103>!","Maintenant que je sais que tu es un<hex:020808E905FF02>e<hex:FF01><hex:03> artisan<hex:020808E905FF02>e<hex:FF01><hex:03> digne de confiance, j'aimerais te demander un petit service... Rien de compliqué, rassure-toi. Je voudrais juste que tu me fabriques quelques objets en plus, histoire de réapprovisionner mes stocks de mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses.","Tu refuses<hex:021D0103>? C'est juste une petite commande de rien du tout. Un<hex:020808E905FF02>e<hex:FF01><hex:03> artisan<hex:020808E905FF02>e<hex:FF01><hex:03> digne de ce nom ne laisserait jamais un client dans l'embarras. Hmm... Je commence à douter de ton honnêteté, tout à coup.","Merci<hex:021D0103>! Merci mille fois<hex:021D0103>! C'est tellement rassurant de savoir qu'il existe des gens honnêtes dans ce bas monde."
17,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"0","0","0","0","0","0"
18,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Voilà donc le fameux envoyé de la guilde des aventuriers que j'attendais... Tu as du courage de venir travailler dans un endroit aussi froid.","Voyons voir ça... Oui, il y a bien tout ce que j'ai commandé. Brrr, décidément, qu'est-ce qu'il fait froid par ici...","Non, ça ne va pas. Tu dois m'apporter ce que j'ai demandé, c'est pourtant simple<hex:021D0103>! Tu as de la chance que j'ai l'habitude d'attendre dans le froid. Brrr...","Pas de doute, tout y est. En fait, ça serait encore mieux s'il y en avait un peu plus<hex:021D0103>! Tu crois que tu peux faire ça pour me rendre service<hex:021D0103>?","Pas de problème, je comprends très bien. Qui aurait envie de faire du zèle avec une température pareille, après tout<hex:021D0103>?","Ça alors, merci beaucoup<hex:021D0103>! Ça valait le coup d'attendre ici, sous cette neige glaciale... Je crois que je vais m'acheter une épaisseur de fourrure sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re pour la prochaine fois."
19,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"C'est bien toi l'aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> qu'on envoie pour ma requête<hex:021D0103>?","Hum, oui, c'est vraiment pas mal du tout. J'ai bien fait de m'adresser à la guilde des aventuriers, finalement. ","Avec tous les frais que j'ai payés à la guilde, j'espérais qu'on me fasse parvenir mon dû aussitôt. Dépêche-toi, je n'ai pas que ça à faire.","Tu travailles bien, dis donc. Si ça t'intéresse, j'ai encore du travail pour toi. Bien sûr, il y a une récompense à la clef<hex:021D0103>!","Si tu es occupé<hex:020808E905FF02>e<hex:FF01><hex:03>... Pas grave, je demanderai à quelqu'un d'autre.","Tu me rends un immense service<hex:021D0103>! Avec tout ce que tu m'as apporté, ça devrait permettre à ma bourse de retrouver des couleurs."
20,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03>, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>, je vous attendais.","Je vois que vous apportez tout ce dont j'avais besoin. Au nom de la Trouvaille de Saint-Coinach, permettez-moi de vous remercier.","Vous souvenez-vous des articles dont j'ai fait la demande<hex:021D0103>? Ils sont très importants pour nos recherches ici, vous savez.","Très bien, on dirait que tout y est. Au fait, si vous avez un peu de temps devant vous, puis-je vous demander un autre service<hex:021D0103>?","Ah, pardonnez-moi. Vous devez être très occupé<hex:020808E905FF02>e<hex:FF01><hex:03>, et je ne voudrais surtout pas vous déranger. Une autre fois, peut-être.","Ça alors, vous êtes l<hex:020822E905FF0F>a bienfaitrice<hex:FF0E>e bienfaiteur<hex:03> de la Trouvaille de Saint-Coinach<hex:021D0103>! Merci beaucoup."
21,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Tu es l<hex:02081CE905FF0C>a pêcheuse<hex:FF0B>e pêcheur<hex:03> que la guilde des aventuriers m'envoie<hex:021D0103>? Fais donc voir ce que tu rapportes.","C'est exactement ce qu'il me faut<hex:021D0103>! Avec ça, je vais préparer un plat original dont j'ai le secret. Merci à toi, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>.","Alors, qu'est-ce que tu attends<hex:021D0103>? La fraîcheur est tout pour les fruits de mer, et c'est pareil pour ma requête, compris<hex:021D0103>?","Tiens, pendant que je t'ai sous la main... Tu accepterais une petite requête sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re<hex:021D0103>?","Tant pis. Tu dois avoir tes raisons je suppose... Je trouverai quelqu'un d'autre à qui m'adresser, ne t'en fais pas.","Voilà ce que j'appelle du travail bien fait<hex:021D0103>! Avec tout ça, je vais pouvoir laisser libre court à mon imagination culinaire. Merci<hex:021D0103>!"
22,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Salut, aventurrri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03><hex:021D0103>! Alors, tu m'apportes ces délicieux petits poissons<hex:021D0103>?","Oh, tu l'as vrrraiment fait<hex:021D0103>! À ta place, j'en aurais avalé la moitié en route, héhé. Tiens, voilà ta récompense<hex:021D0103>!","Quoi, tu vas te mettre à les pêcher maintenant<hex:021D0103>? Bon, au moins comme ça ils seront de la première frrraîcheur...","C'est excellent<hex:021D0103>! Vu comme tu t'en sorrrs bien, j'aurais presque envie de t'en demander encorrre plus... Qu'en dis-tu<hex:021D0103>?","Ah bon... Je suppose que tu dois t'en aller pêcher dans d'autres eaux. Tant pis, une prrrochaine fois<hex:021D0103>!","Mille merrrcis<hex:021D0103>! Voici la récompense promise, avec un petit supplément. À bientôt, aventurrri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03><hex:021D0103>!"
23,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Que fait donc ce pêcheur que la guilde des aventuriers m'a envoyé... Ah, c'est vous<hex:021D0103>? J'avais hâte de vous rencontrer<hex:021D0103>!","Vous avez vraiment été pêcher tout ça pour moi<hex:021D0103>? Comme c'est gentil<hex:021D0103>! Merci, merci<hex:021D0103>!","Vous n'avez pas encore mes poissons<hex:021D0103>? Ça n'est pas grave, je vous attendrai ici le temps qu'il faudra, hihi.","Vous alors, vous êtes quelqu'un sur qui on peut compter<hex:021D0103>! J'aimerais vous en demander encore plus... C'est possible<hex:021D0103>?","Oh, quel dommage... Mais ça n'est pas grave, je suis déjà tellement contente d'avoir pu faire votre con<hex:02160103>nais<hex:02160103>san<hex:02160103>ce<hex:021D0103>!","Oh<hex:021D0103>! Tout ça, vraiment<hex:021D0103>? Je ne sais pas comment vous remercier... Tenez, ça vient du fond du cœur<hex:021D0103>!"
24,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Vous venez de la part de la guilde des aventuriers<hex:021D0103>? Oh... C'est donc à ça que ressemble un<hex:020808E905FF02>e<hex:FF01><hex:03> vérrritable pêcheu<hex:02080AE905FF03>se<hex:FF02>r<hex:03>...","Merci, je ne sais pas comment j'aurrrais fait, sans vous<hex:021D0103>! Enfin si, je sais... J'aurais été la risée de tout le hameau.","Dites, vous ne voudriez pas vous dépêcher un peu<hex:021D0103>? C'est que ça va commencer à se voir, que je passe la journée à me tourrrner les pouces.","Hé, c'est que vous savez y fairrre<hex:021D0103>! Ça vous embêterait de m'en apporter un peu plus<hex:021D0103>? Ça ferait meilleur effet, vous voyez.","Bien sûr, les choses ne se passent pas toujourrrs comme on veut... Bah, j'ai l'habitude d'être méprisée, ça ne me fait plus rien<hex:021D0103>!","Voilà ce que j'appelle une affaire rrrondement menée<hex:021D0103>! Ça vaut bien une petite compensation améliorrrée, héhé."
25,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Êtes-vous l'envoyé<hex:020808E905FF02>e<hex:FF01><hex:03> de la guilde des aventuriers<hex:021D0103>? Parrrfait, je vous attendais.","Permettez-moi de vérrrifier... Excellent. Le seigneur Gegeruju sera ravi, à n'en point douter.","Ce n'est pas ce qui était prrrévu. Pourriez-vous m'apporter la marchandise, comme convenu<hex:021D0103>?","Je vois que vous êtes une personne sérrrieuse. Accepteriez-vous une commande sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re<hex:021D0103>?","C'est tout à fait naturrrel. Vous avez déjà rempli vos engagements initiaux, et je vous en remercie.","Je vous remercie d'avoir pu répondre à ma requête favorablement. Voici le paiement convenu, avec un supplément pour vos serrrvices."
26,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Ah, vous voilà. Trêve de bavardages, apportez-vous ce que j'ai demandé<hex:021D0103>?","Je vous remercie. C'est bien de voir qu'il est possible de faire confiance à la guilde des aventuriers. Tenez, voici la récompense dont nous avions convenu.","Alors, avez-vous apporté ce que j'ai commandé<hex:021D0103>? Non<hex:021D0103>? Bon, j'aimerais que vous vous dépêchiez un peu...","Merci à vous, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. Si cela ne vous embête pas, j'aimerais vous en demander un peu plus...","Ah, vraiment<hex:021D0103>? Dans ce cas, je vais essayer de trouver une autre solution. Merci encore.","Vous êtes décidément une personne sur qui on peut compter. Je ne manquerai pas de le faire savoir à la guilde des aventuriers."
27,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Bien le <hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>bonsoir<hex:FF08>bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>bonjour<hex:FF08>bonsoir<hex:03><hex:03>, ch<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. Je vous remercie de vous être déplacé<hex:020808E905FF02>e<hex:FF01><hex:03> jusqu'ici. Que m'apportez-vous de beau<hex:021D0103>?","Oui, c'est ce que j'attendais<hex:021D0103>! Heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment qu'il y a des pêcheurs comme vous pour que les gens comme moi puissent faire du commerce. Je vous remercie.","Il semblerait que vous n'ayez pas pu préparer les mar<hex:02160103>chan<hex:02160103>di<hex:02160103>ses pour l'instant. J'imagine que vous devez être gelé<hex:020808E905FF02>e<hex:FF01><hex:03>, mais je vous demande encore un petit effort.","J'aime les gens pleins de bonne volonté comme vous. Puis-je abuser de votre patience et vous demander quelques unités sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>res<hex:021D0103>?","Très bien, je ne veux en aucun cas vous mettre la pression. Je m'adresserai à quelqu'un d'autre, voilà tout.","J'admire votre abnégation. C'est un plaisir pour moi de travailler avec vous. Tenez, prenez ceci, vous l'avez amplement mérité."
28,True,True,True,True,True,True,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"Salutations, mon ami<hex:020808E905FF02>e<hex:FF01><hex:03>. Alors, la pêche a été bonne<hex:021D0103>?","Eh bien oui, on dirait que tout y est. Quelle chance que la guilde des aventuriers m'ait envoyé quelqu'un comme vous<hex:021D0103>! Je suis satisfait.","Hein<hex:021D0103>? Où sont les poissons que j'ai commandés<hex:021D0103>? Moi qui pensais que tout cela serait rapidement réglé...","Ce n'est pas tous les jours que j'ai la chance d'avoir un<hex:020808E905FF02>e<hex:FF01><hex:03> pêcheu<hex:02080AE905FF03>se<hex:FF02>r<hex:03> comme vous à mon service. Puis-je vous demander un dernier effort<hex:021D0103>?","Évidemment... Vous devez être quelqu'un de très demandé, ce que je comprends. Ça sera pour une prochaine fois<hex:021D0103>!","Que dire... Si seulement tout le monde travaillait aussi bien que vous<hex:021D0103>! C'est un plaisir de vous payer, et de rajouter un bonus par-dessus le marché<hex:021D0103>!"
