key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
25,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Nos éclaireurs indiquent que des marchands gobelins s'entendent avec des braconniers dans un camp non loin pour vendre des fourrures qu'ils ont volées.","Cependant, les négociations ne semblent pas se dérouler comme prévu, les deux camps ayant commencé à en venir aux mains. C'est l'occasion de frapper un grand coup<hex:021D0103>!","Acceptez-vous d'aider mon unité à tendre une embuscade aux contrebandiers Griffecoeurl<hex:021D0103>?","Aider les vigiles sombres<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","Excellent. Hâtons-nous de battre le fer tant qu'il est chaud.","","Alors, vous laisseriez ces bandits poursuivre leur contrebande sans lever le petit doigt<hex:021D0103>? Je ne comprendrai jamais les aventuriers...",""
26,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Montrez à ces hors-la-loi qu'ils n'ont rien à faire dans notre forêt<hex:021D0103>!","","","","","","",""
27,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,3,0,0,0,0,0,"調子にのったキキルンの闇商人どもが偽造品を売り歩いているらしい。（仮）","これ以上被害者を増やさないためにも、やつらが持っている偽造品を回収してきてくれないか？（仮）","偽造品を回収してきますか？（仮）","","よし、頼んだぞ！（仮）","","仕方ない、残念だ。（仮）",""
28,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,2,0,0,0,0,0,0,"やつらから偽造品を回収してきたのか？（仮）","","","","よくやった。また見つけたら持ってきてくれ。（仮）","","そうか、見つけたらすぐ持ってきてくれ。（仮）",""
29,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"闇商人どもが持っている偽造品を回収してきてくれ！（仮）","","","","","","",""
30,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"これだけ回収すれば、しばらくやつらの商売もあがったりだろう。（仮）","","","","","","",""
31,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Je vous en prie, aidez-moi<hex:021D0103>!","Des imps amateurs de miel en ont après notre rucher. Non seulement ils volent le précieux nectar, mais en plus ils tuent les abeilles qui essaient de protéger le fruit de leur labeur.","Si on ne les arrête pas, la production future risque d'être compromise. Ce serait une catastrophe pour les habitants d... Oh, purée<hex:021D0103>! Les voilà<hex:021D0103>! Aidez-moi, je vous en supplie<hex:021D0103>!","Aider l'apiculteur<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","","","Q-quoi<hex:021D0103>? Mais sans miel, nous ne pourrons plus produire d'hydromel, et je ne suis pas sûr de vouloir vivre dans un monde sans hydromel...",""
32,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ouf...<hex:021D0103>! Les oranges ont été cueillies et sont enfin rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre...","Le problème, c'est que je ne la vois pas venir et que j'entends déjà les rats griffer les rochers pour se frayer un chemin jusqu'ici. Ils ne mettront pas longtemps à atteindre les caisses.","Je vous en prie<hex:021D0103>! Vous voulez bien m'aider en tenant les rats à distance jusqu'à l'arrivée des chocobos<hex:021D0103>?","Aider le fermier<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","","","Quel malheur<hex:021D0103>! Sans votre aide, cette récolte risque d'être perdue...","Les oranges ont été cueillies et sont rangées dans leurs caisses. Je n'ai plus qu'à attendre que la caravane vienne les prendre..."
33,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Ah, <hex:02081DE905FF0D>aventurière<hex:FF0B>aventurier<hex:03><hex:021D0103>! J'ai besoin de votre aide<hex:021D0103>! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa<hex:021D0103>!","Si on les laisse faire, ces gens seront subjugués et perdront leur âme<hex:021D0103>! Leurs corps deviendront des coquilles vides, ne répondant qu'aux ordres du Primordial Ifrit.","Je vous en supplie, aidez-moi à libérer les villageois avant qu'on ne les mène au Cratère des tisons.","Offrir votre aide<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","","","Les lames de cuivre ne peuvent donc compter que sur elles-mêmes, alors...","Ah, <hex:02081DE905FF0D>aventurière<hex:FF0B>aventurier<hex:03><hex:021D0103>! J'ai besoin de votre aide<hex:021D0103>! Des bandits qiqirns ont enlevé plusieurs habitants du Viaduc. Je crois qu'ils cherchent à les vendre aux Amalj'aa<hex:021D0103>!"
34,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"","","","","","","",""
35,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Garde à vous...<hex:021D0103>! Repos<hex:021D0103>! Jeune <hex:02080BE905FF03>fe<hex:FF03>ho<hex:03>mme, sache qu'une manœuvre destinée à entraîner les nouveaux éléments du Maelstrom va bientôt commencer.","Son objectif est de défendre le point de contrôle contre un assaut de fausses forces impériales.","Si tu le désires, tu peux y participer, toi aussi. Nul doute que ta présence en première ligne devrait donner l'exemple et motiver nos bleus.","Participer à l'exercice<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","","","Dans ce cas, je te prie de t'écarter. Ce n'est pas un spectacle et je ne veux pas que mes hommes soient distraits pendant la manœuvre.",""
36,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Par les douze<hex:021D0103>! Un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03><hex:021D0103>! Vous tombez bien, mon ami<hex:020808E905FF02>e<hex:FF01><hex:03>.","Vous voyez, j'm'occupe d'labourer les vergers pour que les racines respirent mieux. Mais, à chaque pas que j'fais, j'tombe sur un trou creusé par ces maudites taupes.","J'me suis d'jà blessé à la jambe gauche et j'tiens pas m'casser la droite, alors j'pensais qu'vous pourriez vous charger de ces sales bestioles pour moi. Vous en dites quoi<hex:021D0103>?","S'occuper des taupes<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","Mon père avait bien raison<hex:021D0103>! On peut vraiment faire confiance aux aventuriers pour rétablir la justice en c'bas monde. Mais, assez parlé, à vous d'jouer<hex:021D0103>!","","Mon père avait raison... On n'peut pas faire confiance aux aventuriers<hex:021D0103>!",""
37,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Mon père m'disait qu'le meilleur endroit où frapper une taupe, c'est en plein sur leur caboche<hex:021D0103>!","","","","","","",""
38,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Je vous en prie, vous devez m'aider<hex:021D0103>! Les Amalj'aa sont à mes trousses<hex:021D0103>! S'ils m'attrapent, je n'ai aucune chance<hex:021D0103>!","Vous voyez, je devais m'infiltrer à Zanr'ak pour y voler leurs plans de bataille, mais j'ai été découvert et mené au Cratère des tisons pour y être subjugué. Par chance, j'ai réussi à m'échapper lorsque la calèche qui nous trans<hex:02160103>por<hex:02160103>tait, les autres esclaves et moi, a fait une sortie de route.","J'avais beau avoir un peu d'avance sur eux, leurs draconides de combat n'ont pas mis longtemps à retrouver ma trace et mes poursuivants ne sont plus très loin désormais. Je dois atteindre l'éthérite de Petite Ala Mhigo pour faire part de mes découvertes au commandant des sables, mais je n'y arriverai pas sans aide.","Escorter l'éclaireur jusqu'à Petite Ala Mhigo<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","","","Votre refus me condamne à mort... ou pire, à être subjugué...",""
39,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,3,0,0,0,0,"Hé, vous êtes un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03>, vous<hex:021D0103>! Pourriez-vous m'accorder un instant<hex:021D0103>?","Les champs grouillent de callisias marines, d'horribles créatures végétales qui étouffent nos récoltes. Nous avons beau essayer de nous en débarrasser, pour chaque spécimen que nous éliminons, il y en a trois nouveaux qui ap<hex:02160103>pa<hex:02160103>rais<hex:02160103>sent<hex:021D0103>!","Nous vous serions re<hex:02160103>con<hex:02160103>nais<hex:02160103>sants si vous pouviez nous aider à exterminer ces mauvaises plantes.","Aider les laboureurs<hex:021D0103>?<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>* Le niveau recommandé pour cet ALÉA est <hex:022003E80203>.<hex:0249020103><hex:0248020103>","C'est vraiment gentil. Regardez<hex:021D0103>! Les voilà<hex:021D0103>!","","Toutes mes excuses, j'imagine que vous avez des affaires plus importantes à régler.",""
40,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,"Comme je vous l'ai dit, il y a trois nouveaux monstres pour chacun que nous tuons. Si seulement nos plantes poussaient aussi bien<hex:021D0103>!","","","","","","",""
