key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
7,4,72207,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Contondant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort utilisé par les zus.<hex:02100103>Le lanceur s'envoûte lui-même afin d'attiser grandement sa colère et de refouler son sentiment de peur. La combinaison de ces effets permet de dépasser les limites physiques imposées par l'esprit.",4,17,0,0,True,False,False,False,False,False,False,False,False,False,False,False
8,3,72208,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Eau<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Le sort aqueux de magie bleue par excellence.<hex:02100103>Aquasouffle crée un torrent de bulles à partir de l'éther d'eau environnant. Elles enveloppent la cible, la blessent, et comme si ça ne suffisait pas, inoculent un poison pour finir le travail.",4,81,0,0,True,False,False,False,False,False,False,False,False,False,False,False
9,11,72209,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Terre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les créatures liées à la terre.<hex:02100103>L'éther de terre peut être manipulé afin de créer un séisme localisé. Les mages bleus les plus talentueux peuvent rivaliser avec Mère Nature et déclencher de véritables cataclysmes.",4,18,0,0,True,False,False,False,False,False,False,False,False,False,False,False
10,18,72210,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par les tréants et autres végétaux.<hex:02100103>Propulse sur l'ennemi un amas d'énergie magique en forme de gland qui explose au contact et se fragmente en un nuage somnifère. Cette méthode de protection découlerait de la course à l'armement entre insectes nuisibles et plantes.",1,57,0,0,True,False,False,False,False,False,False,False,True,False,False,False
11,12,72211,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Instinct combatif propre aux bêtes sauvages.<hex:02100103>Permet d'accroître sa puissance magique en laissant exploser sa colère. Cette capacité n'étant pas propre aux animaux, les mages bleus peuvent l'apprendre et y faire appel pour amplifier leurs propres sorts.",1,55,0,0,False,True,False,False,False,False,False,False,False,False,False,False
12,41,72212,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Attaque mentale prin<hex:02160103>ci<hex:02160103>pa<hex:02160103>le<hex:02160103>ment utilisée par les flagelleurs d'âmes.<hex:02100103>Les victimes de ce sort ressentent la même douleur que si elles étaient tailladées, réduisant leur endurance et entraînant parfois même la paralysie. Fait partie de l'arsenal immobilisant de Fracasseur.",4,2,68731,68730,True,False,False,False,True,False,False,False,False,False,False,False
13,17,72213,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par les chigoes et les chauves-souris.<hex:02100103>Le lanceur absorbe l'éther contenu dans le sang de sa cible, lui permettant ainsi de régénérer sa propre énergie éthérée. Les zoologistes y voient là une adaptation de ces espèces hématophages.",1,31,68730,68729,True,True,False,False,False,False,False,False,False,False,False,False
14,19,72214,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Feu<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort reproduisant l'effet d'un lancer de bombe gobelin.<hex:02100103>Les Gobelins renforcent la puissance de leurs engins explosifs en insufflant de l'éther à la poudre. Cette composante magique permet aux mages bleus de copier cette technique et de la reproduire sans l'aide de bombes.",1,30,0,0,True,False,False,False,False,False,False,True,False,False,False,False
15,36,72215,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort spécial des pampas.<hex:02100103>Con<hex:02160103>trai<hex:02160103>re<hex:02160103>ment aux pampas qui projettent leurs épines, les mages bleus matérialisent et lancent de multiples aiguilles constituées d'éther. La méthode diffère légèrement, mais la douleur de ces piqûres reste la même.",1,45,68733,68732,True,False,False,False,False,False,False,False,False,False,False,False
16,5,72216,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort reproduisant une méthode offensive des armes magitek.<hex:02100103>Le lanceur forme deux concentrés d'éther et les fait tourbillonner avant de les lancer droit sur sa cible. Cette technique provenant des foreuses magitek, elle est par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement efficace contre les cibles pétrifiées.",1,46,0,0,True,False,False,False,False,False,False,False,False,False,False,False
17,27,72217,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les êtres surnaturels comme les dahakas.<hex:02100103>Permet d'utiliser ses propres globes oculaires comme des cercles incantatoires pour concentrer sa magie. Cette énergie est ensuite libérée en un regard menaçant qui attire l'inimitié des ennemis proches.",4,14,0,0,True,False,False,False,False,False,False,False,False,False,False,False
18,15,72218,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Tranchant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par les tomberrys.<hex:02100103>Permet de concentrer magiquement le sentiment de rancune et d'augmenter la qualité tranchante d'une arme blanche. Les cibles immobilisées sont terrifiées par cette attaque foudroyante.",4,10,0,0,True,False,False,False,False,False,False,False,False,False,False,False
19,7,72219,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort de déplacement.<hex:02100103>Projette l'énergie magique du lanceur autour de lui pour générer un flux éthéré ru<hex:02160103>di<hex:02160103>men<hex:02160103>taire. La distance pouvant être parcourue est très limitée, mais ce sort peut servir pour les situations d'urgence.",1,46,0,0,False,False,False,False,False,False,False,False,False,False,False,False
20,2,72220,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Feu<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort projetant un cône de feu vers l'avant.<hex:02100103>À l'instar du Feu occultiste, son principe est de concentrer de l'éther de feu avant de l'embraser. Il existe aussi des armes permettant de projeter des liquides hautement inflammables qui produisent un effet similaire.",4,20,0,0,True,False,False,False,False,False,False,False,False,False,False,False
21,23,72221,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort fétiche des Qiqirns.<hex:02100103>Développé pour se protéger contre les puissants carnassiers, il permet de concentrer de l'énergie dans la paume de la main pour la projeter violemment et stupéfier la cible.",1,32,68732,68731,True,False,False,False,False,False,False,True,False,False,False,False
22,10,72222,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Foudre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Rayonnement utilisé par les cyclopes.<hex:02100103>Ressemble à Regard intense dans le principe, les deux utilisant le globe oculaire comme cercle magique pour lancer un sort. Cette version étant plus concentrée, elle peut permettre de paralyser la cible comme un coup de tonnerre.",4,5,68734,68733,True,False,False,False,True,False,False,False,False,False,False,False
23,35,72223,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort s'inspirant d'une arme guidée.<hex:02100103>L'éther crée un missile factice qui provoque un choc en touchant la cible. Plus celle-ci est coriace, plus l'impact est fort et plus les dégâts infligés sont importants.",4,85,0,0,True,False,False,False,False,False,False,False,False,False,False,True
24,13,72224,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort de guérison primitif.<hex:02100103>Charge le vent d'un éther pur pour le répandre aux alentours. Il permet de soigner des compagnons proches en plus de soi-même, mais exige pour cela d'utiliser une grande quantité d'énergie magique.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
25,8,72225,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Perforant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Technique de piqûre ultime des frelons.<hex:02100103>Le lanceur convertit toute son énergie vitale en magie pour produire un puissant venin qui sera injecté dans le corps de la cible. À utiliser lorsque l'on est prêt à se sacrifier.",1,30,0,0,True,False,False,False,False,False,False,False,False,False,False,False
26,21,72226,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Feu<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort emblématique des bombos.<hex:02100103>Le lanceur convertit toute son essence vitale en éther de feu, et provoque une énorme explosion dont il ne ressortira pas indemne. La déflagration est encore plus puissante si son corps est recouvert d'huile.",1,42,0,0,True,False,False,False,False,False,False,False,False,False,False,False
27,22,72227,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par des spectres du nouveau continent.<hex:02100103>Le lanceur transfère toute son énergie vitale à sa cible pour la soigner com<hex:02160103>plè<hex:02160103>te<hex:02160103>ment, au prix de sa propre vie. À utiliser dans des situations désespérées, ou pour prouver son altruisme sans limites.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
28,32,72228,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort utilisé par les crapauds géants.<hex:02100103>Le lanceur s'enduit le corps d'une huile au fort pouvoir lubrifiant, devenant aussi glissant et difficile à toucher qu'un crapaud<hex:021D0103>; une pratique qui, si elle est peu ragoûtante aux yeux de certains, a aussi ses irréductibles amateurs.",1,42,0,0,False,True,False,False,False,False,False,False,False,False,False,False
29,20,72229,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les géants du nouveau continent.<hex:02100103>Une forme de magie primitive qui corrode l'esprit de l'ennemi et met à mal ses défenses naturelles. Ainsi affaibli, il peut alors être rossé sans ménagement.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
30,31,72230,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Physique / Contondant<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort spécial des crapauds géants.<hex:02100103>Reproduit la capacité des crapauds géants à attraper des proies lointaines à l'aide de leur langue visqueuse. En l'occurrence, la “langue” est une projection d'énergie éthérée, tout aussi collante que son modèle.",1,42,0,0,True,False,False,False,False,False,False,True,False,False,False,False
31,40,72231,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par le Karlabos.<hex:02100103>Concentre l'énergie éthérée dans l'arme du lanceur (la queue dans le cas du Karlabos) puis la relâche en un tourbillon qui sape presque entièrement la vie de l'ennemi. Très hasardeux à exécuter, ce sort fait rarement mouche.",4,28,0,0,True,False,False,False,False,False,False,False,False,False,False,True
32,14,72232,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Malédiction utilisée par les ahrimans.<hex:02100103>Corrompt l'âme de l'ennemi et provoque l'arrêt immédiat de ses fonctions vitales. Son fonc<hex:02160103>tion<hex:02160103>ne<hex:02160103>ment obéit à une logique nébuleuse, qui fait que seules certaines cibles sont affectées. D'aucuns soutiennent que “tout est mathématique”...",4,6,0,0,True,False,False,True,False,False,False,False,False,False,False,False
33,39,72233,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par une créature du néant du nouveau continent.<hex:02100103>Invoquée par une peuplade vouant un culte à la lune, la créature jouait de la flûte pour exalter la passion de ses fidèles et mieux les contrôler. Ce sort possède un effet analogue, le côté insidieux en moins.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
34,42,72234,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par une créature du néant du nouveau continent.<hex:02100103>Forme de malédiction très puissante, ce sort accable l'ennemi d'une peine de mort à effet rapide. Ses chances de toucher sont faibles, le souffle vital d'un être ne pouvant être ôté si facilement.",2,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True
35,30,72235,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★★<hex:02100103>","Sort utilisé par une créature marine du nouveau continent.<hex:02100103>Le lanceur dresse une barrière magique autour de lui en sacrifiant une partie de son énergie éthérée offensive. La créature capable d'en faire autant est reconnaissable à la fine membrane qui recouvre son corps.",2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False
36,16,72236,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Glace<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★<hex:02100103>","Sort utilisé par certaines créatures du néant.<hex:02100103>Le lanceur projette sur lui-même une forme de malédiction, qui convertit la haine véhiculée par les attaques ennemies en éther de glace, et y réplique par des pointes acérées.",1,54,0,0,False,True,True,False,False,False,False,False,False,False,False,False
37,33,72237,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Glace<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les chimères.<hex:02100103>Les chimères sont un amalgame de divers animaux, notamment des béliers des contrées nordiques dont elles ont hérité ce sort de glace. Ce qui est à l'origine un moyen de protection contre le blizzard devient chez elles une arme mortelle.",4,12,0,0,True,False,False,True,False,False,False,False,False,False,False,False
38,34,72238,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Foudre<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort utilisé par les chimères.<hex:02100103>Déchaîne la foudre tout autour du lanceur. Les chimères sont issues de l'hybridation de diverses créatures dont des dragons, et peuvent de ce fait manier l'électricité aussi bien que ces derniers.",4,12,0,0,True,False,False,False,True,False,False,False,False,False,False,False
39,43,72239,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★<hex:02100103>","Sort spécial des salamandres.<hex:02100103>Le lanceur tire parti du phénomène de luminescence qui accompagne toute émission brusque et importante d'énergie éthérée, afin de provoquer chez l'ennemi une hypersensibilité à la magie.",1,67,0,0,True,False,False,False,False,False,False,False,False,False,False,False
40,37,72240,"<hex:024804F201F803><hex:024904F201F903>Type<hex:021D0103>: <hex:0249020103><hex:0248020103>Magique<hex:02100103><hex:024804F201F803><hex:024904F201F903>Élément<hex:021D0103>: <hex:0249020103><hex:0248020103>Aucun<hex:02100103><hex:024804F201F803><hex:024904F201F903>Rang<hex:021D0103>: <hex:0249020103><hex:0248020103>★★★<hex:02100103>","Sort utilisé par les Kraken.<hex:02100103>Version évoluée de Tir d'eau, il permet d'aveugler l'ennemi en plus de le blesser. L'encre est en réalité de l'eau formée à partir d'énergie éthérée en suspension, puis enrichie en impuretés.",4,28,0,0,True,False,False,False,False,False,True,False,False,False,False,False
