key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
262156,"maisonnette en pierre sombrelinçoise",0,"maisonnettes en pierre sombrelinçoises",0,0,1,1,0,23,0,6358,6385,6406,6415,6456,6459,6464,0,0,0,6456,6459,6464,0
262157,"pavillon en bois sombrelinçois",0,"pavillons en bois sombrelinçois",0,0,1,0,0,23,1,6359,6386,6404,6413,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262158,"pavillon composite sombrelinçois",0,"pavillons composites sombrelinçois",0,0,1,0,0,23,1,6360,6387,6405,6414,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262159,"pavillon en pierre sombrelinçois",0,"pavillons en pierre sombrelinçois",0,0,1,0,0,23,1,6361,6388,6406,6415,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262160,"villa en bois sombrelinçoise",0,"villas en bois sombrelinçoises",0,0,1,1,0,23,2,6362,6389,6404,6413,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262161,"villa composite sombrelinçoise",0,"villas composites sombrelinçoises",0,0,1,1,0,23,2,6363,6390,6405,6414,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262162,"villa en pierre sombrelinçoise",0,"villas en pierre sombrelinçoises",0,0,1,1,0,23,2,6364,6391,6406,6415,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262163,"maisonnette en bois thanalanaise",0,"maisonnettes en bois thanalanaises",0,0,1,1,0,24,0,6365,6392,6407,6416,6457,6460,6467,0,0,0,6457,6460,6467,0
262164,"maisonnette composite thanalanaise",0,"maisonnettes composites thanalanaises",0,0,1,1,0,24,0,6366,6393,6408,6417,6457,6460,6467,0,0,0,6457,6460,6467,0
262165,"maisonnette en pierre thanalanaise",0,"maisonnettes en pierre thanalanaises",0,0,1,1,0,24,0,6367,6394,6409,6418,6457,6460,6467,0,0,0,6457,6460,6467,0
262166,"pavillon en bois thanalanais",0,"pavillons en bois thanalanais",0,0,1,0,0,24,1,6368,6395,6407,6416,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262167,"pavillon composite thanalanais",0,"pavillons composites thanalanais",0,0,1,0,0,24,1,6369,6396,6408,6417,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262168,"pavillon en pierre thanalanais",0,"pavillons en pierre thanalanais",0,0,1,0,0,24,1,6370,6397,6409,6418,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262169,"villa en bois thanalanaise",0,"villas en bois thanalanaises",0,0,1,1,0,24,2,6371,6398,6407,6416,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262170,"villa composite thanalanaise",0,"villas composites thanalanaises",0,0,1,1,0,24,2,6372,6399,6408,6417,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262171,"villa en pierre thanalanaise",0,"villas en pierre thanalanaises",0,0,1,1,0,24,2,6373,6400,6409,6418,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262172,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6455,6458,6461,0,0,0,0,0,0,0
262173,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6456,6459,6464,0,0,0,0,0,0,0
262174,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6457,6460,6467,0,0,0,0,0,0,0
262175,"maisonnette hingashienne de style mokuzo",0,"maisonnettes hingashiennes de style mokuzo",0,0,1,1,0,2402,0,20680,20689,20698,20701,20716,20718,20720,0,0,0,20716,20718,20720,0
262176,"maisonnette hingashienne de style nanpu",0,"maisonnettes hingashiennes de style nanpu",0,0,1,1,0,2402,0,20681,20690,20699,20702,20716,20718,20720,0,0,0,20716,20718,20720,0
262177,"maisonnette hingashienne de style kura-zukuri",0,"maisonnettes hingashiennes de style kura-zukuri",0,0,1,1,0,2402,0,20682,20691,20700,20703,20716,20718,20720,0,0,0,20716,20718,20720,0
262178,"pavillon hingashien de style mokuzo",0,"pavillons hingashiens de style mokuzo",0,0,1,0,0,2402,1,20683,20692,20698,20701,20716,20718,20721,20716,20718,20721,20716,20718,20721,0
262179,"pavillon hingashien de style nanpu",0,"pavillons hingashiens de style nanpu",0,0,1,0,0,2402,1,20684,20693,20699,20702,20716,20718,20721,20716,20718,20721,20716,20718,20721,0
262180,"pavillon hingashien de style kura-zukuri",0,"pavillons hingashiens de style kura-zukuri",0,0,1,0,0,2402,1,20685,20694,20700,20703,20716,20718,20721,20716,20718,20721,20716,20718,20721,0
262181,"villa hingashienne de style mokuzo",0,"villas hingashiennes de style mokuzo",0,0,1,1,0,2402,2,20686,20695,20698,20701,20716,20718,20722,20716,20718,20722,20716,20718,20722,20722
262182,"villa hingashienne de style nanpu",0,"villas hingashiennes de style nanpu",0,0,1,1,0,2402,2,20687,20696,20699,20702,20716,20718,20722,20716,20718,20722,20716,20718,20722,20722
262183,"villa hingashienne de style kura-zukuri",0,"villas hingashiennes de style kura-zukuri",0,0,1,1,0,2402,2,20688,20697,20700,20703,20716,20718,20722,20716,20718,20722,20716,20718,20722,20722
262184,"",0,"",0,0,1,0,0,0,0,0,0,0,0,20716,20718,20720,0,0,0,0,0,0,0
262185,"maisonnette en bois coerthienne",0,"",0,0,1,1,0,25,0,36863,36872,36881,36884,36887,36888,36889,0,0,0,36887,36888,36889,0
262186,"maisonnette en pierre coerthienne",0,"",0,0,1,1,0,25,0,36864,36873,36882,36885,36887,36888,36889,0,0,0,36887,36888,36889,0
262187,"maisonnette composite coerthienne",0,"",0,0,1,1,0,25,0,36865,36874,36883,36886,36887,36888,36889,0,0,0,36887,36888,36889,0
262188,"pavillon en bois coerthien",0,"",0,0,1,0,0,25,1,36866,36875,36881,36884,36887,36888,36890,36887,36888,36890,36887,36888,36890,0
262189,"pavillon en pierre coerthien",0,"",0,0,1,0,0,25,1,36867,36876,36882,36885,36887,36888,36890,36887,36888,36890,36887,36888,36890,0
262190,"pavillon composite coerthien",0,"",0,0,1,0,0,25,1,36868,36877,36883,36886,36887,36888,36890,36887,36888,36890,36887,36888,36890,0
262191,"villa en bois coerthienne",0,"",0,0,1,1,0,25,2,36869,36878,36881,36884,36887,36888,36891,36887,36888,36891,36887,36888,36891,36891
262192,"villa en pierre coerthienne",0,"",0,0,1,1,0,25,2,36870,36879,36882,36885,36887,36888,36891,36887,36888,36891,36887,36888,36891,36891
262193,"villa composite coerthienne",0,"",0,0,1,1,0,25,2,36871,36880,36883,36886,36887,36888,36891,36887,36888,36891,36887,36888,36891,36891
262194,"",0,"",0,0,1,0,0,0,0,0,0,0,0,36887,36888,36891,0,0,0,0,0,0,0
262195,"",0,"",0,0,1,0,0,0,0,0,0,0,0,44870,44871,44872,0,0,0,44870,44871,44872,0
262196,"",0,"",0,0,1,0,0,0,0,0,0,0,0,44870,44871,44872,44870,44871,44872,44870,44871,44872,0
262197,"",0,"",0,0,1,0,0,0,0,0,0,0,0,44870,44871,44872,44870,44871,44872,44870,44871,44872,44872
262198,"",0,"",0,0,1,0,0,0,0,0,0,0,0,51248,51249,51250,0,0,0,51248,51249,51250,0
262199,"",0,"",0,0,1,0,0,0,0,0,0,0,0,51248,51249,51250,51248,51249,51250,51248,51249,51250,0
262200,"",0,"",0,0,1,0,0,0,0,0,0,0,0,51248,51249,51250,51248,51249,51250,51248,51249,51250,51250
