key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
7,10,12,20,2000,21000,0,0,1,"Élimination d'être du néant (important)","Un démon mineur a été aperçu près <hex:020952E802FF1C>du canyon des Chuchotements<hex:FF19>de la Prison des esprits<hex:FF17>des sources de Nophica<hex:03>. Ordre de l'éliminer avant qu'il n'occasionne des pertes civiles.",15772,15772,15772,15772,15772,15772,1,1,1,1,1,1,225,225,225,225,225,225,0,0,0,0,0,0,205,205,205,205,205,205,0,0,0,0,0,0,230,230,230,230,230,230,0,0,0,0,0,0,100,100,100,100,100,100
8,12,0,20,1000,15000,20,0,2,"Soutien aux unités avancées","L'unité en poste <hex:02094FE802FF20>au camp de la vallée du Crâne<hex:FF15>à la tour d'Eugenia<hex:FF14>à Petite Ala Mhigo<hex:03> a demandé du soutien pour faire face à un assaut des <hex:02091DE802FF08>Kobolds<hex:FF06>Ixali<hex:FF09>Amalj'aa<hex:03>.",0,0,0,0,0,0,0,0,0,0,0,0,265,410,265,140,410,125,20,20,20,20,20,20,140,145,435,265,270,435,20,20,20,20,20,20,420,270,125,420,145,265,20,20,20,20,20,20,20,20,20,20,20,20
9,12,0,20,1000,16500,20,0,2,"Escorte d'officier de l'Alliance","Ordre d'assurer la sécurité d'un officier <hex:02093EE802FF1D>de l'ordre des Deux Vipères<hex:FF0E>des Immortels<hex:FF0D>du Maelstrom<hex:03> qui doit venir dans notre cité pour une importante réunion d'état-major de l'Alliance éorzéenne.",0,0,0,0,0,0,0,0,0,0,0,0,270,130,270,145,415,415,20,20,20,20,20,20,440,440,145,270,275,150,20,20,20,20,20,20,130,270,425,425,150,275,20,20,20,20,20,20,20,20,20,20,20,20
10,12,0,25,1000,19500,20,0,2,"Patrouille des routes éloignées","Ordre de patrouiller sur les routes <hex:020949E802FF17>de la Noscea orientale<hex:FF14>de la Forêt du sud<hex:FF18>du Thanalan méridional<hex:03> afin d'assurer les principaux axes de circulation et de commerce.",0,0,0,0,0,0,0,0,0,0,0,0,425,140,280,425,280,155,20,20,20,20,20,20,285,450,155,160,450,280,20,20,20,20,20,20,160,280,435,285,140,435,20,20,20,20,20,20,20,20,20,20,20,20
11,12,0,30,1000,22500,20,0,2,"Espionnage de base homme-bête","Ordre de pénétrer <hex:02095CE802FF1A>dans l'excavation kobolde<hex:FF21>sur le site de déboisement ixal<hex:FF1B>dans le campement amalj'aa<hex:03> et d'obtenir des in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions sur les activités ennemies. Le recours à la force est autorisé.",0,0,0,0,0,0,0,0,0,0,0,0,170,440,440,295,155,295,20,20,20,20,20,20,295,300,175,465,465,170,20,20,20,20,20,20,450,175,300,155,295,450,20,20,20,20,20,20,20,20,20,20,20,20
12,12,0,35,1000,25500,20,0,2,"Recherche de portés disparus","Une unité alliée en poste en terrain ennemi <hex:020957E802FF1B>dans la Noscea extérieure<hex:FF17>dans la Forêt du nord<hex:FF1F>dans le Thanalan septentrional<hex:03> ne donne plus de signes de vie. Ordre de retrouver ses hommes et de les évacuer.",0,0,0,0,0,0,0,0,0,0,0,0,310,185,455,170,310,455,20,20,20,20,20,20,480,310,315,480,185,190,20,20,20,20,20,20,170,465,190,310,465,315,20,20,20,20,20,20,20,20,20,20,20,20
13,12,0,35,1000,27000,20,0,2,"Manœuvre générale de l'Alliance","Une manœuvre générale doit avoir lieu contre une unité <hex:02093EE802FF0E>des Immortels<hex:FF0D>du Maelstrom<hex:FF1D>de l'ordre des Deux Vipères<hex:03>. Ordre d'y participer en faisant honneur à la réputation <hex:02093EE802FF0D>du Maelstrom<hex:FF1D>de l'ordre des Deux Vipères<hex:FF0E>des Immortels<hex:03>.",14945,14945,14945,14945,14945,14945,1,1,1,1,1,1,455,310,170,310,185,455,20,20,20,20,20,20,190,480,480,185,310,315,20,20,20,20,20,20,315,170,310,465,465,190,20,20,20,20,20,20,20,20,20,20,20,20
14,13,15,40,4000,30000,0,0,2,"Subtilisation de cristaux (important)","Une opération visant à subtiliser des cristaux <hex:02095CE802FF1A>dans l'excavation kobolde<hex:FF21>sur le site de déboisement ixal<hex:FF1B>dans le campement amalj'aa<hex:03> a été décidée afin d'empêcher l'invocation <hex:020921E802FF09>de Titan<hex:FF0A>de Garuda<hex:FF08>d'Ifrit<hex:03>. Ordre de coopérer avec les autres unités pour la faire réussir.",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
15,16,17,40,4000,30000,0,0,2,"Subtilisation de cristaux (important)","Une opération visant à subtiliser des cristaux <hex:02095CE802FF1A>dans l'excavation kobolde<hex:FF21>sur le site de déboisement ixal<hex:FF1B>dans le campement amalj'aa<hex:03> a été décidée afin d'empêcher l'invocation <hex:020921E802FF09>de Titan<hex:FF0A>de Garuda<hex:FF08>d'Ifrit<hex:03>. Ordre de coopérer avec les autres unités pour la faire réussir.",0,0,0,0,0,0,0,0,0,0,0,0,315,315,315,315,315,315,0,0,0,0,0,0,325,325,325,325,325,325,0,0,0,0,0,0,340,340,340,340,340,340,0,0,0,0,0,0,100,100,100,100,100,100
16,15,0,40,2000,30000,20,0,3,"Offensive sur base homme-bête","Ordre de rejoindre des unités alliées en vue d'une offensive qui doit être lancée sur <hex:020938E802FF16>les mines d'U'Ghamaro<hex:FF13>le camp de Natalan<hex:FF09>Zahar'ak<hex:03>.",14946,14946,14946,14946,14946,14946,5,5,5,5,5,5,530,530,385,245,385,265,20,20,20,20,20,20,385,275,560,560,265,385,20,20,20,20,20,20,275,385,245,385,540,540,20,20,20,20,20,20,20,20,20,20,20,20
17,15,0,40,2000,30000,20,0,3,"Saisie d'armes illégales","Nos agents de ren<hex:02160103>sei<hex:02160103>gne<hex:02160103>ment nous ont signalé un trafic illégal d'armes. Ordre de localiser les contrebandiers et de confisquer leurs biens afin de démanteler leur réseau.",14947,14947,14947,14947,14947,14947,5,5,5,5,5,5,385,245,385,265,530,530,20,20,20,20,20,20,560,560,265,385,385,275,20,20,20,20,20,20,245,385,540,540,275,385,20,20,20,20,20,20,20,20,20,20,20,20
18,15,0,40,2000,30000,20,0,3,"Reconnaissance de base impériale","Ordre d'approcher <hex:020939E802FF11>Castrum Occidens<hex:FF0F>Castrum Centri<hex:FF13>Castrum Meridianum<hex:03> et d'obtenir des in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions sur les activités ennemies. Le recours à la force est autorisé.",14948,14948,14948,14948,14948,14948,5,5,5,5,5,5,385,265,530,530,385,245,20,20,20,20,20,20,265,385,385,275,560,560,20,20,20,20,20,20,540,540,275,385,245,385,20,20,20,20,20,20,20,20,20,20,20,20
19,15,0,40,2000,30000,20,0,3,"Traque de fugitifs impériaux","Des personnes dont le signalement correspond à celui de fugitifs impériaux ont été aperçues <hex:020956E802FF19>dans la Noscea orientale<hex:FF18>dans la Forêt de l'est<hex:FF1F>dans le Thanalan septentrional<hex:03>. Ordre de les retrouver et de les mettre aux arrêts.",14949,14949,14949,14949,14949,14949,5,5,5,5,5,5,530,385,245,385,265,530,20,20,20,20,20,20,275,560,560,265,385,385,20,20,20,20,20,20,385,245,385,540,540,275,20,20,20,20,20,20,20,20,20,20,20,20
20,15,0,40,2000,30000,20,0,3,"Attaque de diversion d'unité impériale","L'Alliance éorzéenne a décidé d'effectuer une attaque de diversion contre une unité garlemaldaise dans le Mor Dhona. Ordre de participer au nom <hex:020933E802FF0D>du Maelstrom<hex:FF12>des Deux Vipères<hex:FF0E>des Immortels<hex:03> et d'assurer la réussite de l'opération.",14950,14950,14950,14950,14950,14950,5,5,5,5,5,5,245,385,265,530,530,385,20,20,20,20,20,20,560,265,385,385,275,560,20,20,20,20,20,20,385,540,540,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
21,15,0,40,2000,30000,20,0,3,"Blocus de ravitaillement homme-bête","Ordre de participer à une action de grande envergure afin de bloquer le ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment <hex:02097AE802FF29>des Sahuagins dans la Noscea occidentale<hex:FF21>des Ixali dans la Forêt du nord<hex:FF2A>des Amalj'aa dans le Thanalan méridional<hex:03>.",14951,14951,14951,14951,14951,14951,5,5,5,5,5,5,265,530,530,385,245,385,20,20,20,20,20,20,385,385,275,560,560,265,20,20,20,20,20,20,540,275,385,245,385,540,20,20,20,20,20,20,20,20,20,20,20,20
22,15,0,40,2000,30000,20,0,3,"Traque de criminel recherché","Un dangereux criminel recherché par <hex:02093BE802FF0E>les Immortels<hex:FF0D>le Maelstrom<hex:FF1A>l'ordre des Deux Vipères<hex:03> a été aperçu <hex:020939E802FF0F>dans la Noscea<hex:FF13>dans Sombrelinceul<hex:FF11>dans le Thanalan<hex:03>. Ordre de coopérer avec un enquêteur <hex:020920E802FF07>uldien<hex:FF09>limséen<hex:FF0A>gridanien<hex:03> afin de le retrouver et de le mettre aux arrêts.",14952,14952,14952,14952,14952,14952,5,5,5,5,5,5,530,530,245,385,265,385,20,20,20,20,20,20,275,385,560,560,385,265,20,20,20,20,20,20,385,275,385,245,540,540,20,20,20,20,20,20,20,20,20,20,20,20
23,15,0,40,2000,30000,20,0,3,"Destruction de ravitaillement impérial","Nos agents de ren<hex:02160103>sei<hex:02160103>gne<hex:02160103>ment ont repéré une unité de ra<hex:02160103>vi<hex:02160103>tail<hex:02160103>le<hex:02160103>ment impériale faisant route vers <hex:020939E802FF11>Castrum Occidens<hex:FF0F>Castrum Centri<hex:FF13>Castrum Meridianum<hex:03>. Ordre de l'intercepter avant qu'elle n'atteigne sa destination.",14953,14953,14953,14953,14953,14953,5,5,5,5,5,5,245,385,265,385,530,530,20,20,20,20,20,20,560,560,385,265,275,385,20,20,20,20,20,20,385,245,540,540,385,275,20,20,20,20,20,20,20,20,20,20,20,20
24,15,0,40,2000,30000,20,0,3,"Élimination de créature chimérique","<hex:02094EE802FF16>Un imposant minotaure<hex:FF1A>Une lamia très puissante<hex:FF18>Une redoutable chimère<hex:03> a été repéré<hex:02090BE802FF01><hex:FF02>e<hex:FF02>e<hex:03> sur notre territoire. Ordre de <hex:02090FE802FF03>le<hex:FF03>la<hex:FF03>la<hex:03> retrouver et de l'abattre im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment.",14954,14954,14954,14954,14954,14954,5,5,5,5,5,5,265,385,530,530,245,385,20,20,20,20,20,20,385,265,275,385,560,560,20,20,20,20,20,20,540,540,385,275,385,245,20,20,20,20,20,20,20,20,20,20,20,20
25,15,0,50,3000,37500,20,0,3,"Reconnaissance avec les Héritiers","Ordre de coopérer avec <hex:020921E802FF09>Slafswys<hex:FF0A>Dariustel<hex:FF08>Alianne<hex:03> des Héritiers de la Septième Aube pour enquêter sur les signes avant-coureurs d'une probable invocation de Primordial par les <hex:02091DE802FF08>Kobolds<hex:FF06>Ixali<hex:FF09>Amalj'aa<hex:03>.",14946,14946,14946,14946,14946,14946,10,10,10,10,10,10,295,430,590,590,275,430,20,20,20,20,20,20,430,295,305,430,620,620,20,20,20,20,20,20,600,600,430,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
26,15,0,50,3000,37500,20,0,3,"Manœuvre anti-arme magitek","Une manœuvre d'en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment avec des appareils magitek qui ont été subtilisés aux Impériaux va avoir lieu. Ordre d'y participer pour mettre au point de nouvelles stratégies de combat contre ces machines.",14947,14947,14947,14947,14947,14947,10,10,10,10,10,10,275,430,295,430,590,590,20,20,20,20,20,20,620,620,430,295,305,430,20,20,20,20,20,20,430,275,600,600,430,305,20,20,20,20,20,20,20,20,20,20,20,20
27,15,0,50,3000,37500,20,0,3,"Opération de libération d'otages civils","Des civils ont été enlevés par <hex:02098BE802FF35>des pillards du serpent pour le compte des Sahuagins<hex:FF2B>une unité de ballons renforcés des Ixali<hex:FF25>la faction amalj'aa des Crocs de Feu<hex:03>. Ordre de pénétrer en territoire ennemi et de libérer ces gens avant qu'ils ne soient offerts en sacrifice à <hex:02091EE802FF0B>Léviathan<hex:FF07>Garuda<hex:FF06>Ifrit<hex:03>.",14948,14948,14948,14948,14948,14948,10,10,10,10,10,10,590,590,275,430,295,430,20,20,20,20,20,20,305,430,620,620,430,295,20,20,20,20,20,20,430,305,430,275,600,600,20,20,20,20,20,20,20,20,20,20,20,20
28,15,0,50,3000,37500,20,0,3,"Neutralisation de faction hors-la-loi","Une faction liée <hex:02094CE802FF1A>aux mercenaires mamool ja<hex:FF11>aux Griffecoeurl<hex:FF1B>à la brigade des Cadavres<hex:03> a pénétré sur notre territoire et commet des exactions contre la population. Ordre de les intercepter et de les neutraliser au plus vite.",14949,14949,14949,14949,14949,14949,10,10,10,10,10,10,295,590,590,430,275,430,20,20,20,20,20,20,430,430,305,620,620,295,20,20,20,20,20,20,600,305,430,275,430,600,20,20,20,20,20,20,20,20,20,20,20,20
29,15,0,50,3000,37500,20,0,3,"Arrestation de Survivalistes","Des Survivalistes, membres d'une secte apocalyptique qui adore Dalamud, tentent de convertir illégalement la population au sein <hex:02092CE802FF11>de Limsa Lominsa<hex:FF0C>de Gridania<hex:FF09>d'Ul'dah<hex:03>. Ordre de les retrouver et de les mettre aux arrêts.",14950,14950,14950,14950,14950,14950,10,10,10,10,10,10,275,430,295,590,590,430,20,20,20,20,20,20,620,295,430,430,305,620,20,20,20,20,20,20,430,600,600,305,430,275,20,20,20,20,20,20,20,20,20,20,20,20
30,15,0,50,3000,37500,20,0,3,"Annihilation d'être du néant","Un <hex:02092FE802FF08>succube<hex:FF1A>troubadour des ténèbres<hex:FF07>anchag<hex:03> a été invoqué sur notre territoire. Ordre de localiser cet être du néant et de l'annihiler.",14951,14951,14951,14951,14951,14951,10,10,10,10,10,10,590,430,275,430,295,590,20,20,20,20,20,20,305,620,620,295,430,430,20,20,20,20,20,20,430,275,430,600,600,305,20,20,20,20,20,20,20,20,20,20,20,20
31,15,0,50,3000,37500,20,0,3,"Destruction d'arme magitek","Une arme magitek abandonnée par les Impériaux après en avoir perdu le contrôle est en train de causer des dégâts sur notre territoire. Ordre de rejoindre notre officier sur place et de détruire l'appareil.",14952,14952,14952,14952,14952,14952,10,10,10,10,10,10,430,295,590,590,430,275,20,20,20,20,20,20,295,430,430,305,620,620,20,20,20,20,20,20,600,600,305,430,275,430,20,20,20,20,20,20,20,20,20,20,20,20
32,15,0,50,3000,37500,20,0,3,"Interruption de tests gobelins","Une faction gobeline appartenant à la Main indigo effectue des expériences avec une nouvelle machine de guerre. Ordre d'intervenir et d'interrompre ces activités illégales et dangereuses.",14953,14953,14953,14953,14953,14953,10,10,10,10,10,10,430,275,430,295,590,590,20,20,20,20,20,20,620,620,295,430,430,305,20,20,20,20,20,20,275,430,600,600,305,430,20,20,20,20,20,20,20,20,20,20,20,20
33,15,0,50,3000,37500,20,0,3,"Interpellation d'imposteur","Un individu prétendant être sergent au sein de l'ordre des Deux Vipères menace ouvertement d'honnêtes citoyens. Ordre d'interpeller cet homme avant qu'il ne porte atteinte à l'image de l'Alliance éorzéenne.",14954,14954,14954,14954,14954,14954,10,10,10,10,10,10,590,590,430,275,430,295,20,20,20,20,20,20,430,305,620,620,295,430,20,20,20,20,20,20,305,430,275,430,600,600,20,20,20,20,20,20,20,20,20,20,20,20
34,17,19,50,5000,40000,0,0,2,"Destruction des forces spéciales impériales (important)","Nos agents de ren<hex:02160103>sei<hex:02160103>gne<hex:02160103>ment nous ont signalé la présence de forces spéciales garlemaldaises <hex:020956E802FF19>dans la Noscea orientale<hex:FF18>dans la Forêt de l'est<hex:FF1F>dans le Thanalan septentrional<hex:03>, en route pour mener l'assaut sur la cité. Ordre de les mettre au plus vite hors d'état de nuire<hex:021D0103>!",0,0,0,0,0,0,0,0,0,0,0,0,370,370,370,370,370,370,0,0,0,0,0,0,355,355,355,355,355,355,0,0,0,0,0,0,345,345,345,345,345,345,0,0,0,0,0,0,100,100,100,100,100,100
