key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
61,"barde de mage rouge",0,"bardes de mage rouge",0,0,1,1,0,"Barde de mage rouge",65592,65592,65592,0,58684,58686,58685,22
62,"barde de Byakko",0,"bardes de Byakko",0,0,1,1,0,"Barde de Byakko",65593,65593,65593,0,58687,58689,58688,138
63,"barde imperméable",0,"bardes imperméables",0,0,1,1,0,"Barde imperméable",65594,65594,65594,0,58690,58692,58691,71
64,"barde de Tsukuyomi",0,"bardes de Tsukuyomi",0,0,1,1,0,"Barde de Tsukuyomi",65595,65595,65595,0,58693,58695,58694,139
65,"barde de Suzaku",0,"bardes de Suzaku",0,0,1,1,0,"Barde de Suzaku",65596,65596,65596,0,58696,58698,58697,140
66,"barde de samouraï",0,"bardes de samouraï",0,0,1,1,0,"Barde de samouraï",65597,65597,65597,0,58699,58701,58700,23
67,"barde de Seiryû",0,"bardes de Seiryû",0,0,1,1,0,"Barde de Seiryû",65598,65598,65598,0,58702,58704,58703,141
68,"barde de Yojimbo",0,"bardes de Yojimbo",0,0,1,1,0,"Barde de Yojimbo",65599,65599,65599,0,58705,58707,58706,174
69,"barde de Titania",0,"bardes de Titania",0,0,1,1,0,"Barde de Titania",65600,65600,65600,0,58708,58710,58709,142
70,"barde d'Innocence",0,"bardes d'Innocence",0,0,1,1,0,"Barde d'Innocence",65601,65601,65601,0,58711,58713,58712,143
71,"barde de danseur",0,"bardes de danseur",0,0,1,1,0,"Barde de danseur",65602,65602,65602,0,58714,58716,58715,24
72,"barde de la Pleine-ombre",0,"bardes de la Pleine-ombre",0,0,1,1,0,"Barde de la Pleine-ombre",65603,65603,65603,0,58717,58719,58718,72
73,"barde d'Hadès",0,"bardes d'Hadès",0,0,1,1,0,"Barde d'Hadès",65604,65604,65604,0,58720,58722,58721,144
74,"barde sainte",0,"bardes saintes",0,0,1,1,0,"Barde sainte",65605,65605,65605,0,58723,58725,58724,106
75,"barde Rubinus",0,"bardes Rubinus",0,0,1,1,0,"Barde Rubinus",65606,65606,65606,0,58726,58728,58727,145
76,"barde de machiniste",0,"bardes de machiniste",0,0,1,1,0,"Barde de machiniste",65607,65607,65607,0,58729,58731,58730,25
77,"barde de la Lumière véritable",0,"bardes de la Lumière véritable",0,0,1,1,0,"Barde de la Lumière véritable",65608,65608,65608,0,58732,58734,58733,146
78,"barde Smaragdus",0,"bardes Smaragdus",0,0,1,1,0,"Barde Smaragdus",65609,65609,65609,0,58735,58737,58736,147
79,"barde-la-Reine",0,"bardes-la-Reine",0,0,1,1,0,"Barde-la-Reine",65610,65610,65610,0,58738,58740,58739,148
80,"barde bozjienne",0,"bardes bozjiennes",0,0,1,1,0,"Barde bozjienne",65611,65611,65611,0,58741,58743,58742,150
81,"barde Adamas",0,"bardes Adamas",0,0,1,1,0,"Barde Adamas",65612,65612,65612,0,58744,58746,58745,149
82,"barde des Ténèbres éternelles",0,"bardes des Ténèbres éternelles",0,0,1,1,0,"Barde des Ténèbres éternelles",65613,65613,65613,0,58747,58749,58748,151
83,"barde de la Lumière divine",0,"bardes de la Lumière divine",0,0,1,1,0,"Barde de la Lumière divine",65614,65614,65614,0,58750,58752,58751,152
84,"barde de postier",0,"bardes de postier",0,0,1,1,0,"Barde de postier",65615,65615,65615,0,58753,58755,58754,107
85,"barde thavnairoise",0,"bardes thavnairoises",0,0,1,1,0,"Barde thavnairoise",65616,65616,65616,0,58756,58758,58757,73
86,"barde à plumes bleues",0,"bardes à plumes bleues",0,0,1,1,0,"Barde à plumes bleues",65617,65617,65617,0,58759,58761,58760,153
87,"barde de loup",0,"bardes de loup",0,0,1,1,0,"Barde de loup",65618,65618,65618,0,58762,58764,58763,74
88,"barde de Barbariccia",0,"bardes de Barbariccia",0,0,1,1,0,"Barde de Barbariccia",65619,65619,65619,0,58768,58770,58769,154
89,"barde de pionnier insulaire",0,"bardes de pionnier insulaire",0,0,1,1,0,"Barde de pionnier insulaire",65620,65620,65620,0,58765,58767,58766,75
90,"barde de Rubicante",0,"bardes de Rubicante",0,0,1,1,0,"Barde de Rubicante",65621,65621,65621,0,58771,58773,58772,155
91,"barde allagoise",0,"bardes allagoises",0,0,1,1,0,"Barde allagoise",65622,65622,65622,0,58774,58776,58775,76
92,"barde de Golbez",0,"bardes de Golbez",0,0,1,1,0,"Barde de Golbez",65623,65623,65623,0,58777,58779,58778,156
93,"barde de Chamoiselle",0,"bardes de Chamoiselle",0,0,1,1,0,"Barde de Chamoiselle",65624,65624,65624,0,58780,58782,58781,78
94,"barde de Zeromus",0,"bardes de Zeromus",0,0,1,1,0,"Barde de Zeromus",65625,65625,65625,0,58783,58785,58784,157
95,"barde d'arpenteur",0,"bardes d'arpenteur",0,0,1,1,0,"Barde d'arpenteur",65626,65626,65626,0,58786,58788,58787,79
96,"barde turalienne",0,"bardes turaliennes",0,0,1,1,0,"Barde turalienne",65627,65627,65627,0,58789,58791,58790,80
97,"barde de Valigarmanda",0,"bardes de Valigarmanda",0,0,1,1,0,"Barde de Valigarmanda",65628,65628,65628,0,58792,58794,58793,161
98,"barde en électrope",0,"bardes en électrope",0,0,1,1,0,"Barde en électrope",65629,65629,65629,0,58795,58797,58796,162
99,"barde des contrées sauvages",0,"bardes des contrées sauvages",0,0,1,1,0,"Barde des contrées sauvages",65630,65630,65630,0,58798,58800,58799,83
100,"barde éternelle",0,"bardes éternelles",0,0,1,1,0,"Barde éternelle",65631,65631,65631,0,58801,58803,58802,163
101,"barde à tonnelet",0,"bardes à tonnelet",0,0,1,1,0,"Barde à tonnelet",65632,65632,65632,0,58804,58806,58805,108
102,"barde chevaleresque",0,"bardes chevaleresques",0,0,1,1,0,"Barde chevaleresque",65633,65633,65633,0,58807,58809,58808,164
103,"barde nécronique",0,"bardes nécroniques",0,0,1,1,0,"Barde nécronique",65634,65634,65634,0,58810,58812,58811,165
104,"barde de pèlerin",0,"bardes de pèlerin",0,0,1,1,0,"Barde de pèlerin",65635,65635,65635,0,58813,58815,58814,84
105,"barde de Glasya-Labolas",0,"bardes de Glasya-Labolas",0,0,1,1,0,"Barde de Glasya-Labolas",65636,65636,65636,0,58816,58818,58817,166
106,"barde de l'exploration cosmique",0,"bardes de l'exploration cosmique",0,0,1,1,0,"Barde de l'exploration cosmique",65637,65637,65637,0,58819,58821,58820,85
107,"barde de nihiliste",0,"bardes de nihiliste",0,0,1,1,0,"Barde de nihiliste",65638,65638,65638,0,58822,58824,58823,167
108,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
109,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
110,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
111,"",0,"",0,0,0,0,0,"",0,0,0,0,0,0,0,0
