key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
18,1,0,False,45,2,0,False,0,0,0,0,0,0,0,0,0,0,"Je suis désolé, mais vous avez déjà tenté votre chance trois fois aujourd'hui. Prenez votre mal en patience et revenez me voir demain.","","","","","","","","","",""
19,1,0,False,16,2,764,False,0,0,0,0,0,0,0,0,0,0,"Aujourd'hui, c'est le <hex:022209E804FF05021D010303><hex:02080CE2E80402FF03>er<hex:FF02>e<hex:03> tirage du Mini Cactpot. <hex:0208B7E3E90C0DFF55><hex:020851E3E90C05FF27>Allez-vous décrocher le gros lot<hex:021D0103>?<hex:FF23>La chance vous sourira-t-elle<hex:021D0103>?<hex:03><hex:FF5B><hex:020857E3E90C12FF29>Ce nombre vous portera-t-il bonheur<hex:021D0103>?<hex:FF27>Allez-vous décrocher le gros lot<hex:021D0103>?<hex:03><hex:03> Il n'y a qu'une seule façon de le savoir<hex:021D0103>!","","","","","","","","","",""
20,1,0,False,21,2,764,False,0,0,0,0,0,0,0,0,0,0,"Par les Douze, c'est une catastrophe<hex:021D0103>! Je venais à peine de recueillir un pauvre petit poussin chocobo perdu et sans défense, quand des Gobelins sont venus nous chercher des noises<hex:021D0103>!","","","","","","","","","",""
21,1,0,False,158,2,0,False,0,0,0,0,0,0,0,0,0,0,"Ils ont mis le bazar avec leurs bombes et le poussin était com<hex:02160103>plè<hex:02160103>te<hex:02160103>ment affolé... Du coup, il s'est enfui au sommet du Mont Corel. S'il vous plaît, ramenez-le sain et sauf<hex:021D0103>!","","","","","","","","","",""
22,1,0,False,23,2,764,False,0,0,0,0,0,0,0,0,0,0,"Vous avez fait preuve d'une vaillance exemplaire, c'était beau à voir<hex:021D0103>! Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, le poussin chocobo est toujours coincé au sommet du Mont Corel... Faites vite avant qu'il ne lui arrive malheur<hex:021D0103>!","","","","","","","","","",""
23,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Voulez-vous réessayer<hex:021D0103>?","Oui","Non","","","","","","","",""
24,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Merci beaucoup d'avoir sauvé la vie du poussin<hex:021D0103>! Autant vous prévenir tout de suite, il ne tient pas en place et ça ne m'étonnerait pas qu'il se retrouve dans le même pétrin très bientôt. Si jamais cela arrivait, j'espère que nous pourrons compter sur votre aide à nouveau<hex:021D0103>!","","","","","","","","","",""
25,1,0,False,140,2,0,False,0,0,0,0,0,0,0,0,0,0,"Dites, pourriez-vous me rendre un service<hex:021D0103>? J'ai besoin d'un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03> chevronné<hex:020808E905FF02>e<hex:FF01><hex:03> comme vous pour livrer la commande sans se faire repérer par les voleurs. Faites bien attention surtout, il est ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment fragile<hex:021D0103>!","","","","","","","","","",""
26,1,0,False,143,2,0,False,0,0,0,0,0,0,0,0,0,0,"Dites, pourriez-vous me rendre un service<hex:021D0103>? J'ai besoin d'un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03> chevronné<hex:020808E905FF02>e<hex:FF01><hex:03> comme vous pour livrer la commande sans se faire repérer par les voleurs. Faites bien attention surtout, il est ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment fragile<hex:021D0103>!","","","","","","","","","",""
27,1,0,False,28,2,764,False,0,0,0,0,0,0,0,0,0,0,"À l'aide, à l'aide<hex:021D0103>! Je venais à peine de recueillir un poussin chocobo égaré et sans défense, quand des Gobelins sont venus nous jouer un sale tour<hex:021D0103>!","","","","","","","","","",""
28,1,0,False,159,2,0,False,0,0,0,0,0,0,0,0,0,0,"Ils ont fait exploser plein de vilaines bombes et à cause d'eux, le poussin a eu la peur de sa courte vie... Du coup, il est allé se réfugier sur la tête de Coloso et n'arrive plus à descendre<hex:021D0103>! Je vous en prie, allez l'aider avant qu'il finisse comme une crêpe<hex:021D0103>!","","","","","","","","","",""
29,1,0,False,30,2,764,False,0,0,0,0,0,0,0,0,0,0,"Il n'y a pas à dire, vous êtes vraiment très courageu<hex:02080AE905FF03>se<hex:FF02>x<hex:03>, mais le poussin est toujours coincé sur la tête de Coloso<hex:021D0103>! Dépêchez-vous avant qu'il ne soit trop tard<hex:021D0103>!","","","","","","","","","",""
30,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Voulez-vous réessayer<hex:021D0103>?","Oui","Non","","","","","","","",""
31,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Merci infiniment<hex:021D0103>! Grâce à vous, le poussin est hors de danger. Le problème, c'est qu'il a la bougeotte et ça ne me sur<hex:02160103>pren<hex:02160103>drait pas s'il se retrouvait à nouveau dans une situation difficile... N'hésitez pas à repasser de temps à autre, on ne sait jamais<hex:021D0103>!","","","","","","","","","",""
32,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Votre sac est si plein que je n'arrive pas à ranger votre lot. Faites un peu de place et revenez me voir.","","","","","","","","","",""
33,1,0,True,100,2,764,False,0,0,0,0,0,0,0,0,0,0,"Vous êtes en possession d'un billet de Méga Cactpot, vous dites<hex:021D0103>? Très bien. Voyons voir combien de bons numéros vous avez...","","","","","","","","","",""
34,1,0,False,35,2,764,False,0,0,0,0,0,0,0,0,0,0,"Tiens, tiens... Vous m'avez l'air d'être quelqu'un de talentueux, et je ne dis pas ça tous les jourrrs, croyez-moi. Ça vous dirait de prendre une leçon de danse<hex:021D0103>?","","","","","","","","","",""
35,1,0,False,37,2,0,False,0,0,0,0,0,0,0,0,0,0,"Pour ce faire, il vous suffit de monter sur la scène et d'imiter les mouvements de mes danseurs étoiles. Je serais currrieuse de voir si vous êtes capable de faire un sans-faute<hex:021D0103>!","","","","","","","","","",""
36,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Voulez-vous aller sur la scène<hex:021D0103>?","Oui","Non","","","","","","","",""
37,1,7,False,277,2,0,False,0,0,0,0,0,0,0,0,0,0,"Les danseurs exécutent quatre emotes à la suite. Observez bien leurs mouvements et utilisez les mêmes emotes après eux. Vous pouvez vous servir de la barre de raccourcis spéciale.","","","","","","","","","",""
38,1,0,False,39,2,764,False,0,0,0,0,0,0,0,0,0,0,"Il s'agit d'un bonus qui s'améliore au fur et à mesure que le nombre de par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants augmente. Voilà pourquoi vous avez tout intérêt à convaincre vos amis de jouer avec vous<hex:021D0103>!","","","","","","","","","",""
39,1,7,False,40,0,0,False,0,0,0,0,0,0,0,0,0,0,"Le bonus de par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pa<hex:02160103>tion est divisé en 7 rangs. Plus le nombre de par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants au Méga Cactpot augmente, plus le rang s'élève et accroît la quantité de PGS reçus en récompense.","","","","","","","","","",""
40,1,7,False,105,0,0,False,0,0,0,0,0,0,0,0,0,0,"Il est possible de consulter l'état du bonus à tout moment en s'adressant à la courtière et en choisissant l'option “Voir l'état du bonus de par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pa<hex:02160103>tion”.","","","","","","","","","",""
41,1,7,False,42,0,0,False,0,0,0,0,0,0,0,0,0,0,"Les résultats sont annoncés une fois par semaine, le <hex:0208F202BAE5E95401FFF20241><hex:0209F2023BE954FF70><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:020603050103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:020603130703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF01><hex:FF01><hex:FF70><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03><hex:FF70><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03> (temps réel).","","","","","","","","","",""
42,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Vous pouvez retirer votre récompense jusqu'au <hex:0208F202EAE5E95401FFF20269><hex:0209F20263E954FF78><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF78><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF78><hex:020603050103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF78><hex:020603130703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF01><hex:FF01><hex:FF78><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03><hex:FF78><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> suivant à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03> (temps réel). Attention toutefois à ne pas dépasser ce délai, sans quoi vous ne pourrez plus exiger vos gains.","","","","","","","","","",""
43,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Les résultats sont annoncés une fois par semaine, le <hex:0208F202BAE5E95401FFF20241><hex:0209F2023BE954FF70><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:020603050103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF70><hex:020603130703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:FF01><hex:FF01><hex:FF70><hex:0206030C0103><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03><hex:FF70><hex:020603160703><hex:02093DDDFF09>dimanche<hex:FF06>lundi<hex:FF06>mardi<hex:FF09>mercredi<hex:FF06>jeudi<hex:FF09>vendredi<hex:FF07>samedi<hex:03> à <hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h<hex:03> (temps réel).","","","","","","","","","",""
44,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Un billet de Mini Cactpot coûte <hex:022003E80203> PGS.","","","","","","","","","",""
45,1,7,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"Le Mini Cactpot est disponible trois fois par jour à partir de <hex:0206020103><hex:020821DBFF1D><hex:020919DB02030405060708090A0B0C0D0E0F10111213141516171803><hex:0103>h (temps réel).","","","","","","","","","",""
46,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Bravo, vous avez remporté le <hex:022003E80203>e prix<hex:021D0103>! Puisque vous êtes venu<hex:020808E905FF02>e<hex:FF01><hex:03> retirer vos gains rapidement, nous avons également ajouté une prime de célérité. J'espère de tout cœur que vous aurez encore plus de chance la semaine prochaine<hex:021D0103>!","","","","","","","","","",""
47,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Toutes mes félicitations, <hex:02081AE905FF0D>Mademoiselle<hex:FF08>Messire<hex:03><hex:021D0103>! Vous avez remporté le premier prix<hex:021D0103>! Voici votre <hex:02330CFF05>Item<hex:0DE802020203> et vos points du Gold Saucer. Ah oui, comme vous êtes venu<hex:020808E905FF02>e<hex:FF01><hex:03> retirer vos gains rapidement, nous avons également ajouté un bonus de célérité.<hex:02100103>Voilà qui devrait vous permettre de profiter de notre éta<hex:02160103>blis<hex:02160103>se<hex:02160103>ment comme il se doit.","","","","","","","","","",""
48,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Je suis vraiment confuse, mais la période d'exigibilité des gains a expiré... Tout ce que je peux faire pour vous ac<hex:02160103>tu<hex:02160103>el<hex:02160103>le<hex:02160103>ment, c'est vous débarrasser de votre billet et vous conseiller d'être un peu plus rapide la prochaine fois. Encore désolée...","","","","","","","","","",""
49,2,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
50,1,0,False,51,2,764,False,0,0,0,0,0,0,0,0,0,0,"Un ignoble imp a pénétré en douce dans le Gold Saucer et a pris mon apparence<hex:021D0103>!  Il a sûrement dû en faire voir de toutes les couleurs aux autres clients<hex:021D0103>!","","","","","","","","","",""
51,1,0,False,163,2,0,False,0,0,0,0,0,0,0,0,0,0,"Je compte sur toi pour m'observer soigneusement et mettre cette sale bête à découvert<hex:021D0103>! Pour ce faire, jette cette boule puante sur son déguisement, ça lui apprendra<hex:021D0103>! Et fais bien attention à ne pas te tromper, d'accord<hex:021D0103>? Les autres chasseurs risqueraient de le prendre mal...","","","","","","","","","",""
52,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
53,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Ouf, heureusement que tu étais là<hex:021D0103>! Tu as réussi à renvoyer l'imp dans sa tanière, mais je ne doute pas qu'un de ses congénères tentera de nous refaire une mauvaise blague très bientôt. J'espère que tu seras dans les parages à ce moment-là<hex:021D0103>!","","","","","","","","","",""
54,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Tu n'as pas réussi à démasquer notre imp-osteur<hex:021D0103>? Quel dommage... Ce sera pour la prochaine fois.","","","","","","","","","",""
55,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Pouaaah, qu'est-ce que ça sent mauvais<hex:021D0103>! Je vois qu'on ne peut pas te berner aussi facilement, toi<hex:021D0103>! Dis, tu veux bien me laisser partir si je te donne une récompense<hex:021D0103>? Je te promets que je ne recommencerai plus<hex:021D0103>! ","","","","","","","","","",""
56,1,0,False,0,2,0,False,0,0,0,0,0,0,0,0,0,0,"Allez, à la revoyu... Euh, à jaaamais, je voulais dire<hex:021D0103>! Hi hi hi hi<hex:021D0103>!","","","","","","","","","",""
57,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Beeerk<hex:021D0103>! (tousse) Mais qu'est-ce que c'est que cette horreur<hex:021D0103>!?","","","","","","","","","",""
58,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"... Hmm, je sens comme une odeur étrange...","","","","","","","","","",""
59,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Eh, oh<hex:021D0103>! Je suis venu ici pour m'amuser, pas pour être la cible de tes gamineries<hex:021D0103>!","","","","","","","","","",""
60,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Encore<hex:021D0103>!? Je commence à en avoir par-dessus la tête de ces lanceurs de boules puantes<hex:021D0103>!","","","","","","","","","",""
61,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Non mais, on ne t'a jamais dit que c'était pas bien d'embêter les inconnus<hex:021D0103>?","","","","","","","","","",""
62,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Quelle horreur<hex:021D0103>! Je te préviens, ce n'est pas comme ça que tu risques d'attirer mon attention<hex:021D0103>!","","","","","","","","","",""
63,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Pouah<hex:021D0103>! Mais qu'est-ce qui te prend<hex:021D0103>!?","","","","","","","","","",""
64,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"(tousse) Tu peux aller faire ça ailleurs, s'il te plaît<hex:021D0103>!?","","","","","","","","","",""
65,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"(tousse) Mal élevé<hex:020808E905FF02>e<hex:FF01><hex:03>, va<hex:021D0103>!","","","","","","","","","",""
66,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Beurk<hex:021D0103>! Ils laissent entrer de drôles de zouaves au Gold Saucer, quand même<hex:021D0103>!","","","","","","","","","",""
67,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"(tousse) Qu'est-ce qui se passe ici<hex:021D0103>? Une attraction spéciale capable de tuer les mouches en plein vol<hex:021D0103>?","","","","","","","","","",""
68,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Mais ça empeste ici<hex:021D0103>! On se croirait dans une étable<hex:021D0103>! Je vais me plaindre à la direction<hex:021D0103>!","","","","","","","","","",""
69,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Par les Douze, mon nez<hex:021D0103>!","","","","","","","","","",""
70,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Quelle infection<hex:021D0103>! C'est comme ça qu'on accueille les clients au Gold Saucer<hex:021D0103>?","","","","","","","","","",""
71,1,0,False,72,2,764,False,0,0,0,0,0,0,0,0,0,0,"Je devais livrer ce vase à un client du Gold Saucer, mais je me suis fait surprendre en chemin par une bande de voleurs sans foi ni loi...","","","","","","","","","",""
72,1,0,False,80,2,0,False,0,0,0,0,0,0,0,0,0,0,"Vous m'avez l'air d'être un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03> aguerri<hex:020808E905FF02>e<hex:FF01><hex:03>, puis-je vous demander un service<hex:021D0103>? Si vous pouviez livrer la commande sans vous faire repérer par les voleurs, vous me sauveriez vraiment la mise... Faites attention car le contenu est ex<hex:02160103>trê<hex:02160103>me<hex:02160103>ment fragile<hex:021D0103>!","","","","","","","","","",""
73,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Vous avez réussi à effectuer la livraison<hex:021D0103>? Je savais que je pouvais compter sur vous<hex:021D0103>! J'espère que nous pourrons collaborer à nouveau<hex:021D0103>!","","","","","","","","","",""
74,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Laissez-moi vous dire que ces voleurs ne font pas dans la dentelle. Si vous vous faites repérer, la marchandise ne fera pas long feu. Prenez bien garde à ne pas entrer dans leur champ de vision<hex:021D0103>!","","","","","","","","","",""
75,1,0,False,76,2,0,False,0,0,0,0,0,0,0,0,0,0,"Les voleurs sont venus vous mettre des bâtons dans les roues, n'est-ce pas<hex:021D0103>? Ne vous inquiétez pas, j'ai d'autres vases à disposition.","","","","","","","","","",""
76,2,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Souhaitez-vous retenter ce JACTA<hex:021D0103>?","Oui","Non","","","","","","","",""
77,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Merci beaucoup, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. Il n'y a pas à dire, vous avancez à pas de loup<hex:021D0103>!","","","","","","","","","",""
78,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"Comme je suis contente de récupérer ce beau vase<hex:021D0103>! Merci infiniment pour tous vos efforrrts, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03><hex:021D0103>!","","","","","","","","","",""
79,1,0,False,0,2,764,False,0,0,0,0,0,0,0,0,0,0,"C'est bien le vase que j'ai commandé, n'est-ce pas<hex:021D0103>? Ça n'a pas dû être une partie de plaisir de le transporter jusqu'ici. Un grand merci à vous<hex:021D0103>!","","","","","","","","","",""
80,2,0,False,97,2,764,False,0,0,0,0,0,0,0,0,0,0,"Souhaitez-vous participer à ce JACTA<hex:021D0103>?","Oui","Non","","","","","","","",""
81,1,0,False,82,2,0,False,0,0,0,0,0,0,0,0,0,0,"Sachez également que vous recevrez un bonus spécial si vous vous présentez à notre comptoir juste après le tirage.","","","","","","","","","",""
82,1,0,False,130,2,0,False,0,0,0,0,0,0,0,0,0,0,"Le contenu de cette prime de célérité sera dévoilé en même temps que le numéro gagnant.","","","","","","","","","",""
83,1,7,False,105,0,0,False,0,0,0,0,0,0,0,0,0,0,"Le bonus de célérité est octroyé aux par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants se présentant au comptoir du Méga Cactpot dans une limite de <hex:022003E80403> heure<hex:02080AE2E80402FF01><hex:FF02>s<hex:03> (temps réel) après le tirage au sort.","","","","","","","","","",""
84,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
85,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
86,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
87,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
88,0,0,False,0,0,0,False,0,0,0,0,0,0,0,0,0,0,"","","","","","","","","","",""
89,1,0,False,90,2,764,False,0,0,0,0,0,0,0,0,0,0,"Maître Typhon s'apprête à soulever toute la poussière du Gold Saucer avec sa respiration foudroyante<hex:021D0103>! Serez-vous capable de prévoir la direction de son souffle pour ne pas vous faire éjecter à l'autre bout du bâtiment<hex:021D0103>?","","","","","","","","","",""
