key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
23,"Livraison<hex:021D0103>: sabots pour les ingénieurs","Le génie militaire est une composante importante pour une troupe militaire, ayant à gérer les conditions et l'environnement de combat. Les nouvelles recrues devant intégrer l'équipe définitive de génie militaire ont été sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>nées parmi celles qui ont terminé la formation de base. Nous voudrions leur offrir des sabots en souvenir de ce jour pour leur rappeler de toujours soutenir leurs camarades au combat. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau qui devra fêter dignement leur intégration.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917651,True,0,1,630,112,2,19,5,2648092,110010,True,0,14
24,"Fabrication<hex:021D0103>: arcs courts pour les éclaireurs","L'infanterie légère a besoin d'utiliser des armes maniables et rapides. Les nouvelles recrues devant intégrer définitivement les troupes d'infanterie légère ont été sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>nées parmi celles qui ont terminé la formation de base. Pour les stimuler et dans l'espoir qu'ils ne ratent jamais leur cible, ils doivent recevoir des arcs courts en souvenir de ce jour. Nous cherchons des menuisiers pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917655,True,0,1,1160,112,3,18,5,2648092,110010,True,0,14
25,"Fabrication<hex:021D0103>: boucliers de bois pour les gardes","Les unités devant intégrer les troupes d'infanterie lourde ont été sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>nées parmi les dernières recrues ayant terminé leur formation de base. Pour rendre hommage aux vaillants soldats qui garderont fièrement les portes de notre belle Cité, nous avons décidé de les équiper d'un solide bouclier de bois. Nous cherchons donc quelqu'un pour les fabriquer.",19,6,5,2,1,0,1,90,90,0,0,9,272,54,80012,917656,True,0,1,1690,113,3,18,5,2648092,110010,True,0,14
26,"Livraison<hex:021D0103>: érable pour instruments de musique","Un groupe de bardes très en vogue chez les jeunes femmes, les Homoncules, défraye la chronique. Ce pic de popularité a provoqué un engouement soudain pour la harpe chez les hommes, désireux eux aussi d'attirer l'attention de ces dames. La guilde des menuisiers a besoin d'érable pour fabriquer des instruments de musique afin de répondre à cette demande subite.",9,6,5,2,1,0,1,39,39,0,0,9,272,39,80012,917657,True,0,1,630,113,3,19,5,2257767,110007,True,0,14
27,"Fabrication<hex:021D0103>: arcs pour l'Ordre","L'ordre des Deux Vipères nous demande ré<hex:02160103>gu<hex:02160103>liè<hex:02160103>re<hex:02160103>ment des arcs longs pour l'en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment de ses nouvelles recrues. Il s'agit d'un client important pour le Lièvre noir, et la livraison ne doit surtout pas prendre de retard. Nous cherchons un artisan fiable pour produire le nombre demandé en temps et en heure.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917652,True,0,1,4110,140,4,18,5,2257767,110007,True,0,14
28,"Fabrication<hex:021D0103>: boucliers pour les aventuriers","La demande en équipement de protection, dynamisée par l'augmentation du nombre d'aventuriers de passage à Gridania, ne cesse de progresser. Au Lièvre noir, nous avons décidé de suivre la tendance et d'élargir notre gamme de produits. Pour cela, nous recherchons un menuisier capable de fabriquer des boucliers de bois de manière rapide et efficace.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917653,True,0,1,6840,168,4,18,5,2257767,110007,True,0,14
29,"Livraison<hex:021D0103>: cannes pour les aides-soignants","Soigner les blessés au front peut se révéler décisif pour l'avenir d'une armée, sans parler du moral des troupes. Les nouvelles recrues devant intégrer définitivement l'équipe médicale ont été sé<hex:02160103>lec<hex:02160103>tion<hex:02160103>nées parmi les unités ayant terminé le programme de base. Pour les motiver à bien soigner leurs camarades au combat, ils doivent recevoir des armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en souvenir de ce jour. Nous cherchons quelqu'un pour prendre en charge la fabrication de ce cadeau afin de fêter dignement leur intégration.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917654,True,0,1,2790,139,4,19,5,2648092,110010,True,0,14
30,"Fabrication<hex:021D0103>: lances d'en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment pour nouveaux","Au Bannock, les nouvelles recrues apprennent à la fois le maniement de l'arc et de la lance, ce qui permet de mieux voir les capacités de ces nouveaux venus et de déterminer quelle sera leur discipline forte. Nous avons besoin cette fois de lances robustes, capables de résister au rude en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment de base des soldats du Bannock.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917658,True,0,1,5220,140,5,18,5,2648092,110010,True,0,14
31,"Fabrication<hex:021D0103>: épées en bois pour les instructeurs","Les Ixali, les ennemis jurés des Gridaniens, sont de fins épéistes. Afin de se préparer à affronter ces viles créatures, les jeunes recrues de l'ordre des Deux Vipères simulent de véritables combats avec leurs instructeurs. Nous recherchons un artisan capable de fabriquer des épées en bois pour les instructeurs qui joueront le rôle des barbares lors de leur prochain en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment.",19,6,5,2,5,0,1,90,90,0,0,9,272,54,80012,917659,True,0,1,2490,170,5,18,5,2648092,110010,True,0,14
32,"Livraison<hex:021D0103>: cannes bon marché","De nombreux aventuriers débutants viennent spé<hex:02160103>cia<hex:02160103>le<hex:02160103>ment à Gridania, berceau de l'élémentalisme, pour y apprendre cette discipline. Ils apprécient les cannes bon marché, mais notre stock commence à s'amoindrir. Si nous ne voulons pas rater des clients potentiels, il nous faut un arrivage de cannes le plus vite possible.",9,6,5,2,5,0,1,39,39,0,0,9,272,39,80012,917660,True,0,1,3600,139,5,19,5,2257767,110007,True,0,14
33,"Fabrication<hex:021D0103>: radicelles bon marché","Pour apprendre un art magique, il est important d'avoir un bon outil. Les radicelles en bois, bon marché et solides, se vendent très bien auprès des aventuriers débutants venus apprendre l'élémentalisme, mais ce succès fait craindre une rupture de stock. Il nous faut un arrivage de radicelles pour répondre à la demande.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917523,True,0,1,4280,170,6,18,5,2257767,110007,True,0,14
34,"Fabrication<hex:021D0103>: outils pour orfèvres","Depuis que les marchands uldiens ont ouvert boutique aux Échoppes d'ébène, les orfèvres de passage à Gridania ont plus de facilité à se procurer des matières premières. Il semblerait toutefois que certains aient du mal à trouver des outils de qualité. Au Lièvre noir, nous voyons cela comme une excellente opportunité de commerce et nous recherchons d'urgence un artisan capable de répondre à cette demande.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917524,True,0,1,7880,170,6,18,5,2257767,110007,True,0,14
35,"Livraison<hex:021D0103>: bois pour enclos","La barrière de bois qui entoure le ranch commence à vieillir, et demande à être remplacée rapidement pour des raisons de sûreté. En temps normal, la guilde des menuisiers devrait prendre en charge cette commande, mais il se trouve qu'ils sont débordés par les divers travaux de recon<hex:02160103>struc<hex:02160103>tion et ne peuvent accorder qu'une faible priorité à ce projet. Pour fabriquer le nouvel enclos, du bois de frêne est nécessaire. Apportez-en sous la forme de madriers afin qu'il soit prêt à être travaillé.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917525,True,0,1,3780,287,6,19,5,2119045,110002,True,0,14
36,"Fabrication<hex:021D0103>: lances décorées à offrir","Les Montures Mog souhaitent exprimer leur recon<hex:02160103>nais<hex:02160103>san<hex:02160103>ce aux vigiles sombres, qui veillent sur le ranch de Brancharquée. Pour cela, nous voudrions leur offrir des équipements pour leurs bons services, nous cherchons donc des lances décorées de plumets.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917505,True,0,1,9430,174,7,18,5,2119045,110002,True,0,14
37,"Fabrication<hex:021D0103>: outils de couture pour le ranch","Élever et dresser des chocobos n'est pas un métier de tout repos. Entre les coups de bec et les griffures des volatiles capricieux, les équipements ne durent pas bien longtemps. Faire réparer tout cela nous coûte énormément d'argent, voilà pourquoi nous avons décidé qu'il était temps de nous mettre à la couture<hex:021D0103>! Nous recherchons de toute urgence des outils de couture afin de remédier à cette situation.",5,6,5,2,10,0,1,94,94,0,0,9,272,54,80012,917506,True,0,1,13090,230,7,18,5,2119045,110002,True,0,14
38,"Livraison<hex:021D0103>: boucliers bon marché","Les boucliers carrés, peu onéreux, font partie de l'équipement de base d'un aventurier faisant ses armes, et ils ont du succès auprès des nouveaux venus à Gridania, notamment ceux qui viennent apprendre l'élémentalisme. Nous cherchons à renouveler notre stock de boucliers carrés en frêne au plus vite, avant de risquer une rupture de stock.",9,6,5,2,10,0,1,39,39,0,0,9,272,39,80012,917507,True,0,1,9990,170,7,19,5,2257767,110007,True,0,14
39,"Fabrication<hex:021D0103>: lances métalliques","Un incident sans précédent a été mis à jour, entachant l'honneur des vigiles sombres<hex:021D0103>: une nouvelle recrue a en effet dérobé de l'équipement des Vigiles afin de le revendre. Bien entendu, le coupable a été im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment révoqué et banni de Sombrelinceul, mais le matériel détourné ne pourra être récupéré. Pour remplacer celui-ci, une commande a été passée par la troupe. Nous cherchons un artisan fiable pour nous aider à produire les lances demandées.",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917526,True,0,1,18910,236,8,18,5,2257767,110007,True,0,14
40,"Fabrication<hex:021D0103>: armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en orme","Une rumeur s'est répandue dans Gridania selon laquelle un sort de soin appliqué au coucher empêcherait un enfant de faire des cauchemars. De nombreux parents con<hex:02160103>scien<hex:02160103>cieux ont ainsi pour soudaine lubie d'apprendre l'art de l'élémentalisme, provoquant une hausse de la demande en armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en orme. Nous cherchons un artisan fiable pour nous aider à les produire et éviter une rupture de stock.",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917527,True,0,1,13040,235,8,18,5,2257767,110007,True,0,14
41,"Livraison<hex:021D0103>: bois pour la tour","Des attaques de ballons ixali renforcés ont récemment eu lieu aux environs de la toute nouvelle Tour de Josselin, et les troupes en poste projettent de renforcer ses défenses contre les attaques aériennes. Nous prévoyons donc de l'équiper de nouvelles barricades pour arrêter les flèches ennemies, et nous avons besoin de madriers d'orme pour les fabriquer.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917528,True,0,1,7170,350,8,19,5,2255476,110004,True,0,14
42,"Fabrication<hex:021D0103>: masques pour vigiles sombres","La 4e Lance des Vigiles, qui patrouille autour des Neuf Lierres, demande la fabrication de masques pour ses nouvelles recrues. De nombreux masques ont en effet été brisés au court d'en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ments par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement rudes. Un artisan compétent est demandé pour mener à bien cette tâche.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917511,True,0,1,24790,240,9,18,5,2255476,110004,True,0,14
43,"Fabrication<hex:021D0103>: bouclier de bois pour aventuriers","L'autre jour, un aventurier originaire d'Ul'dah est passé à mon échoppe pour acheter un bouclier de bois. Manque de chance, je n'en avais plus en réserve et n'ai pas pu satisfaire sa demande. Je recherche donc un artisan capable de m'en fabriquer à bas prix afin de renouveler mon stock, et éviter qu'une telle situation ne se reproduise.",7,6,5,2,15,0,1,107,107,0,0,9,272,55,80012,917512,True,0,1,18910,170,9,18,5,2255476,110004,True,0,14
44,"Livraison<hex:021D0103>: arc court en frêne","À l'occasion de la con<hex:02160103>struc<hex:02160103>tion d'une nouvelle tourelle de garde, les flèches divines projettent de recruter des nouveaux archers. Or, les arcs courts que nous avions apprêtés à leur effet ont été dérobés par les facétieux Sylphes. Nous cherchons des artisans sûrs et sérieux, capables de fabriquer des arcs courts en frêne pour remplacer les pertes.",9,6,5,2,15,0,1,39,39,0,0,9,272,39,80012,917513,True,0,1,14920,174,9,19,5,2257767,110007,True,0,14
45,"Fabrication<hex:021D0103>: armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en if","Le Temple de la Sérénité nous a passé une commande d'armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en if destinées à être offertes aux jeunes recrues qui ont terminé le programme de formation de base et s'apprêtent à poursuivre leur ap<hex:02160103>pren<hex:02160103>tis<hex:02160103>sage auprès d'un druide. Nous recherchons un artisan qualifié capable de fournir diligemment un travail de qualité.",9,6,5,2,20,0,1,39,39,0,0,9,272,39,80012,917529,True,0,1,9540,287,10,18,5,2257767,110007,True,0,14
46,"Grosse commande<hex:021D0103>: des masques pour les vigiles","Chaque mois, une cérémonie a lieu pour permettre aux vigiles sombres d'honorer les âmes des braves tombés au champ d'honneur lors de la bataille de Carteneau il y a cinq ans. Or, cette cérémonie consiste à brûler des masques à la mémoire de ces morts. Nous avons besoin d'un artisan capable de produire en masse des masques qui seront utilisés lors des prochaines commémorations.",9,6,5,2,20,0,1,39,39,0,0,9,272,39,80012,917530,True,0,1,16800,192,10,26,5,2257767,110007,True,0,14
47,"Livraison<hex:021D0103>: lances pour les volontaires","Nous, membres de la 5e Lance des Vigiles, entraînons les jeunes populations des hameaux à manipuler l'arme d'hast afin qu'ils se défendent plus efficacement face aux agressions des Ixali. Ces soldats volontaires ont besoin de lances. Si vous êtes capable d'en fabriquer pour nous, venez nous rendre visite.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917531,True,0,1,28010,245,10,19,5,2257677,110006,True,0,14
48,"Fabrication<hex:021D0103>: meule à aiguiser","Nous, les habitants du Moulin de la Carrière, recherchons des meules pour affûter nos flèches et nos pointes de lance. Pour nous autres qui sommes sous la menace constante des Ixali, le bon entretien des équipements est crucial pour notre sécurité et notre survie. Les personnes qui accepteront de nous aider seront généreusement récompensées.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917517,True,0,1,17120,293,11,18,5,2257677,110006,True,0,14
49,"Grosse commande<hex:021D0103>: projectiles de balistes","Nous, membres de la 5e Lance des Vigiles, étudions des projets de renforcement de la défense des remparts du Moulin de la Carrière. Une des idées les plus porteuses est l'installation de balistes projetant des lances d'acier qui permettraient d'abattre en vol les ballons ennemis. Nous aimerions qu'un maître artisan accepte de con<hex:02160103>fec<hex:02160103>tion<hex:02160103>ner des lances afin de procéder à des ex<hex:02160103>pé<hex:02160103>ri<hex:02160103>men<hex:02160103>ta<hex:02160103>tions.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917518,True,0,1,12960,91,11,26,5,2257677,110006,True,0,14
50,"Fabrication<hex:021D0103>: madriers de noyer","Ceci est la requête d'un menuisier qui tient à garder l'anonymat. Un coup de marteau mal placé a gâché mon travail et j'ai dû tout recommencer en “empruntant” les madriers de la réserve de la guilde des menuisiers. Il me faut maintenant les remplacer dis<hex:02160103>crè<hex:02160103>te<hex:02160103>ment. Hélas, compte tenu des cir<hex:02160103>cons<hex:02160103>tan<hex:02160103>ces, je ne peux pas m'en occuper personnellement. Je cherche donc un menuisier de confiance capable de garder le silence quant à cette affaire.",13,6,5,2,20,0,1,129,129,0,0,9,272,56,80012,917519,True,0,1,8570,295,11,18,5,2257677,110006,True,0,14
51,"Fabrication<hex:021D0103>: bouclier à l'effigie des Deux Vipères","Un de nos habitués voudrait offrir un bouclier rond à un membre de sa famille qui vient tout juste de s'enrôler dans l'ordre des Deux Vipères. Celui-ci désirerait y voir le symbole protecteur de Gridania, les deux serpents blancs entrelacés, en signe de porte-bonheur. Si vous avez des compétences en menuiserie et qu'en plus vous êtes doué pour la peinture, contactez-nous.",9,6,5,2,25,0,1,39,39,0,0,9,272,39,80012,917673,True,0,1,47200,316,12,18,5,2257767,110007,True,0,14
52,"Livraison<hex:021D0103>: un beau râteau","Pour les membres de la 5e Lance des Vigiles, l'honnêteté est une vertu capitale. L'autre jour, au cours d'un en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment au Moulin de la Carrière, nous avons cassé le râteau d'un habitant. Aussi, nous souhaiterions le remplacer par un modèle de meilleure qualité, comme une fourche en argent. À bon entendeur...",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917674,True,0,1,36390,379,12,19,5,2257677,110019,True,0,14
53,"Grosse commande<hex:021D0103>: madriers pour meubles de luxe","Les meubles de luxe connaissent de plus en plus de succès parmi la classe aisée d'Ul'dah, et le Consortium de l'est d'Aldenard nous a passé une énorme commande de madriers de noyer pour profiter de cet engouement. Les stocks de la guilde des menuisiers n'étant guère suffisants pour répondre à la demande, nous recherchons des artisans capables de travailler vite et bien.",9,6,5,2,25,0,1,39,39,0,0,9,272,39,80012,917675,True,0,1,8660,202,12,26,5,2257767,110007,True,0,14
54,"Fabrication<hex:021D0103>: épées de bois pour les volontaires","La 5e Lance des Vigiles forme les jeunes volontaires au maniement des armes. Dans le cadre de cet en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment, nos instructeurs utilisent des épées de bois pour jouer le rôle d'Ixali au cours des simulations de batailles. Notre stock arrivant à épuisement, nous recherchons des menuisiers capables de nous réapprovisionner dans des délais raisonnables.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917676,True,0,1,39990,294,13,18,5,2257677,110019,True,0,14
55,"Fabrication<hex:021D0103>: lances pour une cérémonie","La famille Fortemps, une des quatre grandes maisons nobles d'Ishgard, nous a passé une commande de lances pour une cérémonie. C'est un client très exigeant qui veut des produits de premier choix. Nous recherchons par conséquent un artisan sérieux capable d'effectuer un travail d'une qualité irréprochable.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917677,True,0,1,36390,388,13,18,5,2257677,110019,True,0,14
56,"Grosse commande<hex:021D0103>: armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes pour les volontaires","Un groupe de druides a été désigné pour initier les volontaires chargés de protéger les hameaux à la magie élémentaire. Nous recherchons un artisan capable de fabriquer des armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>tes en grande quantité.",13,6,5,2,25,0,1,129,129,0,0,9,272,56,80012,917678,True,0,1,12000,107,13,26,5,2257677,110019,True,0,14
57,"Livraison<hex:021D0103>: bois de collection","L'humeur de messire Gegeruju est dan<hex:02160103>ge<hex:02160103>reu<hex:02160103>se<hex:02160103>ment im<hex:02160103>pré<hex:02160103>vi<hex:02160103>si<hex:02160103>ble à l'approche du foehn. Il lui faut vite de quoi se distraire et le seigneur est un grand amateur des belles épées en bois. Nous cherchons un artisan aussi doué que discret pour ajouter une pièce à sa collection.",113,6,5,2,30,0,1,206,206,0,0,9,272,32,80012,917679,True,0,1,31070,377,14,19,5,3999030,110031,True,0,14
58,"Fabrication<hex:021D0103>: arc pour le vainqueur du concours","Les flèches divines nous ont confié la fabrication d'un arc très spécial. Ce dernier sera remis au vainqueur du concours d'archerie organisé dans le but d'encourager les troupes à se per<hex:02160103>fec<hex:02160103>tion<hex:02160103>ner au tir à l'arc. Cette récompense doit être à la hauteur du but recherché. N'hésitez pas à postuler si vous vous sentez à la hauteur de la tâche.",9,6,5,2,30,0,1,39,39,0,0,9,272,39,80012,917680,True,0,1,64910,391,14,18,5,2257767,110007,True,0,14
59,"Grosse commande<hex:021D0103>: lances pour une cérémonie","La famille Fortemps, une des quatre grandes maisons nobles d'Ishgard, nous a passé une importante commande de lances pour une cérémonie. C'est un client très important, et il va sans dire que l'échec n'est pas toléré. Nous avons besoin d'un artisan capable de produire ces armes en masse.",9,6,5,2,30,0,1,39,39,0,0,9,272,39,80012,917681,True,0,1,31330,160,233,26,5,2257767,110007,True,0,14
60,"Fabrication<hex:021D0103>: un arc pour la chasse","Le seigneur Gegeruju désire entrer en communion avec la nature, et quoi de mieux pour ça que de tirer à distance ? Il lui faut un arc long, car il souhaite chasser le buffle. Il ne sera pas déçu, oh que non. Je vais m'arranger pour que des archers dissimulés abattent le gibier à sa place.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917682,True,0,1,62560,428,15,18,5,3999030,110031,True,0,14
61,"Fabrication<hex:021D0103>: lances à louer","Dans sa quête incessante pour protéger Costa del Sol de tous les ennemis, le seigneur Gegeruju a fait appel à des mercenaires aguerris, adeptes de la lance. Nous cherchons des disciples de la main pour fournir à ces vaillants combattants les meilleures lances que l'on puisse manier.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917683,True,0,1,67730,593,15,18,5,3999030,110031,True,0,14
62,"Grosse commande<hex:021D0103>: la longue lance de la loi","Messire Gegeruju a décidé d'offrir une grosse cargaison de lances au Maelstrom. Le seigneur dit qu'il s'agit d'“un grand geste pour une grande compagnie”. S'agit-il d'opportunisme<hex:021D0103>? On peut très bien le penser, mais je ne ferai aucun commentaire.",113,6,5,1,30,0,1,206,206,0,0,9,272,32,80011,917684,True,0,1,40640,184,234,26,5,3999030,110031,True,0,14
63,"Livraison<hex:021D0103>: harpon pour dragon","Ce n'est pas en suivant aveuglément les vieilles traditions que la famille Durendaire a élevé les plus puissants chevaliers dragon d'Ishgard. Con<hex:02160103>trai<hex:02160103>re<hex:02160103>ment à de nombreuses vieilles maisons de cette méfiante théocratie, elle a soif de con<hex:02160103>nais<hex:02160103>san<hex:02160103>ces... Cherchant par exemple à savoir si un harpon limséen peut être adapté à une créature volante.",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917685,True,0,1,68670,442,16,19,5,3643002,110062,True,0,14
64,"Fabrication<hex:021D0103>: armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>te en chêne","Le bûcheron de Waterbury s'est enfin décidé à abattre le fameux “chêne trompette”. D'après lui, son bois sera parfait pour des armes d'élé<hex:02160103>men<hex:02160103>ta<hex:02160103>lis<hex:02160103>te. Après trente-trois ans, il a intérêt à être parfait... Nous cherchons un artisan pour transformer cette noble essence en armes, si possible en moins de trente-trois ans, merci.",9,6,5,2,35,0,1,39,39,0,0,9,272,39,80012,917686,True,0,1,105270,593,16,18,5,2257767,110007,True,0,14
65,"Grosse commande<hex:021D0103>: gladiateurs en bois","Le nouveau directeur artistique du Colisée devient de plus en plus excentrique. Ce mois-ci, c'est, voyons... “une mêlée de macuahuitl, où les gladiateurs modernes combattront avec les lames de bois des anciens”. Comme s'il n'y avait déjà pas assez de folie dans cette ville... Je vous fais confiance pour livrer les armes<hex:021D0103>?",9,6,5,2,35,0,1,39,39,0,0,9,272,39,80012,917687,True,0,1,25910,211,235,26,5,2257767,110007,True,0,14
66,"Fabrication<hex:021D0103>: arc de luxe","La famille Durendaire désire un arc en mithril, et comme toujours, le plus tôt sera le mieux. Je crois que les seigneurs se sont résignés à un hiver sans fin. Ce froid constant apporte aussi son lot d'humidité... et il faut constamment prendre soin des arcs, car le bois et les tendons sont très fragiles. Ce qu'un arc en mithril perd en vitesse, il le gagne en robustesse.",122,6,5,2,35,0,1,385,385,0,0,9,272,63,80012,917688,True,0,1,90240,566,17,18,5,3643002,110062,True,0,14
