key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
18,"Objectif de développement : élever des animaux","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Utiliser le mode “Nourrir” pour donner à manger à vos animaux<hex:021402EC03><hex:021302EC03>","Parler à Béberger",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,-292,148,40,0
19,"Objectif de développement : élever des animaux","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Béberger<hex:021402EC03><hex:021302EC03>","Utiliser le mode ""Nourrir"" pour donner à manger à vos animaux",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
20,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
21,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Demander à Dédéfricheur I d'aménager le terrain<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
22,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Dédéfricheur I<hex:021402EC03><hex:021302EC03>","Demander à Dédéfricheur I d'aménager le terrain",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
23,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Collecter les matériaux nécessaires pour fabriquer un marteau en pierre de pionnier dans l'atelier<hex:021402EC03><hex:021302EC03>","Parler à Dédéfricheur I",3,3,4,9,2,10,11,4,12,255,0,0,255,0,0,0,0,0,0,0
24,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Collecter les matériaux nécessaires pour construire une fabrique<hex:021402EC03><hex:021302EC03>","Collecter les matériaux nécessaires pour fabriquer un marteau en pierre de pionnier dans l'atelier",9,10,10,0,10,1,14,10,15,11,5,12,8,5,9,0,0,0,0,0
25,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Dédéfricheur I<hex:021402EC03><hex:021302EC03>","Collecter les matériaux nécessaires pour construire une fabrique",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
26,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
27,"Objectif de développement : construire une fabrique et développer le commerce","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Développer votre île comme bon vous semble<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
28,"Objectif de développement : améliorer vos compétences de pionnier","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
29,"Objectif de développement : améliorer vos compétences de pionnier","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Développer votre île comme bon vous semble<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
30,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
31,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Inspecter les alentours de la montagne moussue<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,420,-145,40,0
32,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","Inspecter les alentours de la montagne moussue",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
33,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Édouarpenteur<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
34,"Objectif de développement : enquêter sur les rumeurs autour de l'île","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Fabriquer des outils de forage taille réduite et les donner à Édouarpenteur<hex:021402EC03><hex:021302EC03>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
35,"Objectif de développement : rendre votre île encore plus plaisante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
36,"Objectif de développement : rendre votre île encore plus plaisante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Continuer à développer votre île comme bon vous semble<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
37,"Objectif de développement : explorer la caverne croulante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
38,"Objectif de développement : explorer la caverne croulante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Édouarpenteur<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
39,"Objectif de développement : explorer la caverne croulante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Inspecter la caverne croulante<hex:021402EC03><hex:021302EC03>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,310,-255,40,1
40,"Objectif de développement : explorer la caverne croulante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Édouarpenteur<hex:021402EC03><hex:021302EC03>","Inspecter la caverne croulante",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
41,"Objectif de développement : explorer la caverne croulante","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Fabriquer des outils de forage supérieurs taille réduite et les donner à Édouarpenteur<hex:021402EC03><hex:021302EC03>","Parler à Édouarpenteur",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
42,"Objectif de développement : sublimer votre Félicité insulaire","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Parler à Chamoiselle<hex:021402EC03><hex:021302EC03>","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
43,"Objectif de développement : sublimer votre Félicité insulaire","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>Développer votre île jusqu'à son niveau maximum<hex:021402EC03><hex:021302EC03>","Parler à Chamoiselle",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
44,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
45,"","","",255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,0,0,0,0
