key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7,54,7,43,1,242007,48645,1,42,"Ce drôle de monstre passe son temps à sillonner son habitat à la recherche des minerais qui lui serviront à fabriquer sa carapace. La couleur et la dureté de cette dernière dépendent des gisements disponibles, et varient donc selon les régions. Les coblyns ne sont absolument pas comestibles, leurs tentacules étant extrêmement venimeux.","Attaque magique de foudre","Vulnérabilité physique des alliés réduite + Résistance à Poison augmentée",False,False,False,True,False,False,False,False,False,False,False,100,100,91,100,100
8,55,2,27,1,242008,45187,1,54,"Cet arthropode géant possède une organisation sociale distincte où les mâles adultes sont chargés de protéger les quelques femelles en mesure de pondre. L'acarus peut sécréter une toile lui permettant de capturer et de conserver ses proies.","Attaque physique perforante + Poison","Attaque magique neutre + Projection + Entrave",False,False,False,False,False,True,False,False,True,False,False,100,100,100,100,100
9,56,5,8,2,242009,49695,1,30,"Un énorme crabe présent le long des côtes de la Noscea ainsi qu'aux abords de rivières comme la Velodyna ou la Hathoeva. Sous son épaisse carapace se cache une chair généreuse et réputée succulente. Cette même carapace est d'ailleurs fréquemment utilisée comme récipient pour réaliser de délicieuses recettes.","Attaque magique d'eau","Attaque magique d'eau + Résistance à l'eau réduite",False,False,False,False,False,False,False,False,False,False,False,97,97,97,97,97
10,57,2,37,1,242010,45187,1,43,"Ces guêpes géantes ont été importées depuis le continent de Tural à la faveur d'échanges commerciaux. Leur taille et leur vitesse de reproduction suscitent des inquiétudes quant au devenir des espèces locales. Toute intervention exigera cependant la plus grande prudence, les frelons étant capables de projeter des dards empoisonnés.","Attaque physique perforante + Poison","Attaque physique perforante + Renvoi forcé",False,False,False,False,False,True,False,False,False,False,False,97,97,97,97,97
11,58,3,5,2,242011,48646,1,42,"Un mystérieux volatile que l'on croise partout en Éorzéa. Son attrait pour les viandes faisandées lui vaut d'être fréquemment présenté comme un oiseau de mauvais augure dans les mythes et les légendes. Les soldats en particulier ont tendance à le détester, car il les suit à la trace, dans l'espoir de s'en repaître en cas de défaite.","Attaque magique de vent","Attaque magique de vent + Dissipation",False,False,False,False,False,False,False,False,False,False,False,100,100,91,91,91
12,59,4,36,2,242012,45188,1,30,"Une plante apparue après le Fléau, et dont on sait très peu de chose. Elle semble dotée d'une certaine forme d'intelligence et d'un moyen de communication qui lui permet d'intéragir avec ses semblables. On a constaté ces dernières années l'existence de nombreuses conspirations fomentées de concert par des plantes de différentes espèces...","Attaque physique contondante","Attaque magique neutre + Pesanteur",False,False,False,False,False,True,False,False,False,True,False,91,91,100,100,100
13,60,8,6,5,242013,49692,1,54,"Un puissant spectre qui erre dans les brumes nocturnes. Il partage de nombreux points communs avec les tourmenteurs, dont des motifs rappelant des visages sur la tête ou le torse. Certaines personnes pensent qu'il s'agit d'incarnations des craintes et des anxiétés des vivants, du fait de leurs apparitions dans les cimetières et sur les champs de bataille.","Attaque magique de foudre","Absorbtion de PV pour les alliés",False,False,False,False,False,False,False,False,False,False,False,100,100,100,100,100
14,61,6,47,2,242014,45187,1,30,"Un lézard ailé, qui saute à travers les bosquets afin de capturer des insectes. Il a un tempérament de feu et s'interpose lorsqu'un intrus entre sur son territoire, même si celui-ci est plus grand que lui. Leur nom est parfois utilisé de façon péjorative à Gridania pour désigner les personnes qui présument de leurs forces.","Attaque magique de feu","Attaque physique tranchante + Projection",False,False,False,False,False,False,False,False,False,False,False,100,88,91,100,100
15,62,5,12,2,242015,48648,1,42,"Une créature de taille moyenne et dotée d'une carapace, que l'on trouve partout dans le monde. Sa viande est peu utilisée en cuisine, du fait de son goût très particulier. Il arrive parfois que certains specimens portent comme un casque les objets sous lesquels ils se cachaient à l'état larvaire, bien avant de finir leur croissance.","Attaque magique d'eau","Hâte pour soi",False,False,False,False,False,False,False,False,False,False,False,94,94,94,94,94
16,63,2,27,1,242016,45186,1,33,"Une mante aussi grande que féroce, qui peuple les forêts tropicales des îles méridionales. Elle a profité des mouvements migratoires massifs du Peuple des Plaines pour s'implanter de façon durable dans La Noscea, où sa population a explosé en se nourrissant de la faune locale et d'individus imprudents.","Attaque physique tranchante","Attaque magique neutre + Vulnérabilité physique augmentée",False,False,False,False,False,False,False,False,False,False,False,94,94,94,94,94
17,64,8,40,5,242017,49689,2,3,"Une entité plus ou moins surnaturelle, née d'une entrée en contact d'un corps défunt, de fluides putréfiés ou de liquides souillés avec l'éther terrestre. Elles apparaissent principalement par accident, mais certains alchimistes ou disciples de la magie d'un mauvais goût sans égal en créent parfois volontairement.","Attaque magique neutre + Absorption de PV pour le dresseur","Attaque magique neutre + Entrave",False,False,False,False,False,False,False,False,True,False,False,97,1,97,97,97
18,65,7,15,2,242018,45186,2,7,"Un golem équipé d'une armure imposante. La croyance populaire veut qu'il s'agisse de marionnettes à qui un mage aurait autrefois donné vie, mais certains prétendent que l'armure serait habitée par un spectre issu d'un fragment d'âme ou encore une créature enchantée qui se serait échappée du monde des esprits. Aucune de ces théories n'a été réfutée.","Attaque physique tranchante","Bonus de dégâts physiques pour les alliés",False,False,False,True,False,False,False,False,False,False,False,97,97,97,97,97
19,66,3,16,2,242019,49689,1,31,"Une créature ailée qui niche dans des endroits peu éclairés, telles les grottes et les arbres creux. Elle se terre dans son nid le jour et sort la nuit. Elle se nourrit d'insectes volants, de fruits ou encore de sang selon l'espèce, mais ses déjections sont utilisées depuis toujours comme engrais ou combustible.","Attaque magique neutre + Absorption des PV pour le dresseur","Attaque magique neutre + Malus de précision + Dissipation d'altération d'état pour les alliés ",False,False,False,False,True,False,False,False,False,False,False,94,94,94,94,94
20,67,4,16,2,242020,49697,1,54,"Une plante insectivore et carnivore qui peuple les plaines et les bois. Elle attire ses proies avec ses faux pétales et les immobilise de ses feuilles imbibées de mucus, avant d'y planter ses vignes pour en aspirer les liquides. Des inconscients auraient tenté d'en faire des plantes décoratives, mais auraient servi d'engrais dans leur habitation transformée en pépinière.","Attaque magique de vent + Projection + Poison","Attaque magique neutre + Vulnérabilité magique augmentée",False,False,False,False,False,True,False,False,False,False,False,100,97,97,97,97
21,68,6,5,2,242021,48644,1,33,"Un animal carnivore capable de courir très vite grâce à ses pattes puissantes. Bien que son corps soit couvert de plumes, il est proche du raptor et considéré comme faisant partie de la famille des cuirassiens. Il se sert des différentes toxines qu'il sécrète pour chasser ses proies, et la couleur de son plumage change en fonction de ce qu'il mange.","Attaque magique de glace","Attaque magique neutre + Pétrification",False,True,False,False,False,False,False,False,False,False,False,97,94,97,97,97
22,69,4,18,2,242022,45187,1,42,"Un cactus capable de se déplacer qui évolue dans les zones très arides. Afin de survivre dans son environnement hostile, il a pour habitude de projeter ses aiguilles pour se protéger. De plus en plus de gens s'en approchent sans se méfier depuis qu'un certain parc d'attractions en a fait sa mascotte, ce qui provoque de nombreux incidents.","Attaque physique perforante","Octroie Double tranchant aux alliés",False,False,False,False,False,True,False,False,False,False,False,97,94,94,94,94
23,70,7,25,2,242023,48647,1,45,"Une créature faite de terre ou de pierres à qui l'on a insufflé la vie. Bien que généralement fabriquées par un mage, certaines de ces entités pourraient parfois se manifester naturellement, notamment lors de catastrophes naturelles ou lorsque l'éther de l'environnement est instable.","Attaque magique de terre","Attaque magique de terre + Résistance à la terre réduite",False,False,False,True,False,False,False,False,False,False,False,94,94,94,94,94
24,71,3,48,2,242024,45187,1,32,"Un grand oiseau qui vit principalement en bord de mer. Capable de nager avec ses ailes, il se nourrit de petits poissons tels que des sardines. Lorsqu'il se sent en danger, il régurgite avec une force surprenante le contenu de son estomac, donnant parfois a ses rejets l'apparence de gros poissons afin d'intimider davantage ses prédateurs potentiels.","Attaque magique d'eau","Attaque magique d'eau + Lenteur",True,False,False,False,False,False,False,False,False,False,False,97,97,97,97,85
25,72,6,44,2,242025,49692,1,43,"Une énorme tortue endémique de Thavnair, dont les œufs se sont retrouvés mêlés à ceux de dodo importés pour les festivités ayant eu lieu à la fin de la 6e ère astrale. Une partie d'entre eux a éclos et ces créatures ont ensuite proliféré. Leurs œufs sont aujourd'hui considérés comme un mets rare et délicat.","Attaque magique de foudre","Vulnérabilité physique des alliés réduite + Résistance à Pétrification augmentée",False,False,False,False,False,False,False,False,False,False,False,94,97,94,94,94
26,73,1,30,3,242026,45188,1,30,"Une bête massive dotée de quatre pattes robustes et d'une paire de cornes droites. La plupart sont élevées à Tinolqa et à la Noscea pour les travaux de ferme ou pour leur viande, mais certaines ont fui et ont regagné l'état sauvage. Il arrive parfois que des aventuriers imprudents se fassent piétiner par l'une de ces bêtes qu'ils auraient approchée de trop près.","Attaque physique contondante","Attaque magique neutre + Étourdissement",False,False,False,False,False,False,True,False,False,False,False,88,88,88,88,88
27,74,5,39,2,242027,48644,1,42,"Un coquillage que les Nymiens ont magiquement fait grossir afin d'en faire une source de nourriture. Bien que sa texture soit agréable, il n'a presque aucun goût et n'est pratiquement plus consommé de nos jours. La guilde des cuisiniers cherche cependant toujours à mettre au point des recettes qui pourraient le mettre en valeur.","Attaque magique de glace","Attaque magique neutre + Poison",False,False,False,False,False,True,False,False,False,False,False,91,91,91,91,91
28,75,2,26,2,242028,49694,1,45,"Un gros ver qui, pour se déplacer plus facilement sur le sable, est capable de le liquéfier en faisant vibrer son corps. Il ne change pas de forme en vieillissant, mais continue de grandir indéfiniment, ce qui signifie que sa taille est proportionnelle à son âge.","Attaque magique de terre + Cécité","Attaque magique de terre + Pesanteur",False,False,False,False,True,False,False,False,False,True,False,91,91,91,91,91
29,76,7,33,2,242029,49691,1,43,"Un démon d'un noir profond qui rôde dans les zones rocheuses et les mines. Si le Codex des pierres les classifie comme arcanas, c'est parce que les spriggans ne seraient que le vaisseau de la volonté de la terre. Certains manifestent toutefois une intelligence si élevée qu'ils sont même capables de comprendre le langage humain.","Attaque magique de feu","7 Attaques physiques contondantes",False,False,False,True,False,False,False,False,False,False,False,91,91,100,91,91
30,77,1,21,3,242030,45188,1,31,"Une imposante créature possédant une relation symbiotique avec la mousse et le lichen qui poussent sur sa tête, qui lui offrent une forme de camouflage en échange d'un arrosage manuel. Prédateur infatigable, le goobbue engloutit tout ce qui rampe dans son impressionnante gueule, mais il lui arrive parfois de tout recracher en éternuant.","Attaque physique contondante","Attaque magique neutre + Maladie",False,False,False,False,False,False,False,False,False,True,False,85,85,85,85,85
31,78,5,19,2,242031,45188,1,31,"Un crapaud géant au corps hypertrophié et aux membres courts. Il est capable de projeter rapidement sa langue visqueuse sur des scarabées et d'autres grands insectes pour les avaler tout rond. On raconte que des ninjas d'Extrême-Orient prennent certains de ses congénères locaux pour familiers.","Attaque magique de glace","Attaque physique contondante + Attraction + Malus de précision",False,False,False,False,True,False,False,False,False,False,False,88,88,88,88,88
32,79,3,50,2,242032,45187,1,32,"Un oiseau aux couleurs vives, originaire des îles méridionales, dont le bec aurait pris cette forme singulière pour mieux aspirer le nectar des fleurs. Il imite parfois la voix de marchands pour les distraire et ainsi s'emparer d'objets brillants qu'il convoite.","Attaque physique perforante","5 Attaques physiques perforantes",False,False,False,False,False,False,False,False,False,False,False,88,88,88,88,88
33,80,1,14,3,242033,48645,1,350,"Ce prédateur quadrupède originaire du Proche-Orient est réputé pour sa férocité inégalée. À l'aide de ses deux longs appendices qu'il manie comme des fouets, il peut envoyer des décharges électriques pour paralyser ses proies avant de les dévorer. Certaines bandes de pirates ont même appris à dompter ces animaux pour en faire des combattants redoutables.","Attaque magique de foudre","Attaque magique de foudre + Paralysie + Résistance à la foudre réduite",False,False,True,False,False,False,False,False,False,False,False,94,94,94,94,79
34,81,6,14,2,242034,48644,1,54,"Ce lézard carnivore bipède vit dans les régions forestières. On le prend souvent pour un oiseau à cause de son apparence et de son style de chasse qui consiste à fondre sur sa proie comme un rapace. C'est un animal particulièrement sociable, car on l'aperçoit souvent chasser en couple.","Attaque magique de glace","Attaque magique de feu + Résistance au feu réduite",False,False,False,False,False,False,False,False,False,False,False,91,91,100,91,91
35,82,6,46,2,242035,49691,1,45,"Cette bête féroce, souvent assujettie aux Amalj'aa ou aux dragons, utilise son souffle de flammes pour consumer ses proies avant de les dévorer. Certaines espèces possèdent des souffles d'éléments différents, comme les biasts qui ont une affinité pour la foudre au lieu du feu.","Attaque magique de feu","Vulnérabilité magique des alliés réduite + Résistance au feu augmentée",False,False,False,False,False,False,False,False,False,False,False,88,100,88,88,88
36,83,4,10,2,242036,48647,1,54,"Un arbre géant, mais capable de se déplacer. Souvent immobile, tels les arbres et les arbustes, il se meut lorsque l'appétit vient pour ne faire qu'une bouchée des proies qu'il capture. Il n'est pas rare d'apercevoir son imposante silhouette près des hameaux, mais les gens l'apprécient et de le voient comme un protecteur de la forêt à Sombrelinceul.","Attaque magique de terre + Cauchemar","Attaque magique de vent + Projection",False,False,False,False,False,True,False,True,False,False,False,94,100,91,91,91
37,84,2,32,1,242037,45186,2,12,"Une fourmi géante des terres arides. Elle n'est pas dotée d'intelligence, mais elle et les siens bâtissent des sociétés hautement réglementées et structurées autour d'une reine. L'antre que les fourmis s'aménagent s'étend à mesure que la colonie grandit, et peut devenir un véritable dédale. C'est un lieu extrêmement dangereux, à fuir à tout prix.","Attaque physique perforante","Lenteur + Résistance ombrale accrue sur les alliés",True,False,False,False,False,False,False,False,False,False,False,88,88,88,88,88
38,85,1,21,3,242038,45186,2,12,"Une créature cauchemardesque mêlant les attributs physiques du lion, du bélier et du dragon. Elle possède trois têtes, une paire d'ailes puissantes et une queue se terminant par un aiguillon empoisonné. À l'origine, le terme ""chimère"", désignant un être né de l'assemblage de différentes êtres, aurait été créé pour désigner cette créature.","Attaque magique de feu + Dégâts supplémentaires sur cible sous l'effet de Congélation","Attaque magique de glace + Congélation + Résistance à la glace réduite",False,True,False,False,False,False,False,False,False,False,False,79,79,79,100,94
39,86,4,22,2,242039,45188,1,54,"Une plante carnivore mobile et de taille gigantesque. Elle s'est illustrée par l'haleine putride qu'elle émet pour capturer ses proies. D'ailleurs, la nature de son haleine change en fonction de son alimentation, de sa localisation et de son type, si bien que des amateurs de parfums extrêmement intenses en font parfois l'élevage.","Attaque physique perforante","Attaque magique neutre + Lenteur + Cécité + Paralysie",True,False,True,False,True,True,False,False,False,False,False,88,88,88,88,88
40,87,8,17,5,242040,49693,1,30,"Une mystérieuse créature flottante, dotée d'une peau à l'élasticité similaire à celle des bêtes, et qui apparaît à des endroits où ont eu lieu des accidents. Il pourrait s'agir de l'âme d'un défunt, condamnée à errer en ce bas monde par ses regrets. Gare à celles qui psalmodient de funestes incantations, car elles sont bel et bien malveillantes.","Attaque magique de vent + Glas","Attaque magique neutre + Glas + Dégâts supplémentaires sur cible sous l'effet de Maladie",False,False,False,False,False,False,False,False,False,False,True,94,94,94,94,94
41,88,5,16,2,242041,48648,1,54,"Une grande créature amphibienne qui vit dans le lit des rivières. Elle attend généralement le moment opportun pour avaler ses proies après les avoir paralysées grâce à un organe produisant des décharges électriques, mais elle peut aussi les clouer sur place à distance en crachant des sécrétions visqueuses.","Attaque magique d'eau","Attaque magique neutre + Vulnérabilité magique augmentée",False,False,False,False,False,False,False,False,False,False,False,85,85,85,85,85
42,89,6,30,2,242042,45187,1,67,"Un énorme serpent capable d'avaler aisément des proies de la taille d'un être humain. Il est doté d'une force vitale si impressionnante qu'on prête à son plasma sanguin des propriétés alchimiques prometteuses, mais on ne compte plus les tragiques échecs de tentatives de capture visant à vérifier cette hypothèse.","Attaque physique perforante + Poison","Attaque magique neutre + Pétrification",False,True,False,False,False,True,False,False,False,False,False,85,85,85,85,85
43,90,6,13,3,242043,45186,2,75,"Une créature chimérique née de la civilisation allagoise. Bien que sa conception soit basée sur les dragons, elle n'en possède pas l'intelligence, et ses multiples têtes capables de cracher de redoutables souffles aux propriétés diverses se livrent parfois des querelles intestines d'une rare violence.","Attaque physique perforante","Attaque magique neutre + Maladie",False,False,False,False,False,False,False,False,False,True,False,82,82,82,82,82
44,91,2,41,1,242044,49693,2,22,"Un insecte volant carnivore au long et mince corps noueux doté de six paires d'ailes. Ces créatures très territoriales patrouillent la plupart du temps autour des points d'eau où elles ont pondu leurs œufs. On peut souvent trouver des larves de mouches géantes dans le ventre des spécimens qui ont été parasités.","Attaque magique de vent","Attaque magique neutre + Poison",False,False,False,False,False,True,False,False,False,False,False,85,85,85,85,85
45,92,8,29,5,242045,49694,2,22,"Un goobbue infecté par des spores parasitaires impures. Bien que mort et dans un état de putréfaction avancé, il erre à la recherche d'un nouvel hôte, contrôlé par les champignons qui ont proliféré au sein de son corps. Les naturalistes n'ont atteint aucune conclusion probante quant à l'éventuelle capacité de ces spores à agir sur les êtres humains.","Attaque magique de terre","Attaque magique neutre + Attraction",False,False,False,False,False,False,False,False,False,False,False,91,97,91,91,91
46,93,3,15,3,242046,49698,2,17,"Un oiseau géant qui migre au gré des vents saisonniers. Les témoignages d'observation de ces dangereux prédateurs se sont multipliés après le septième fléau, répandant une anxiété telle que des épées soi-disant capables de pourfendre un zu d'un seul coup ont commencé à circuler dans les recoins les plus douteux des marchés uldiens.","Mouvement + Attaque physique contondante","Attaque magique de vent + Résistance au vent réduite",False,False,False,False,False,False,False,False,False,False,False,85,85,85,85,97
47,94,7,28,3,242047,49690,2,27,"Un être magique fait d'un amas de glace animé d'un souffle de vie éphémère. Il arrive parfois qu'un tel golem se forme naturellement, mais la plupart sont créés par des mages. Des écrits parlent notamment d'une armée de soldats de glace menée par un puissant sorcier lors de la Guerre de la magie.","Attaque magique de glace","Bonus de dégâts magiques pour les alliés",False,False,False,True,False,False,False,False,False,False,False,88,88,88,88,88
48,95,5,24,3,242048,49695,2,28,"Un énorme crustacé marin doté d'un appendice caudal se terminant par une pince acérée qu'il utilise pour attraper ses proies et les découper avant de se repaître de leurs entrailles. Les marins transmettent encore la légende d'un redoutable spécimen se cachant dans un canal devenu un cimetière d'épaves des innombrables navires qu'il a coulés.","Attaque physique perforante","Attaque magique d'eau + Rare réduction des PV à un chiffre",False,False,False,False,False,False,False,False,False,False,True,82,82,82,82,82
49,96,4,49,3,242049,45187,2,98,"Une espèce de fleur carnivore que l'on croyait éteinte. Elle est récemment réapparue, probablement après que des graines aient surgi d'anciennes couches géologiques remontées à la surface lors du septième fléau. Son parfum lui permettrait d'attirer et de contrôler les abeilles, ce qui en fait une créature particulièrement détestée par certains aventuriers.","Attaque magique de vent","Attaque magique neutre + Glas",False,False,False,False,False,True,False,False,False,False,True,85,85,85,85,85
50,97,1,26,4,242050,48645,2,92,"Une bête carnivore à la musculature extrêmement développée. Le nom ""béhémoth"" lui vient du fait que l'on considérait ces créatures comme des rejetons du Primordial Bahamut quand on a découvert leur existence juste après le septième fléau. L'hypothèse dominante actuelle est que cette espèce remonterait en réalité à des temps immémoriaux.","Attaque magique de foudre","Attaque magique de feu",False,False,False,False,False,False,False,False,False,False,False,76,76,76,76,97
