key,0,1,2,3,4,5,6,7,8,9,10,11,12
62,196069,0,1,0,0,0,775,0,0,0,9,1027,"L'Étendue de Rhalgr 2"
63,196058,0,1,0,0,0,776,0,0,0,9,1028,"Cristarium 1"
64,196070,0,1,0,0,0,777,0,0,0,9,1029,"Cristarium 2"
65,196059,0,1,0,0,0,778,0,0,0,9,1030,"Eulmore 1"
66,196071,0,1,0,0,0,779,0,0,0,9,1031,"Eulmore 2"
67,196060,0,1,0,0,0,780,0,0,0,9,1032,"Vieille Sharlayan 1"
68,196066,0,2,0,0,0,781,0,0,0,9,1033,"Vieille Sharlayan 2"
69,196061,0,1,0,0,0,782,0,0,0,9,1034,"Radz-at-Han 1"
70,196067,0,1,0,0,0,783,0,0,0,9,1035,"Radz-at-Han 2"
71,196118,0,1,0,0,0,872,0,0,0,4,2505,"Futures Rewritten"
72,196219,196469,1,0,0,0,873,0,0,0,3,2318,"Quêtes des Mamool Ja"
73,196119,0,1,0,0,0,879,0,0,0,4,2403,"Île de Lunule 1"
74,196120,0,1,0,0,0,878,0,0,0,8,2343,"Exploration cosmique 1"
75,196121,0,1,0,0,0,943,0,0,0,7,3955,"Monster Hunter Wilds 1"
76,196122,0,1,0,0,0,944,0,0,0,7,3956,"Monster Hunter Wilds 2"
77,196220,196470,1,0,0,0,938,0,0,0,3,2319,"Quêtes des Yok Huy"
78,196123,0,1,0,0,0,940,0,0,0,8,2344,"Exploration cosmique 2"
79,196124,196352,1,0,0,0,939,0,0,0,8,2342,"Félicité insulaire 3"
80,196125,0,1,0,0,0,1020,0,0,0,8,2345,"Exploration cosmique 3"
81,196017,0,2,0,0,0,1044,0,0,0,7,24,"Style épuré 1"
82,196018,0,2,0,0,0,1045,0,0,0,7,25,"Style épuré 2"
83,196019,0,2,0,0,0,1046,0,0,0,7,26,"Style épuré 3"
84,196020,0,2,0,0,0,1047,0,0,0,7,27,"Style épuré 4"
85,196021,0,2,0,0,0,1048,0,0,0,7,28,"Style épuré 5"
86,196022,0,2,0,0,0,1049,0,0,0,7,29,"Style épuré 6"
87,196023,0,2,0,0,0,1050,0,0,0,7,30,"Style épuré 7"
88,196024,0,2,0,0,0,1051,0,0,0,7,31,"Style épuré 8"
89,196126,196353,1,0,0,0,1022,0,0,0,3,2253,"Championnat céleste de l'Arcadion : Black Cat"
90,196127,0,2,0,0,0,1023,0,0,0,3,2254,"Championnat céleste de l'Arcadion : Honey B. Lovely"
91,196128,0,1,0,0,0,1024,0,0,0,3,2255,"Championnat céleste de l'Arcadion : Brute Bomber"
92,196135,0,1,0,0,0,1025,0,0,0,3,2256,"Championnat céleste de l'Arcadion : Wicked Thunder"
93,196129,0,1,0,0,0,1026,0,0,0,3,2257,"Championnat céleste de l'Arcadion : Dancing Green"
94,196130,0,2,0,0,0,1027,0,0,0,3,2258,"Championnat céleste de l'Arcadion : Sugar Riot"
95,196136,0,1,0,0,0,1028,0,0,0,3,2259,"Championnat céleste de l'Arcadion : Howling Blade"
96,196131,0,1,0,0,0,1029,0,0,0,3,2260,"Championnat céleste de l'Arcadion : Vamp Fatale"
97,196132,0,1,0,0,0,1030,0,0,0,3,2261,"Championnat céleste de l'Arcadion : Deep Blue"
98,196133,0,1,0,0,0,1052,0,0,0,3,2262,"Championnat céleste de l'Arcadion : Red Hot"
99,196134,0,1,0,0,0,1031,0,0,0,3,2263,"Championnat céleste de l'Arcadion : The Tyrant"
100,196137,0,1,0,0,0,1102,0,0,0,7,3957,"DRAGON QUEST X"
101,196138,0,1,0,0,0,1101,0,0,0,7,3958,"Frappe fatale"
102,196139,0,1,0,0,0,1100,0,0,0,4,2408,"Île de Lunule 2"
103,196140,0,1,0,0,0,1097,0,0,0,3,2264,"Échos de Vana'diel"
104,196141,196354,1,0,0,0,1099,0,0,0,8,2346,"Exploration cosmique 4"
105,0,0,0,0,0,0,0,0,0,0,0,0,""
106,0,0,0,0,0,0,0,0,0,0,0,0,""
107,0,0,0,0,0,0,0,0,0,0,0,0,""
108,0,0,0,0,0,0,0,0,0,0,0,0,""
109,0,0,0,0,0,0,0,0,0,0,0,0,""
110,0,0,0,0,0,0,0,0,0,0,0,0,""
111,0,0,0,0,0,0,0,0,0,0,0,0,""
112,0,0,0,0,0,0,0,0,0,0,0,0,""
113,0,0,0,0,0,0,0,0,0,0,0,0,""
114,0,0,0,0,0,0,0,0,0,0,0,0,""
115,0,0,0,0,0,0,0,0,0,0,0,0,""
116,0,0,0,0,0,0,0,0,0,0,0,0,""
117,0,0,0,0,0,0,0,0,0,0,0,0,""
118,0,0,0,0,0,0,0,0,0,0,0,0,""
119,0,0,0,0,0,0,0,0,0,0,0,0,""
120,0,0,0,0,0,0,0,0,0,0,0,0,""
