key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7,"Cosmo-navette centrale<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette centrale<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à installer un système de navettes est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette centrale !","Searchingway",1,False,158,7,0,241003,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
8,"Cosmo-navette centrale<hex:021D0103>: terminée<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette centrale<hex:021D0103>: chantier terminé","L'installation du système de navettes est terminée<hex:021D0103>! L'exploration va pouvoir se poursuivre à grande vitesse, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette centrale est terminée ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",2,False,158,8,0,241004,1405,18,1,6,0,2,3,0,0,0,0,0,0,0,0,0
9,"Modules d'habitation/cosmoport<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Modules d'habitation et cosmoport<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour construire des modules d'habitation et un cosmoport<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous souhaitons maintenant agrandir la station avec des modules d'habitation <hex:02100103>et un cosmoport ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",2,False,158,9,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
10,"Modules d'habitation<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Modules d'habitation<hex:021D0103>: préparation du chantier","Un projet d'ouvrage collectif visant à construire des modules d'habitation va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<hex:02160103>struc<hex:02160103>tion <hex:02100103>des modules d'habitation ! Venez nous filer un coup de main !","Searchingway",2,False,158,10,0,241005,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
11,"Modules d'habitation<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Modules d'habitation<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à construire des modules d'habitation est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion des modules d'habitation !","Searchingway",2,False,158,11,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
12,"Cosmoport<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmoport<hex:021D0103>: collecte des matériaux","Un projet d'ouvrage collectif visant à construire un cosmoport va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion du cosmoport ! Venez nous filer un coup de main !","Searchingway",3,False,158,12,0,241006,1401,18,2,5,0,2,3,0,0,0,0,0,0,0,0,0
13,"Cosmoport<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmoport<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à construire un cosmoport est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé <hex:02100103>pour la con<hex:02160103>struc<hex:02160103>tion du cosmoport !","Searchingway",3,False,158,12,0,241006,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
14,"Modules d'habitation/cosmoport<hex:021D0103>: terminés<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Modules d'habitation et cosmoport<hex:021D0103>: chantiers terminés","La con<hex:02160103>struc<hex:02160103>tion des modules d'habitation et du cosmoport est terminée ! Notre base s'agrandit, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion des modules d'habitation et du cosmoport <hex:02100103>est terminée ! Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",4,False,158,13,0,241007,1401,18,3,5,0,2,3,0,0,0,0,0,0,0,0,0
15,"Hangar bêta<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Hangar bêta<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir le hangar des machines<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous projetons d'agrandir le hangar des machines ! <hex:02100103>Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",4,False,158,14,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
16,"Hangar bêta<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Hangar bêta<hex:021D0103>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir le hangar des machines va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé pour <hex:02100103>l'agrandissement du hangar ! Venez nous filer un coup de main !","Searchingway",4,False,158,15,0,241008,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
17,"Hangar bêta<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Hangar bêta<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir le hangar des machines est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé <hex:02100103>pour l'agrandissement du hangar !","Searchingway",4,False,158,16,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
18,"Hangar bêta<hex:021D0103>: terminé<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Hangar bêta<hex:021D0103>: chantier terminé","L'agrandissement du hangar est terminé ! Les machines seront maintenant plus à l'aise, merci de votre coopération<hex:021D0103>!","L'agrandissement du hangar est terminé ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",5,False,158,17,0,241009,1402,18,4,5,0,2,3,0,0,0,0,0,0,0,0,0
19,"Cosmo-navette nord-ouest<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette nord-ouest<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour construire une cosmo-navette au nord-ouest<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous prévoyons de construire une nouvelle cosmo-navette au nord-ouest <hex:02100103>de la station ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",5,False,158,18,0,241010,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
20,"Cosmo-navette nord-ouest<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Encore un peu de patience<hex:021D0103>!<hex:0249020103><hex:0248020103>","Chantier en cours : Cosmo-navette nord-ouest","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette nord-ouest approche<hex:021D0103>! Encore un peu de patience, et nous pourrons tous en profiter<hex:021D0103>!","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de <hex:02100103>la cosmo-navette nord-ouest est prévue pour bientôt !","Searchingway",5,False,158,18,0,241010,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
21,"Cosmo-navette nord-ouest<hex:021D0103>: terminée<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette nord-ouest<hex:021D0103>: chantier terminé","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette nord-ouest est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette nord-ouest est terminée ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",6,False,158,19,0,241011,1407,18,5,6,0,2,3,0,0,0,0,0,0,0,0,0
22,"Cosmo-navette sud-est<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette sud-est<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour construire une cosmo-navette au sud-est<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous prévoyons de construire une nouvelle cosmo-navette au sud-est de la station ! <hex:02100103>Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",6,False,158,20,0,241012,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
23,"Cosmo-navette sud-est<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Encore un peu de patience<hex:021D0103>!<hex:0249020103><hex:0248020103>","Chantier en cours : Cosmo-navette sud-est","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-est approche<hex:021D0103>! Encore un peu de patience, et nous pourrons tous en profiter<hex:021D0103>!","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de <hex:02100103>la cosmo-navette sud-est est prévue pour bientôt !","Searchingway",6,False,158,20,0,241012,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
24,"Cosmo-navette sud-est<hex:021D0103>: terminée<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette sud-est<hex:021D0103>: chantier terminé","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-est est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-est est <hex:02100103>terminée ! Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",7,False,158,21,0,241013,1409,18,6,6,0,2,3,4,6,7,0,0,0,0,0,0
25,"Tunnel de Piercingway<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour creuser un tunnel à travers la montagne<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous comptons creuser un tunnel à travers la montagne ! <hex:02100103>Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",7,False,158,22,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
26,"Tunnel de Piercingway 1<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway 1<hex:021D0103>: préparation du chantier","Un premier projet d'ouvrage collectif visant à construire un tunnel à travers la montagne va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un premier projet d'ouvrage collectif va bientôt être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion du tunnel de Piercingway ! Venez nous filer un coup de main !","Searchingway",7,False,158,23,0,241014,1451,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
27,"Tunnel de Piercingway 1<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway 1<hex:021D0103>: chantier en cours","Un premier projet d'ouvrage collectif visant à construire un tunnel à travers la montagne est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Le premier projet d'ouvrage collectif vient d'être lancé <hex:02100103>pour la con<hex:02160103>struc<hex:02160103>tion du tunnel de Piercingway !","Searchingway",7,False,158,24,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
28,"Tunnel de Piercingway 2<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway 2<hex:021D0103>: préparation du chantier","Un second projet d'ouvrage collectif visant à construire un tunnel à travers la montagne va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un second projet d'ouvrage collectif va bientôt être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion du tunnel de Piercingway ! Venez nous filer un coup de main !","Searchingway",8,False,158,25,0,241015,1401,18,7,5,0,2,3,4,6,7,0,0,0,0,0,0
29,"Tunnel de Piercingway 2<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway 2<hex:021D0103>: chantier en cours","Un second projet d'ouvrage collectif visant à construire un tunnel à travers la montagne est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Le second projet d'ouvrage collectif vient d'être lancé <hex:02100103>pour la con<hex:02160103>struc<hex:02160103>tion du tunnel de Piercingway !","Searchingway",8,False,158,25,0,241015,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
30,"Tunnel de Piercingway<hex:021D0103>: terminé<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Tunnel de Piercingway<hex:021D0103>: chantier terminé","La con<hex:02160103>struc<hex:02160103>tion du tunnel est terminée<hex:021D0103>! L'exploration peut se poursuivre de l'autre côté de la montagne, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion du tunnel de Piercingway est terminée ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",9,False,158,26,0,241016,1408,18,8,6,0,2,3,4,6,7,0,0,0,0,0,0
31,"Cosmo-navette sud-ouest<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette sud-ouest<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour construire une cosmo-navette au sud-ouest<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous prévoyons de construire une nouvelle cosmo-navette au sud-ouest de la station ! <hex:02100103>Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",9,False,158,27,0,241017,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
32,"Cosmo-navette sud-ouest<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Encore un peu de patience<hex:021D0103>!<hex:0249020103><hex:0248020103>","Chantier en cours : Cosmo-navette sud-ouest","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-ouest approche<hex:021D0103>! Encore un peu de patience, et nous pourrons tous en profiter<hex:021D0103>!","La fin du chantier pour la con<hex:02160103>struc<hex:02160103>tion de <hex:02100103>la cosmo-navette sud-ouest est prévue pour bientôt !","Searchingway",9,False,158,27,0,241017,1452,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
33,"Cosmo-navette sud-ouest<hex:021D0103>: terminée<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Cosmo-navette sud-ouest<hex:021D0103>: chantier terminé","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-ouest est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion de la cosmo-navette sud-ouest est terminée ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",10,False,158,28,0,241018,1412,18,9,6,0,2,3,4,6,7,8,0,0,0,0,0
34,"Campement gamma<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Campement gamma<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour agrandir la station sélénienne<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous comptons effectuer un nouvel agrandissement de la station sélénienne ! <hex:02100103>Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",10,False,158,29,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
35,"Campement gamma<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Campement gamma<hex:021D0103>: préparation du chantier","Un projet d'ouvrage collectif visant à agrandir la station sélénienne va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé en vue <hex:02100103>d'agrandir un peu plus la station ! Venez nous filer un coup de main !","Searchingway",10,False,158,30,0,241019,1451,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
36,"Campement gamma<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Campement gamma<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à agrandir la station sélénienne est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé <hex:02100103>afin d'agrandir un peu plus la station !","Searchingway",10,False,158,31,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
37,"Campement gamma<hex:021D0103>: terminé<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Campement gamma<hex:021D0103>: chantier terminé","L'agrandissement de la station est terminé<hex:021D0103>! L'exploration va de l'avant, merci de votre coopération<hex:021D0103>!","L'agrandissement de la station est terminé ! <hex:02100103>Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",11,False,158,32,0,241020,1410,18,10,6,1,2,3,5,6,7,8,0,0,0,0,0
38,"Stations énerg./hydro.<hex:021D0103>: coll. matériaux<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez aux missions cosmiques<hex:021D0103>!<hex:0249020103><hex:0248020103>","Stations énergétique et hydropurificatrice<hex:021D0103>: collecte des matériaux","Nous avons besoin de matériaux pour construire une centrale électrique et une station de purification d'eau<hex:021D0103>! Merci de participer aux missions cosmiques<hex:021D0103>!","Nous prévoyons de construire une centrale électrique et une station de <hex:02100103>purification d'eau ! Nous sommes en train de réunir les matériaux nécessaires !","Searchingway",11,False,158,33,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
39,"Station énergétique<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Station énergétique<hex:021D0103>: préparation du chantier","Un projet d'ouvrage collectif visant à construire une centrale électrique va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<hex:02160103>struc<hex:02160103>tion <hex:02100103>d'une centrale électrique ! Venez nous filer un coup de main !","Searchingway",11,False,158,34,0,241021,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
40,"Station énergétique<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Station énergétique<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à construire une centrale électrique est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé <hex:02100103>pour la con<hex:02160103>struc<hex:02160103>tion d'une centrale électrique !","Searchingway",11,False,158,35,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
41,"Station hydropurificatrice<hex:021D0103>: préparation<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Tenez-vous prêts<hex:021D0103>!<hex:0249020103><hex:0248020103>","Station hydropurificatrice<hex:021D0103>: préparation du chantier","Un projet d'ouvrage collectif visant à construire une station de purification d'eau va bientôt commencer<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif va bientôt être lancé pour la con<hex:02160103>struc<hex:02160103>tion <hex:02100103>d'une station de purification d'eau ! Venez nous filer un coup de main !","Searchingway",12,False,158,36,0,241022,1401,18,11,5,1,2,3,5,6,7,8,0,0,0,0,0
42,"Station hydropurificatrice<hex:021D0103>: en cours<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Participez à l'effort collectif<hex:021D0103>!<hex:0249020103><hex:0248020103>","Station hydropurificatrice<hex:021D0103>: chantier en cours","Un projet d'ouvrage collectif visant à construire une station de purification d'eau est en cours<hex:021D0103>! Merci de participer<hex:021D0103>!","Un projet d'ouvrage collectif vient d'être lancé pour <hex:02100103>la con<hex:02160103>struc<hex:02160103>tion d'une station de purification d'eau !","Searchingway",12,False,158,36,0,241022,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
43,"Stations énergétique/hydropurificatrice<hex:021D0103>: terminées<hex:02100103><hex:024804F2023B03><hex:024904F2023C03>Quartier libre<hex:021D0103>!<hex:0249020103><hex:0248020103>","Stations énergétique et hydropurificatrice<hex:021D0103>: chantiers terminés","La con<hex:02160103>struc<hex:02160103>tion de la centrale électrique et de la station de purification d'eau est terminée ! Nos besoins sont satisfaits, merci de votre coopération<hex:021D0103>!","La con<hex:02160103>struc<hex:02160103>tion de la centrale électrique et de la station de <hex:02100103>purification d'eau est terminée ! Un grand merci à tous les par<hex:02160103>ti<hex:02160103>ci<hex:02160103>pants !","Searchingway",13,False,158,37,0,241023,1401,18,12,5,1,2,3,5,6,7,8,0,0,0,0,0
