key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
7,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03>, mon ami<hex:020808E905FF02>e<hex:FF01><hex:03>. Je propose des mandats aux aventuriers en fonction des demandes qui nous parviennent à la guilde.","Ce que je fais ici<hex:021D0103>? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'au<hex:02160103>to<hex:02160103>ri<hex:02160103>sa<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> et je m'occuperai de vous.","Bonne chance, et que les Douze veillent sur vous...","Ce que je fais ici<hex:021D0103>? Eh bien, je propose des mandats aux aventuriers rattachés à la guilde. Le travail ne manque pas en ce moment, d'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Il faut que vous progressiez encore et que vous deveniez suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment fort<hex:020808E905FF02>e<hex:FF01><hex:03> pour abattre les monstres qui rôdent autour d'Ul'dah.","Ah, vous revoilà. Tout s'est bien passé, on dirait. Tenez, c'est votre récompense. Au plaisir de vous revoir<hex:021D0103>!","0","0","Vous avez tué un monstre dont la tête était mise à prix<hex:021D0103>!? Mes félicitations<hex:021D0103>! J'imagine que ça n'a pas dû être chose aisée... Vous méritez bien une petite récompense sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re<hex:021D0103>!"
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03><hex:021D0103>! Je suis Totonowa, le responsable des mandats de guilde à Horizon.","Vous cherchez du travail<hex:021D0103>? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha<hex:021D0103>! Repassez me voir quand vous aurez la re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion <hex:020928E802FF0C>de T'mokkri<hex:FF0C>de Gontrant<hex:FF0A>d'Eustace<hex:03> et je trouverai de quoi vous occuper.","Bonne chance pour votre mandat<hex:021D0103>! Je suis derrière vous.","Vous cherchez du travail<hex:021D0103>? Ça tombe bien, j'ai plusieurs mandats en réserve pour les aventuriers un peu rôdés. Autrement dit, je n'ai rien pour vous pour l'instant. Ha ha ha<hex:021D0103>!","Vous avez terminé le travail sans encombres, à ce que je vois. J'ai bien fait de vous confier cette mission. Tenez, voilà votre récompense.","0","0","Vous avez tué un monstre recherché, vous dites<hex:021D0103>? Ouah... <hex:02081BE905FF0D>Mademoiselle<hex:FF09>Monsieur<hex:03>, je vous tire mon chapeau<hex:021D0103>! Tenez, voilà de quoi remplir votre bourse<hex:021D0103>!"
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>bonsoir<hex:FF08>bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>bonjour<hex:FF08>bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. J'ai en ma possession divers mandats de guilde, que je pourrai vous confier si vous êtes intéressé<hex:020808E905FF02>e<hex:FF01><hex:03>.","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous manquez encore un peu d'expérience pour cela... Revenez me voir quand vous aurez l'au<hex:02160103>to<hex:02160103>ri<hex:02160103>sa<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> et je m'occuperai de vous. ","Allez-y, le temps presse<hex:021D0103>!","Il y a toujours du travail pour les aventuriers qualifiés au camp des Os desséchés. D'ailleurs votre aide serait la bienvenue. Hélas, vous confier des missions aujourd'hui serait vous envoyer au casse-pipe et je ne veux pas avoir votre mort sur la conscience, voyez-vous<hex:021D0103>? Revenez me voir quand vous aurez pris un peu de bouteille.","Vous avez réussi le mandat<hex:021D0103>? Superbe<hex:021D0103>! Je savais bien que vous alliez réussir. Tenez, voici la récompense que vous méritez.","0","0","Vous avez réussi le mandat... et vous avez abattu un monstre recherché<hex:021D0103>!? Mais c'est fantastique<hex:021D0103>! Tenez, voici la récompense que vous méritez."
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03>. Je suis Swygskyf, de la guilde des aventuriers. Je me charge des mandats du Martinet, le hameau le plus triste d'Éorzéa...","Le Martinet est une colonie qui a été créée après les tragiques événements d'il y a cinq ans. Comme tu peux le remarquer, nous avons beaucoup de choses à faire ici, et ton aide sera donc très appréciée. Mais avant ça, tu vas devoir obtenir une permission auprès <hex:020928E802FF0C>de T'mokkri<hex:FF0C>de Gontrant<hex:FF0A>d'Eustace<hex:03>. Avec les créatures qui rôdent autour du hameau, nous préfèrons éviter de faire travailler les aventuriers novices.","Bon courage<hex:021D0103>! Et que Llymlaen veille sur toi.","Le Martinet est une colonie qui a été créée après les tragiques événements d'il y a cinq ans. Comme tu peux le remarquer, nous avons beaucoup de choses à faire ici, et ton aide sera donc très appréciée. Mais avant ça, tu vas devoir t'endurcir un peu. Avec les créatures qui rôdent autour du hameau, nous préfèrons éviter de faire travailler les aventuriers novices.","On dirait que tu as réussi ce mandat sans encombre. Tiens, voici la récompense qui t'est due.","0","0","Non seulement tu as réussi ce mandat sans encombre, mais en plus tu as abattu une créature dont la tête était mise à prix<hex:021D0103>!? C'est ce qui s'appelle faire d'une pierre deux coups<hex:021D0103>! Bravo, tu as bien mérité ta récompense<hex:021D0103>!"
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Salut <hex:02080CE905FF03>ma<hex:FF04>mon<hex:03> gaillard<hex:020808E905FF02>e<hex:FF01><hex:03>. Si tu es venu<hex:020808E905FF02>e<hex:FF01><hex:03> pour accomplir des mandats de guilde, tu t'es adressé<hex:020808E905FF02>e<hex:FF01><hex:03> à la bonne personne.","Port-aux-Ales est un important lieu d'échanges commerciaux, ce n'est donc pas le travail qui manque ici. J'ai d'ailleurs plusieurs offres qui pourraient t'intéresser, malheureusement je ne suis pas autorisé à proposer des mandats aux aventuriers qui n'ont pas été recommandés par <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>.","Bon courage pour ton mandat. Moi, je vais en profiter pour me désaltérer avec quelques chopines pendant que tu te décarcasses. Hé hé hé<hex:021D0103>!","Port-aux-Ales est un important lieu d'échanges commerciaux, ce n'est donc pas le travail qui manque ici. J'ai d'ailleurs plusieurs offres qui pourraient t'intéresser... malheureusement, je ne suis pas autorisé à proposer des mandats aux aventuriers débutants. Poursuis ton en<hex:02160103>traî<hex:02160103>ne<hex:02160103>ment et reviens me voir quand tu auras acquis un peu plus d'expérience.","On dirait que tu as réussi le mandat que je t'ai confié. Tiens, voilà ta récompense.","0","0","Alors comme ça, il paraît que tu as abattu une créature recherchée<hex:021D0103>? C'est une excellente nouvelle<hex:021D0103>! Tiens, j'ai ajouté un petit bonus à ta récompense, en guise de re<hex:02160103>mer<hex:02160103>cie<hex:02160103>ment."
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Eh, salut<hex:021D0103>! T'as pas l'air com<hex:02160103>plè<hex:02160103>te<hex:02160103>ment bon<hex:020809E905FF03>ne<hex:FF01><hex:03> à rien. Ça te dirait de gagner un peu d'argent avec un mandat<hex:021D0103>? Je te trouverai quelque chose à ta portée.","Je fais partie de la guilde des aventuriers, figure-toi, et je propose des mandats aux aventuriers un peu rodés... mais pas aux bleus de ton genre. Reviens quand t'auras la re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>, je te trouverai quelque chose... si t'es sage<hex:021D0103>!","Bon courage à toi. Me déçois pas, surtout<hex:021D0103>!","Je fais partie de la guilde des aventuriers, figure-toi, et je propose des mandats aux aventuriers un peu rodés... mais pas aux bleus de ton genre. Reviens quand t'auras la re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>, je te trouverai quelque chose... si t'es sage<hex:021D0103>!","Je vois que t'as réussi ton coup. Bien joué... Tiens, voilà ta récompense<hex:021D0103>!","0","0","Quoi<hex:021D0103>? Non seulement t'as accompli le mandat, mais en plus t'as abattu un monstre recherché<hex:021D0103>!? Alors là, je suis sur le cul<hex:021D0103>! Oups<hex:021D0103>! ça m'a échappé... Tiens, voilà ta récompense, et la prime qui va avec."
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. Vous cherchez du travail<hex:021D0103>? J'ai ce qu'il vous faut<hex:021D0103>!","Vous cherchez du travail<hex:021D0103>? Je peux ef<hex:02160103>fec<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment vous proposer les mandats des environs, mais vous devez d'abord obtenir la permission auprès de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>. Continuez à venir en aide aux autres et vos efforts finiront par être récompensés, foi d'Esmond<hex:021D0103>!","Bonne chance à vous, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>.","Vous cherchez du travail<hex:021D0103>? Je peux ef<hex:02160103>fec<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment vous proposer les mandats des environs, mais vous devez d'abord progresser pour cela.","Ça va<hex:021D0103>? Vous semblez éprouvé<hex:020808E905FF02>e<hex:FF01><hex:03>... Tenez, cette récompense devrait vous redonner du baume au cœur. N'hésitez pas à venir me trouver si vous désirez travailler davantage, votre aide sera toujours la bienvenue à Petite Ala Mhigo.","0","0","Bravo, c'est l'excellent travail<hex:021D0103>! Les habitants du hameau seront cer<hex:02160103>tai<hex:02160103>ne<hex:02160103>ment ravis d'apprendre que cette créature est désormais hors d'état de nuire. Tenez, voici votre récompense ainsi que la prime de tête<hex:021D0103>!"
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Je suis Aileen, responsable des mandats de guilde à Port-aux-Vins.","Mon rôle est de confier les requêtes des habitants du coin aux aventuriers de passage. Ah, je vois que tu es intéressé<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>? Dans ce cas, tu vas d'abord devoir obtenir une re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de la part de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>.","Je te souhaite de réussir, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>.","Mon rôle est de confier les requêtes des habitants du coin aux aventuriers de passage. Ah, je vois que tu es intéressé<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>? Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, tu ne serais pas à la hauteur. Je te conseille d'aller t'entraîner avant de revenir me parler.","Ah, te revoilà. On dirait que tout s'est passé comme prévu. Tiens, voici la récompense qui t'est due.","0","0","Oh, tu as aussi réussi à abattre une créature recherchée<hex:021D0103>? Dans ce cas, je me dois de te remettre la compensation prévue. Fé<hex:02160103>li<hex:02160103>ci<hex:02160103>ta<hex:02160103>tions<hex:021D0103>!"
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>bonsoir<hex:FF08>bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>bonjour<hex:FF08>bonsoir<hex:03><hex:03>, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. C'est moi qui m'occupe des mandats, à l'Observatoire.","Vous cherchez du travail, n'est-ce pas<hex:021D0103>? Vous vous adressez à la bonne personne, mais je ne peux malheureusement pas vous en confier tant que vous n'avez pas de re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>.","J'espère vous voir revenir de votre mission sain<hex:020819E905FF0B>e et sauve<hex:FF09> et sauf<hex:03>, aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>.","Vous cherchez du travail, n'est-ce pas<hex:021D0103>? Vous vous adressez à la bonne personne, mais je ne peux malheureusement pas vous en confier pour le moment. Allez donc vous entraîner avant de revenir me parler.","Je n'ai jamais douté que vous réussiriez. Veuillez accepter cette récompense de la part du client.","0","0","Mais je vois que vous avez également abattu une créature recherchée<hex:021D0103>! Prenez aussi ce supplément, je vous prie. "
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"La guilde des aventuriers m'a envoyé au poste de L'Arête blanche pour m'occuper des mandats de guilde.","C'est un bon moyen de vous enrichir en aidant les habitants, vous savez<hex:021D0103>? En revanche, je dois vous demander d'obtenir une re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de la part de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03> avant de pouvoir vous confier du travail. Question de confiance, tout simplement.","Restez sur vos gardes, et tout devrait bien se passer. Que la Déesse Halone veille sur vous.","C'est un bon moyen de vous enrichir en aidant les habitants, vous savez<hex:021D0103>? En revanche, je dois vous demander d'acquérir davantage d'expérience avant de vous confier du travail. Question de confiance, tout simplement.","Je n'en attendais pas moins d'un<hex:020820E905FF0F>e aventurière<hex:FF0C> aventurier<hex:03> comme vous. C'est notre client qui va être content<hex:021D0103>! Tenez, votre récompense.","0","0","Et ce n'est pas tout<hex:021D0103>! Comme vous avez abattu une créature recherchée, vous avez également droit à ce supplément. Fé<hex:02160103>li<hex:02160103>ci<hex:02160103>ta<hex:02160103>tions<hex:021D0103>!"
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Vous avez l'air de quelqu'un qui a vu des aventures. Que diriez-vous d'accomplir quelques mandats de guilde<hex:021D0103>?","Je suis Merthelin de la guilde des aventuriers. Je suis chargé de proposer des mandats à ceux qui ont prouvé leur valeur à <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>... ce que vous n'avez pas encore fait.","Préparez-vous rapidement et accomplissez la tâche. Le client attend la nouvelle de votre succès avec impatience.","Je suis Merthelin de la guilde des aventuriers. Je suis chargé de proposer des mandats à ceux capables d'affronter les créatures des environs... ce qui n'est pas votre cas.","Votre travail aujourd'hui a été excellent. Je vais vous récompenser im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment.","0","0","Votre travail aujourd'hui a été excellent<hex:021D0103>! Non seulement vous avez accompli le mandat comme convenu, mais en plus, vous avez abattu une créature qui avait une prime sur sa tête. Vous méritez une récompense à la hauteur de vos efforts<hex:021D0103>!"
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Au camp de Brumebleue, le responsable des mandats, c'est moi<hex:021D0103>!","Tu cherches quelque chose à faire, pas vrai<hex:021D0103>? Désolé, mais je ne peux pas te confier de mandat tant que tu n'as pas obtenu la re<hex:02160103>com<hex:02160103>man<hex:02160103>da<hex:02160103>tion de <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>. C'est du travail sérieux, tu comprends<hex:021D0103>?","Bon, tout m'a l'air en ordre... C'est à toi de jouer, maintenant<hex:021D0103>!","Tu cherches quelque chose à faire, pas vrai<hex:021D0103>? Désolé, mais je ne peux pas te confier de mandat pour le moment. Tu dois t'aguerrir davantage<hex:021D0103>! C'est du travail sérieux, tu comprends<hex:021D0103>?","Tu as brillament rempli ta mission. Je vais te récompenser sans plus attendre.","0","0","Oh, attends un peu... Tu as carrément réussi à abattre une créature recherchée<hex:021D0103>!? Ça alors<hex:021D0103>! Tiens, voilà la paye qui correspond. Et merci encore<hex:021D0103>!"
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Bien le <hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>bonsoir<hex:FF08>bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>bonjour<hex:FF08>bonsoir<hex:03><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03>. J'ai en ma possession divers mandats de guilde, que je pourrai vous proposer si vous êtes intéressé<hex:020808E905FF02>e<hex:FF01><hex:03>.","Pardon<hex:021D0103>? Vous cherchez du travail, vous dites<hex:021D0103>? Hmm... Je vous aurais bien proposé des mandats de guilde, mais vous n'avez pas encore prouvé votre valeur à <hex:02091DE802FF08>Baderon<hex:FF08>Miounne<hex:FF07>Momodi<hex:03>... Revenez me voir plus tard.","Tout est en règle, vous pouvez y aller. J'espère que la chance vous sourira.","Pardon<hex:021D0103>? Vous cherchez du travail, vous dites<hex:021D0103>? Je suis désolée, mais je ne suis pas autorisée à proposer des mandats aux aventuriers débutants. Revenez me voir quand vous serez capable de tuer autre chose que des marmottes et des musaraignes.","Vous avez accompli la mission sans encombres, à ce que je vois. J'ai bien fait de vous confier ce mandat. Tenez, voilà votre récompense.","0","0","J'ai eu vent de vos exploits. Alors comme ça vous êtes venu<hex:020808E905FF02>e<hex:FF01><hex:03> à bout d'une créature dont la tête était mise à prix<hex:021D0103>? Bravo<hex:021D0103>! Vous pouvez être fi<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> de vous. J'ai ajouté la prime à la récompense initiale. Tenez..."
