key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
64,"Vulnérabilité augmentée","Les dégâts reçus sont augmentés.",215020,40,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
65,"Maîtrise critique","La prochaine technique d'arme est critique.",215016,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
66,"Terreur","La peur empêche tout mouvement.",215516,0,0,1,2,18,0,True,False,True,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
67,"Plombé","La vitesse de déplacement est réduite.",215518,0,0,1,2,4,6,False,False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,False,0
68,"Coups drainants","Les attaques automatiques absorbent des PV.",215504,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
69,"Coups aspirants","Les attaques automatiques absorbent des PT.",215505,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
70,"Coups étour<hex:02160103>dis<hex:02160103>sants","Les attaques automatiques peuvent étourdir.",215506,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,176,0,False,0,False,0,False,0,0,0,False,False,False,0
71,"Rempart","Les dégâts reçus sont réduits.",210152,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,False,0
72,"Convalescence","La récupération de PV par des sorts est augmentée.",210157,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
73,"Diligence","Les risques de recevoir un coup critique sont nuls.",213916,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
74,"Sentinelle","Les dégâts reçus sont réduits.",210151,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,False,0
75,"Volonté d'acier","Certaines projections et attractions sont sans effet.",210153,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
76,"Combat acharné","Les dégâts infligés sont augmentés.",210155,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
77,"Forteresse","Les attaques sont immanquablement bloquées.",210156,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,False,0
78,"Serment de l'épée","Les attaques automatiques sont améliorées.",212505,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,False,0
79,"Volonté de fer","La génération d'inimitié est augmentée.",212506,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,False,0
80,"Couverture","En train de protéger un équipier.",212501,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,False,0
81,"Couvert","Sous la protection d'un équipier.",212502,0,0,20,1,16,0,False,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,35,0,False,False,False,0
82,"Invincible","Insensible à la plupart des attaques.",212504,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
83,"Aguet","La défense est augmentée.",210252,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
84,"Bain de sang","Une partie des dégâts infligés par la prochaine attaque sera transformée en PV.",213913,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,25,0,False,0,False,0,False,0,0,0,False,False,False,0
85,"Mutilation","Les dégâts infligés sont augmentés.",210262,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
86,"Berserk","Les techniques d'arme infligent des coups nets et critiques.<hex:02100103>Sous un effet augmentant les chances de coups nets et critiques, les dégâts infligés sont augmentés.",217217,0,3,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,False,0
87,"Frisson de la bataille","Les PV maximums sont augmentés.<hex:02100103>Effet sup<hex:02160103>plé<hex:02160103>men<hex:02160103>tai<hex:02160103>re après obtention de Frisson de la bataille amélioré<hex:021D0103>: les effets de récupération de PV sont augmentés.",210254,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
88,"Holmgang","Tout déplacement est impossible jusqu'à la fin de l'effet.",210255,0,0,1,2,17,0,True,False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
89,"Représailles","Les dégâts reçus sont réduits, et des dégâts sont infligés chaque fois qu'un coup est reçu.",210256,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,1,0,False,False,-30,0,False,0,False,0,False,0,0,0,False,False,False,0
90,"Œil de la tempête","Les dégâts infligés sont augmentés.",210263,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
91,"Défi","La génération d'inimitié est augmentée.",212551,0,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,False,0
92,"Affranchissement","Le malus de dégâts infligés de Défi est annulé.",212552,0,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
93,"Rage","Les chances de parade sont augmentées.",210257,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,False,0
94,"Rage II","Les chances de parade sont augmentées.",210258,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,False,0,0,False,False,4,0,False,0,False,0,False,0,0,0,False,False,False,0
95,"Rage III","Les chances de parade sont augmentées.",210259,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,False,0,0,False,False,6,0,False,0,False,0,False,0,0,0,False,False,False,0
96,"Rage IV","Les chances de parade sont augmentées.",210260,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,False,0,0,False,False,8,0,False,0,False,0,False,0,0,0,False,False,False,0
97,"Rage V","Les chances de parade sont augmentées.",210261,0,0,1,1,16,7,False,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
98,"Tacle du dragon","La résistance au contondant est réduite.",210215,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
99,"Pieds légers","L'esquive est augmentée.",210201,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
100,"Relâchement intérieur","Les chances de critiques sont augmentées.",210204,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
101,"Serpents jumeaux","Les dégâts infligés sont augmentés.",210216,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
102,"Mantra","Les effets de récupération de PV sont augmentés.",210206,0,0,41,1,16,0,False,False,False,False,False,False,False,True,False,False,5,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
103,"Poings de feu","Les dégâts infligés sont augmentés.",210202,29,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,528,False,0,False,0,0,0,False,False,False,0
104,"Poings de terre","Les dégâts reçus sont réduits.",210203,29,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,528,False,0,False,0,0,0,False,False,False,0
105,"Poings de vent","La vitesse de déplacement est augmentée.",212526,29,0,1,1,16,0,False,False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
106,"Toucher mortel","Des dégâts périodiques sont subis.",210211,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,10,0,False,True,10,0,False,0,False,3,False,0,0,0,False,False,False,0
107,"Posture de l'opo-opo","La posture de combat est celle de l'opo-opo.",210212,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
108,"Posture du raptor","La posture de combat est celle du raptor.",210213,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
109,"Posture du coeurl","La posture de combat est celle du coeurl.",210214,31,0,1,1,16,0,False,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,False,0
110,"Équilibre parfait","Les 3 postures du pugiliste sont utilisées<hex:021D0103>: opo-opo, raptor, coeurl.",217564,31,3,1,1,16,0,False,False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,528,False,0,False,0,0,0,False,False,False,0
111,"Vitesse de l'éclair","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210207,32,0,1,1,16,8,False,False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,True,0,False,0,False,0,0,0,False,False,False,0
112,"Vitesse de l'éclair II","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210208,32,0,1,1,16,9,False,False,False,False,False,False,False,False,False,False,0,0,False,False,20,0,True,0,False,0,False,0,0,0,False,False,False,0
113,"Vitesse de l'éclair III","Les dégâts infligés sont augmentés, et le délai des attaques automatiques ainsi que les temps de lancement et de recharge des techniques d'arme et des sorts de magie sont réduits.",210209,32,0,1,1,16,10,False,False,False,False,False,False,False,False,False,False,0,0,False,False,30,0,True,0,False,0,False,0,0,0,False,False,False,0
114,"Volée défensive","Les chances de parer sont augmentées.",210301,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,False,0
115,"Percée puissante","Les dégâts infligés sont augmentés.",210306,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,False,0
116,"Souffle de vie","La prochaine technique d'arme est critique, et une partie des dégâts infligés sont absorbés comme PV.<hex:02100103>Sous un effet augmentant les chances de coups critiques, les dégâts infligés sont augmentés.",210302,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
117,"Du sang pour du sang","Les dégâts infligés et reçus sont augmentés.",210304,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
118,"Percée chaotique","Des dégâts périodiques sont subis.",210307,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
119,"Double percée","Des dégâts périodiques sont subis.",210305,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
120,"Souffle de puissance","Les dégâts du prochain Saut ou Piqué brise-échine sont augmentés.",210303,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
121,"Éventration","La résistance au perforant est réduite.",212576,0,0,1,2,17,0,False,False,False,False,False,False,True,False,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,False,0
122,"Tir droit préparé","Tir droit peut être lancé.",210365,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,2,False,False,0,0,False,0,False,0,False,0,0,0,False,False,False,0
123,"Œil de faucon","La dextérité est augmentée et les attaques touchent à coup sûr.",210351,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
124,"Morsure venimeuse","Des dégâts périodiques de poison sont subis.",210352,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,False,10,0,False,True,10,0,False,0,False,2,False,0,0,0,False,False,False,0
125,"Tir furieux","Les dégâts infligés sont augmentés.",210354,0,0,1,1,16,0,False,False,False,False,False,False,False,True,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
126,"Vulnérabilité physique augmentée","Les dégâts physiques reçus sont augmentés.",218001,36,8,1,2,17,0,False,False,False,False,False,False,False,False,False,False,100,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,False,0
