key,0,1,2,3
7,70507,70407,"Des prières au parfum de myrrhe","Nous voulions nous enquérir auprès des Amalj'aa d'un sujet précis concernant les canalisations sildiennes, mais nous ne sommes pas parvenue à l'aborder durant la dernière réunion générale. S'il venait à s'ébruiter que la sultane d'Ul'dah s'échappe en secret de ses appartements pour mener une enquête à l'abri des regards, cela aurait des répercussions fâcheuses sur notre garde du corps. Nous devons rester aussi discrète que possible.<hex:02100103>Ainsi, après la fin de la réunion, nous avons opté pour une con<hex:02160103>ver<hex:02160103>sa<hex:02160103>tion privée avec le chef amalj'aa, que nous avons habilement fait dévier des banalités d'usage à la question des rites funéraires pratiqués par sa tribu. Nous lui avons appris qu'un sarcophage renfermant un guerrier amalj'aa zombifié avait été découvert, puis nous lui avons demandé de bien vouloir nous enseigner la manière adéquate d'accompagner son esprit dans l'au-delà. Visiblement interloqué, le chef nous a répondu qu'il ne fallait surtout pas toucher directement le cercueil, car cela perturberait le sommeil du guerrier. Voici la procédure à suivre durant la prière telle qu'il nous l'a décrite avec ses propres mots<hex:021D0103>: “Tout d'abord, devant le sarcophage inclinez-vous. Ensuite, avec respect recueillez-vous, puis des grandes victoires du héros trépassé réjouissez-vous. Enfin, pour lui dire adieu agenouillez-vous.” En guise de conclusion à ce rite traditionnel créé pour faire honneur aux victimes des champs de bataille, le chef a précisé qu'il fallait brûler de la résine de myrrhe afin de purifier l'âme du défunt.<hex:02100103>En l'écoutant at<hex:02160103>ten<hex:02160103>ti<hex:02160103>ve<hex:02160103>ment, nous avons réalisé que notre ignorance des Amalj'aa et de leur culture était malheureusement bien plus grande que nous ne le pensions. Nous tâcherons de combler ce manquement de notre part dès que l'occasion se présentera."
8,70508,70408,"Ul'dah et Sil'dih","Jadis, la scission de l'antique cité de Belah'dia donna naissance à deux nouvelles entités<hex:021D0103>: Ul'dah et Sil'dih. D'après les recueils d'histoire, au bout d'un rude conflit, les Sildiens connurent une fin atroce sous l'emprise d'une poudre putréfactrice qui les décima au complet. La nouvelle capitale, notre belle Ul'dah, fut ensuite fondée sur les décombres de sa jumelle, mais ces derniers peuvent encore être aperçus çà et là autour de la cité, et plus par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement dans ses souterrains. Les ins<hex:02160103>tal<hex:02160103>la<hex:02160103>tions qui y avaient été construites prouvèrent qu'elles pouvaient encore être très utiles pour faire circuler l'eau dans les environs<hex:021D0103>; elles furent na<hex:02160103>tu<hex:02160103>rel<hex:02160103>le<hex:02160103>ment baptisées les “canalisations sildiennes”. L'ironie de ce nom ne manqua pas de frapper les esprits les plus aiguisés, puisque l'antagonisme entre Uldiens et Sildiens avait émergé en raison de disputes autour des sources d'eau.<hex:02100103>Il n'y a rien de foncièrement surprenant à ce que ces canalisations mènent à d'autres vestiges de Sil'dih, mais en les parcourant, nous ne nous imaginions pas mettre sou<hex:02160103>dai<hex:02160103>ne<hex:02160103>ment les pieds dans le palais abandonné<hex:021D0103>! S'il avait été situé à la surface, les vents brûlants du Thanalan auraient depuis longtemps provoqué son érosion, mais grâce à l'atmosphère plus clémente des profondeurs, il est en quelque sorte resté figé dans un passé révolu.<hex:02100103>Voilà le genre de découverte que nous ne ferons cer<hex:02160103>tai<hex:02160103>ne<hex:02160103>ment qu'une fois dans notre vie<hex:021D0103>! Un palais aussi bien conservé fera à coup sûr le bonheur de nos archéologues, pour autant qu'ils puissent parvenir jusqu'à lui sans encombre. Aménager une voie d'accès aussi sûre et rapide que possible doit désormais faire partie de nos priorités."
9,70509,70409,"Drapeaux et symboles","Lorsque nous avons posé les yeux sur le drapeau national sildien, nous nous sommes rappelé à quel point Ul'dah et Sil'dih partageaient des racines communes, notamment en raison de la gémellité de leurs souverains. Toutefois, ce n'est pas la seule et unique raison pour laquelle leurs bannières se ressemblent autant. Du temps de Belah'dia, la balance de la justice portait sur ses plateaux le feu sacré et le raisin. C'est par la suite qu'Ul'dah hérita symboliquement du feu, signe de pouvoir, tandis que Sil'dih s'appropria le raisin, signe de sagesse<hex:021D0103>; quant au joyau incarnant la richesse et au casque re<hex:02160103>pré<hex:02160103>sen<hex:02160103>tant la force, ils servaient à maintenir l'équilibre de leurs plateaux respectifs. Si les Uldiens et les Sildiens se sont autant inspirés de Belah'dia pour leurs drapeaux, c'était aussi parce que chacun des deux peuples successeurs voulait prouver à l'autre la supériorité de sa légitimité.<hex:02100103>En outre, malgré leur identique volonté de mettre en avant une repré<hex:02160103>sen<hex:02160103>ta<hex:02160103>tion de l'idée de pouvoir sur leur étendard, celui envisagé par Ul'dah est prin<hex:02160103>ci<hex:02160103>pa<hex:02160103>le<hex:02160103>ment lié à la magie, tandis que celui de Sil'dih se rapporte en premier lieu à l'art de la guerre, ce qui indique une divergence de vues fondamentale. À ce propos, il nous paraît désormais évident que les gladiateurs qui s'affrontent dans notre Colisée sont davantage en symbiose avec la vision sildienne.<hex:02100103>En y réfléchissant de plus près, la statue géante que notre garde du corps a affrontée au fond du palais en affichait également tous les symboles. Son casque était décoré de raisin aux motifs subtils<hex:021D0103>; quant à son armure, elle brillait du même éclat argenté que la balance sildienne, malgré le manque de luminosité des sous-sols. Quand nous pensons qu'elle devait errer là depuis une éternité, remplissant seule son devoir de gardienne malgré la disparition de ses maîtres, les larmes nous montent aux yeux..."
10,70510,70410,"Les yeux de Mère","Comment diable un pilleur de tombes est-il parvenu à s'introduire dans une salle au trésor aussi pro<hex:02160103>fon<hex:02160103>dé<hex:02160103>ment enfouie<hex:021D0103>? Hormis la porte d'entrée principale, elle ne disposait pourtant d'aucune autre voie d'accès<hex:021D0103>! Tout du moins pas d'après nos observations, mais l'honnêteté exige d'admettre que nous ne sommes pas au fait de toutes les spécificités de l'architecture sildienne, surtout lorsqu'il s'agit d'une con<hex:02160103>struc<hex:02160103>tion telle que le palais du sultan.<hex:02100103>Quoi qu'il en soit, il nous est difficile d'effacer de notre mémoire le contenu du message laissé par ce mystérieux intrus. Il faisait assurément référence à la nashachite... Serait-ce un indice permettant d'accéder à une salle secrète<hex:021D0103>? La simple mention de ce minerai précieux éveille en nous des souvenirs assez délicats...<hex:02100103>Lors des divers travaux de recon<hex:02160103>struc<hex:02160103>tion qui ont suivi les dégâts causés par le septième fléau, les joailliers uldiens ont découvert une malachite de très haute qualité dans les Mines de Clochecuivre qui venaient de rouvrir. Ce sont eux qui l'ont baptisée “nashachite”. Nous ne leur en aurions pas tenu rigueur si Mère avait encore été en pleine santé, mais réutiliser son nom dans un but mercantile alors qu'elle n'était plus de ce monde nous parut être une faute de goût évidente, voire un manque de respect.<hex:02100103>Et puis un jour, on nous présenta les pierres précieuses en question. À notre grande surprise, leur douce lueur nous rappela im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment les beaux yeux verts de Mère, source de son regard si bien<hex:02160103>veil<hex:02160103>lant. Nous fûmes alors bien obligée d'admettre que nos joailliers avaient été par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement inspirés..."
11,70511,70411,"Le trésor des Thorne","Les “canalisations sildiennes”, la “dynastie des Thorne”, leur “chambre forte”... Tous ces mots griffonnés au dos du bout de papier du pillard anonyme nous ont mis la puce à l'oreille. L'individu croyait-il vraiment que les Thorne avaient enseveli leurs trésors les plus précieux dans les entrailles de la terre<hex:021D0103>? Cela contreviendrait pourtant à leur réputation d'honnêteté et de transparence. Lorsque leur dernier sultan a rendu le pouvoir à la dynastie des Ul, personne à notre con<hex:02160103>nais<hex:02160103>san<hex:02160103>ce ne s'est plaint de malversations financières ou de transferts illégaux d'objets précieux... De toute manière, une telle entreprise n'aurait jamais pu être menée à bien sans l'accord des Ul. Par conséquent, il est impensable que Père n'ait pas été au courant.<hex:02100103>Et en effet, en nous confiant la clef, Père nous a bien précisé qu'elle ouvrait le chemin vers “des souvenirs pro<hex:02160103>fon<hex:02160103>dé<hex:02160103>ment enfouis dans la mémoire des Uldiens”... Peut-être était-ce cela qu'il voulait nous dévoiler une fois que nous serions devenue adulte<hex:021D0103>?<hex:02100103>Malgré tout le temps passé à retourner cette question dans tous les sens, nous n'avons toujours pas franchi le domaine des conjectures. La découverte du palais sildien nous a déjà fait grande impression, mais les paroles de Père laissent à penser que nous sommes loin d'avoir percé tous les mystères de ces sous-sols..."
12,70512,70412,"Le message du cœur","Par-delà les canalisations sildiennes qui serpentent dans les souterrains de notre cité, nous sommes parvenue jusqu'à une chambre forte contenant des trésors inestimables. En tête de leur inventaire figuraient les mots suivants<hex:021D0103>: “À la famille royale uldienne, dans l'intérêt de son peuple et des peuples voisins.” Et juste en dessous, la signature du dernier sultan de la dynastie des Thorne... Les pages suivantes contenaient une liste des noms des souverains uldiens<hex:021D0103>; le dernier d'entre eux était celui de Père. Calée entre les deux pages suivantes, nous découvrîmes une lettre manuscrite où nous reconnûmes im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment son écriture<hex:021D0103>: “Puisse notre fille Nanamo être celle qui lira cette lettre...”<hex:02100103>La suite du texte expliquait la raison d'être de la salle au trésor<hex:021D0103>: conserver les preuves de l'alliance passée entre les humains et les Amalj'aa. Son existence ne devait être connue que des membres de la famille du sultan, et son secret transmis de manière exclusivement orale. Cependant, en raison de cir<hex:02160103>cons<hex:02160103>tan<hex:02160103>ces indépendantes de sa volonté, Père avait jugé in<hex:02160103>dis<hex:02160103>pen<hex:02160103>sa<hex:02160103>ble de prendre la plume et de coucher certains éléments sur le papier afin de parer à toute éventualité.<hex:02100103>“Nanamo, notre enfant... Comme tu dois être belle maintenant que tu as atteint la fleur de l'âge<hex:021D0103>! Nous ne doutons pas que tu seras à la hauteur de ton rôle de sultane malgré les nombreuses difficultés qui se dresseront sur ton chemin. Quand leur poids sera trop lourd pour tes frêles épaules, n'oublie pas que pour ta mère et nous, tu seras toujours notre plus grande fierté. Puisses-tu garder toujours sur ton visage ce joli sourire et ces charmantes joues roses qui ne t'ont jamais quittée depuis le berceau.”<hex:02100103>Père, Mère... Merci pour tout votre amour et votre soutien. Ce sourire qui orne nos joues roses au moment où nous écrivons ces lignes, nous vous le dédions."
13,70513,70413,"Le prêtre onmyo distrait","Autrefois vivait un prêtre onmyo renommé pour sa dextérité ex<hex:02160103>cep<hex:02160103>tion<hex:02160103>nelle. Coup du sort, son don d'artisan semblait avoir été accompagné d'une funeste malédiction, car les objets magiques qui naissaient de ses mains habiles finissaient toujours par être égarés. Pour ranger ses créations, le prêtre eut un jour l'idée de fabriquer des boîtes, enchantées de manière à ce qu'elles retournent auprès de lui si elles venaient à être perdues. Mal<hex:02160103>heu<hex:02160103>reu<hex:02160103>se<hex:02160103>ment, il fut distrait jusqu'au bout des ongles, n'ayant pas envisagé que les boîtes renfermant ses objets magiques lui reviendraient vides, leurs trésors à jamais perdus.<hex:02100103>Tokimori m'a informé que plusieurs de ces boîtes se trouvaient au Shôjôin, et que certaines avaient même pour fonction de contenir la puissance des objets magiques qu'elles protégeaient. C'est le cas de la boîte du sabre vampirique que j'ai trouvée. L'autre boîte conçue pour le dogû, qui a causé bien du désordre, reste introuvable. J'ai cru comprendre que cette étrange statuette avait la particularité de revivifier la flore environnante... si tant est qu'on incline respectueusement la tête devant son autel avant de l'y installer, car placé entre de mauvaises mains, le dogû pourrait semer le chaos dans les montagnes avoisinantes. Certains artefacts comme celui-ci devraient être mis en lieu sûr dans les plus brefs délais."
14,70514,70414,"Le sabre ensanglanté","Du temps où Hingashi était ravagé par les guerres intestines, un guerrier sanguinaire grava son nom dans le marbre de la légende en terrassant un nombre im<hex:02160103>pres<hex:02160103>sion<hex:02160103>nant de généraux ennemis. Je veux bien sûr parler de Môko l'invincible, in<hex:02160103>é<hex:02160103>bran<hex:02160103>la<hex:02160103>ble tel un tigre féroce. Sa puissance était telle que son maître lui-même vint à la craindre. Accusé à tort de trahison, Môko fut assassiné, la tête tranchée à l'aide de son propre sabre qu'on lui avait perfidement dérobé. Personne ne saurait dire si c'est la colère de son pro<hex:02160103>prié<hex:02160103>taire ou la rancune de ses trop nombreuses victimes qui donnèrent à ce sabre la couleur de sang dont il se teinta par la suite. On eut beau tenter d'essuyer la lame avec moult papiers, de l'affûter, et même de la purifier dans l'eau de la montagne sacrée en guise de dernier recours... Jamais elle ne retrouva sa couleur originelle. Bien au contraire, ce dernier rituel contribua à l'abreuver en éther, et c'est ainsi que le sabre se mua en une effrayante lame maudite, corrompant le cœur de ceux qui avaient le malheur de s'en emparer.<hex:02100103>Hélas, la montagne sacrée à laquelle je fais référence n'est évidemment nulle autre que le mont Rokkon. Selon les dires de Tokimori, c'est dans cette région débordante d'énergie spirituelle que se situe un lac où sommeille cette eau pure, ainsi qu'un temple renfermant de nombreux artefacts inestimables. Nul doute que certains trouveront facilement leur place dans ma collection<hex:021D0103>! Mais seul le vieux moine sait comment y parvenir, et pour l'instant, toutes mes tentatives se sont soldées par des échecs cuisants... Ma seule option est d'emprunter tous les autres chemins possibles pour m'y rendre."
15,70515,70415,"L'armure impie","Môko, le guerrier sauvage invaincu du temps des guerres intestines... L'armure qu'il portait de son vivant avait été conservée pré<hex:02160103>cieu<hex:02160103>se<hex:02160103>ment, héritée de génération en génération. Or, alors qu'elle était censée reposer à jamais dans sa remise, elle fut découverte un matin dans le jardin de la demeure, couverte de sang. À ses côtés gisait le corps sans vie d'un homme, im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment soupçonné d'avoir cherché à s'en emparer... On en conclut que l'âme de l'illustre guerrier avait vaillamment protégé son bien, l'empêchant d'être dérobé à ses descendants. Mais l'héritier de Môko, qui craignait que l'armure ne cède à nouveau aux instincts belliqueux de son ancêtre, ne s'en réjouissait guère. Après avoir longtemps hésité, il finit par faire offrande de son trésor familial au Shôjôin.<hex:02100103>Les Orientaux croient dur comme fer que les dieux habitent certains artefacts, mais les contes et légendes traitant de ce sujet sont souvent emplis de contradictions. Ils confondent ré<hex:02160103>gu<hex:02160103>liè<hex:02160103>re<hex:02160103>ment des manifestations naturelles comme les golems ou les élémentaires avec des créatures du néant, des spectres, voire des pantins ayant acquis une âme. Nul doute que l'armure de Môko était habitée par l'une de ces entités, mais maintenant qu'elle a été vaincue, sa véritable nature restera à jamais secrète. Dans un endroit aussi chargé en énergie spirituelle que le mont Rokkon, elle n'a visiblement eu aucune difficulté à absorber de grandes quantités d'éther, ou à rassembler suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment d'esprits pour devenir réellement massive. Fort heureusement, je n'ai pas subi le même sort que le pauvre hère qui a autrefois tenté de la voler. J'espère que la chance continuera de me sourire."
16,70516,70416,"L'essor des forgerons","La légende de Nanakusa, le fabricant d'outils agricoles venu du nord de Shishû qui devint forgeron de sabres, est un conte connu de tous en Hingashi. Parmi ses créations les plus connues figurent quatre sabres inspirés des animaux sacrés<hex:021D0103>: deux d'entre eux, appelés “l'empereur écarlate” et “l'empereur azuré” tombèrent entre les mains de monstres<hex:021D0103>; les deux autres sabres, “l'empereur de nacre” et “l'empereur d'ébène” sont toujours entourés de mystère. Ces armes magistrales lui offrirent une solide réputation en tant qu'éminent forgeron, et on raconte qu'elles apportent chance et fortune à leur pro<hex:02160103>prié<hex:02160103>taire. L'empereur de nacre, en particulier, est souvent comparé à un autre katana de légende<hex:021D0103>: “le tourbillon tailladant”.<hex:02100103>D'après les in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions de Tsubaki, Nanakusa aurait installé sa forge dans les environs du mont Rokkon, attirant ainsi d'autres artisans, ce qui finit par établir la renommée de la région dans le domaine de la création de sabres. Alors que les fourneaux étaient de plus en plus nombreux, les rites religieux dédiés aux divinités du feu firent également leur apparition. Le premier et le plus important est sans conteste le festival dit des “trois lanternes”, où des forgerons déposent une flamme au cœur de lanternes de pierre. Ces dernières symbolisent les prières pour les divinités du feu, afin de protéger le travail des artisans du passé, du présent et de l'avenir... Les théories sur l'origine de ce festival et sa si<hex:02160103>gni<hex:02160103>fi<hex:02160103>ca<hex:02160103>tion sont nombreuses<hex:021D0103>; toutefois, la plupart ont en commun la présence du nombre trois, considéré comme porte-bonheur."
17,70517,70417,"Le luthier et la musicienne","Il était une fois un artisan qui avait mis tout son cœur et son art dans la fabrication d'un biwa, une variété de luth oriental. Il était si fier de sa création qu'il hésitait à la confier à un musicien ordinaire. Le temps passa et il ne parvint pas à choisir une seule personne capable d'apprécier son biwa à sa juste valeur, mais alors qu'il atteignait le crépuscule de sa vie, l'artisan trouva enfin celle qu'il avait si longtemps cherchée. Une musicienne apparue sans crier gare lui interpréta un morceau d'une pureté tel un clair de lune<hex:021D0103>; ayant gagné ses faveurs, elle put repartir avec l'instrument. Par la suite, elle traversa tout le pays de Hingashi, son biwa à la main, captivant les gens par ses performances partout où elle passait. Or, lorsque l'artisan rendit son dernier souffle, la musicienne et son instrument disparurent également... Si beaucoup se remémoraient ses concerts avec émotion, le bruit courait que cette femme était en vérité le tsukumogami du biwa, une divinité qui possède les objets.<hex:02100103>Les tsukumogami possèdent de nombreuses formes, et sont capables de bonnes comme de mauvaises actions. En règle générale, les objets ayant une longue histoire sont très prisés des amateurs d'antiquités, et leur valeur augmente encore plus s'ils abritent une divinité – à condition qu'elle soit bien<hex:02160103>veil<hex:02160103>lan<hex:02160103>te, comme celle du biwa. Lorsqu'un objet renferme un mauvais tsukumogami, il a nettement plus de chances de trouver preneur après avoir été exorcisé."
18,70518,70418,"La jeune fille cupide","Il y a longtemps, dans un village agricole, vivait une jeune fille pieuse. Alors que la récolte de l'année était mauvaise, sa foi ne vacilla jamais et malgré la faim, elle continua de déposer des offrandes aux Dieux et à prier pour un meilleur avenir. Un soir, la divinité des montagnes apparut dans ses rêves et, à son réveil, la jeune fille découvrit un mystérieux marteau placé sous son oreiller. Il s'agissait du fameux “uchide no kozuchi”, le marteau d'humilité. Lorsqu'elle le secouait tout en priant, des grains de riz surgissaient, jaillissant comme l'eau d'une fontaine. Grâce à cette source de nourriture inattendue, la jeune fille survécut à la famine qui la menaçait. Mais avec le temps, elle oublia ses prières, devint arrogante et tomba dans les affres des jeux d'argent. Elle dépensait tellement que des mauvaises rumeurs finirent par se répandre à son sujet, et elle fut finalement tuée par un démon rouge venu subtiliser son marteau.<hex:02100103>Peut-être est-ce parce que je suis un marchand, mais je suis convaincu qu'il existe bien des moyens d'amasser des gils sans marteau magique... D'ailleurs, tout cela me rappelle ma première rencontre avec le seigneur Lolorito, alors que je n'étais qu'un orphelin vivant dans les rues d'Ul'dah. Il m'avait confié une généreuse somme d'argent en me disant<hex:021D0103>: “On raconte que tu es bien débrouillard, jeune homme. Voyons voir si tu es capable de doubler cette somme en un jour<hex:021D0103>!” Je savais évidemment à qui j'avais affaire, et je réussis non sans mal à lui restituer le montant convenu. C'est alors qu'il m'invita à rejoindre of<hex:02160103>fi<hex:02160103>ciel<hex:02160103>le<hex:02160103>ment la Firme du commerce de l'Aldenard oriental. Je me demande ce qui serait advenu de moi si, aveuglé par la cupidité comme la jeune fille de l'histoire, j'avais dépensé l'argent de Lolorito sans réfléchir..."
