key,0,1,2,3,4
120,707,"Rituels sanglants","",120,345
121,725,"Donnant, donnant","",121,345
122,726,"Paris sanglants","",122,345
123,727,"Le marché noir","",123,345
124,733,"Les grandes gueules","",124,345
125,734,"La frairie","",125,345
126,735,"Crime désorganisé","",126,345
127,736,"A la poursuite du trésor vivant","",127,345
128,743,"L'Empire s'affiche","",128,345
129,744,"Le cœur en joue","",129,345
130,745,"L'écume des trésors","",130,345
131,752,"Le Preux Ahldbhar","",131,345
132,753,"Recherches sanglantes","",132,345
133,754,"La vérité est au fond du puits","",133,345
134,755,"Recherches tranchantes","",134,345
135,761,"Quand les spriggans montrent les dents","",135,345
136,762,"La parole de la Gardienne","",136,345
137,763,"De l'huile sur les plaies","",137,345
138,764,"Les spores, c'est la santé","",138,345
139,770,"Un Gobelin bien curieux","",139,345
140,771,"La cargaison de l'Orion","",140,345
141,772,"Plus de raisin à Port-aux-Vins","",141,345
142,773,"Flairer le filon","",142,345
143,788,"Les Prœufs d'Ul'dah","",143,345
144,789,"Prœufs en péril à Ul'dah","",144,345
145,793,"Les Prœufs de Gridania","",145,345
146,794,"Prœufs en péril à Gridania","",146,345
147,798,"Dans le feu de l'action","",147,345
148,799,"Des imps impertinents","",148,345
149,800,"La fête des étoiles","",149,345
150,801,"La fête de la transition","",150,345
151,803,"Les Prœufs de Limsa Lominsa","",151,345
152,804,"Prœufs en péril à Limsa Lominsa","",152,345
153,808,"Tâches de guilde","",153,345
154,809,"Le secret de la grotte maudite","",154,345
155,810,"Un commerce risqué","",155,345
156,811,"Forger l'âme","",156,345
157,812,"Unir l'âme","",157,345
158,813,"Eveiller l'âme","",158,345
159,815,"Le retour du roi","",159,345
160,816,"Missions de ravitaillement","",160,345
161,817,"Le mausolée des sables","",161,345
162,818,"Tout ce qui brille n'est pas or","",162,345
163,820,"Exploration des Mille Gueules","",163,345
164,821,"Reprise de la Forteresse","",164,345
165,822,"Le sulfureux Val d'Aurum","",165,345
166,823,"Le dédale de sable du Gouffre","",166,345
167,827,"Le Perchoir","",167,345
168,828,"Des indices","",168,345
169,837,"Auberge de L'Artimon","",169,345
170,838,"Une affaire résolue","",170,345
171,839,"Les mystères de Dalamud","",171,345
172,840,"Le héros de la prophétie","",172,345
173,847,"Auberge du Sablier","",173,345
174,848,"Un suspect","",174,345
175,857,"Evénement saisonnier","",175,345
176,858,"Qui vole un Prœuf, vole un Preux","",176,345
177,859,"Les Feux de la Mort","",177,345
178,860,"Evénements saisonniers (trois Cités)","",178,345
179,861,"Approvisionnement des hameaux","",179,345
180,862,"Le séminaire du professeur Erik","",180,345
181,866,"L'épreuve du vent","",181,345
182,867,"Restauration des armes antiques","",182,345
183,868,"Le pèlerinage","",183,345
184,869,"La fin du rapace","",184,345
185,1200,"L'art de la guerre","",254,347
186,1201,"Au bout de l'extrême limite","",255,347
187,1202,"A la guerre comme à la guerre","",256,347
188,1203,"La grande vadrouille","",257,347
189,1204,"Le bras de fer","",258,347
190,1205,"Le Maître de guerre","",259,347
191,1220,"Le moine errant","",260,347
192,1221,"Les contes des combats passés","",261,347
193,1222,"La quête de pouvoir","",262,347
194,1223,"Le septième chakra","",263,347
195,1224,"Prendre l'habit","",264,347
196,1225,"Le véritable courage","",265,347
197,1240,"De ce qui jaillit du fond des abîmes","",266,347
198,1241,"Des réminiscences de lumière","",267,347
199,1242,"Des lendemains à venir","",268,347
200,1243,"D'un espoir éphémère","",269,347
201,1244,"Du fond de la colère","",270,347
202,1245,"De la chaleur qui comble l'immaculé","",271,347
203,1260,"La voix des Marchands","",272,347
204,1261,"L'appel du sang","",273,347
205,1262,"Des amis étrangers","",274,347
206,1263,"La corruption du néant","",275,347
207,1264,"Les habits du pouvoir","",276,347
208,1265,"La voie de la magie noire","",277,347
209,1280,"Le serment du paladin","",278,347
210,1281,"Un rêve d'enfant","",279,347
211,1282,"Déception, colère et détermination","",280,347
212,1283,"Un poison nommé Solkzagyl","",281,347
213,1284,"Des négociations à haut risque","",282,347
214,1285,"A chacun son chemin","",283,347
215,1300,"Quand les cordes résonnent à l'unisson","",284,347
216,1301,"Les partisans du chant","",285,347
217,1302,"Les desseins du Contemplateur","",286,347
218,1303,"Celui qui pécha par orgueil","",287,347
219,1304,"En quête d'absolution","",288,347
220,1305,"L'hymne à la vie","",289,347
221,1320,"L'éveil du dragon","",290,347
222,1321,"La lance du destin","",291,347
223,1322,"Les griffes de la nuit","",292,347
224,1323,"Des donjons et des dragons","",293,347
225,1324,"Confessions intimes","",294,347
226,1325,"La fureur du dragon","",295,347
227,1400,"Le secret des Preux","",185,348
228,1401,"Enrôlement provisoire au Maelstrom","",186,348
229,1402,"Les sceaux du Maelstrom","",187,348
230,1403,"Les desseins de l'Empire","",188,348
231,1404,"Un vent nouveau en poupe","",189,348
232,1405,"Ecueils à l'horizon","",190,348
233,1406,"Allégeance au Maelstrom","",191,348
234,1409,"Les Mille Gueules de Toto-Rak (Limsa Lominsa)","",192,348
235,1410,"La Forteresse de Dzemael (Limsa Lominsa)","",193,348
236,1415,"Combattre le feu par le feu (Limsa Lominsa)","",194,348
237,1416,"Bulles troubles","",195,348
238,1417,"Les bons, les brutes et les Kobolds","",196,348
239,1418,"Qui s'y frotte, s'y pique","",197,348
240,1419,"Forages au centre de la Terre","",198,348
241,1425,"Aux bons ouvriers, les bons outils","",199,348
242,1426,"La pierre et le Loup","",200,348
243,1427,"Des infiltrations chez les Kobolds","",201,348
244,1428,"Deus ex Machina","",202,348
245,1429,"Qui sème le vent récolte la tempête (Limsa Lominsa)","",203,348
246,1430,"L'union fait la force (Limsa Lominsa)","",204,348
247,1431,"Les sentiers de la victoire (Limsa Lominsa)","",205,348
248,1432,"Joute sous la lune (Limsa Lominsa)","",206,348
249,1433,"Le buffle se rebiffe","",207,348
250,1600,"Les marques du Preux","",208,348
251,1601,"Enrôlement provisoire dans l'ordre des Deux Vipères","",209,348
252,1602,"Les sceaux de l'ordre des Deux Vipères","",210,348
253,1603,"Une lettre cher payée","",211,348
254,1604,"Vers une nouvelle harmonie","",212,348
255,1605,"Blessures de l'âme","",213,348
256,1606,"Allégeance à l'ordre des Deux Vipères","",214,348
257,1609,"Les Mille Gueules de Toto-Rak (Gridania)","",215,348
258,1610,"La Forteresse de Dzemael (Gridania)","",216,348
259,1615,"Combattre le feu par le feu (Gridania)","",217,348
260,1616,"Le cycle de la vie","",218,348
261,1617,"Trouver sa voie","",219,348
262,1618,"L'éthique de la botanique","",220,348
263,1619,"La conquête du ciel","",221,348
264,1625,"Embûches pour les bûcherons","",222,348
265,1626,"L'oiseau de mauvais augure","",223,348
266,1627,"Raid sur le site de déboisement des Ixali","",224,348
267,1628,"Le feu au lac","",225,348
268,1629,"Qui sème le vent récolte la tempête (Gridania)","",226,348
269,1630,"L'union fait la force (Gridania)","",227,348
270,1631,"Les sentiers de la victoire (Gridania)","",228,348
271,1632,"Joute sous la lune (Gridania)","",229,348
272,1633,"Les yeux plus gros que le ventru","",230,348
273,1800,"La réponse du Preux","",231,348
274,1801,"Enrôlement provisoire chez les Immortels","",232,348
275,1802,"Les sceaux des Immortels","",233,348
276,1803,"Course à l'armement","",234,348
277,1804,"Pour la prospérité","",235,348
278,1805,"Le traître","",236,348
279,1806,"Allégeance aux Immortels","",237,348
280,1809,"Les Mille Gueules de Toto-Rak (Ul'dah)","",238,348
281,1810,"La Forteresse de Dzemael (Ul'dah)","",239,348
282,1815,"Combattre le feu par le feu (Ul'dah)","",240,348
283,1816,"Faire les gros yeux","",241,348
284,1817,"Brandon de discorde","",242,348
285,1818,"De fil en épée","",243,348
286,1819,"Mort-aux-draconides","",244,348
287,1825,"Dette or Alive","",245,348
288,1826,"Tel père, tel fils","",246,348
289,1827,"Descente à l'autel amalj'aa","",247,348
290,1828,"Confidence pour confidence","",248,348
291,1829,"Qui sème le vent récolte la tempête (Ul'dah)","",249,348
292,1830,"L'union fait la force (Ul'dah)","",250,348
293,1831,"Les sentiers de la victoire (Ul'dah)","",251,348
294,1832,"Joute sous la lune (Ul'dah)","",252,348
295,1833,"Avancer à coup de bélier","",253,348
