key,0,1,2,3,4
46,27,28,28,2168,"Mage noir (dynamique)"
47,28,29,29,2169,"Invocateur (dynamique)"
48,29,30,30,2170,"Mage rouge (dynamique)"
49,30,31,31,3000,"Équipe Astra"
50,31,32,32,3001,"Équipe Umbra"
51,41,42,42,4000,"Companion 1"
52,42,43,43,4001,"Companion 2"
53,86,44,44,2500,"Abîme infini de Bahamut (fatal)"
54,87,45,45,2501,"Fantasmagorie d'Ultima (fatal)"
55,88,46,46,2502,"Odyssée d'Alexander (fatal)"
56,89,47,47,2503,"Guerre du chant des dragons (fatal)"
57,32,33,33,3200,"Roi du conflit S1"
58,33,34,34,3201,"Prince du conflit S1"
59,34,35,35,3202,"As du conflit S1"
60,35,36,36,3208,"Crystalline Conflict : bronze S1"
61,36,37,37,3207,"Crystalline Conflict : argent S1"
62,37,38,38,3206,"Crystalline Conflict : or S1"
63,38,39,39,3205,"Crystalline Conflict : platine S1"
64,39,40,40,3204,"Crystalline Conflict : diamant S1"
65,40,41,41,3203,"Crystalline Conflict : cristal S1"
66,90,48,48,3209,"Roi du conflit S2"
67,91,49,49,3210,"Prince du conflit S2"
68,92,50,50,3211,"As du conflit S2"
69,93,51,51,3217,"Crystalline Conflict : bronze S2"
70,94,52,52,3216,"Crystalline Conflict : argent S2"
71,95,53,53,3215,"Crystalline Conflict : or S2"
72,96,54,54,3214,"Crystalline Conflict : platine S2"
73,97,55,55,3213,"Crystalline Conflict : diamant S2"
74,98,56,56,3212,"Crystalline Conflict : cristal S2"
75,99,57,57,3218,"Roi du conflit S3"
76,100,58,58,3219,"Prince du conflit S3"
77,101,59,59,3220,"As du conflit S3"
78,102,60,60,3226,"Crystalline Conflict : bronze S3"
79,103,61,61,3225,"Crystalline Conflict : argent S3"
80,104,62,62,3224,"Crystalline Conflict : or S3"
81,105,63,63,3223,"Crystalline Conflict : platine S3"
82,106,64,64,3222,"Crystalline Conflict : diamant S3"
83,107,65,65,3221,"Crystalline Conflict : cristal S3"
84,108,66,66,3002,"Crystalline Conflict : bleu"
85,109,67,67,3003,"Crystalline Conflict : rouge"
86,110,68,68,2402,"Donjon à embranchements : Les canalisations sildiennes"
87,111,1,69,2315,"Quêtes des Omicrons"
88,119,70,75,11,"Motifs géométriques : cercles"
89,116,69,74,12,"Bande dessinée"
90,125,76,1,13,"Objet basique QN"
91,126,76,1,14,"Objet éthéré QN"
92,127,76,1,15,"Objet commun QN"
93,128,76,1,16,"Objet rare QN"
94,129,76,1,17,"Objet épique QN"
95,125,77,1,18,"Objet basique HQ"
96,126,77,1,19,"Objet éthéré HQ"
97,127,77,1,20,"Objet commun HQ"
98,128,77,1,21,"Objet rare HQ"
99,129,77,1,22,"Objet épique HQ"
100,123,1,76,23,"Musique"
101,115,1,73,24,"Salon de thé"
102,133,78,81,3227,"Roi du conflit S4"
103,134,79,82,3228,"Prince du conflit S4"
104,135,80,83,3229,"As du conflit S4"
105,136,81,84,3230,"Crystalline Conflict : cristal S4"
106,137,82,85,3231,"Crystalline Conflict : diamant S4"
107,138,83,86,3232,"Crystalline Conflict : platine S4"
108,139,84,87,3233,"Crystalline Conflict : or S4"
109,140,85,88,3234,"Crystalline Conflict : argent S4"
110,141,86,89,3235,"Crystalline Conflict : bronze S4"
111,142,87,90,3236,"Roi du conflit S5"
112,143,88,91,3237,"Prince du conflit S5"
113,144,89,92,3238,"As du conflit S5"
114,145,90,93,3239,"Crystalline Conflict : cristal S5"
115,146,91,94,3240,"Crystalline Conflict : diamant S5"
116,147,92,95,3241,"Crystalline Conflict : platine S5"
117,148,93,96,3242,"Crystalline Conflict : or S5"
118,149,94,97,3243,"Crystalline Conflict : argent S5"
119,150,95,98,3244,"Crystalline Conflict : bronze S5"
120,151,96,99,3004,"Faucons"
121,152,97,100,3005,"Corbeaux"
122,153,1,101,2311,"Quêtes des Pixies"
123,154,1,102,2312,"Quêtes des Qitari"
124,155,1,103,2313,"Quêtes des Nains"
125,156,1,104,2314,"Quêtes des Arkasodaras"
126,157,1,105,2316,"Quêtes des Loporrites"
127,158,98,106,2504,"Protocole Oméga (fatal)"
128,159,1,107,2358,"Eurêka Orthos"
129,160,1,108,2359,"Enaretos"
130,161,99,1,2251,"Conte des quatre animaux sacrés"
131,162,100,109,2340,"Félicité insulaire 1"
132,163,101,110,2341,"Félicité insulaire 2"
133,164,102,111,3245,"Roi du conflit S6"
134,165,103,112,3246,"Prince du conflit S6"
135,166,104,113,3247,"As du conflit S6"
136,167,105,114,3248,"Crystalline Conflict : cristal S6"
137,168,106,115,3249,"Crystalline Conflict : diamant S6"
138,169,107,116,3250,"Crystalline Conflict : platine S6"
139,170,108,117,3251,"Crystalline Conflict : or S6"
140,171,109,118,3252,"Crystalline Conflict : argent S6"
141,172,110,119,3253,"Crystalline Conflict : bronze S6"
142,173,111,120,3254,"Roi du conflit S7"
143,174,112,121,3255,"Prince du conflit S7"
144,175,113,122,3256,"As du conflit S7"
145,176,114,123,3257,"Crystalline Conflict : cristal S7"
146,177,115,124,3258,"Crystalline Conflict : diamant S7"
147,178,116,125,3259,"Crystalline Conflict : platine S7"
148,179,117,126,3260,"Crystalline Conflict : or S7"
149,180,118,127,3261,"Crystalline Conflict : argent S7"
150,181,119,128,3262,"Crystalline Conflict : bronze S7"
151,182,120,129,3006,"Motif oriental 1 : aramitama"
152,183,121,130,3007,"Motif oriental 2 : nigimitama"
153,184,1,131,2308,"Quêtes des Kojin"
154,185,1,132,2309,"Quêtes des Anantas"
155,186,1,133,2310,"Quêtes des Namazu"
156,71,122,134,2072,"Mage bleu (standard)"
157,187,122,134,2172,"Mage bleu (dynamique)"
158,188,128,1,2250,"La fin d'une ère"
159,189,123,135,3950,"10e anniversaire"
160,190,124,136,2403,"Donjon à embranchements : Le mont Rokkon"
161,191,125,137,2347,"Grand pêcheur"
162,192,126,138,2348,"Pêcheur de légendes"
163,193,127,139,2350,"Tuiles essentielles"
164,194,129,140,3008,"Le Palestre"
165,195,130,141,3009,"Le Petit Nuage"
166,196,131,142,3263,"Roi du conflit S8"
167,197,132,143,3264,"Prince du conflit S8"
168,198,133,144,3265,"As du conflit S8"
169,199,134,145,3266,"Crystalline Conflict : cristal S8"
170,200,135,146,3267,"Crystalline Conflict : diamant S8"
171,201,136,147,3268,"Crystalline Conflict : platine S8"
172,202,137,148,3269,"Crystalline Conflict : or S8"
173,203,138,149,3270,"Crystalline Conflict : argent S8"
174,204,139,150,3271,"Crystalline Conflict : bronze S8"
175,205,140,151,3272,"Roi du conflit S9"
176,206,141,152,3273,"Prince du conflit S9"
177,207,142,153,3274,"As du conflit S9"
178,208,143,154,3275,"Crystalline Conflict : cristal S9"
179,209,144,155,3276,"Crystalline Conflict : diamant S9"
180,210,145,156,3277,"Crystalline Conflict : platine S9"
181,211,146,157,3278,"Crystalline Conflict : or S9"
182,212,147,158,3279,"Crystalline Conflict : argent S9"
183,213,148,159,3280,"Crystalline Conflict : bronze S9"
184,214,149,160,3281,"Roi du conflit S10"
185,215,150,161,3282,"Prince du conflit S10"
186,216,151,162,3283,"As du conflit S10"
187,217,152,163,3284,"Crystalline Conflict : cristal S10"
188,218,153,164,3285,"Crystalline Conflict : diamant S10"
189,219,154,165,3286,"Crystalline Conflict : platine S10"
190,220,155,166,3287,"Crystalline Conflict : or S10"
191,221,156,167,3288,"Crystalline Conflict : argent S10"
192,222,157,168,3289,"Crystalline Conflict : bronze S10"
193,223,1,169,2305,"Quêtes des Vanu Vanu"
194,224,1,170,2306,"Quêtes des Gnathes"
195,225,1,171,2307,"Quêtes des Mogs"
196,226,158,172,2252,"Le Mythe éorzéen : Halone"
197,226,158,173,2253,"Le Mythe éorzéen : Menphina"
198,226,158,174,2254,"Le Mythe éorzéen : Thaliak"
199,226,158,175,2255,"Le Mythe éorzéen : Nymeia"
200,226,158,176,2256,"Le Mythe éorzéen : Llymlaen"
201,226,158,177,2257,"Le Mythe éorzéen : Oschon"
202,226,158,178,2258,"Le Mythe éorzéen : Byregot"
203,226,158,179,2259,"Le Mythe éorzéen : Rhalgr"
204,226,158,180,2260,"Le Mythe éorzéen : Azeyma"
205,226,158,181,2261,"Le Mythe éorzéen : Nald'thal"
206,226,158,182,2262,"Le Mythe éorzéen : Nophica"
207,226,158,183,2263,"Le Mythe éorzéen : Althyk"
208,227,159,184,2404,"Donjon à embranchements : L'île d'Aloalo"
209,228,160,185,2351,"Aventures imaginaires de Khloe"
210,229,161,186,2352,"Touché-tourné"
211,230,162,187,3951,"Blunderville 1"
212,231,163,188,3952,"Blunderville 2"
213,232,164,189,3953,"Blunderville 3"
214,233,165,190,3954,"Yo-kai Watch"
215,234,166,191,2063,"Rôdeur vipère (standard)"
216,235,166,191,2163,"Rôdeur vipère (dynamique)"
217,236,167,192,2071,"Pictomancien (standard)"
218,237,167,192,2171,"Pictomancien (dynamique)"
219,238,168,193,3010,"Le Cœur volcanique"
220,239,169,194,3011,"Le Traquenard oriental"
221,240,170,195,3290,"Roi du conflit S11"
222,241,171,196,3291,"Prince du conflit S11"
223,242,172,197,3292,"As du conflit S11"
224,243,173,198,3293,"Crystalline Conflict : cristal S11"
225,244,174,199,3294,"Crystalline Conflict : diamant S11"
226,245,175,200,3295,"Crystalline Conflict : platine S11"
227,246,176,201,3296,"Crystalline Conflict : or S11"
228,247,177,202,3297,"Crystalline Conflict : argent S11"
229,248,178,203,3298,"Crystalline Conflict : bronze S11"
230,249,1,204,2302,"Quêtes des Kobolds"
231,250,1,205,2301,"Quêtes des Sylphes"
232,251,1,206,2300,"Quêtes des Amalj'aa"
233,252,1,207,2303,"Quêtes des Sahuagins"
234,253,1,208,2304,"Quêtes des Ixali"
235,254,179,209,1036,"Tuliyollal 1"
236,255,180,210,1037,"Tuliyollal 2"
237,256,181,211,1038,"Solution Neuf 1"
238,257,182,212,1039,"Solution Neuf 2"
239,258,183,213,3013,"Rocher des tréfonds"
240,259,184,214,3012,"Sables sanglants"
241,260,185,215,3299,"Roi du conflit S12"
242,261,186,216,3300,"Prince du conflit S12"
243,262,187,217,3301,"As du conflit S12"
244,263,188,218,3302,"Crystalline Conflict : cristal S12"
245,264,189,219,3303,"Crystalline Conflict : diamant S12"
246,265,190,220,3304,"Crystalline Conflict : platine S12"
247,266,191,221,3305,"Crystalline Conflict : or S12"
248,267,192,222,3306,"Crystalline Conflict : argent S12"
249,268,193,223,3307,"Crystalline Conflict : bronze S12"
250,269,1,224,2317,"Quêtes des Pelupelu"
251,270,194,225,1020,"Ishgard 1"
252,271,195,226,1021,"Ishgard 2"
253,272,196,227,1022,"Idyllée 1"
254,273,197,228,1023,"Idyllée 2"
255,274,198,229,1024,"Kugane 1"
256,275,199,230,1025,"Kugane 2"
257,276,200,231,1026,"L'Étendue de Rhalgr 1"
258,277,201,232,1027,"L'Étendue de Rhalgr 2"
259,278,202,233,1028,"Cristarium 1"
260,279,203,234,1029,"Cristarium 2"
261,280,204,235,1030,"Eulmore 1"
262,281,205,236,1031,"Eulmore 2"
263,282,206,237,1032,"Vieille Sharlayan 1"
264,283,207,238,1033,"Vieille Sharlayan 2"
265,284,208,239,1034,"Radz-at-Han 1"
266,285,209,240,1035,"Radz-at-Han 2"
267,286,210,241,3014,"Champs de la Gloire"
268,287,211,242,3015,"Onsal Hakair"
269,288,212,243,3308,"Roi du conflit S13"
270,289,213,244,3309,"Prince du conflit S13"
271,290,214,245,3310,"As du conflit S13"
272,291,215,246,3311,"Crystalline Conflict : cristal S13"
273,292,216,247,3312,"Crystalline Conflict : diamant S13"
274,293,217,248,3313,"Crystalline Conflict : platine S13"
275,294,218,249,3314,"Crystalline Conflict : or S13"
276,295,219,250,3315,"Crystalline Conflict : argent S13"
277,296,220,251,3316,"Crystalline Conflict : bronze S13"
278,297,221,252,3317,"Roi du conflit S14"
279,298,222,253,3318,"Prince du conflit S14"
280,299,223,254,3319,"As du conflit S14"
281,300,224,255,3320,"Crystalline Conflict : cristal S14"
282,301,225,256,3321,"Crystalline Conflict : diamant S14"
283,302,226,257,3322,"Crystalline Conflict : platine S14"
284,303,227,258,3323,"Crystalline Conflict : or S14"
285,304,228,259,3324,"Crystalline Conflict : argent S14"
286,305,229,260,3325,"Crystalline Conflict : bronze S14"
287,306,230,261,2505,"Futures Rewritten"
288,307,1,262,2318,"Quêtes des Mamool Ja"
289,308,1,263,2354,"Palais des morts 1"
290,309,1,264,2355,"Palais des morts 2"
291,310,1,265,2356,"Pilier des Cieux 1"
292,311,1,266,2357,"Pilier des Cieux 2"
293,312,231,267,2406,"Île de Lunule 1"
294,313,232,268,2343,"Exploration cosmique 1"
295,314,233,269,3955,"Monster Hunter Wilds 1"
296,315,234,270,3956,"Monster Hunter Wilds 2"
297,316,235,271,3016,"Gorge dérobée"
298,317,236,272,3017,"Ruines frontalières (annexion)"
299,318,237,273,3326,"Roi du conflit S15"
300,319,238,274,3327,"Prince du conflit S15"
301,320,239,275,3328,"As du conflit S15"
302,321,240,276,3329,"Crystalline Conflict : cristal S15"
303,322,241,277,3330,"Crystalline Conflict : diamant S15"
304,323,242,278,3331,"Crystalline Conflict : platine S15"
305,324,243,279,3332,"Crystalline Conflict : or S15"
306,325,244,280,3333,"Crystalline Conflict : argent S15"
307,326,245,281,3334,"Crystalline Conflict : bronze S15"
308,327,246,282,3335,"Roi du conflit S16"
309,328,247,283,3336,"Prince du conflit S16"
310,329,248,284,3337,"As du conflit S16"
311,330,249,285,3338,"Crystalline Conflict : Ultima S16"
312,331,250,286,3339,"Crystalline Conflict : Oméga S16"
313,332,251,287,3340,"Crystalline Conflict : cristal S16"
314,333,252,288,3341,"Crystalline Conflict : diamant S16"
315,334,253,289,3342,"Crystalline Conflict : platine S16"
316,335,254,290,3343,"Crystalline Conflict : or S16"
317,336,255,291,3344,"Crystalline Conflict : argent S16"
318,337,256,292,3345,"Crystalline Conflict : bronze S16"
319,338,1,293,2319,"Quêtes des Yok Huy"
320,339,1,294,2400,"Sanctuaire des pèlerins 1"
321,340,1,295,2401,"Sanctuaire des pèlerins 2"
322,341,257,296,2344,"Exploration cosmique 2"
323,342,258,1,2342,"Félicité insulaire 3"
324,343,259,297,3018,"Le Rivage redoutable"
325,344,260,298,3019,"Worqor Chirteh"
326,345,261,299,3346,"Roi du conflit S17"
327,346,262,300,3347,"Prince du conflit S17"
328,347,263,301,3348,"As du conflit S17"
329,348,264,302,3349,"Crystalline Conflict : Ultima S17"
330,349,265,303,3350,"Crystalline Conflict : Oméga S17"
331,350,266,304,3351,"Crystalline Conflict : cristal S17"
332,351,267,305,3352,"Crystalline Conflict : diamant S17"
333,352,268,306,3353,"Crystalline Conflict : platine S17"
334,353,269,307,3354,"Crystalline Conflict : or S17"
335,354,270,308,3355,"Crystalline Conflict : argent S17"
336,355,271,309,3356,"Crystalline Conflict : bronze S17"
337,356,272,310,3357,"Roi du conflit S18"
338,357,273,311,3358,"Prince du conflit S18"
339,358,274,312,3359,"As du conflit S18"
340,359,275,313,3360,"Crystalline Conflict : Ultima S18"
341,360,276,314,3361,"Crystalline Conflict : Oméga S18"
342,361,277,315,3362,"Crystalline Conflict : cristal S18"
343,362,278,316,3363,"Crystalline Conflict : diamant S18"
344,363,279,317,3364,"Crystalline Conflict : platine S18"
345,364,280,318,3365,"Crystalline Conflict : or S18"
346,365,281,319,3366,"Crystalline Conflict : argent S18"
347,366,282,320,3367,"Crystalline Conflict : bronze S18"
348,367,283,321,4002,"Récompense spéciale"
349,368,284,322,2345,"Exploration cosmique 3"
350,369,285,323,2405,"Donjon à embranchements : Contes du Camelot"
351,370,286,324,25,"Style épuré 1"
352,371,287,325,26,"Style épuré 2"
353,372,288,326,27,"Style épuré 3"
354,373,289,327,28,"Style épuré 4"
355,374,290,328,29,"Style épuré 5"
356,375,291,329,30,"Style épuré 6"
357,376,292,330,31,"Style épuré 7"
358,377,293,331,32,"Style épuré 8"
359,378,294,332,2264,"Championnat céleste de l'Arcadion : Black Cat"
360,379,295,333,2265,"Championnat céleste de l'Arcadion : Honey B. Lovely"
361,380,296,334,2266,"Championnat céleste de l'Arcadion : Brute Bomber"
362,381,297,335,2267,"Championnat céleste de l'Arcadion : Wicked Thunder"
363,382,298,336,2268,"Championnat céleste de l'Arcadion : Dancing Green"
364,383,299,337,2269,"Championnat céleste de l'Arcadion : Sugar Riot"
365,384,300,338,2270,"Championnat céleste de l'Arcadion : Howling Blade"
366,385,301,339,2271,"Championnat céleste de l'Arcadion : Vamp Fatale"
367,386,302,340,2272,"Championnat céleste de l'Arcadion : Deep Blue"
368,387,303,341,2273,"Championnat céleste de l'Arcadion : Red Hot"
369,388,304,342,2274,"Championnat céleste de l'Arcadion : The Tyrant"
370,389,305,343,3020,"La Bibliothèque Harmonia"
371,390,306,344,3021,"Front : Maelstrom"
372,391,307,345,3022,"Front : Deux Vipères"
373,392,308,346,3023,"Front : Immortels"
374,393,309,347,3368,"Roi du conflit S19"
375,394,310,348,3369,"Prince du conflit S19"
376,395,311,349,3370,"As du conflit S19"
377,396,312,350,3371,"Crystalline Conflict : Ultima S19"
378,397,313,351,3372,"Crystalline Conflict : Oméga S19"
379,398,314,352,3373,"Crystalline Conflict : cristal S19"
380,399,315,353,3374,"Crystalline Conflict : diamant S19"
381,400,316,354,3375,"Crystalline Conflict : platine S19"
382,401,317,355,3376,"Crystalline Conflict : or S19"
383,402,318,356,3377,"Crystalline Conflict : argent S19"
384,403,319,357,3378,"Crystalline Conflict : bronze S19"
385,404,320,358,3379,"Roi du conflit S20"
386,405,321,359,3380,"Prince du conflit S20"
387,406,322,360,3381,"As du conflit S20"
388,407,323,361,3382,"Crystalline Conflict : Ultima S20"
389,408,324,362,3383,"Crystalline Conflict : Oméga S20"
390,409,325,363,3384,"Crystalline Conflict : cristal S20"
391,410,326,364,3385,"Crystalline Conflict : diamant S20"
392,411,327,365,3386,"Crystalline Conflict : platine S20"
393,412,328,366,3387,"Crystalline Conflict : or S20"
394,413,329,367,3388,"Crystalline Conflict : argent S20"
395,414,330,368,3389,"Crystalline Conflict : bronze S20"
396,415,331,369,3390,"Roi du conflit S21"
397,416,332,370,3391,"Prince du conflit S21"
398,417,333,371,3392,"As du conflit S21"
399,418,334,372,3393,"Crystalline Conflict : Ultima S21"
400,419,335,373,3394,"Crystalline Conflict : Oméga S21"
401,420,336,374,3395,"Crystalline Conflict : cristal S21"
402,421,337,375,3396,"Crystalline Conflict : diamant S21"
403,422,338,376,3397,"Crystalline Conflict : platine S21"
404,423,339,377,3398,"Crystalline Conflict : or S21"
405,424,340,378,3399,"Crystalline Conflict : argent S21"
406,425,341,379,3400,"Crystalline Conflict : bronze S21"
407,426,342,380,3957,"DRAGON QUEST X"
408,427,343,381,3958,"Frappe fatale"
409,0,0,0,0,""
410,0,0,0,0,""
411,430,345,383,2408,"Île de Lunule 2"
412,431,346,384,2275,"Échos de Vana'diel 1"
413,431,346,385,2276,"Échos de Vana'diel 2"
414,431,346,386,2277,"Échos de Vana'diel 3"
415,431,346,387,2278,"Échos de Vana'diel 4"
416,431,346,388,2279,"Échos de Vana'diel 5"
417,432,347,389,2280,"Échos de Vana'diel 6"
418,432,347,390,2281,"Échos de Vana'diel 7"
419,432,347,391,2282,"Échos de Vana'diel 8"
420,432,347,392,2283,"Échos de Vana'diel 9"
421,433,348,393,2284,"Échos de Vana'diel 10"
422,433,348,394,2285,"Échos de Vana'diel 11"
423,433,348,395,2286,"Échos de Vana'diel 12"
424,433,348,396,2287,"Échos de Vana'diel 13"
425,434,349,397,2346,"Exploration cosmique 4"
426,0,0,0,0,""
427,0,0,0,0,""
428,0,0,0,0,""
429,0,0,0,0,""
430,0,0,0,0,""
431,0,0,0,0,""
432,0,0,0,0,""
433,0,0,0,0,""
434,0,0,0,0,""
435,0,0,0,0,""
436,0,0,0,0,""
437,0,0,0,0,""
438,0,0,0,0,""
439,0,0,0,0,""
440,0,0,0,0,""
441,0,0,0,0,""
442,0,0,0,0,""
443,0,0,0,0,""
444,0,0,0,0,""
445,0,0,0,0,""
446,0,0,0,0,""
447,0,0,0,0,""
448,0,0,0,0,""
449,0,0,0,0,""
450,0,0,0,0,""
