key,0,1,2,3,4,5,6,7,8,9,10,11,12
74,"Bassin de cérumen (A)","A",201,748,200,4,False,1,90,6,1180,37,1751567
75,"Mer du Chant des sirènes 1 (B)","B",427,704,700,4,False,1,90,6,1180,37,1751567
76,"Mer du Chant des sirènes 2 (C)","C",340,532,300,4,False,1,90,6,1180,37,1751567
77,"Île d'Anthémuse (D)","D",447,253,200,4,False,1,91,6,1190,38,1926724
78,"Bouche du démon des mers (E)","E",583,593,800,4,False,1,92,6,1210,39,2119397
79,"Pertuis des naufrages (F)","F",687,644,400,4,False,2,93,6,1220,40,2331337
80,"Récif de la mort (G)","G",66,383,900,4,False,2,95,6,1250,41,2820919
81,"Mer du Chant des sirènes 3 (H)","H",352,118,500,4,False,3,96,6,1270,42,3074802
82,"Courant sous-marin d'Anthémuse (I)","I",557,183,800,4,False,3,96,6,1270,42,3074802
83,"Mer du Chant des sirènes 4 (J)","J",738,555,400,4,False,3,97,6,1280,42,3351535
84,"Détroit aux tourbillons (K)","K",802,436,800,4,False,3,98,6,1300,43,3653174
85,"Baie du Bec (L)","L",620,806,300,4,False,4,99,6,1310,44,3981960
86,"Geôle du démon des mers (M)","M",136,138,1000,4,False,4,100,6,1330,44,4340337
87,"Atoll des exilés (N)","N",533,68,100,4,False,4,101,6,1340,45,4687564
88,"Plage de Lugat (O)","O",885,400,400,4,False,4,101,6,1340,45,4687564
89,"Source givrée (P)","P",502,899,200,4,False,5,102,6,1360,46,5062570
90,"Mer du Chant des sirènes 5 (Q)","Q",873,106,1000,4,False,5,103,6,1370,47,5467576
91,"Île du tumulte (R)","R",678,289,0,4,False,5,104,6,1390,47,5904983
92,"Colline de sang pourpre (S)","S",937,651,1000,4,False,5,105,6,1400,48,6377382
93,"Source cristalline (T)","T",747,901,200,4,False,5,105,6,1400,48,6377382
94,"","",49,928,0,5,True,0,0,0,0,0,0
95,"Arche de glycines aguichantes (A)","A",177,858,600,5,False,1,105,6,1400,48,6377382
96,"Île blanchie (B)","B",189,713,100,5,False,1,105,6,1400,48,6377382
97,"Haut-fond de l'oiseau vagabond (C)","C",494,744,300,5,False,1,105,6,1400,48,6377382
98,"Mer de lilas 1 (D)","D",90,514,300,5,False,1,106,6,1420,48,6536817
99,"Île du râle (E)","E",545,898,100,5,False,1,107,6,1430,48,6700238
100,"Centre de la fosse des campanules (F)","F",366,534,1000,5,False,2,108,6,1450,49,6867744
101,"Mer de lilas 2 (G)","G",741,797,300,5,False,2,110,6,1480,49,7215424
102,"Mer de lilas 3 (H)","H",901,898,300,5,False,3,111,6,1490,50,7395810
103,"Nord-ouest de la fosse des campanules (I)","I",174,394,1000,5,False,3,112,6,1510,50,7580706
104,"Île des couronnes florales (J)","J",533,457,100,5,False,3,113,6,1520,50,7770224
105,"Sud-est de la fosse des campanules (K)","K",646,677,1000,5,False,3,114,6,1540,50,7964480
106,"Lagon en fleur (L)","L",562,320,600,5,False,4,115,6,1550,51,8163592
107,"Île des tiges ailées (M)","M",806,570,100,5,False,4,115,6,1550,51,8163592
108,"Île de l'étendard (N)","N",690,212,100,5,False,4,116,6,1570,51,8367682
109,"Baie des orchidées papillon (O)","O",737,433,600,5,False,4,117,6,1580,51,8576875
110,"Mer de lilas 4 (P)","P",62,88,600,5,False,5,118,6,1600,52,8791297
111,"Île de la carène (Q)","Q",374,296,100,5,False,5,119,6,1610,52,9011080
112,"Est de la vallée sous-marine de Dodie (R)","R",922,340,1000,5,False,5,119,6,1610,52,9011080
113,"Mer de lilas 5 (S)","S",804,64,1000,5,False,5,120,6,1630,52,9236357
114,"Ouest de la vallée sous-marine de Dodie (T)","T",485,62,1000,5,False,5,120,6,1630,52,9236357
115,"","",934,60,0,6,True,0,0,0,0,0,0
116,"Hauts-fonds indigo (A)","A",822,159,100,6,False,1,120,6,1630,52,9236357
117,"Base d'exploration intermédiaire (B)","B",661,378,0,6,False,1,120,6,1630,52,9236357
118,"Nord des profondeurs de la Mer de cobalt (C)","C",624,168,400,6,False,1,120,6,1630,52,9236357
119,"Vallée sous-marine du Berceau des pluies (D)","D",907,517,1000,6,False,1,121,6,1640,52,9467266
120,"Océan Indigo méridional 1 (E)","E",431,86,700,6,False,1,122,6,1660,52,9703948
121,"Infinité bleue (F)","F",480,438,800,6,False,2,123,6,1670,53,9946547
122,"Océan Indigo méridional 2 (G)","G",393,257,700,6,False,2,125,6,1700,53,10450092
123,"Île des serres (H)","H",286,364,0,6,False,3,126,6,1720,54,10711345
124,"Sud de L'Infinité bleue (I)","I",508,600,500,6,False,3,127,6,1730,54,10979129
125,"Océan Indigo méridional 3 (J)","J",85,93,500,6,False,3,128,6,1750,54,11253608
126,"Large de l'île des serres (K)","K",76,316,700,6,False,3,129,6,1760,54,11534949
127,"Île de l'iris aigue-marine (L)","L",728,764,100,6,False,4,130,6,1780,55,11823323
128,"Bas-fonds des Étoiles ciselées (M)","M",331,660,400,6,False,4,130,6,1780,55,11823323
129,"Île de la Lune gibbeuse (N)","N",206,650,0,6,False,4,131,6,1790,55,12118907
130,"Profondeurs émeraude (O)","O",895,919,1000,6,False,4,132,6,1810,55,12421880
131,"Océan Indigo méridional 4 (P)","P",86,494,800,6,False,5,133,6,1820,56,12732427
132,"Sud des profondeurs de la Mer de cobalt (Q)","Q",461,816,800,6,False,5,134,6,1840,56,13050738
133,"Moyennes profondeurs des Étoiles ciselées (R)","R",196,810,900,6,False,5,134,6,1840,56,13050738
134,"Vallée sous-marine du Berceau des vents (S)","S",520,926,1000,6,False,5,135,6,1850,56,13377007
135,"Grands fonds des Étoiles ciselées (T)","T",88,927,1000,6,False,5,135,6,1850,56,13377007
136,"","",933,940,0,7,True,0,0,0,0,0,0
137,"Est du caillot de sang noir (A)","A",883,870,500,7,False,1,135,6,1850,56,13377007
138,"Port des loups de mer (B)","B",907,579,1000,7,False,1,135,6,1850,56,13377007
139,"Rive sud de l'île ar<hex:02160103>ti<hex:02160103>fi<hex:02160103>cielle (C)","C",803,779,0,7,False,1,135,6,1850,56,13377007
140,"Lac d'Oeya Seik (D)","D",727,634,400,7,False,1,136,6,1870,56,13711433
141,"Nord-est de l'île ar<hex:02160103>ti<hex:02160103>fi<hex:02160103>cielle (E)","E",850,360,0,7,False,1,137,6,1880,56,14054219
142,"Plage de Fejer (F)","F",551,645,600,7,False,2,138,6,1900,58,14405575
143,"Rivage des griffes (G)","G",472,432,600,7,False,2,140,6,1930,58,15134858
144,"Large de Fejer (H)","H",354,580,1000,7,False,3,141,6,1940,59,15513230
145,"Baie de Hachelame (I)","I",641,313,1000,7,False,3,142,6,1960,59,15901061
146,"Nichée des macareux (J)","J",495,156,0,7,False,3,143,6,1970,59,16298588
147,"Sud de la fosse d'Aerslaent (K)","K",400,821,1000,7,False,3,144,6,1990,59,16706053
148,"Corridor de Solkronn (L)","L",659,149,1000,7,False,4,145,6,2000,60,17123705
149,"Centre de la Sabrée des loups de mer (M)","M",326,383,1000,7,False,4,145,6,2000,60,17123705
150,"","",0,0,0,0,False,0,0,0,0,0,0
151,"","",0,0,0,0,False,0,0,0,0,0,0
152,"","",0,0,0,0,False,0,0,0,0,0,0
153,"","",0,0,0,0,False,0,0,0,0,0,0
154,"","",0,0,0,0,False,0,0,0,0,0,0
155,"","",0,0,0,0,False,0,0,0,0,0,0
156,"","",0,0,0,0,False,0,0,0,0,0,0
157,"","",0,0,0,0,False,0,0,0,0,0,0
158,"","",0,0,0,0,False,0,0,0,0,0,0
159,"","",0,0,0,0,False,0,0,0,0,0,0
