key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
11,"Devin fantôme","Devin fant.","","Les réminiscences d'un devin aux capacités de discernement surnaturelles vous octroient la maîtrise d'actions aux effets ultérieurs.","Phantom Oracle",5,21,1,41636,2,41641,3,41642,4,41643,5,41644
12,"Voleur fantôme","Voleur fant.","","Les réminiscences d'un voleur rusé et généreux vous octroient la maîtrise d'actions subtiles et bigarrées pour tirer votre épingle du jeu.","Phantom Thief",6,3,1,41646,2,41645,3,41647,4,41648,5,41649
13,"Chevalier mage fantôme","Chevalier mage fant.","","Les réminiscences d'un chevalier mage dévoué et expert des arcanes vous octroient la maîtrise d'actions permettant d'enchanter votre épée.","Phantom Mystic Knight",4,9,1,46591,2,46590,3,46592,4,46593,0,0
14,"Gladiateur fantôme","Gladiateur fant.","","Les réminiscences d'un gladiateur inflexible et sans peur vous octroient la maîtrise d'un large éventail d'actions offensives et défensives.","Phantom Gladiator",4,23,1,46594,2,46595,3,46596,4,46597,0,0
15,"Danseur fantôme","Danseur fant.","","Les réminiscences d'un danseur expressif et raffiné vous octroient la maîtrise d'actions de danse aux effets divers et variés.","Phantom Dancer",4,19,1,46598,2,46603,3,46604,4,46605,0,0
16,"Ninja fantôme","Ninja fant.","","Les réminiscences d'un ninja insaisissable et létal vous octroient la maîtrise d'actions efficaces en toute situation.","Phantom Ninja",6,5,1,49062,2,49063,3,49064,4,49065,6,49066
17,"Mage blanc fantôme","Mage blanc fant.","","Les réminiscences d'un mage blanc dévoué et expert en magie curative vous octroient la maîtrise de précieux sorts de soin.","Phantom White Mage",5,10,1,49067,2,49068,3,49069,4,49070,5,49071
18,"Mage noir fantôme","Mage noir fant.","","Les réminiscences d'un mage noir dévoué à ses recherches vous octroient la maîtrise de sorts de magie élémentaire destructeurs.","Phantom Black Mage",5,11,1,49072,2,49073,3,49074,4,49075,5,49076
19,"Chevalier dragon fantôme","Chevalier drag. fant.","","Les réminiscences d'un chevalier dragon rompu aux combats vous octroient la maîtrise d'actions mêlant sauts et coups de lance mortels.","Phantom Dragoon",4,4,1,49077,2,49078,3,49079,0,0,0,0
20,"Invocateur fantôme","Invocateur fant.","","Les réminiscences d'un invocateur passionné et expérimenté vous octroient la maîtrise d'actions d'invocation aussi efficaces en attaque qu'en défense.","Phantom Summoner",5,13,1,49080,2,49081,3,49082,4,49083,5,49084
21,"Mage bleu fantôme","Mage bleu fant.","","Les réminiscences d'un mage bleu aventureux et curieux vous octroient la capacité d'apprendre des techniques des monstres rencontrés.","Phantom Blue Mage",3,14,1,49085,1,49086,1,49087,2,49088,3,49090
22,"Mage rouge fantôme","Mage rouge fant.","","Les réminiscences d'un mage rouge vagabond et vif d'esprit vous octroient la maîtrise de sorts de magie blanche et noire en parfaite harmonie.","Phantom Red Mage",6,15,1,49092,2,49093,3,49094,4,49095,5,49096
23,"Nécromancien fantôme","Nécromancien fant.","","Les réminiscences d'un nécromancien versé dans les disciplines occultes et profanatrices vous octroient la maîtrise d'actions dépassant les limites de la mort.","Phantom Necromancer",5,20,1,49097,2,49098,3,49099,4,49100,5,49101
