key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
8,"cristal de feu",0,"cristaux de feu",0,0,1,0,0,"De l'énergie éthérée de feu cristallisée.","Cristal de feu",20007,25,1,11,0,59,58,0,4,20010,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
9,"cristal de glace",0,"cristaux de glace",0,0,1,0,0,"De l'énergie éthérée de glace cristallisée.","Cristal de glace",20009,25,1,11,0,59,58,0,4,20020,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
10,"cristal de vent",0,"cristaux de vent",0,0,1,0,0,"De l'énergie éthérée de vent cristallisée.","Cristal de vent",20010,25,1,11,0,59,58,0,4,20030,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
11,"cristal de terre",0,"cristaux de terre",0,0,1,0,0,"De l'énergie éthérée de terre cristallisée.","Cristal de terre",20012,25,1,11,0,59,58,0,4,20040,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
12,"cristal de foudre",0,"cristaux de foudre",0,0,1,0,0,"De l'énergie éthérée de foudre cristallisée.","Cristal de foudre",20011,25,1,11,0,59,58,0,4,20050,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
13,"cristal d'eau",0,"cristaux d'eau",0,0,1,0,0,"De l'énergie éthérée d'eau cristallisée.","Cristal d'eau",20008,25,1,11,0,59,58,0,4,20060,9999,False,False,False,False,229,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
14,"agrégat de feu",0,"agrégats de feu",0,1,1,0,0,"Un agrégat de cristaux de feu.","Agrégat de feu",20013,50,1,11,0,59,58,0,4,30010,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
15,"agrégat de glace",0,"agrégats de glace",0,1,1,0,0,"Un agrégat de cristaux de glace.","Agrégat de glace",20015,50,1,11,0,59,58,0,4,30020,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
16,"agrégat de vent",0,"agrégats de vent",0,1,1,0,0,"Un agrégat de cristaux de vent.","Agrégat de vent",20016,50,1,11,0,59,58,0,4,30030,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
17,"agrégat de terre",0,"agrégats de terre",0,1,1,0,0,"Un agrégat de cristaux de terre.","Agrégat de terre",20018,50,1,11,0,59,58,0,4,30040,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
18,"agrégat de foudre",0,"agrégats de foudre",0,1,1,0,0,"Un agrégat de cristaux de foudre.","Agrégat de foudre",20017,50,1,11,0,59,58,0,4,30050,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
19,"agrégat d'eau",0,"agrégats d'eau",0,1,1,0,0,"Un agrégat de cristaux d'eau.","Agrégat d'eau",20014,50,1,11,0,59,58,0,4,30060,9999,False,False,False,False,990,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
20,"sceau de compagnie limséen",0,"sceaux de compagnie limséens",0,0,1,0,0,"Crédit militaire émis par la grande compagnie limséenne, le Maelstrom. Les sceaux de compagnie peuvent être échangés contre des pièces d'équipement et objets.","Sceau de compagnie limséen",65004,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
21,"sceau de compagnie gridanien",0,"sceaux de compagnie gridaniens",0,0,1,0,0,"Crédit militaire émis par la grande compagnie gridanienne, l'ordre des Deux Vipères. Les sceaux de compagnie peuvent être échangés contre des pièces d'équipement et objets.","Sceau de compagnie gridanien",65005,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
22,"sceau de compagnie uldien",0,"sceaux de compagnie uldiens",0,0,1,0,0,"Crédit militaire émis par la grande compagnie uldienne, les Immortels. Les sceaux de compagnie peuvent être échangés contre des pièces d'équipement et objets.","Sceau de compagnie uldien",65006,1,1,16,0,63,0,0,3,0,200000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
23,"mémoquartz allagois philosophal",0,"mémoquartz allagois philosophaux",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets philosophiques.","Mémoquartz allagois philosophal",65012,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
24,"mémoquartz allagois mythologique",0,"mémoquartz allagois mythologiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble parler de mythologie.","Mémoquartz allagois mythologique",65013,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
25,"marque de loup",0,"marques de loup",0,0,1,1,0,"Un crédit utilisé en commun par les grandes compagnies, qui peut être échangé dans l'Antre des loups contre des équipements et du matériel.","Marque de loup",65014,55,1,16,0,63,0,0,3,0,20000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
26,"mémoquartz allagois martial",0,"mémoquartz allagois martiaux",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble relater des chroniques de guerre.","Mémoquartz allagois martial",65022,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
27,"insigne allié",0,"insignes alliés",0,1,1,0,0,"Cet emblème a été émis par l'Alliance éorzéenne pour récompenser ses éléments les plus méritoires.","Insigne allié",65024,1,1,16,0,63,0,0,3,0,4000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
28,"mémoquartz allagois poétique",0,"mémoquartz allagois poétiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble parler de principes sur la poésie.","Mémoquartz allagois poétique",65023,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
29,"point du Gold Saucer",0,"points du Gold Saucer",0,0,1,0,0,"Communément appelé PGS, ce jeton ne peut être utilisé que dans l'enceinte du Gold Saucer. Le profil de Godbert Manderville est gravé sur l'une des faces.","Point du Gold Saucer",65025,1,1,16,0,63,0,0,3,0,9999999,False,False,False,False,1,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
30,"mémoquartz allagois juridique",0,"mémoquartz allagois juridiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets se rapportant au Droit.","Mémoquartz allagois juridique",65032,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
31,"mémoquartz allagois ésotérique",0,"mémoquartz allagois ésotériques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets en rapport avec l'ésotérisme.","Mémoquartz allagois ésotérique",65033,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
32,"mémoquartz allagois traditionnel",0,"mémoquartz allagois traditionnels",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets en rapport avec la tradition.","Mémoquartz allagois traditionnel",65038,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
33,"mémoquartz allagois théologique",0,"mémoquartz allagois théologiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets en rapport avec la théologie.","Mémoquartz allagois théologique",65041,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
34,"mémoquartz allagois véridique",0,"mémoquartz allagois véridiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets sur la vérité.","Mémoquartz allagois véridique",65045,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
35,"mémoquartz allagois cosmogonique",0,"mémoquartz allagois cosmogoniques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets cosmogoniques.","Mémoquartz allagois cosmogonique",65046,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
36,"mémoquartz allagois mensonger",0,"mémoquartz allagois mensongers",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets mensongers.","Mémoquartz allagois mensonger",65062,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
37,"mémoquartz allagois génésiaque",0,"mémoquartz allagois génésiaques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets génésiaques.","Mémoquartz allagois génésiaque",65065,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
38,"mémoquartz allagois goétique",0,"mémoquartz allagois goétiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets goétiques.","Mémoquartz allagois goétique",65066,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
39,"mémoquartz allagois fantasmagorique",0,"mémoquartz allagois fantasmagoriques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets fantasmagoriques.","Mémoquartz allagois fantasmagorique",65067,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
40,"mémoquartz allagois fabuleux",0,"mémoquartz allagois fabuleux",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant de la fable.","Mémoquartz allagois fabuleux",65075,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
41,"mémoquartz allagois révélateur",0,"mémoquartz allagois révélateurs",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant d'une révélation.","Mémoquartz allagois révélateur",65083,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
42,"mémoquartz allagois aphoristique",0,"mémoquartz allagois aphoristiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant de l'aphorisme.","Mémoquartz allagois aphoristique",65085,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
43,"mémoquartz allagois astronomique",0,"mémoquartz allagois astronomiques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant de l'astronomie.","Mémoquartz allagois astronomique",65086,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
44,"mémoquartz allagois déterministe",0,"mémoquartz allagois déterministes",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant du déterminisme.","Mémoquartz allagois déterministe",65094,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
45,"mémoquartz allagois dantesque",0,"mémoquartz allagois dantesques",0,0,1,0,0,"Cette pierre gravée est pro<hex:02160103>ba<hex:02160103>ble<hex:02160103>ment un vestige de la civilisation allagoise. Elle semble décrire des sujets tenant d'un panthéon mythologique.","Mémoquartz allagois dantesque",65103,1,1,16,0,63,0,0,3,0,2000,False,False,False,False,2,0,False,0,False,0,2,0,0,0,0,0,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,False
